Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
					"2,775.56"	CAD	"2,775.56"	CAD								
"PARKS, FORESTRY & RECREATION"	2353-40	01-31-2013	02-01-2013	LONG   MCQUADE LIMITED	35.03	CAD	35.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01906	TRINITY-ARTS-VISL/PE	7399	Business Services - Not Elsewhere Classi	MUSIC BOOKS FOR PIANO PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2365-53	02-06-2013	02-07-2013	IKEA NORTH YORK	3.38	CAD	3.38	CAD	2110	PARTS - FURNITURE & FIXTURES	P10460	TRINITY-PGM SUPP	5712	"Equipment, Furniture, and Home Furnishin"	WALL CLOCK	
"PARKS, FORESTRY & RECREATION"	2387-34	02-25-2013	02-26-2013	LOWES #02640*	13.54	CAD	13.54	CAD	2710	GENERAL HARDWARE	P10460	TRINITY-PGM SUPP	5200	Home Supply Warehouse	AAA-24 ALKALINE PLUS 24PK	
					51.95	CAD	51.95	CAD								
"PARKS, FORESTRY & RECREATION"	2358-52	01-31-2013	02-04-2013	THE SALT DEPOT LTD.	533.93	CAD	533.93	CAD	2410	DE - ICERS	P00272	E-SOUTH2-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	SALT 5.25	
"PARKS, FORESTRY & RECREATION"	2362-30	02-01-2013	02-05-2013	CDN TIRE STORE #00209	28.79	CAD	28.79	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	CERAMIC HEATER	
"PARKS, FORESTRY & RECREATION"	2363-44	02-05-2013	02-06-2013	LOWES #02633*	101.43	CAD	101.43	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2369-31	02-05-2013	02-11-2013	THE SALT DEPOT LTD.	386.46	CAD	386.46	CAD	2410	DE - ICERS	P00272	E-SOUTH2-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	SALT 3.8	
"PARKS, FORESTRY & RECREATION"	2370-31	02-11-2013	02-12-2013	THE SALT DEPOT LTD.	850.21	CAD	850.21	CAD	2410	DE - ICERS	P00272	E-SOUTH2-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	SALT 4.91 FOR FEB 9 & 3.45 FOR FEB 11	
"PARKS, FORESTRY & RECREATION"	2370-32	02-11-2013	02-12-2013	THE SALT DEPOT LTD.	626.47	CAD	626.47	CAD	2410	DE - ICERS	P00272	E-SOUTH2-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	SALT 6.16 FOR FEB 8	
"PARKS, FORESTRY & RECREATION"	2373-33	02-12-2013	02-13-2013	LOWES #02633*	30.49	CAD	30.49	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"14""ALPINE SNOW SHOVEL W/WEARSTRIP"	
"PARKS, FORESTRY & RECREATION"	2373-34	02-12-2013	02-13-2013	ALPINE LAWN   GARDEN E	720.36	CAD	720.36	CAD	3015	M & E - GROUNDS	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	SNOW BLOWER	
"PARKS, FORESTRY & RECREATION"	2374-46	02-12-2013	02-14-2013	THE HOME DEPOT #7107	22.58	CAD	22.58	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	CAR SHOVEL	
"PARKS, FORESTRY & RECREATION"	2383-30	02-20-2013	02-21-2013	THE SALT DEPOT LTD.	822.75	CAD	822.75	CAD	2410	DE - ICERS	P00272	E-SOUTH2-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	SALT 4.18 FOR FEB 15 & 3.91 FOR FEB 20	
"PARKS, FORESTRY & RECREATION"	2387-35	02-25-2013	02-26-2013	LOWES #02633*	134.24	CAD	134.24	CAD	2551	ROAD MATERIALS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	HI-PERFORMANCE PAVEMNT REPAIR 50#	
					"4,257.71"	CAD	"4,257.71"	CAD								
"PARKS, FORESTRY & RECREATION"	2358-53	01-31-2013	02-04-2013	LOCK-UP SERVICES INC.	184.60	CAD	184.60	CAD	2730	LOCKS	P00516	HIGH PK-PGM SUPP	7393	"Detective Agencies, Protective Agencies,"	LOCKS	
"PARKS, FORESTRY & RECREATION"	2376-31	02-14-2013	02-15-2013	IKEA ETOBICOKE	185.26	CAD	185.26	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00516	HIGH PK-PGM SUPP	5712	"Equipment, Furniture, and Home Furnishin"	"TABLES, STORAGE BOXES"	
"PARKS, FORESTRY & RECREATION"	2386-38	02-22-2013	02-25-2013	THE HOME DEPOT #7011	5.15	CAD	5.15	CAD	2710	GENERAL HARDWARE	P00516	HIGH PK-PGM SUPP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2390-32	02-26-2013	02-27-2013	FOTOBOX	11.30	CAD	11.30	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P00516	HIGH PK-PGM SUPP	7395	"Photo Developing, Photofinishing Laborat"	PHOTOGRAPHIC PRINTS	
					386.31	CAD	386.31	CAD								
"PARKS, FORESTRY & RECREATION"	2365-54	02-05-2013	02-07-2013	THE HOME DEPOT #7013	35.02	CAD	35.02	CAD	*****	PROPANE GAS	P00405	N-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	*****	
					35.02	CAD	35.02	CAD								
EMERGENCY MEDICAL SERVICES	2358-54	02-01-2013	02-04-2013	BBA REMANUFACTURING IN	56.50	CAD	56.50	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5085	Industrial Supplies Not Elsewhere Classi	DASH CLUSTER UNIT 970	
EMERGENCY MEDICAL SERVICES	2365-55	02-05-2013	02-07-2013	BBA REMANUFACTURING IN	56.50	CAD	56.50	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5085	Industrial Supplies Not Elsewhere Classi	DASH CLUSTER UNIT 818	
EMERGENCY MEDICAL SERVICES	2367-38	02-06-2013	02-08-2013	NAPA WILLOWDALE #143	12.09	CAD	12.09	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5533	"Automotive Parts, Accessories Stores"	MINI LAMP UNIT 11-117	
EMERGENCY MEDICAL SERVICES	2373-35	02-11-2013	02-13-2013	NAPA WILLOWDALE #143	46.96	CAD	46.96	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5533	"Automotive Parts, Accessories Stores"	HALOGEN SEALED BEAM	
EMERGENCY MEDICAL SERVICES	2373-36	02-11-2013	02-13-2013	NAPA WILLOWDALE #143	-46.96	CAD	-46.96	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5533	"Automotive Parts, Accessories Stores"	REFUND - HALOGEN SEALED BEAM	
EMERGENCY MEDICAL SERVICES	2376-32	02-13-2013	02-15-2013	J.F. TIRE SERVICE LTD	988.75	CAD	988.75	CAD	2135	PARTS - TIRES/TUBES	B41100	MAINTENANCE OF FLEET	7534	Tire Retreading and Repair Shops	HIGH PRESSURE VALVE	
EMERGENCY MEDICAL SERVICES	2378-49	02-14-2013	02-18-2013	NAPA WILLOWDALE #143	10.68	CAD	10.68	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5533	"Automotive Parts, Accessories Stores"	WHEEL SEAL UNIT 02-109	
EMERGENCY MEDICAL SERVICES	2378-50	02-15-2013	02-18-2013	NAPA WILLOWDALE #143	18.65	CAD	18.65	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5533	"Automotive Parts, Accessories Stores"	SWAY BAR BUSHING UNIT 02-109	
					"1,143.17"	CAD	"1,143.17"	CAD								
"PARKS, FORESTRY & RECREATION"	2362-31	02-04-2013	02-05-2013	NELSON AGGREGATE CO	547.36	CAD	547.36	CAD	2770	GRAVEL	P00674	W-SOUTH3-PGM SUPP	5039	Construction Materials Not Elsewhere Cla	19 MM CRUSHER RUN	
"PARKS, FORESTRY & RECREATION"	2362-32	02-04-2013	02-05-2013	MR SIGNS	428.84	CAD	428.84	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P00674	W-SOUTH3-PGM SUPP	7399	Business Services - Not Elsewhere Classi	MAP PRINTING	
					976.20	CAD	976.20	CAD								
"PARKS, FORESTRY & RECREATION"	2358-55	01-31-2013	02-04-2013	METROLAND WEST MEDIA G	"2,141.35"	CAD	"2,141.35"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	P07646	DON VALLEY-OPERATION	5994	News Dealers and Newsstands	CONFERENCE FEES	
"PARKS, FORESTRY & RECREATION"	2363-45	02-04-2013	02-06-2013	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	P07646	DON VALLEY-OPERATION	9399	Government Services - Not Elsewhere Clas	REGISTRATION FEES	
"PARKS, FORESTRY & RECREATION"	2363-46	02-04-2013	02-06-2013	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	P07646	DON VALLEY-OPERATION	9399	Government Services - Not Elsewhere Clas	REGISTRATION FEES	
"PARKS, FORESTRY & RECREATION"	2363-47	02-04-2013	02-06-2013	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	P07646	DON VALLEY-OPERATION	9399	Government Services - Not Elsewhere Clas	REGISTRATION FEES	
"PARKS, FORESTRY & RECREATION"	2363-48	02-04-2013	02-06-2013	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	P07646	DON VALLEY-OPERATION	9399	Government Services - Not Elsewhere Clas	REGISTRATION FEES	
"PARKS, FORESTRY & RECREATION"	2363-49	02-04-2013	02-06-2013	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	P07646	DON VALLEY-OPERATION	9399	Government Services - Not Elsewhere Clas	REGISTRATION FEES	
"PARKS, FORESTRY & RECREATION"	2376-33	02-14-2013	02-15-2013	ORKIN CANADA	101.70	CAD	101.70	CAD	4417	PEST CONTROL	P07646	DON VALLEY-OPERATION	7342	Exterminating and Disinfecting Services	PEST CONTROL	
					"2,493.05"	CAD	"2,493.05"	CAD								
EMERGENCY MEDICAL SERVICES	2383-31	02-20-2013	02-21-2013	NEDCO CTRL DIV. WESTBU	336.56	CAD	336.56	CAD	2575	ELECTRICAL SUPPLIES	B56030	STATION 30	5065	Electrical Parts and Equipment	ELECT BULBS	
EMERGENCY MEDICAL SERVICES	2384-34	02-21-2013	02-22-2013	NEDCO CTRL DIV. WESTBU	174.65	CAD	174.65	CAD	2575	ELECTRICAL SUPPLIES	B56030	STATION 30	5065	Electrical Parts and Equipment	BULBS	
EMERGENCY MEDICAL SERVICES	2387-36	02-22-2013	02-26-2013	THE HOME DEPOT #7129	81.35	CAD	81.35	CAD	2575	ELECTRICAL SUPPLIES	B56054	STATION 54	5200	Home Supply Warehouse	*****	
					592.56	CAD	592.56	CAD								
"PARKS, FORESTRY & RECREATION"	2369-32	02-07-2013	02-11-2013	TINKERTOTS	637.59	CAD	620.10	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05993	FLEMINGDON CC-PGM SU	5945	"Game, Toy, and Hobby Shops"	PLASTIC BALLS FOR BALL PIT	
"PARKS, FORESTRY & RECREATION"	2373-37	02-12-2013	02-13-2013	STAPLES STORE #32	34.18	CAD	34.18	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P05993	FLEMINGDON CC-PGM SU	5943	"Office, School Supply, and Stationery St"	HEATER & TAPE FOR LABEL MAKER	
"PARKS, FORESTRY & RECREATION"	2376-34	02-13-2013	02-15-2013	WAL-MART #3159	5.65	CAD	5.65	CAD	2710	GENERAL HARDWARE	P05993	FLEMINGDON CC-PGM SU	5411	"Grocery Stores, Supermarkets"	HANGERS FOR PARTY ROOM	
"PARKS, FORESTRY & RECREATION"	2387-37	02-25-2013	02-26-2013	STAPLES STORE #32	19.16	CAD	19.16	CAD	2575	ELECTRICAL SUPPLIES	P05993	FLEMINGDON CC-PGM SU	5943	"Office, School Supply, and Stationery St"	POWER BAR	
					696.58	CAD	58.99	CAD								
							620.10	USD								
ECONOMIC DEVELOPMENT & CULTURE	2378-51	02-15-2013	02-18-2013	SUNSET GRILL	26.13	CAD	26.13	CAD	4823	MEALS-OUTSIDE LOC'S	ED0125	BD-SEC-TELE-CENTRAL	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
					26.13	CAD	26.13	CAD								
"PARKS, FORESTRY & RECREATION"	2358-56	02-01-2013	02-04-2013	TEAM AQUATIC SUPPLIES	689.57	CAD	689.57	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P02292	ST LAWRENCE-PGM SUPP	5996	Swimming Pools - Sales and Supplies	LANE ROPE	
					689.57	CAD	689.57	CAD								
"PARKS, FORESTRY & RECREATION"	2386-39	02-21-2013	02-25-2013	VIBRASYSTEMS INC	791.00	CAD	791.00	CAD	2710	GENERAL HARDWARE	P01199	WEST-YORK AIRS-OPS	5046	Commercial Equipment Not Elsewhere Class	RUBBER MATTING	
					791.00	CAD	791.00	CAD								
"PARKS, FORESTRY & RECREATION"	2353-41	01-30-2013	02-01-2013	CDN TIRE STORE #00119	62.14	CAD	62.14	CAD	2082	HEALTH & SAFETY SUPPLIES	P12044	ST MARCELLUS-COMM CT	5200	Home Supply Warehouse	FIRST AID KIT	
"PARKS, FORESTRY & RECREATION"	2358-57	02-02-2013	02-04-2013	SEARS KENMORE CENTRAL	158.64	CAD	158.64	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12044	ST MARCELLUS-COMM CT	5999	Miscellaneous and Specialty Retail Store	WASHING MACHINE REPAIR	
"PARKS, FORESTRY & RECREATION"	2363-50	02-04-2013	02-06-2013	SMILEMAKERS   00179515	166.39	CAD	166.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12044	ST MARCELLUS-COMM CT	5111	"Stationery, Office Supplies, Printing an"	STICKERS FOR PRESCHOOL PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2363-51	02-04-2013	02-06-2013	METRO #704	126.98	CAD	126.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12044	ST MARCELLUS-COMM CT	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR WEEKLY COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	2367-39	02-06-2013	02-08-2013	METRO #704	10.74	CAD	10.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12044	ST MARCELLUS-COMM CT	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR WEEKLY COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	2373-38	02-09-2013	02-13-2013	METRO #704	134.21	CAD	134.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12044	ST MARCELLUS-COMM CT	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR WEEKLY COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	2378-52	02-06-2013	02-18-2013	SUPREME SPORTS INC.	8.48	CAD	8.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06642	ST MARCELLUS CS-SPOR	5655	"Sports Apparel, Riding Apparel Stores"	TAE KWAN DO BELTS	
"PARKS, FORESTRY & RECREATION"	2378-53	02-15-2013	02-18-2013	KIDSPORTS	50.00	CAD	50.00	CAD	4118	TICKETS AND ADMISSION FEES	P04948	ST MARCELLUS CS-H CA	5941	Sporting Goods Stores	DEPOSIT FOR MARCH BREAK CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2382-24	02-19-2013	02-20-2013	STAPLES STORE #228	45.13	CAD	45.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10059	ST MARCELLUS CS-INST	5943	"Office, School Supply, and Stationery St"	BLANK CD S FOR KIWANIS COMPETITION	
"PARKS, FORESTRY & RECREATION"	2382-25	02-18-2013	02-20-2013	SMILEMAKERS   00179515	411.09	CAD	411.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04948	ST MARCELLUS CS-H CA	5111	"Stationery, Office Supplies, Printing an"	ART SUPPLIES FOR MARCH BREAK	
"PARKS, FORESTRY & RECREATION"	2383-32	02-19-2013	02-21-2013	METRO #704	80.18	CAD	80.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12044	ST MARCELLUS-COMM CT	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR WEEKLY COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	2383-33	02-20-2013	02-21-2013	"DOLLAR ""N"" DOLLARS"	14.69	CAD	14.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04948	ST MARCELLUS CS-H CA	5310	Discount Stores	LOOT BAGS	
"PARKS, FORESTRY & RECREATION"	2390-33	02-25-2013	02-27-2013	METRO #704	109.65	CAD	109.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12044	ST MARCELLUS-COMM CT	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR WEEKLY COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	2390-34	02-26-2013	02-27-2013	NOFRILLS JIM'S 753	31.24	CAD	31.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12044	ST MARCELLUS-COMM CT	5411	"Grocery Stores, Supermarkets"	SNACKS FOR AFTERSCHOOL PROGRAM	
"PARKS, FORESTRY & RECREATION"	2390-35	02-26-2013	02-27-2013	DOLLAR TREE CANADA STO	19.78	CAD	19.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12044	ST MARCELLUS-COMM CT	5331	Variety Stores	ACRYLIC PAINT FOR MARCH BREAK PROGRAM	
"PARKS, FORESTRY & RECREATION"	2390-36	02-26-2013	02-27-2013	THE FIRST AID ZONE	492.68	CAD	492.68	CAD	2082	HEALTH & SAFETY SUPPLIES	P12044	ST MARCELLUS-COMM CT	8099	"Health Practitioners, Medical Services -"	FIRST AID SUPPLIES FOR HEALTH & SAFETY	
"PARKS, FORESTRY & RECREATION"	2391-33	02-26-2013	02-28-2013	WAL-MART # 3031	15.64	CAD	15.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PGM	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	2391-34	02-27-2013	02-28-2013	NOFRILLS EMILIANO ANA	28.42	CAD	28.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"		
					"1,966.08"	CAD	"1,966.08"	CAD								
"PARKS, FORESTRY & RECREATION"	2353-42	01-30-2013	02-01-2013	DIESEL EQUIPMENT LIMIT	28.40	CAD	28.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	7 POLE PLG WITH SPRING GRIP	
"PARKS, FORESTRY & RECREATION"	2358-58	02-01-2013	02-04-2013	ALPINE LAWN   GARDEN E	66.95	CAD	66.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	"ROPE, FUEL FILTER"	
"PARKS, FORESTRY & RECREATION"	2358-59	02-01-2013	02-04-2013	ONT.BELTING   POWER TR	21.31	CAD	21.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	GATES HI POWER V-BELT	
"PARKS, FORESTRY & RECREATION"	2363-52	02-04-2013	02-06-2013	CDN TIRE STORE #00030	60.99	CAD	60.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"THEAD LOCKER,HEAD LAMP,BULB,RECIPROCATING SAW BLAD"	
"PARKS, FORESTRY & RECREATION"	2374-47	02-12-2013	02-14-2013	NAPA SCARBOROUGH #136	192.94	CAD	192.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	SNOW PLOW LAMPS	
"PARKS, FORESTRY & RECREATION"	2374-48	02-13-2013	02-14-2013	ALPINE LAWN   GARDEN E	12.35	CAD	12.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	SPRING COMPRESSOR	
"PARKS, FORESTRY & RECREATION"	2378-54	02-14-2013	02-18-2013	CDN TIRE STORE #00459	146.88	CAD	146.88	CAD	3080	M & E - HAND TOOLS	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	WRENCH SET	
"PARKS, FORESTRY & RECREATION"	2386-40	02-21-2013	02-25-2013	THE HOME DEPOT #7073	79.08	CAD	79.08	CAD	3080	M & E - HAND TOOLS	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	3/8 DRILL	
"PARKS, FORESTRY & RECREATION"	2386-41	02-21-2013	02-25-2013	CDN TIRE STORE #00459	137.36	CAD	137.36	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"PROPANE SELF-IGNITING TORCH,WIRE STRIPPERS,E TAPE"	
"PARKS, FORESTRY & RECREATION"	2391-35	02-26-2013	02-28-2013	WESTMETRO EQUIP SALES	220.35	CAD	220.35	CAD	2401	LUBRICANTS	P00409	N-EAST1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	HYDRAULIC OIL	
					966.61	CAD	966.61	CAD								
"PARKS, FORESTRY & RECREATION"	2358-60	02-01-2013	02-04-2013	NO FRILL'S #1306	31.94	CAD	31.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	"BUTTERMILK, LARGE EGGS, PASTA, BACON, BANANAS"	
"PARKS, FORESTRY & RECREATION"	2367-40	02-07-2013	02-08-2013	NO FRILL'S #1306	41.31	CAD	41.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	"ICING SUGAR, EGGS, MILK, FLOUR,HOTDOGS,CAKE MIX"	
"PARKS, FORESTRY & RECREATION"	2378-55	02-15-2013	02-18-2013	NO FRILL'S #1306	69.05	CAD	69.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	"GRAHAM CRUMB,MILK,FRUIT PUNCH,SOUR CREAM,CARROTS"	
"PARKS, FORESTRY & RECREATION"	2382-26	02-19-2013	02-20-2013	NO FRILL'S #1306	17.24	CAD	17.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	"EGGS, CAKE MIX,GROUND CINNAMON,VANILLA FROSTING"	
"PARKS, FORESTRY & RECREATION"	2386-42	02-22-2013	02-25-2013	NO FRILL'S #1306	49.66	CAD	49.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	"CHEDDAR, MIRACLE WHIP,SALAD DRESSING,GROUND BEEF"	
"PARKS, FORESTRY & RECREATION"	2390-37	02-26-2013	02-27-2013	NO FRILL'S #1306	14.05	CAD	14.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL	5411	"Grocery Stores, Supermarkets"	"EGGS, BROWNIES"	
					223.25	CAD	223.25	CAD								
"PARKS, FORESTRY & RECREATION"	2365-56	02-05-2013	02-07-2013	WAL-MART #3159	268.67	CAD	268.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	"STRAWBERRIES,BUTTER,FRUIT PUNCH,BAGUETTE,PASTA"	
"PARKS, FORESTRY & RECREATION"	2376-35	02-13-2013	02-15-2013	WAL-MART #3159	106.67	CAD	106.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01668	OCONNOR CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	YARN	
					375.34	CAD	375.34	CAD								
"PARKS, FORESTRY & RECREATION"	2373-39	02-11-2013	02-13-2013	SPARKLE SOLUTIONS	113.46	CAD	113.46	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07525	OLYMPIUM-FIT	5200	Home Supply Warehouse	WASHING MACHINE REPAIR	
					113.46	CAD	113.46	CAD								
"PARKS, FORESTRY & RECREATION"	2362-33	02-04-2013	02-05-2013	WATER AND ICE NORTH AM	178.54	CAD	178.54	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5996	Swimming Pools - Sales and Supplies	PLUMBING ANTI FREEZE & STRAINER BASKET	
"PARKS, FORESTRY & RECREATION"	2382-27	02-19-2013	02-20-2013	NATIONAL HOSE AND EQUI	65.83	CAD	65.83	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5046	Commercial Equipment Not Elsewhere Class	"2"" VALVES - CAST IRON"	
"PARKS, FORESTRY & RECREATION"	2387-38	02-20-2013	02-26-2013	J.J. DOWNS INDUSTRIAL	744.78	CAD	744.78	CAD	2535	PLUMBING SUPPLIES	P06885	TECH TRADE SERV - 50	5085	Industrial Supplies Not Elsewhere Classi	"1/2"" ID X 3/8 OD FEP TEFLON TUBING"	
"PARKS, FORESTRY & RECREATION"	2387-39	02-20-2013	02-26-2013	J.J. DOWNS INDUSTRIAL	494.99	CAD	494.99	CAD	2535	PLUMBING SUPPLIES	P06885	TECH TRADE SERV - 50	5085	Industrial Supplies Not Elsewhere Classi	"3/8 KYNAR FITTINGS & 8"" VAN STONE FLANGE"	
"PARKS, FORESTRY & RECREATION"	2390-38	02-25-2013	02-27-2013	IDEAL SOLUTIONS	988.75	CAD	988.75	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12081	S-GEN-SPECIALIZED MA	5271	Mobile Home Dealers	GAS MONITOR CALIBRATION & REPAIR	
					"2,472.89"	CAD	"2,472.89"	CAD								
PUBLIC HEALTH	2358-61	01-31-2013	02-04-2013	FLUIDSURVEYS	-66.67	CAD	-66.67	CAD	3420	COMPUTERS - SOFTWARE	PH4139	HEALTH INFORMATICS	5734	Computer Software Stores	COMPUTERS - SOFTWARE	
					-66.67	CAD	-66.67	CAD								
EMERGENCY MEDICAL SERVICES	2358-62	02-01-2013	02-04-2013	LES DISTRIBUTEURS R. N	157.91	CAD	157.91	CAD	2670	UNIFORMS	B46752	OPS - DISTRICT 3	7399	Business Services - Not Elsewhere Classi	"WHITE SHIRTS, BLET"	
EMERGENCY MEDICAL SERVICES	2369-33	02-07-2013	02-11-2013	ALLIED MEDICAL INSTRUM	734.50	CAD	734.50	CAD	3055	M & E - MEDICAL	B46700	ALS OPERATIONS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	TORQUE BAR BASE FOR STRETCHER	
