Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5329-79	2019-08-24	2019-08-26	NOFRILLS DAVE'S #3924	171.11	CAD	171.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13239	SPECIAL EVENTS - SCARB. VILLAGE RC	5411	"Grocery Stores, Supermarkets"	"VEGGIE BURGERS, HOTDOGS"
"PARKS, FORESTRY & RECREATION"	5332-22	2019-08-28	2019-08-29	WAV LALAA WRITES COMM	565.00	CAD	565.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13239	SPECIAL EVENTS - SCARB. VILLAGE RC	8999	Professional Services - Not Elsewhere Cl	"JERK CHICKEN, PASTA FOR COMMUNITY FESTIVAL"
"PARKS, FORESTRY & RECREATION"	5332-23	2019-08-27	2019-08-29	CDN TIRE STORE #00182	"-1,129.98"	CAD	"-1,129.98"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13239	SPECIAL EVENTS - SCARB. VILLAGE RC	5200	Home Supply Warehouse	REFUND ON BASKETBALL HOOP
"PARKS, FORESTRY & RECREATION"	5333-31	2019-08-28	2019-08-30	THE HOME DEPOT #7107	29.31	CAD	29.31	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07936	SCAR VILLAGE RC-SPEC INTEREST	5200	Home Supply Warehouse	GLASS WINDOW FILM
					"6,734.85"	CAD	"6,734.85"	CAD							
"PARKS, FORESTRY & RECREATION"	5317-59	2019-08-07	2019-08-08	MR. GREEK #117	378.55	CAD	378.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06120	DENNIS R TIMBRELL RC-SPEC INTEREST	5814	Quick Payment Service - Fast-Food Restau	STAFF MEETING - FOOD ITEMS
"PARKS, FORESTRY & RECREATION"	5320-30	2019-08-12	2019-08-13	Z-TECA MEXICAN EATERY	91.98	CAD	91.98	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06120	DENNIS R TIMBRELL RC-SPEC INTEREST	5814	Quick Payment Service - Fast-Food Restau	STAFF MEETING
"PARKS, FORESTRY & RECREATION"	5322-61	2019-08-12	2019-08-15	SANDRA'S ITALIAN KITCH	327.83	CAD	327.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06120	DENNIS R TIMBRELL RC-SPEC INTEREST	5812	"Eating Places, Restaurants"	STAFF MEETING
					798.36	CAD	798.36	CAD							
"PARKS, FORESTRY & RECREATION"	5313-68	2019-08-02	2019-08-05	DOLLARAMA # 800	23.79	CAD	23.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02616	DOUGLAS SNOW-PRGM SUPPORT	5310	Discount Stores	"WIPES, BATTERY"
"PARKS, FORESTRY & RECREATION"	5319-54	2019-08-08	2019-08-12	JACK WATSON SPORTS INC	791.79	CAD	791.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02464	DOUGLAS SNOW-INSTRL-INDR	5941	Sporting Goods Stores	FLUTTER BOARDS - POOL PRGM
"PARKS, FORESTRY & RECREATION"	5321-55	2019-08-12	2019-08-14	WAL-MART #5831	250.98	CAD	250.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02381	LEASIDE PK OUTDR POOL-L/PBLC-OUTDR	5411	"Grocery Stores, Supermarkets"	"COMMUNITY ENGAGEMENT - BOXFANS, CHALK, GAMES, MATTEL GAMES"
					"1,066.56"	CAD	"1,066.56"	CAD							
OFFICE OF EMERGENCY MANAGEMENT	5328-42	2019-08-22	2019-08-23	STANDOUTCANADA.COM	"2,971.04"	CAD	"2,971.04"	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	DB3000	OFFICE OF EMERGENCY MANAGEMENT	5734	Computer Software Stores	OEM PROMOTIONAL / PUBLIC EDUCATION STOCK
OFFICE OF EMERGENCY MANAGEMENT	5328-43	2019-08-22	2019-08-23	STANDOUTCANADA.COM	-156.23	CAD	-156.23	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	DB3000	OFFICE OF EMERGENCY MANAGEMENT	5734	Computer Software Stores	OEM PROMOTIONAL / PUBLIC EDUCATION STOCK - OVERCHARGE REFUND
OFFICE OF EMERGENCY MANAGEMENT	5330-27	2019-08-26	2019-08-27	STANDOUTCANADA.COM	"1,562.86"	CAD	"1,562.86"	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	DB3000	OFFICE OF EMERGENCY MANAGEMENT	5734	Computer Software Stores	OEM PROMOTIONAL / PUBLIC EDUCATION STOCK
					"4,377.67"	CAD	"4,377.67"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5323-76	2019-08-15	2019-08-16	METRO STORE #772	13.15	CAD	13.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5411	"Grocery Stores, Supermarkets"	"PROGRAMMING SUPPLIES - POTATOES, BREAD"
ECONOMIC DEVELOPMENT & CULTURE	5325-43	2019-08-19	2019-08-20	FRESHCO #9780	15.38	CAD	15.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5411	"Grocery Stores, Supermarkets"	PROGRAMMING - VEGETABLE PEELER
ECONOMIC DEVELOPMENT & CULTURE	5326-43	2019-08-20	2019-08-21	DOLLARAMA # 261	13.56	CAD	13.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5310	Discount Stores	PROGRAMMING - BOTTLES
					42.09	CAD	42.09	CAD							
FACILITIES MANAGEMENT	5312-69	2019-07-31	2019-08-02	THE HOME DEPOT #7001	711.31	CAD	711.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61455542	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	MATERIALS
FACILITIES MANAGEMENT	5312-70	2019-08-01	2019-08-02	G.K. CHEMICAL	117.52	CAD	117.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61531854	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7349	"Cleaning and Maintenance, Janitorial Ser"	DISPENSER SOAP
FACILITIES MANAGEMENT	5313-69	2019-08-02	2019-08-05	HERBERT WILLIAMS FIRE	155.49	CAD	155.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61531428	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	FIRE BOX
FACILITIES MANAGEMENT	5320-31	2019-08-12	2019-08-13	ABC FIRE DOOR	155.94	CAD	155.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61503048	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	WEATHER STRIP
FACILITIES MANAGEMENT	5323-77	2019-08-15	2019-08-16	CUSTOM DOOR AND LOCK S	180.57	CAD	180.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61521642	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	LOCK
FACILITIES MANAGEMENT	5327-48	2019-08-20	2019-08-22	L L LOCKS	149.16	CAD	149.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61521642	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	6 CABINET LOCKS
FACILITIES MANAGEMENT	5328-44	2019-08-22	2019-08-23	PRINCESS AUTO 36	28.24	CAD	28.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61536761	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	TV MOUNT
FACILITIES MANAGEMENT	5329-80	2019-08-23	2019-08-26	MUSKOKA MYLES GLASS	847.50	CAD	847.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61521642	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	DEPOSIT FOR GLASS
FACILITIES MANAGEMENT	5332-24	2019-08-27	2019-08-29	THE HOME DEPOT #7001	30.89	CAD	30.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61537692	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	MATERIALS
FACILITIES MANAGEMENT	5333-32	2019-08-28	2019-08-30	THE HOME DEPOT #7001	55.96	CAD	55.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61537695	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	MATERIALS
					"2,432.58"	CAD	"2,432.58"	CAD							
"PARKS, FORESTRY & RECREATION"	5311-55	2019-07-30	2019-08-01	PIZZA PIZZA # 122	32.98	CAD	32.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12901	YOUTH LOUNGE- CW	5814	Quick Payment Service - Fast-Food Restau	Approved from list
"PARKS, FORESTRY & RECREATION"	5317-60	2019-08-07	2019-08-08	DUPLICATION DEPOT INC	226.00	CAD	226.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12901	YOUTH LOUNGE- CW	7333	"Commercial Art, Graphics, Photography"	100 CD S FOR YOUTH CD LAUNCH
"PARKS, FORESTRY & RECREATION"	5329-81	2019-08-24	2019-08-26	ADOBE  PHOTOGPHY PLAN	15.43	CAD	11.29	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13573	YOUTH LOUNGE - NATIVE CHILD BLOOR STREET	5734	Computer Software Stores	WEB BASED PRGM SUPPORT
					274.41	CAD	258.98	CAD							
							11.29	USD							
FACILITIES MANAGEMENT	5329-82	2019-08-22	2019-08-26	SAFETY MEDIA INC - CAD	203.72	CAD	203.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61536123	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	F&LS LOG BOOK & BOX
FACILITIES MANAGEMENT	5332-25	2019-08-28	2019-08-29	AGO INDUSTRIES INC.	"1,122.63"	CAD	"1,122.63"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5699	Accessory  and Apparel Stores - Miscella	ARC FLASH CLOTHING FOR FRANK
					"1,326.35"	CAD	"1,326.35"	CAD							
"PARKS, FORESTRY & RECREATION"	5329-83	2019-08-23	2019-08-26	A.B.C. RECREATION LTD	420.28	CAD	420.28	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	7399	Business Services - Not Elsewhere Classi	"47021398-DUMPING BELL, RED TRANSLUCENT"
					420.28	CAD	420.28	CAD							
"PARKS, FORESTRY & RECREATION"	5312-71	2019-08-01	2019-08-02	LISTRO'S NO FRILLS #36	50.65	CAD	50.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SANDWICHES
"PARKS, FORESTRY & RECREATION"	5315-31	2019-08-06	2019-08-07	MICHAELS #4910	227.67	CAD	227.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	"WATERCOLOUR PAINTS, DRY CLAY, SHRINKY DINKS"
"PARKS, FORESTRY & RECREATION"	5315-32	2019-08-06	2019-08-07	DOLLARAMA # 800	22.09	CAD	22.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMMER CAMPS	5310	Discount Stores	"CRAYOLA MARKERS, BALLOONS, YARN FOR ST. GERALD CAMP"
"PARKS, FORESTRY & RECREATION"	5317-61	2019-08-07	2019-08-08	JUMPARTY AEROIDEAS	"1,000.05"	CAD	"1,000.05"	CAD	4102	ENTERTAINER AND BAND FEES	P04669	ORIOLE CC-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	RENTAL - BPUNCY CASTLE FOR CAMP CLUSTER EVENT
"PARKS, FORESTRY & RECREATION"	5318-56	2019-08-08	2019-08-09	ALI'S NO FRILLS #3636	58.41	CAD	58.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"POPCORN, CHEESE, TOMATO SAUCE, FRUITS"
"PARKS, FORESTRY & RECREATION"	5318-57	2019-08-08	2019-08-09	DOLLARAMA # 447	28.59	CAD	28.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04638	BRDLANDS CC-SUMMER CAMPS	5310	Discount Stores	"BUBBLES, BOUNCING BALLS, PLATES"
"PARKS, FORESTRY & RECREATION"	5318-58	2019-08-08	2019-08-09	BULK BARN	30.04	CAD	30.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5499	Miscellaneous Food Stores - Convenience	JELLY BEANS FOR WARD 17 CAMP CLUSTER CARNIVAL
"PARKS, FORESTRY & RECREATION"	5318-59	2019-08-08	2019-08-09	PARTY CITY #2027	26.81	CAD	26.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	TATTOOS FOR WARD 17 CAMP CLUSTER CARNIVAL
"PARKS, FORESTRY & RECREATION"	5320-32	2019-08-12	2019-08-13	ANDREW & SHELLEY'S NO	46.56	CAD	46.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04673	PLEASANTVIEW-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"PEPPERONI, PITA BREAD, TOMATO SAUCE"
"PARKS, FORESTRY & RECREATION"	5320-33	2019-08-12	2019-08-13	COSTCO WHOLESALE W535	219.20	CAD	219.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5300	Wholesale Clubs	"CHIPS, CHOCOLATES FOR WARD 17 CLUSTER CARNIVAL"
"PARKS, FORESTRY & RECREATION"	5320-34	2019-08-12	2019-08-13	PARTY CITY #2001	42.32	CAD	42.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	ADDITIONAL TATTOOS FOR WARD 17 CARNIVAL
"PARKS, FORESTRY & RECREATION"	5321-56	2019-08-12	2019-08-14	J  J CRAFTS	43.96	CAD	43.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	"BEADS, THREAD FOR WARD 17 CAMP CARNIVAL"
"PARKS, FORESTRY & RECREATION"	5322-62	2019-08-14	2019-08-15	STRAIGHT POKER SUPPLIE	39.54	CAD	39.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5941	Sporting Goods Stores	FLOSS CONES
"PARKS, FORESTRY & RECREATION"	5322-63	2019-08-14	2019-08-15	CHAPTERS 929	56.39	CAD	56.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5942	Book Stores	TWISTER GAMES
"PARKS, FORESTRY & RECREATION"	5323-78	2019-08-14	2019-08-16	WMT SUPRCTR #1116	186.09	CAD	186.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"MARKERS, FACE PAINT, CRAFTS, TWISTER"
"PARKS, FORESTRY & RECREATION"	5326-44	2019-08-20	2019-08-21	LISTRO'S NO FRILLS #36	53.62	CAD	53.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"POPCORN, ENG MUFFINS, TOMATO SAUCE, PEPPERONI"
"PARKS, FORESTRY & RECREATION"	5326-45	2019-08-20	2019-08-21	COSTCO WHOLESALE W151	40.65	CAD	40.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5300	Wholesale Clubs	CHIPS FOR CAMP EVENT
"PARKS, FORESTRY & RECREATION"	5332-26	2019-08-27	2019-08-29	MAPLE LEAF ENT /FIN &	678.00	CAD	678.00	CAD	4102	ENTERTAINER AND BAND FEES	P13481	PARKWAY FOREST- CAMPS	7399	Business Services - Not Elsewhere Classi	RAPTORS DANCE CREW SPECIAL FOR WARD 17 CAMP CARNIVAL
					"2,850.64"	CAD	"2,850.64"	CAD							
"PARKS, FORESTRY & RECREATION"	5319-55	2019-08-09	2019-08-12	MISTER STARTER	"1,617.03"	CAD	"1,617.03"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00039	E-WEST-PRUNING/REMOVAL	7538	Automotive Service Shops	TURBO ASSEMBLY
"PARKS, FORESTRY & RECREATION"	5321-57	2019-08-13	2019-08-14	NASH COMPETITION ENGIN	"1,423.80"	CAD	"1,423.80"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10186	C-REC SUPER2-PRGM SUPPORT	7538	Automotive Service Shops	RECONDITION CYLINDER HEADS
"PARKS, FORESTRY & RECREATION"	5322-64	2019-08-14	2019-08-15	STAPLES STORE #266	36.14	CAD	36.14	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00839	TECH SERV. 1-YARD OPER'NS	5943	"Office, School Supply, and Stationery St"	TEAR AWAY TICKETS
"PARKS, FORESTRY & RECREATION"	5322-65	2019-08-14	2019-08-15	STAPLES STORE #266	36.14	CAD	36.14	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	TEAR AWAY TICKETS
"PARKS, FORESTRY & RECREATION"	5324-66	2019-08-16	2019-08-19	CENTENNIAL COLLEGE-PRO	"1,200.00"	CAD	"1,200.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	P00830	TECH SERV. 1-FLEET EQUIP	8220	"Colleges, Universities, Professional Sch"	ALTERNATE FUELS COURSE
"PARKS, FORESTRY & RECREATION"	5324-67	2019-08-16	2019-08-19	THE HOME DEPOT #7001	279.53	CAD	279.53	CAD	2715	PAINT SUPPLIES	P00839	TECH SERV. 1-YARD OPER'NS	5200	Home Supply Warehouse	PAINT
"PARKS, FORESTRY & RECREATION"	5332-27	2019-08-28	2019-08-29	BOYD'S DECORATING CENT	15.75	CAD	15.75	CAD	2715	PAINT SUPPLIES	P00839	TECH SERV. 1-YARD OPER'NS	5231	"Glass, Paint, Wallpaper Stores"	PAINTING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5332-28	2019-08-28	2019-08-29	CENTENNIAL COLLEGE-PRO	-80.00	CAD	-80.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	P00839	TECH SERV. 1-YARD OPER'NS	8220	"Colleges, Universities, Professional Sch"	REFUND
					"4,528.39"	CAD	"4,528.39"	CAD							
"PARKS, FORESTRY & RECREATION"	5311-56	2019-07-31	2019-08-01	DOLLARAMA #1088	23.79	CAD	23.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	"BOWL SET, YARN"
"PARKS, FORESTRY & RECREATION"	5311-57	2019-07-31	2019-08-01	DOLLARAMA #1088	36.16	CAD	36.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	"WASHABLE MARKERS, PLASTIC SHEETS"
"PARKS, FORESTRY & RECREATION"	5311-58	2019-07-31	2019-08-01	CINEPLEX ENTERTAINMENT	64.75	CAD	64.75	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5311-59	2019-07-31	2019-08-01	CINEPLEX ENTERTAINMENT	41.97	CAD	41.97	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5312-72	2019-07-31	2019-08-02	01475 MACS CONV. STORE	7.97	CAD	7.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5331	Variety Stores	COLAS FOR SCIENCE EXPERIMENT
"PARKS, FORESTRY & RECREATION"	5317-62	2019-08-07	2019-08-08	THE SECOND CITY	54.24	CAD	54.24	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	5734	Computer Software Stores	CAMP TRIP ADMISSION FEE
"PARKS, FORESTRY & RECREATION"	5317-63	2019-08-07	2019-08-08	DOLLARAMA # 719	67.69	CAD	67.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5318-60	2019-08-08	2019-08-09	LOBLAWS #1212	14.67	CAD	14.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	5320-35	2019-08-12	2019-08-13	DOLLARAMA #1088	49.49	CAD	49.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5320-36	2019-08-12	2019-08-13	AMZN MKTP CA MO7LR2CV2	147.05	CAD	147.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	4816	Computer Network/Information Services	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5321-58	2019-08-13	2019-08-14	LOBLAWS #1212	25.82	CAD	25.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5322-66	2019-08-14	2019-08-15	THE ROYAL ONTARIO MUSE	120.00	CAD	120.00	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP ADMISSION FEES
"PARKS, FORESTRY & RECREATION"	5323-79	2019-08-15	2019-08-16	LOBLAWS #1212	9.07	CAD	9.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5324-68	2019-08-16	2019-08-19	LOBLAWS #1212	21.14	CAD	21.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5325-44	2019-08-19	2019-08-20	DOLLARAMA # 719	7.12	CAD	7.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5325-45	2019-08-19	2019-08-20	DOLLARAMA #1088	68.08	CAD	68.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	ART SUPPLIE
"PARKS, FORESTRY & RECREATION"	5326-46	2019-08-20	2019-08-21	LOBLAWS #1212	5.49	CAD	5.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5329-84	2019-08-23	2019-08-26	LOBLAWS #1212	40.72	CAD	40.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
					805.22	CAD	805.22	CAD							
TORONTO WATER	5322-67	2019-08-14	2019-08-15	APPLIED INDUSTRIAL TEC	36.21	CAD	36.21	CAD	2130	PARTS - MOBILE EQUIPMENT	TW4070	WW TREATMNT:  HUMBER TP - WA 1  SOLIDS	5085	Industrial Supplies Not Elsewhere Classi	LIP OIL SEAL
					36.21	CAD	36.21	CAD							
"PARKS, FORESTRY & RECREATION"	5312-73	2019-08-01	2019-08-02	PLANET PLAY INC./YOUTH	778.30	CAD	778.30	CAD	4118	TICKETS AND ADMISSION FEES	P05110	NORTH KIPLING CC-SUMMER CAMPS	7994	Video Game Arcades/Establishments	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5312-74	2019-08-01	2019-08-02	KOALA KIDZ INDOOR PLAY	362.17	CAD	362.17	CAD	4118	TICKETS AND ADMISSION FEES	P05110	NORTH KIPLING CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5313-70	2019-08-01	2019-08-05	WAL-MART #1081	121.95	CAD	121.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04942	NORTH KIPLING CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"CUTLERY, SPRING, TANG"
"PARKS, FORESTRY & RECREATION"	5318-61	2019-08-08	2019-08-09	SQ  SQ  MUSEUM OF ILLU	520.03	CAD	520.03	CAD	4118	TICKETS AND ADMISSION FEES	P05110	NORTH KIPLING CC-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	CAMP TRIP ADMISSION
"PARKS, FORESTRY & RECREATION"	5318-62	2019-08-08	2019-08-09	WONDERLAND FOOD & EQUI	124.86	CAD	124.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05110	NORTH KIPLING CC-SUMMER CAMPS	5046	Commercial Equipment Not Elsewhere Class	POPCORN KITS FOR CAMP MOVIE AFTERNOON
"PARKS, FORESTRY & RECREATION"	5318-63	2019-08-08	2019-08-09	DOLLARAMA # 319	62.26	CAD	62.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05110	NORTH KIPLING CC-SUMMER CAMPS	5310	Discount Stores	"KOOL AID, RING POPS, CHOCOLATES"
"PARKS, FORESTRY & RECREATION"	5318-64	2019-08-08	2019-08-09	JUNGLE CAT WORLD INC	330.00	CAD	330.00	CAD	4118	TICKETS AND ADMISSION FEES	P05110	NORTH KIPLING CC-SUMMER CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	CAMP TRIP ADMISSION FEE
"PARKS, FORESTRY & RECREATION"	5320-37	2019-08-12	2019-08-13	NOFRILLS MIKE'S #3490	61.04	CAD	61.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05110	NORTH KIPLING CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"GINGERALE, BACON, PANCAKE MIX"
