Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
 ENVIRONMENT & CLIMATE	5656-11	2020-11-02	2020-11-04	ROYAL AGRICULTURAL WIN	"5,325.00"	CAD	"5,325.00"	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	FA3063	ADMIN - ENVIRONMENT & ENERGY OUTREACH	7996	"Amusement Parks, Carnivals, Circuses, Fo"	SPACE RENTAL
 ENVIRONMENT & CLIMATE	5669-28	2020-11-19	2020-11-20	STORWELL EVANS	478.79	CAD	478.79	CAD	4590	RENTAL - OTHER	FA3063	ADMIN - ENVIRONMENT & ENERGY OUTREACH	4214	"Motor Freight Carriers, Trucking - Local"	DIVISIONAL STORAGE UNIT
 ENVIRONMENT & CLIMATE	5675-27	2020-11-26	2020-11-30	MEC CANADA INC.	100.00	CAD	100.00	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	FA3063	ADMIN - ENVIRONMENT & ENERGY OUTREACH	5941	Sporting Goods Stores	PRESENTATION ITEM FOR ROYAL - RETHINK FOOD CHALLENGE
					"5,944.89"	CAD	"5,903.79"	CAD							
							30.00	USD							
"PARKS, FORESTRY & RECREATION"	5675-28	2020-11-29	2020-11-30	COSTCO WHOLESALE W1316	42.95	CAD	42.95	CAD	4820	BUSINESS MEETING EXPENSES	P13589	LEISURE SWIM - WATERFRONT	5300	Wholesale Clubs	HOLIDAY SNAKC ITEMS FOR CRPS MEETING
					42.95	CAD	42.95	CAD							
"PARKS, FORESTRY & RECREATION"	5658-20	2020-11-05	2020-11-05	AMZN MKTP CA 282HG5BM1	66.98	CAD	66.98	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P02936	MEMORIAL POOL-PRGM SUPPORT	4816	Computer Network/Information Services	STORAGE DRAWER
					66.98	CAD	66.98	CAD							
"PARKS, FORESTRY & RECREATION"	5658-21	2020-11-04	2020-11-05	BELL TV	104.35	CAD	104.35	CAD	4441	CONTRACTED SERVICES - CABLE TV	P13484	PARKWAY FOREST- LEISURE FITNESS	4812	Telecommunication Equipment Including Te	MONTHLY SERVICE
"PARKS, FORESTRY & RECREATION"	5670-18	2020-11-20	2020-11-23	GLOBAL UNIFIED SOLUTIO	150.80	CAD	150.80	CAD	3032	M & E - PHOTOGRAPHIC	P13487	PARKWAY FOREST- PRGM SUPPORT CR	5732	Electronic Sales	DIGITAL CAMERA FOR SMARTBOARD
					255.15	CAD	255.15	CAD							
"PARKS, FORESTRY & RECREATION"	5660-21	2020-11-06	2020-11-09	METAL SUPERMARKETS (SC	692.80	CAD	692.80	CAD	2532	STEEL	P00264	E-CENTRAL2-TURF&HORT	5051	Metal Service Centers and Offices	STELL PERFORATED SHEET
					692.80	CAD	692.80	CAD							
"PARKS, FORESTRY & RECREATION"	5663-10	2020-11-10	2020-11-12	CDN TIRE STORE #00654	61.00	CAD	61.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07865	STAN WADLOW COMPLEX-PRGM SUPPORT	5200	Home Supply Warehouse	VINYL TARP
"PARKS, FORESTRY & RECREATION"	5670-19	2020-11-20	2020-11-23	TECHNICAL STANDARDS AN	73.00	CAD	73.00	CAD	4760	MEMBERSHIP FEES	P13423	FACILITY OPS - TORONTO EAST YORK AREA 2	1799	"Contractors, Special Trade - Not Elsewhe"	CLOWATER B TICKET
					134.00	CAD	134.00	CAD							
"PARKS, FORESTRY & RECREATION"	5670-20	2020-11-20	2020-11-23	TERRAFIX GEOSYNTHETICS	653.57	CAD	653.57	CAD	3015	M & E - GROUNDS	PR100X	PFR EMERGENCY EVENT RESPONSE	5085	Industrial Supplies Not Elsewhere Classi	SNOW FENCE AIR
					653.57	CAD	653.57	CAD							
FIRE SERVICES	5669-29	2020-11-18	2020-11-20	STAR METROLAND SBSCRP	22.59	CAD	22.59	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0006	FIRE CODE ENFORCEMENT-EAST DIST	5192	"Books, Periodicals, and Newspapers"	STAR METROLAND SUBSCRIPTION
FIRE SERVICES	5671-5	2020-11-23	2020-11-24	MAC'S GAS BAR #07420	49.33	CAD	49.33	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					71.92	CAD	71.92	CAD							
FIRE SERVICES	5667-12	2020-11-17	2020-11-18	AMZN MKTP CA 2B3LR0BT3	90.38	CAD	90.38	CAD	3020	M & E - COMMUNICATIONS	FR0013	EMERGENCY COMMUNICATIONS	4816	Computer Network/Information Services	IPHONE XR ACCESSORIES
					90.38	CAD	90.38	CAD							
"PARKS, FORESTRY & RECREATION"	5656-12	2020-11-03	2020-11-04	DOLLARAMA #0931	100.12	CAD	100.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	5310	Discount Stores	"PICTURE FRAME, CORD, LIGHTS, XMAS LOCKS"
"PARKS, FORESTRY & RECREATION"	5656-13	2020-11-03	2020-11-04	DOLLAR TREE # 40245	164.15	CAD	164.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	5331	Variety Stores	"MOP HEAD, TUMBLER PLASTIC"
"PARKS, FORESTRY & RECREATION"	5661-6	2020-11-09	2020-11-10	MICHAELS #3932	59.99	CAD	59.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	CARDS/ELEVELOPES HP MARBLE DRMS
"PARKS, FORESTRY & RECREATION"	5662-15	2020-11-09	2020-11-11	WAL-MART #3161	7.88	CAD	7.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	PATTERNED CARDSTOCK
"PARKS, FORESTRY & RECREATION"	5665-25	2020-11-13	2020-11-16	YOUR DOLLAR STORE WITH	63.56	CAD	63.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	5999	Miscellaneous and Specialty Retail Store	SEASONAL CRAFT STATIONARY FOR MAKING CARDS
"PARKS, FORESTRY & RECREATION"	5665-26	2020-11-13	2020-11-16	JOHN BEAD CORP LTD	228.46	CAD	228.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	5099	Durable Goods Not Elsewhere Classified	BEADS/MIS/WOOD/CHRSITMAS/CARTWHEELS
					624.16	CAD	624.16	CAD							
"PARKS, FORESTRY & RECREATION"	5655-9	2020-11-02	2020-11-03	BELL TV	74.41	CAD	74.41	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07646	DON VALLEY-OPERATIONS	4812	Telecommunication Equipment Including Te	MONTHLY BILL
"PARKS, FORESTRY & RECREATION"	5661-7	2020-11-06	2020-11-10	CDN TIRE STORE #00160	40.54	CAD	40.54	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	HARDWARE FOR OFFICE
"PARKS, FORESTRY & RECREATION"	5666-8	2020-11-16	2020-11-17	MASTERS GOLF CARTS INC	867.33	CAD	867.33	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07648	SCARLETT WOODS-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	REPAIRS TO GOLF CARTS
"PARKS, FORESTRY & RECREATION"	5666-9	2020-11-16	2020-11-17	MASTERS GOLF CARTS INC	370.19	CAD	370.19	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07646	DON VALLEY-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	REPAIRS TO GOLF CARTS
"PARKS, FORESTRY & RECREATION"	5673-17	2020-11-24	2020-11-26	PAYPAL  CHOVIUS	"4,881.60"	CAD	"4,881.60"	CAD	3015	M & E - GROUNDS	PR100X	PFR EMERGENCY EVENT RESPONSE	8999	Professional Services - Not Elsewhere Cl	MATTING SYSTEM DISC GOLF COURSE
					"6,234.07"	CAD	"6,234.07"	CAD							
"PARKS, FORESTRY & RECREATION"	5660-22	2020-11-05	2020-11-09	THE HOME DEPOT #7013	137.49	CAD	137.49	CAD	*****	GENERAL HARDWARE	P10736	ANNETTE CC-INSTRL	5200	Home Supply Warehouse	**MORE**  2X4X8 SPF.
"PARKS, FORESTRY & RECREATION"	5667-13	2020-11-16	2020-11-18	THE HOME DEPOT #7013	12.66	CAD	12.66	CAD	2710	GENERAL HARDWARE	P10736	ANNETTE CC-INSTRL	5200	Home Supply Warehouse	**MORE**  34X12NUTSW
"PARKS, FORESTRY & RECREATION"	5669-30	2020-11-18	2020-11-20	ENTREPRISE DOMINION BL	135.69	CAD	135.69	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10736	ANNETTE CC-INSTRL	5943	"Office, School Supply, and Stationery St"	OFFICE LOG BOOKS
"PARKS, FORESTRY & RECREATION"	5670-21	2020-11-20	2020-11-23	ABOVEGROUND ENTERPRISE	70.12	CAD	70.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12959	ARTS - ANNETTE CRC	7333	"Commercial Art, Graphics, Photography"	"WATERCOLOUR PAINT, PAINT BOOKS"
					355.96	CAD	355.96	CAD							
"PARKS, FORESTRY & RECREATION"	5671-6	2020-11-24	2020-11-24	ULINE	410.86	CAD	410.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10467	WALLACE EMERSON-PRGM SUPPORT	5964	Direct Marketing - Catalog Merchants	**MORE**  DESKTOP HEATER
"PARKS, FORESTRY & RECREATION"	5675-29	2020-11-26	2020-11-30	THE HOME DEPOT #7013	24.79	CAD	24.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06376	WALLACE EMERSON-SOCIAL PRGM	5200	Home Supply Warehouse	**MORE**  8X10 TARP
					435.65	CAD	435.65	CAD							
"PARKS, FORESTRY & RECREATION"	5654-33	2020-10-30	2020-11-02	WAL-MART #3159	57.21	CAD	57.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12154	STAN WADLOW-MULTIPURP CTRS-PRGM SUP	5411	"Grocery Stores, Supermarkets"	TABLE PAINT CHILD LAY DVD
"PARKS, FORESTRY & RECREATION"	5654-34	2020-10-28	2020-11-02	SOBEYS #4728	29.90	CAD	29.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	PUMPKINS
"PARKS, FORESTRY & RECREATION"	5654-35	2020-10-31	2020-11-02	LONGO'S # 26	12.50	CAD	12.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	PUMPKINS
"PARKS, FORESTRY & RECREATION"	5662-16	2020-11-09	2020-11-11	SHOPPERSDRUGMART1287	16.99	CAD	16.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12154	STAN WADLOW-MULTIPURP CTRS-PRGM SUP	5912	"Drug Stores, Pharmacies"	SMALL DRINK TUMBLER
					116.60	CAD	116.60	CAD							
TORONTO WATER	5665-27	2020-11-13	2020-11-16	STAPLES #287	176.44	CAD	176.44	CAD	2010	STATIONERY AND OFFICE SUPPLIES	TW2040	D&C: CONSTR. SERVICES: SOUTH & EAST	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES
TORONTO WATER	5672-13	2020-11-23	2020-11-25	THE HOME DEPOT #7078	224.03	CAD	224.03	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	TW2040	D&C: CONSTR. SERVICES: SOUTH & EAST	5200	Home Supply Warehouse	**MORE**  DOG TIE OUT
					400.47	CAD	400.47	CAD							
"PARKS, FORESTRY & RECREATION"	5662-17	2020-11-10	2020-11-11	BEACHES ANIMAL HOSPITA	253.58	CAD	253.58	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	0742	Veterinary Services	CAT AND RABBIT ANNUAL VISIT
					253.58	CAD	253.58	CAD							
FLEET SERVICES	5654-36	2020-10-30	2020-11-02	MTO RUS SERVICEONTARIO	66.00	CAD	66.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P10 VEHICLE PLATE RENEWAL
FLEET SERVICES	5654-37	2020-10-30	2020-11-02	MTO RUS SERVICEONTARIO	"1,049.75"	CAD	"1,049.75"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P10 VEHICLE PLATE RENEWAL
FLEET SERVICES	5654-38	2020-10-30	2020-11-02	MTO RUS SERVICEONTARIO	"7,354.00"	CAD	"7,354.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P10 VEHICLE PLATE RENEWAL
FLEET SERVICES	5654-39	2020-10-30	2020-11-02	MTO RUS SERVICEONTARIO	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P10 VEHICLE PLATE RENEWAL
FLEET SERVICES	5656-14	2020-11-02	2020-11-04	MTO RUS SERVICEONTARIO	"7,894.75"	CAD	"7,894.75"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P10 VEHICLE PLATE RENEWAL
FLEET SERVICES	5658-22	2020-11-03	2020-11-05	MTO RUS SERVICEONTARIO	"1,136.00"	CAD	"1,136.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5659-14	2020-11-04	2020-11-06	MTO RUS SERVICEONTARIO	"2,778.25"	CAD	"2,778.25"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5660-23	2020-11-05	2020-11-09	MTO RUS SERVICEONTARIO	"4,850.00"	CAD	"4,850.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5662-18	2020-11-09	2020-11-11	MTO RUS SERVICEONTARIO	265.25	CAD	265.25	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5665-28	2020-11-12	2020-11-16	MTO RUS SERVICEONTARIO	"2,409.00"	CAD	"2,409.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5665-29	2020-11-12	2020-11-16	MTO RUS SERVICEONTARIO	"4,190.00"	CAD	"4,190.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5665-30	2020-11-13	2020-11-16	MTO RUS SERVICEONTARIO	"3,600.00"	CAD	"3,600.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5665-31	2020-11-13	2020-11-16	MTO RUS SERVICEONTARIO	"7,225.25"	CAD	"7,225.25"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5667-14	2020-11-16	2020-11-18	MTO RUS SERVICEONTARIO	"1,866.00"	CAD	"1,866.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5667-15	2020-11-16	2020-11-18	MTO RUS SERVICEONTARIO	"2,172.00"	CAD	"2,172.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5667-16	2020-11-16	2020-11-18	MTO RUS SERVICEONTARIO	"7,237.75"	CAD	"7,237.75"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5668-21	2020-11-17	2020-11-19	MTO RUS SERVICEONTARIO	"3,560.75"	CAD	"3,560.75"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5668-22	2020-11-17	2020-11-19	MTO RUS SERVICEONTARIO	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5669-31	2020-11-18	2020-11-20	MTO RUS SERVICEONTARIO	12.00	CAD	12.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5669-32	2020-11-18	2020-11-20	MTO RUS SERVICEONTARIO	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5670-22	2020-11-19	2020-11-23	MTO RUS SERVICEONTARIO	20.00	CAD	20.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5670-23	2020-11-19	2020-11-23	MTO RUS SERVICEONTARIO	"1,509.50"	CAD	"1,509.50"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5670-24	2020-11-19	2020-11-23	MTO RUS SERVICEONTARIO	"9,616.50"	CAD	"9,616.50"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5670-25	2020-11-20	2020-11-23	MTO RUS SERVICEONTARIO	"9,905.00"	CAD	"9,905.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5672-14	2020-11-23	2020-11-25	MTO RUS SERVICEONTARIO	"2,223.25"	CAD	"2,223.25"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5675-30	2020-11-26	2020-11-30	MTO RUS SERVICEONTARIO	"8,235.25"	CAD	"8,235.25"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5675-31	2020-11-26	2020-11-30	MTO RUS SERVICEONTARIO	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5675-32	2020-11-26	2020-11-30	MTO RUS SERVICEONTARIO	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5675-33	2020-11-26	2020-11-30	MTO RUS SERVICEONTARIO	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
FLEET SERVICES	5675-34	2020-11-26	2020-11-30	MTO RUS SERVICEONTARIO	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	P11 VEHICLE PLATE RENEWAL
					"149,183.25"	CAD	"149,183.25"	CAD							
TRANSPORTATION SERVICES	5660-24	2020-11-05	2020-11-09	WAL-MART # 3031	84.72	CAD	84.72	CAD	3050	M & E - KITCHEN	TS6030	ROAD OPERATIONS & MAINTENANCE AREA 2	5310	Discount Stores	MICROWAVE FOR MURRAY ROAD STAFF KITCHEN
					84.72	CAD	84.72	CAD							
CHILDRENS SERVICES	5654-40	2020-10-31	2020-11-02	TDSB PERMIT UNIT	611.89	CAD	611.89	CAD	4830	PERMIT & LICENSE FEES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	8211	"Schools, Elementary and Secondary"	NOVEMBER FEES FOR ADDITIONAL OPERATING HOURS NEEDED FOR COVID SCREENING
CHILDRENS SERVICES	5658-23	2020-11-04	2020-11-05	TDSB PERMIT UNIT	108.90	CAD	108.90	CAD	4830	PERMIT & LICENSE FEES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	8211	"Schools, Elementary and Secondary"	O'CONNOR SATELITE - FEES FOR OPERATING SPACE ON DEC. 24TH
CHILDRENS SERVICES	5658-24	2020-11-03	2020-11-05	PAYPAL  EARLYCHILDH	160.00	CAD	160.00	CAD	4760	MEMBERSHIP FEES	E0151A	SPECIAL SERVICES	8699	"Organizations, Membership - Not Elsewher"	MEMBERSHIP FEE FOR EARLY CHILDHOOD RESOURCE TEACHER NETWORK OF ONTARIO
CHILDRENS SERVICES	5660-25	2020-11-06	2020-11-09	TDSB PERMIT UNIT	297.30	CAD	297.30	CAD	4830	PERMIT & LICENSE FEES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	8211	"Schools, Elementary and Secondary"	WARDEN WOODS SATELITE - FEES FOR OPERATING SPACE ON DEC 24TH
CHILDRENS SERVICES	5660-26	2020-11-05	2020-11-09	EDU-CHILD CARE LICENSI	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE - DANFORTH
CHILDRENS SERVICES	5662-19	2020-11-09	2020-11-11	EDU-CHILD CARE LICENSI	140.00	CAD	140.00	CAD	4830	PERMIT & LICENSE FEES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE - CANADIANA COURT
CHILDRENS SERVICES	5668-23	2020-11-18	2020-11-19	AMAZON.CA N54FN1CA3	33.71	CAD	33.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	EC542D	DIRECTORS RESERVE	4816	Computer Network/Information Services	RESOURCE BOOKS FOR CENTRE SUPERVISORS
CHILDRENS SERVICES	5671-7	2020-11-24	2020-11-24	AMZN MKTP CA 5S1TB9RS3	157.25	CAD	157.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	EC542D	DIRECTORS RESERVE	4816	Computer Network/Information Services	RESOURCE BOOKS FOR CENTRE SUPERVISORS
CHILDRENS SERVICES	5675-35	2020-11-27	2020-11-30	ONTARIO MUNICIPAL SOCI	"2,260.00"	CAD	"2,260.00"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	8699	"Organizations, Membership - Not Elsewher"	CONFERENCE - 9 STAFF
					"3,819.05"	CAD	"3,819.05"	CAD							
"PARKS, FORESTRY & RECREATION"	5667-17	2020-11-17	2020-11-18	AMZN MKTP CA 9V3J21083	105.47	CAD	105.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01666	MITCHELL FIELD-PRGM SUPPORT	4816	Computer Network/Information Services	MAGNETIC SIGN HOLDERS
"PARKS, FORESTRY & RECREATION"	5667-18	2020-11-17	2020-11-18	AMZN MKTP CA SJ5AB5O33	89.99	CAD	89.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01666	MITCHELL FIELD-PRGM SUPPORT	4816	Computer Network/Information Services	"HOOKS, MAGNETIC SIGN HOLDERS, GLOVES"
"PARKS, FORESTRY & RECREATION"	5670-26	2020-11-21	2020-11-23	AMZN MKTP CA 3I82E53Z3	134.39	CAD	134.39	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P01666	MITCHELL FIELD-PRGM SUPPORT	4816	Computer Network/Information Services	HEATER FOR FRONT DESK STAFF
					329.85	CAD	329.85	CAD							
"PARKS, FORESTRY & RECREATION"	5674-12	2020-11-26	2020-11-27	LONG & MCQUADE	999.00	CAD	999.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06049	DRIFTWOOD-SOCIAL PRGM	5733	"Music Stores - Musical Instruments, Pian"	"SOUND CARD, GUITAR BOOKS"
"PARKS, FORESTRY & RECREATION"	5674-13	2020-11-26	2020-11-27	LONG & MCQUADE	446.26	CAD	446.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10303	DRIFTWOOD-PRGM SUPPORT	5733	"Music Stores - Musical Instruments, Pian"	"THUNDER BOLT, GUITAR BOOKS"
"PARKS, FORESTRY & RECREATION"	5675-36	2020-11-26	2020-11-30	CDN TIRE STORE #00321	399.97	CAD	399.97	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P10303	DRIFTWOOD-PRGM SUPPORT	5200	Home Supply Warehouse	HEATERS
					"1,845.23"	CAD	"1,845.23"	CAD							
"PARKS, FORESTRY & RECREATION"	5671-8	2020-11-23	2020-11-24	COURT CONTRACTORS	"2,373.00"	CAD	"2,373.00"	CAD	4424	CONTRACTED SERVICES - GENERAL	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	1799	"Contractors, Special Trade - Not Elsewhe"	REPAIR TO COURT
					"2,373.00"	CAD	"2,373.00"	CAD							
"PARKS, FORESTRY & RECREATION"	5656-15	2020-11-03	2020-11-04	BELL TV	103.16	CAD	103.16	CAD	4441	CONTRACTED SERVICES - CABLE TV	P10284	AMESBURY CC-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	SATELITE TV
					103.16	CAD	103.16	CAD							
"PARKS, FORESTRY & RECREATION"	5656-16	2020-11-03	2020-11-04	SP&S COMMERCIAL SWIMMI	73.45	CAD	73.45	CAD	3025	M & E - JANITORIAL	P10959	LAMPORT STADIUM-PRGM SUPPORT	5996	Swimming Pools - Sales and Supplies	POOL DECK VAC
					73.45	CAD	73.45	CAD							
FACILITIES MANAGEMENT	5659-15	2020-11-05	2020-11-06	CLAREPLEX DISPLAY CO	"1,760.54"	CAD	"1,760.54"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0154	5100 YONGE-OP-N (NORTH YORK CIVIC CENTRE	5719	Miscellaneous House Furnishing Specialty	Approved from list
