Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
FACILITIES MANAGEMENT	5037-90	2018-07-24	2018-07-24	LENNOX CANADA INC	15.05	CAD	15.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61457792	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	BATTERIES
FACILITIES MANAGEMENT	5039-193	2018-07-26	2018-07-26	BILL S ELECTRIC SALES	397.14	CAD	397.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458001	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	RTU PARTS FAN MOTOR
FACILITIES MANAGEMENT	5039-194	2018-07-27	2018-07-27	LENNOX CANADA INC	173.25	CAD	173.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458001	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	RTU PARTS
FACILITIES MANAGEMENT	5039-195	2018-07-27	2018-07-27	THE MASTER GROUP REXDA	31.17	CAD	31.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458299	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	RTU CARPENTER SHOP
FACILITIES MANAGEMENT	5041-62	2018-07-30	2018-07-30	THE MASTER GROUP REXDA	28.48	CAD	28.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458299	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS FOR DUST COLLECTORS
FACILITIES MANAGEMENT	5041-63	2018-07-30	2018-07-30	THE MASTER GROUP REXDA	45.88	CAD	45.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61457487	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	HVAC SUPLY
					"1,487.40"	CAD	"1,487.40"	CAD							
CHILDRENS SERVICES	5034-177	2018-07-18	2018-07-19	EDU-CHILD CARE LICENSI	25.00	CAD	25.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5034-178	2018-07-19	2018-07-19	EDU-CHILD CARE LICENSI	25.00	CAD	25.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5039-196	2018-07-26	2018-07-26	EDU-CHILD CARE LICENSI	120.00	CAD	120.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5039-197	2018-07-26	2018-07-26	EDU-CHILD CARE LICENSI	120.00	CAD	120.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5039-198	2018-07-26	2018-07-26	EDU-CHILD CARE LICENSI	140.00	CAD	140.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5039-199	2018-07-26	2018-07-26	EDU-CHILD CARE LICENSI	170.00	CAD	170.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5040-48	2018-07-27	2018-07-27	EDU-CHILD CARE LICENSI	120.00	CAD	120.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5040-49	2018-07-27	2018-07-27	EDU-CHILD CARE LICENSI	140.00	CAD	140.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5040-50	2018-07-27	2018-07-27	EDU-CHILD CARE LICENSI	140.00	CAD	140.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5042-89	2018-07-30	2018-07-31	PAYPAL *AECEO	165.00	CAD	165.00	CAD	4760	MEMBERSHIP FEES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	8699	"Organizations, Membership - Not Elsewher"	AECEO MEMBERSHIP RENEWAL
					"1,165.00"	CAD	"1,165.00"	CAD							
"PARKS, FORESTRY & RECREATION"	5023-96	2018-07-03	2018-07-04	WAL-MART # 3740	102.61	CAD	102.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5024-211	2018-07-06	2018-07-06	DOLLAR TREE #40138	103.31	CAD	103.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5331	Variety Stores	ARTS & CRAFTS SUPPLIES
"PARKS, FORESTRY & RECREATION"	5024-212	2018-07-06	2018-07-06	DOLLAR TREE #40138	200.51	CAD	200.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5331	Variety Stores	ARTS & CRAFTS SUPPLIES
"PARKS, FORESTRY & RECREATION"	5024-213	2018-07-05	2018-07-05	LAKESHORE COMMUNICATIO	423.75	CAD	423.75	CAD	3099	GENERAL EQUIPMENT	P11828	ELMS CS-PRGM SUPPORT	7622	Electronic Repair Shops	REPLACEMENT WALKIE TALKIE
"PARKS, FORESTRY & RECREATION"	5024-214	2018-07-05	2018-07-05	LAKESHORE COMMUNICATIO	107.35	CAD	107.35	CAD	2710	GENERAL HARDWARE	P11828	ELMS CS-PRGM SUPPORT	7622	Electronic Repair Shops	REPLACEMENT BATTERY
"PARKS, FORESTRY & RECREATION"	5025-48	2018-07-07	2018-07-07	TORONTO PARKING AUTHOR	0.75	CAD	0.75	CAD	4770	PARKING EXPENSES (INTOWN)	P11828	ELMS CS-PRGM SUPPORT	7523	Automobile Parking Lots and Garages	PARKING TO PICK UP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5025-49	2018-07-06	2018-07-06	WAL-MART # 3740	7.94	CAD	7.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11828	ELMS CS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	HANGING HOOKS
"PARKS, FORESTRY & RECREATION"	5025-50	2018-07-06	2018-07-06	WAL-MART # 3740	61.58	CAD	61.58	CAD	2823	MEDICAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FIRST AID FANNY PACKS
"PARKS, FORESTRY & RECREATION"	5025-51	2018-07-07	2018-07-07	SP * PEOPLEPOWERPRESS	683.05	CAD	683.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5699	Accessory  and Apparel Stores - Miscella	BUTTON SUPPLIES
"PARKS, FORESTRY & RECREATION"	5027-78	2018-07-10	2018-07-10	INSTITUTE OF CANADIAN	169.50	CAD	169.50	CAD	4118	TICKETS AND ADMISSION FEES	P05094	ELMS CS-SUMMER CAMPS	8299	Educational Services	ROBOT WORKSHOP
"PARKS, FORESTRY & RECREATION"	5027-79	2018-07-09	2018-07-10	WAL-MART # 3740	39.53	CAD	39.53	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P11828	ELMS CS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	OSCILLATING FAN
"PARKS, FORESTRY & RECREATION"	5027-80	2018-07-09	2018-07-10	WAL-MART # 3740	67.77	CAD	67.77	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P11828	ELMS CS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FILE CABINET
"PARKS, FORESTRY & RECREATION"	5027-81	2018-07-10	2018-07-10	SHOPPERSDRUGMART0954	150.00	CAD	150.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P05094	ELMS CS-SUMMER CAMPS	5912	"Drug Stores, Pharmacies"	TTC TOKENS
"PARKS, FORESTRY & RECREATION"	5029-200	2018-07-13	2018-07-13	WET N WILD TORONTO	968.15	CAD	968.15	CAD	4118	TICKETS AND ADMISSION FEES	P05094	ELMS CS-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	WET N WILD TORONTO TICKETS
"PARKS, FORESTRY & RECREATION"	5029-201	2018-07-11	2018-07-12	WAL-MART # 3740	9.97	CAD	9.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SPECIAL EVENT SNACKS
"PARKS, FORESTRY & RECREATION"	5029-202	2018-07-11	2018-07-12	WAL-MART # 3740	33.90	CAD	33.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SOCKS FOR TIE DYE
"PARKS, FORESTRY & RECREATION"	5029-203	2018-07-11	2018-07-12	WAL-MART # 3740	18.08	CAD	18.08	CAD	2570	JANITORIAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	DISH CLOTHS FOR CLEANING
"PARKS, FORESTRY & RECREATION"	5032-69	2018-07-17	2018-07-17	DOLLARAMA # 386	6.78	CAD	6.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5310	Discount Stores	SNACKS & FOOD
"PARKS, FORESTRY & RECREATION"	5033-117	2018-07-17	2018-07-18	WAL-MART # 3740	91.71	CAD	91.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5034-179	2018-07-19	2018-07-19	KIDS SPORTS	253.87	CAD	253.87	CAD	4118	TICKETS AND ADMISSION FEES	P05094	ELMS CS-SUMMER CAMPS	5941	Sporting Goods Stores	TICKETS AND ADMISSION
"PARKS, FORESTRY & RECREATION"	5034-180	2018-07-18	2018-07-19	WAL-MART # 3740	7.02	CAD	7.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAKE MAKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5034-181	2018-07-18	2018-07-19	WAL-MART # 3740	40.70	CAD	40.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAKE MAKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5037-91	2018-07-23	2018-07-24	WAL-MART # 3740	59.24	CAD	59.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	KINGSVIEW VCS SUPPLIES
"PARKS, FORESTRY & RECREATION"	5037-92	2018-07-23	2018-07-24	WAL-MART # 3740	42.74	CAD	42.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5038-111	2018-07-25	2018-07-25	WNW TORONTO BAR	"1,648.44"	CAD	"1,648.44"	CAD	4118	TICKETS AND ADMISSION FEES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5813	"Bars, Cocktail Lounges, Discotheques, Ni"	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5038-112	2018-07-24	2018-07-25	WAL-MART # 3740	68.53	CAD	68.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAKE MAKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5038-113	2018-07-24	2018-07-25	CDN TIRE STORE #00242	29.80	CAD	29.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5200	Home Supply Warehouse	CANNING JARS FOR ARTS AND CRAFTS
"PARKS, FORESTRY & RECREATION"	5039-200	2018-07-27	2018-07-27	BINGEMANS EVENTS	752.00	CAD	752.00	CAD	4118	TICKETS AND ADMISSION FEES	P05094	ELMS CS-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	TICKETS AND ADMISSION
"PARKS, FORESTRY & RECREATION"	5041-64	2018-07-30	2018-07-30	RCSS WESTON 2800	25.92	CAD	25.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SCIENCE CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5042-90	2018-07-30	2018-07-31	WAL-MART # 3740	26.16	CAD	26.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5042-91	2018-07-30	2018-07-31	WAL-MART # 3740	53.95	CAD	53.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5042-92	2018-07-30	2018-07-31	WAL-MART # 3740	152.00	CAD	152.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
					"6,406.61"	CAD	"6,406.61"	CAD							
"PARKS, FORESTRY & RECREATION"	5020-66	2018-07-01	2018-07-02	DOLLARAMA # 627	78.99	CAD	78.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04662	MITCHELL FIELD-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5020-67	2018-07-02	2018-07-02	WWW.IKEA.CA	223.74	CAD	223.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04662	MITCHELL FIELD-SUMMER CAMPS	5712	"Equipment, Furniture, and Home Furnishin"	STORAGE SHELF FOR STAFF OFFICE
"PARKS, FORESTRY & RECREATION"	5020-68	2018-07-01	2018-07-02	MICHAELS #3933	259.12	CAD	259.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13468	NY - CAN BIKE - SUMMER CAMP	5945	"Game, Toy, and Hobby Shops"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5020-69	2018-07-01	2018-07-02	WAL-MART # 3145	561.94	CAD	561.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04662	MITCHELL FIELD-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5024-215	2018-07-05	2018-07-05	STAPLES 450	161.84	CAD	161.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5943	"Office, School Supply, and Stationery St"	LAMINATING PAPER
"PARKS, FORESTRY & RECREATION"	5024-216	2018-07-05	2018-07-05	DOLLARAMA #0945	106.79	CAD	106.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5310	Discount Stores	"CANVAS, SOCKS, TOOTHBRUSH, SUPPLIES FOR PRESCHOOL CAMP"
"PARKS, FORESTRY & RECREATION"	5024-217	2018-07-04	2018-07-05	WAL-MART #1139	57.32	CAD	57.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5411	"Grocery Stores, Supermarkets"	PORTABLE SPEAKER FOR DANCE
"PARKS, FORESTRY & RECREATION"	5024-218	2018-07-04	2018-07-05	WAL-MART #1139	135.09	CAD	135.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5024-219	2018-07-04	2018-07-05	GROCERY GATEWAY	185.78	CAD	185.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13468	NY - CAN BIKE - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5024-220	2018-07-05	2018-07-05	GROCERY GATEWAY	105.17	CAD	105.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5025-52	2018-07-07	2018-07-07	GROCERY GATEWAY	153.74	CAD	153.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04662	MITCHELL FIELD-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5026-67	2018-07-10	2018-07-10	ULINE	378.47	CAD	378.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13468	NY - CAN BIKE - SUMMER CAMP	5964	Direct Marketing - Catalog Merchants	**MORE**  3-SHELF FIRST AID CABINET
"PARKS, FORESTRY & RECREATION"	5028-107	2018-07-10	2018-07-11	GROCERY GATEWAY	296.89	CAD	296.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5028-108	2018-07-11	2018-07-11	WONDERLAND FOOD & EQUI	92.22	CAD	92.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04717	MITCHELL FIELD-SUMMER FUN	5046	Commercial Equipment Not Elsewhere Class	SYRUP FOR SNOW CONES
"PARKS, FORESTRY & RECREATION"	5030-56	2018-07-14	2018-07-14	DOLLARAMA # 627	139.67	CAD	139.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5310	Discount Stores	SUPPLIES FOR ART PROJECT
"PARKS, FORESTRY & RECREATION"	5030-57	2018-07-14	2018-07-14	MICHAELS #3933	207.76	CAD	207.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5945	"Game, Toy, and Hobby Shops"	SUPPLIES FOR ART PROJECT
"PARKS, FORESTRY & RECREATION"	5031-57	2018-07-14	2018-07-16	WAL-MART # 3145	69.05	CAD	69.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR ART PROJECT
"PARKS, FORESTRY & RECREATION"	5031-58	2018-07-16	2018-07-16	HOBBY WORLD	322.83	CAD	322.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04662	MITCHELL FIELD-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5031-59	2018-07-16	2018-07-16	HOBBY WORLD	16.10	CAD	16.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04662	MITCHELL FIELD-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5034-182	2018-07-19	2018-07-19	PAYPAL *MAIL	904.00	CAD	904.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04717	MITCHELL FIELD-SUMMER FUN	8999	Professional Services - Not Elsewhere Cl	INFLATIBLE CASTLES
"PARKS, FORESTRY & RECREATION"	5039-201	2018-07-25	2018-07-26	CDN TIRE STORE #00192	42.32	CAD	42.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01666	MITCHELL FIELD-PRGM SUPPORT	5200	Home Supply Warehouse	CARPENTERS GLUE FOR CRAFTS
					"4,498.83"	CAD	"4,498.83"	CAD							
"PARKS, FORESTRY & RECREATION"	5034-183	2018-07-19	2018-07-19	DURANTE S NO FRILLS 31	57.27	CAD	57.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04668	OAKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"VEGIES, CAKE MIX, CHICKEN PANCAKE"
"PARKS, FORESTRY & RECREATION"	5034-184	2018-07-20	2018-07-20	WWW.ARCHERYCIRCUIT.COM	576.30	CAD	576.30	CAD	4118	TICKETS AND ADMISSION FEES	P04637	BLACKSMITH PS-SUMMER CAMPS	7372	"Computer Programming, Integrated Systems"	SUMMER CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5038-114	2018-07-25	2018-07-25	DURANTE S NO FRILLS 31	57.83	CAD	57.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04654	GOSFORD PS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CHICKEN, SOUR CREME, TACO SHELLS"
"PARKS, FORESTRY & RECREATION"	5038-115	2018-07-25	2018-07-25	DURANTE S NO FRILLS 31	53.22	CAD	53.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04637	BLACKSMITH PS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"PIZZA SAUCE, VEGGIES, ENG MUFFINS"
"PARKS, FORESTRY & RECREATION"	5042-93	2018-07-31	2018-07-31	DOLLARAMA #0978	42.71	CAD	42.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04654	GOSFORD PS-SUMMER CAMPS	5310	Discount Stores	"HULA HOOPS, BUBBLES"
					787.33	CAD	787.33	CAD							
"PARKS, FORESTRY & RECREATION"	5038-116	2018-07-24	2018-07-25	WAL-MART # 3000	103.71	CAD	103.71	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P13050	FITNESS CENTRE - L'AMOREAUX CRC	5310	Discount Stores	"NOTEBOOKS, PENS, SHARPIES"
					103.71	CAD	103.71	CAD							
"PARKS, FORESTRY & RECREATION"	5026-68	2018-07-09	2018-07-09	MYSTERY ROOM LTD	40.00	CAD	40.00	CAD	4118	TICKETS AND ADMISSION FEES	P13490	YORK CC - CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5029-204	2018-07-11	2018-07-12	THE WILLERTON GROUP	266.96	CAD	266.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	2791	"Typesetting, Plate Making, and Related S"	YOUTH SUMMER GAMES
"PARKS, FORESTRY & RECREATION"	5033-118	2018-07-18	2018-07-18	ALL MASTER EQUIPMENT &	40.68	CAD	40.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12935	LOCATION SUPPORT - CENTENNIAL RC - (EY)	5699	Accessory  and Apparel Stores - Miscella	TAE KWAN DO BELTS
"PARKS, FORESTRY & RECREATION"	5033-119	2018-07-18	2018-07-18	TORONTO ZOOADMISSIONS	801.00	CAD	801.00	CAD	4118	TICKETS AND ADMISSION FEES	P04629	AMESBURY CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5034-185	2018-07-18	2018-07-19	WAL-MART # 3105	50.00	CAD	50.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5310	Discount Stores	10 BAGS OF ICE
"PARKS, FORESTRY & RECREATION"	5034-186	2018-07-18	2018-07-19	WAL-MART # 3105	5.51	CAD	5.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5310	Discount Stores	PAINTERS TAPE
"PARKS, FORESTRY & RECREATION"	5037-93	2018-07-24	2018-07-24	DOLLARAMA #1165	11.36	CAD	11.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13490	YORK CC - CAMPS	5310	Discount Stores	MASON JARS
"PARKS, FORESTRY & RECREATION"	5038-117	2018-07-25	2018-07-25	RIPLEYS AQUARIUM	"1,619.41"	CAD	"1,619.41"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13490	YORK CC - CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5039-202	2018-07-25	2018-07-26	THE WILLERTON GROUP	193.23	CAD	193.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	2791	"Typesetting, Plate Making, and Related S"	YOUTH SOCCER BASEBALL
"PARKS, FORESTRY & RECREATION"	5039-203	2018-07-27	2018-07-27	LONG & MCQUADE	145.77	CAD	145.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	5733	"Music Stores - Musical Instruments, Pian"	ADAPTORS
"PARKS, FORESTRY & RECREATION"	5039-204	2018-07-26	2018-07-26	MYSTERY ROOM LTD	80.00	CAD	80.00	CAD	4118	TICKETS AND ADMISSION FEES	P13490	YORK CC - CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5041-65	2018-07-30	2018-07-30	INT*IN *HANDS ON EXOTI	-361.60	CAD	-361.60	CAD	4118	TICKETS AND ADMISSION FEES	P13490	YORK CC - CAMPS	7999	Recreation Services (Not Elsewhere Class	REFUND ON CANCELLED TRIP
					"2,892.32"	CAD	"2,892.32"	CAD							
FACILITIES MANAGEMENT	5029-205	2018-07-11	2018-07-12	SCARBORO PUMP MANUFACT	890.44	CAD	890.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61456418	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PUMP SEAL
FACILITIES MANAGEMENT	5037-94	2018-07-24	2018-07-24	NOBLE 1017	805.57	CAD	805.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61457031	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS RECEIPT
FACILITIES MANAGEMENT	5037-95	2018-07-24	2018-07-24	NOBLE 1017	718.18	CAD	718.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61457031	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	MATERIAL NEEDED
