Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5004-237	2018-06-08	2018-06-08	DOLLAR TREE CANADA STO	52.41	CAD	52.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13184	INSTRCT SPORTS-TOPHAM PARK	5331	Variety Stores	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5019-258	2018-06-29	2018-06-29	OLD NAVY CANADA 3310	4.52	CAD	4.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13184	INSTRCT SPORTS-TOPHAM PARK	5651	Family Clothing Stores	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5020-119	2018-06-29	2018-07-02	THE HOME DEPOT #7109	129.17	CAD	129.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13184	INSTRCT SPORTS-TOPHAM PARK	5200	Home Supply Warehouse	**MORE**  FENCE
"PARKS, FORESTRY & RECREATION"	5020-120	2018-06-29	2018-07-02	WAL-MART #3159	50.71	CAD	50.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13184	INSTRCT SPORTS-TOPHAM PARK	5411	"Grocery Stores, Supermarkets"	PLAY BALLS
					284.77	CAD	284.77	CAD							
"PARKS, FORESTRY & RECREATION"	5009-222	2018-06-15	2018-06-15	MERIT DECORATING	213.40	CAD	213.40	CAD	2715	PAINT SUPPLIES	P08627	W-Y O/D POOL-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	POOL PAINT FOR CABOTO
"PARKS, FORESTRY & RECREATION"	5011-67	2018-06-18	2018-06-18	DOWNTOWN LUMBER	16.93	CAD	16.93	CAD	2710	GENERAL HARDWARE	P08627	W-Y O/D POOL-OPERATIONS	5251	Hardware Stores	SCREWS & ANCHORS
"PARKS, FORESTRY & RECREATION"	5014-248	2018-06-20	2018-06-21	THE HOME DEPOT #7013	13.53	CAD	13.53	CAD	2715	PAINT SUPPLIES	P08627	W-Y O/D POOL-OPERATIONS	5200	Home Supply Warehouse	HDX 4  BRUSH
					243.86	CAD	243.86	CAD							
FACILITIES MANAGEMENT DIVISON	5017-114	2018-06-26	2018-06-26	G.K. CHEMICAL	232.55	CAD	232.55	CAD	2499	OTHER CHEMICALS	FA0721	433 EASTERN AVE-CSTD	7349	"Cleaning and Maintenance, Janitorial Ser"	G10 DINFECTANT
					232.55	CAD	232.55	CAD							
REVENUE SERVICES 	4998-234	2018-06-01	2018-06-01	INST. OF MUNICIPAL ASS	50.00	CAD	50.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FS0170	TAX ADMIN	8699	"Organizations, Membership - Not Elsewher"	WEBINAR
REVENUE SERVICES 	4999-69	2018-06-02	2018-06-02	AMAZON.CA	55.12	CAD	55.12	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FS0153	ORGANIZATIONAL ADMIN.	4816	Computer Network/Information Services	SMALL TOOL KIT FOR REVENUE SERVICES
REVENUE SERVICES 	5003-141	2018-06-06	2018-06-06	WWW.ISTOCK.COM	13.00	CAD	13.00	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0180	CUSTOMER SERVICE ADMIN	7333	"Commercial Art, Graphics, Photography"	Stock images for website
REVENUE SERVICES 	5003-142	2018-06-06	2018-06-06	WWW.ISTOCK.COM	11.44	CAD	11.44	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0180	CUSTOMER SERVICE ADMIN	7333	"Commercial Art, Graphics, Photography"	Stock images for website
REVENUE SERVICES 	5003-143	2018-06-06	2018-06-06	WWW.ISTOCK.COM	11.44	CAD	11.44	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0180	CUSTOMER SERVICE ADMIN	7333	"Commercial Art, Graphics, Photography"	Stock images for website
REVENUE SERVICES 	5003-144	2018-06-06	2018-06-06	WWW.ISTOCK.COM	31.68	CAD	31.68	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0180	CUSTOMER SERVICE ADMIN	7333	"Commercial Art, Graphics, Photography"	Stock images for website
REVENUE SERVICES 	5003-145	2018-06-06	2018-06-06	WWW.ISTOCK.COM	28.80	CAD	28.80	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0180	CUSTOMER SERVICE ADMIN	7333	"Commercial Art, Graphics, Photography"	Stock images for website
REVENUE SERVICES 	5009-223	2018-06-14	2018-06-14	STAPLES.CA	26.42	CAD	26.42	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FS0151	OPER SUPP.  ADMIN & BUDGETS	5943	"Office, School Supply, and Stationery St"	DESK FAN FOR OFFICE
REVENUE SERVICES 	5009-224	2018-06-15	2018-06-15	BEST BUY #53	81.35	CAD	81.35	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	FS0160	REV ACCTG & COLL ADMIN	5732	Electronic Sales	INF CARTRIDGES FOR CANON SCANNERS
REVENUE SERVICES 	5009-225	2018-06-15	2018-06-15	BED BATH & BEYOND #229	248.58	CAD	248.58	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	FS0151	OPER SUPP.  ADMIN & BUDGETS	5651	Family Clothing Stores	AIR PURIFIER - PARTICLE FILTER 2 PACK
REVENUE SERVICES 	5014-249	2018-06-21	2018-06-21	STAPLES.CA	67.03	CAD	67.03	CAD	3410	COMPUTERS - HARDWARE	FS0170	TAX ADMIN	5943	"Office, School Supply, and Stationery St"	32GB USB ENCRYPTED KEYS - 4
REVENUE SERVICES 	5014-250	2018-06-21	2018-06-21	WWW.NEWEGG.COM	"3,982.28"	CAD	"3,982.28"	CAD	3410	COMPUTERS - HARDWARE	FS0180	CUSTOMER SERVICE ADMIN	5732	Electronic Sales	HEADSET JABRA 2104-820-105 R
REVENUE SERVICES 	5017-115	2018-06-26	2018-06-26	INST. OF MUNICIPAL ASS	300.00	CAD	300.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FS0170	TAX ADMIN	8699	"Organizations, Membership - Not Elsewher"	INSTITUTE OF MUNICIPAL ASSESSORS CONFERENCE
					"4,907.14"	CAD	"4,907.14"	CAD							
"PARKS, FORESTRY & RECREATION"	5013-134	2018-06-20	2018-06-20	LISTRO S NO FRILLS #36	22.87	CAD	22.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5411	"Grocery Stores, Supermarkets"	"YOUTH GAMES, LETTUCE, TOMATOES"
"PARKS, FORESTRY & RECREATION"	5013-135	2018-06-20	2018-06-20	LOBLAW SUPERMARKET #10	115.10	CAD	115.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5411	"Grocery Stores, Supermarkets"	"HOTDOGS, BURGERS"
"PARKS, FORESTRY & RECREATION"	5014-251	2018-06-21	2018-06-21	IKEA VAUGHAN	177.00	CAD	177.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5712	"Equipment, Furniture, and Home Furnishin"	"PLATES, MUGS"
"PARKS, FORESTRY & RECREATION"	5017-116	2018-06-26	2018-06-26	BEST BUY #57	45.19	CAD	45.19	CAD	3410	COMPUTERS - HARDWARE	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5732	Electronic Sales	HDMI TO VGA ADAPTER
"PARKS, FORESTRY & RECREATION"	5019-259	2018-06-28	2018-06-28	PRICE CHOPPER 9610	48.51	CAD	48.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	"GRANOLA BARS, FRUIT JUICE"
					408.67	CAD	408.67	CAD							
"PARKS, FORESTRY & RECREATION"	5008-116	2018-06-12	2018-06-13	PETROCAN	38.01	CAD	38.01	CAD	2260	GASOLINE	P00404	N-CENTRAL-TURF&HORT	5541	Service Stations (with or without Ancill	UNLEADED SUPER FUEL
"PARKS, FORESTRY & RECREATION"	5011-68	2018-06-18	2018-06-18	ANGELO S GARDEN CENTRE	474.60	CAD	474.60	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5261	Lawn and Garden Supply Stores	GARDEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	5013-136	2018-06-19	2018-06-20	THE HOME DEPOT #7129	19.28	CAD	19.28	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	**MORE**  ADAPTER
"PARKS, FORESTRY & RECREATION"	5013-137	2018-06-20	2018-06-20	BRETT YOUNG	791.00	CAD	791.00	CAD	2715	PAINT SUPPLIES	P10956	ESTHER SHINER ST-OPERATIONS	0763	Agricultural Cooperatives	PAINT FOR SPORTS FIELDS
"PARKS, FORESTRY & RECREATION"	5014-252	2018-06-21	2018-06-21	ABLE LOCK SERVICE LTD.	50.85	CAD	50.85	CAD	2730	LOCKS	P00404	N-CENTRAL-TURF&HORT	7393	"Detective Agencies, Protective Agencies,"	KEYS CUT
"PARKS, FORESTRY & RECREATION"	5014-253	2018-06-21	2018-06-21	ENCHANTED CHIMNEY SWEE	168.37	CAD	168.37	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P10908	NY SKI CENTRE-OPERATIONS	7349	"Cleaning and Maintenance, Janitorial Ser"	CHIMNEY CLEANING
"PARKS, FORESTRY & RECREATION"	5014-254	2018-06-21	2018-06-21	ONEIDA EQUIPMENT LTD	135.49	CAD	135.49	CAD	2665	PROTECTIVE CLOTHING	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	PANTS FOR STAFF
"PARKS, FORESTRY & RECREATION"	5014-255	2018-06-21	2018-06-21	ONEIDA EQUIPMENT LTD	653.73	CAD	653.73	CAD	2665	PROTECTIVE CLOTHING	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	HELMET
"PARKS, FORESTRY & RECREATION"	5019-260	2018-06-27	2018-06-28	ONEIDA EQUIPMENT LTD	235.68	CAD	235.68	CAD	3080	M & E - HAND TOOLS	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	"HELMET, CHAIN"
					"2,567.01"	CAD	"2,567.01"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5018-149	2018-06-26	2018-06-27	THE GLOBE AND MAIL	27.07	CAD	27.07	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0160	ECONOMIC &  CULTURAL POLICY	5192	"Books, Periodicals, and Newspapers"	ONLINE SUBSCRIPTION
					27.07	CAD	27.07	CAD							
"PARKS, FORESTRY & RECREATION"	5001-86	2018-06-04	2018-06-04	MICHAELS #3990	420.70	CAD	420.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5945	"Game, Toy, and Hobby Shops"	FATHERS DAY CRAFT
"PARKS, FORESTRY & RECREATION"	5003-167	2018-06-06	2018-06-06	RCSS WESTON 2800	216.04	CAD	216.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	ARC SUPPLIES
"PARKS, FORESTRY & RECREATION"	5004-269	2018-06-07	2018-06-07	MICHAELS #4921	49.72	CAD	49.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5945	"Game, Toy, and Hobby Shops"	CLASP SITE SUPPLIES
"PARKS, FORESTRY & RECREATION"	5009-258	2018-06-15	2018-06-15	LOBLAWS #1066	56.75	CAD	56.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	ARC SUPPLIES
"PARKS, FORESTRY & RECREATION"	5013-166	2018-06-20	2018-06-20	RCSS WESTON 2800	41.86	CAD	41.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	"CUTLERY, DRINKS"
"PARKS, FORESTRY & RECREATION"	5014-297	2018-06-22	2018-06-22	COSTCO WHOLESALE W547	42.91	CAD	42.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5300	Wholesale Clubs	FOOD ITEMS
"PARKS, FORESTRY & RECREATION"	5014-298	2018-06-21	2018-06-21	FORTINO S (QUEEN S PLA	291.45	CAD	291.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5411	"Grocery Stores, Supermarkets"	"FRUIT TRAYS, WRAPS"
"PARKS, FORESTRY & RECREATION"	5014-299	2018-06-20	2018-06-21	MASTERMIND - VAUGHAN	323.83	CAD	323.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5945	"Game, Toy, and Hobby Shops"	BOARD GAMES
"PARKS, FORESTRY & RECREATION"	5014-300	2018-06-20	2018-06-21	WAL-MART # 1151	11.29	CAD	11.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5310	Discount Stores	POPSICLES
"PARKS, FORESTRY & RECREATION"	5014-301	2018-06-21	2018-06-21	WAL-MART # 3031	124.21	CAD	124.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5310	Discount Stores	"BUBBLE STICKS, BAGS"
					"1,578.76"	CAD	"1,578.76"	CAD							
TORONTO WATER	5013-167	2018-06-20	2018-06-20	EXPEDIA 7360569918186	"1,611.00"	CAD	"1,611.00"	CAD	4210	BUSINESS TRAV - ACCOMMODATION	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	4722	Travel Agencies and Tour Operators	"RADISSON HOTEL CLEVELAND GATEWAY,CL"
TORONTO WATER	5013-168	2018-06-20	2018-06-20	EXPEDIA 7360570014040	791.40	CAD	791.40	CAD	4210	BUSINESS TRAV - ACCOMMODATION	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	4722	Travel Agencies and Tour Operators	"COUNTRY INN & SUITES BY RADISSON, C"
TORONTO WATER	5013-169	2018-06-20	2018-06-20	EXPEDIA 7360571862643	605.12	CAD	605.12	CAD	4210	BUSINESS TRAV - ACCOMMODATION	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	4722	Travel Agencies and Tour Operators	RADISSON CONFERENCE CENTER GREEN BA
					"3,007.52"	CAD	"3,007.52"	CAD							
"PARKS, FORESTRY & RECREATION"	5018-171	2018-06-27	2018-06-27	WATER AND ICE NORTH AM	231.20	CAD	231.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5996	Swimming Pools - Sales and Supplies	"BASKETS, TELESCOPIC ALUM POLE"
"PARKS, FORESTRY & RECREATION"	5019-302	2018-06-25	2018-06-28	PACIFIC FASTENERS (198	91.56	CAD	91.56	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5251	Hardware Stores	"HINGES, BOLTS"
"PARKS, FORESTRY & RECREATION"	5019-303	2018-06-29	2018-06-29	WATER AND ICE NORTH AM	121.36	CAD	121.36	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5996	Swimming Pools - Sales and Supplies	TELESCOPIC ALUMINUM POLE
"PARKS, FORESTRY & RECREATION"	5019-304	2018-06-27	2018-06-28	THE HOME DEPOT #7080	24.09	CAD	24.09	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	EPOXY
					468.21	CAD	468.21	CAD							
"PARKS, FORESTRY & RECREATION"	5014-302	2018-06-22	2018-06-22	COSTCO WHOLESALE W1169	378.99	CAD	378.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08251	LEADERSHIP AQUATICS - TEY DISTRICT	5300	Wholesale Clubs	FOOD FOR AQUAFIT CONFERENCE
					378.99	CAD	378.99	CAD							
"PARKS, FORESTRY & RECREATION"	5007-107	2018-06-12	2018-06-12	LOWES #02494*	30.48	CAD	30.48	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  6ML LEPAGE BLUE THREADLOCKER
"PARKS, FORESTRY & RECREATION"	5008-133	2018-06-12	2018-06-13	THE HOME DEPOT #7107	4.70	CAD	4.70	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	SCREWS
"PARKS, FORESTRY & RECREATION"	5009-259	2018-06-14	2018-06-14	THE HOME DEPOT #7136	335.45	CAD	335.45	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  SPRAY PAINT
"PARKS, FORESTRY & RECREATION"	5011-75	2018-06-18	2018-06-18	LOWES #02633*	203.26	CAD	203.26	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	LEAK SEAL - BROWN 405G
					573.89	CAD	573.89	CAD							
"PARKS, FORESTRY & RECREATION"	4999-80	2018-06-01	2018-06-01	WAL-MART # 3111	14.68	CAD	14.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	TRNG SUPPLIES
"PARKS, FORESTRY & RECREATION"	5003-168	2018-06-05	2018-06-06	WAL-MART #1056	32.54	CAD	32.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	ACTIVE 8 END OF PRGM CELEBRATION
"PARKS, FORESTRY & RECREATION"	5007-108	2018-06-11	2018-06-12	WAL-MART # 3111	18.18	CAD	18.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP ADMIN SUPPLY PREP
"PARKS, FORESTRY & RECREATION"	5007-109	2018-06-12	2018-06-12	DOLLARAMA # 435	44.47	CAD	44.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5310	Discount Stores	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5008-134	2018-06-13	2018-06-13	PRESSWOOD.COM	310.75	CAD	310.75	CAD	4118	TICKETS AND ADMISSION FEES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	7299	Other Services (Not Elsewhere Classified	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5008-135	2018-06-12	2018-06-13	WAL-MART # 3111	24.36	CAD	24.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5411	"Grocery Stores, Supermarkets"	SNACKS FOR SENIOR STAFF MTNG
"PARKS, FORESTRY & RECREATION"	5009-260	2018-06-13	2018-06-14	WAL-MART # 3113	91.69	CAD	91.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5310	Discount Stores	SNACKS FOR SUMMER STAFF MTNG AND ACTIVITY SET
"PARKS, FORESTRY & RECREATION"	5014-303	2018-06-21	2018-06-21	DOLLARAMA # 435	52.66	CAD	52.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5310	Discount Stores	SENSORY SUPPLIES FOR CAMPS
"PARKS, FORESTRY & RECREATION"	5014-304	2018-06-22	2018-06-22	DOLLARAMA # 854	39.66	CAD	39.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5310	Discount Stores	FOLDERS
"PARKS, FORESTRY & RECREATION"	5015-73	2018-06-22	2018-06-22	WAL-MART # 3111	45.96	CAD	45.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5411	"Grocery Stores, Supermarkets"	ZIPLOC BAGS FOR SENSORY
"PARKS, FORESTRY & RECREATION"	5017-136	2018-06-25	2018-06-26	WAL-MART # 3111	17.66	CAD	17.66	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10636	SCAR CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	SPEAKERS FOR COMPUTER PRESENTATIONS
"PARKS, FORESTRY & RECREATION"	5017-137	2018-06-26	2018-06-26	DOLLARAMA # 834	94.82	CAD	94.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5310	Discount Stores	PRGM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5019-305	2018-06-27	2018-06-28	WAL-MART # 3111	90.56	CAD	90.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5411	"Grocery Stores, Supermarkets"	PRGM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5019-306	2018-06-27	2018-06-28	DOLLAR POWER	80.55	CAD	80.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01102	SUMMER CAMPS SPEC NEEDS - SC DISTRICT	5310	Discount Stores	PRGM SUPPLIES
					958.54	CAD	958.54	CAD							
"PARKS, FORESTRY & RECREATION"	4998-268	2018-06-01	2018-06-01	STAPLES STORE #26	90.77	CAD	90.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12733	RS-TOR ISL-OLD. ADT- INSTRUCTIONAL	5943	"Office, School Supply, and Stationery St"	RECEIPT PAPER FOR BOATHOUSE
"PARKS, FORESTRY & RECREATION"	5014-305	2018-06-20	2018-06-21	CDN TIRE STORE #00654	491.44	CAD	491.44	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P12733	RS-TOR ISL-OLD. ADT- INSTRUCTIONAL	5200	Home Supply Warehouse	KAYAK PADDLES
"PARKS, FORESTRY & RECREATION"	5020-135	2018-06-29	2018-07-02	THE HOME DEPOT #7080	58.44	CAD	58.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12727	RS-TOR ISL-FITNESS - INSTRUCTIONAL	5200	Home Supply Warehouse	**MORE**  GARDEN SOIL.
"PARKS, FORESTRY & RECREATION"	5020-136	2018-06-29	2018-07-02	WALMART #1150	88.19	CAD	88.19	CAD	2590	EMERGENCY SERVICES SUPPLIES	P12733	RS-TOR ISL-OLD. ADT- INSTRUCTIONAL	5310	Discount Stores	FIRST AID STATION SUPPLIES
"PARKS, FORESTRY & RECREATION"	5020-137	2018-06-29	2018-07-02	ABSOLUTE DOLLAR	89.84	CAD	89.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12728	RS-TOR ISL-CHILD PGM - INSTRUCTIONAL	5310	Discount Stores	CAMP SUPPLIES
					818.68	CAD	818.68	CAD							
TORONTO WATER	5004-270	2018-06-07	2018-06-07	HOLIDAY INN EXPRESS TO	847.50	CAD	847.50	CAD	4590	RENTAL - OTHER	TW5020	BUS OP MGMT: ENVIRON MONITORING & PROTEC	3501	Holiday Inns	Environmental enforcement training meeting space
TORONTO WATER	5009-261	2018-06-16	2018-06-16	AWWA.ORG	431.10	CAD	318.66	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW5020	BUS OP MGMT: ENVIRON MONITORING & PROTEC	8398	"Organizations, Charitable and Social Ser"	PDF BOOKS/MANUALS
TORONTO WATER	5013-170	2018-06-20	2018-06-20	TERANET EXPRESS	41.98	CAD	41.98	CAD	4827	ONLINE SERVICES FEES	TW5020	BUS OP MGMT: ENVIRON MONITORING & PROTEC	7375	Information Retrieval Services	ELECTRONIC LAND REGISTRY SEARCH
					"1,320.58"	CAD	889.48	CAD							
							318.66	USD							
"PARKS, FORESTRY & RECREATION"	5006-89	2018-06-11	2018-06-11	BELL TV	74.41	CAD	74.41	CAD	4441	CONTRACTED SERVICES - CABLE TV	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4812	Telecommunication Equipment Including Te	CABLE SERVICES
"PARKS, FORESTRY & RECREATION"	5007-110	2018-06-12	2018-06-12	DOLLAR TREE CANADA STO	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5331	Variety Stores	COIN WRAPPERS
"PARKS, FORESTRY & RECREATION"	5014-306	2018-06-20	2018-06-21	WILCOX DOOR SERVICE IN	322.05	CAD	322.05	CAD	4443	CONTRACTED SERVICE - DOORS &DOOR CLOSURE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	EMERGENCY DOOR RESET
					402.11	CAD	402.11	CAD							
FACILITIES MANAGEMENT DIVISON	5002-133	2018-06-04	2018-06-05	THE HOME DEPOT #7129	276.40	CAD	276.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2756	4330 DUFFERIN STREET W08 EMS NORTH OPS	5200	Home Supply Warehouse	**MORE**  MIL TWPK1-1/
FACILITIES MANAGEMENT DIVISON	5009-262	2018-06-14	2018-06-14	CAMPIONE LINENS AND PA	406.80	CAD	406.80	CAD	4590	RENTAL - OTHER	61444883	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7394	"Equipment Rental and Leasing Services, F"	CHAIR RENTAL
FACILITIES MANAGEMENT DIVISON	5014-307	2018-06-20	2018-06-21	WILCOX DOOR SERVICE IN	353.07	CAD	353.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61451996	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	REPAIRS TO OVERHEAD DOOR STATION 13
FACILITIES MANAGEMENT DIVISON	5018-172	2018-06-26	2018-06-27	THE HOME DEPOT #7129	243.99	CAD	243.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2756	4330 DUFFERIN STREET W08 EMS NORTH OPS	5200	Home Supply Warehouse	**MORE**  SPRUCE HP
FACILITIES MANAGEMENT DIVISON	5018-173	2018-06-26	2018-06-27	THE HOME DEPOT #7129	123.17	CAD	123.17	CAD	2710	GENERAL HARDWARE	FA2756	4330 DUFFERIN STREET W08 EMS NORTH OPS	5200	Home Supply Warehouse	M18STICKLED
