Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
FACILITIES MANAGEMENT DIVISON	4338-22	2016-12-12	2016-12-14	THE HOME DEPOT #7001	273.10	CAD	273.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61359308	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  70W EV PAR38	
FACILITIES MANAGEMENT DIVISON	4338-23	2016-12-12	2016-12-14	THE HOME DEPOT #7001	18.13	CAD	18.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61359250	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  LAMPHOLDER	
FACILITIES MANAGEMENT DIVISON	4338-24	2016-12-13	2016-12-14	SPEED FASTENING SYSTEM	57.63	CAD	57.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61251855	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7538	Automotive Service Shops	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	4352-21	2016-12-21	2016-12-23	THE HOME DEPOT #7001	18.26	CAD	18.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61360061	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SHEET METAL	
FACILITIES MANAGEMENT DIVISON	4354-39	2016-12-22	2016-12-28	CDN TIRE STORE #00175	33.87	CAD	33.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61251855	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SUPPLIES	
					582.02	CAD	582.02	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4319-42	2016-12-01	2016-12-02	ABEBOOKS.COM	109.24	CAD	80.70	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5192	"Books, Periodicals, and Newspapers"	BOOK	
ECONOMIC DEVELOPMENT & CULTURE	4322-44	2016-12-03	2016-12-05	SKR*ABEBOOKS.CO 3T73NI	59.70	CAD	44.09	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5942	Book Stores	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4341-17	2016-12-15	2016-12-16	TWIST MINIATURE DESIGN	675.74	CAD	675.74	CAD	3330	ARTIFACTS & ART OBJECTS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5699	Accessory  and Apparel Stores - Miscella	REPRODUCTION UNIFORM PART	
ECONOMIC DEVELOPMENT & CULTURE	4341-18	2016-12-15	2016-12-16	INDIGO ONLINE	34.12	CAD	34.12	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5399	Miscellaneous General Merchandise	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4344-26	2016-12-16	2016-12-19	SKR*ABEBOOKS.CO 3TJIGI	226.38	CAD	166.65	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5942	Book Stores	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4344-27	2016-12-16	2016-12-19	SKR*ABEBOOKS.CO 3TJIGJ	27.11	CAD	19.96	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5942	Book Stores	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4344-28	2016-12-17	2016-12-19	INDIGO ONLINE	218.40	CAD	218.40	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5399	Miscellaneous General Merchandise	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4347-21	2016-12-19	2016-12-21	PAYPAL *KICKSHAWPRO	"1,582.00"	CAD	"1,582.00"	CAD	4085	PROF & TECH-MGMT	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5999	Miscellaneous and Specialty Retail Store	APPRAISAL	
ECONOMIC DEVELOPMENT & CULTURE	4347-22	2016-12-20	2016-12-21	ABEBOOKS.COM	48.96	CAD	35.94	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5192	"Books, Periodicals, and Newspapers"	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4347-23	2016-12-20	2016-12-21	SKR*ABEBOOKS.CO 3TMRI	78.91	CAD	57.92	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5942	Book Stores	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4347-24	2016-12-21	2016-12-21	ULINE	"2,092.10"	CAD	"2,092.10"	CAD	3310	FURNISHINGS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5964	Direct Marketing - Catalog Merchants	PACKING TABLE AND VERTICAL PAPER CUTTER	
ECONOMIC DEVELOPMENT & CULTURE	4350-16	2016-12-21	2016-12-22	INDIGO ONLINE	67.90	CAD	67.90	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5399	Miscellaneous General Merchandise	BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4350-17	2016-12-22	2016-12-22	ULINE	287.27	CAD	287.27	CAD	2710	GENERAL HARDWARE	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5964	Direct Marketing - Catalog Merchants	TOOL PEGBOARD	
ECONOMIC DEVELOPMENT & CULTURE	4352-22	2016-12-22	2016-12-23	LIBERTY VILLAGE HOME H	76.82	CAD	76.82	CAD	2710	GENERAL HARDWARE	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5251	Hardware Stores	TOOLS	
ECONOMIC DEVELOPMENT & CULTURE	4354-40	2016-12-22	2016-12-28	CDN TIRE STORE #00192	146.88	CAD	146.88	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5200	Home Supply Warehouse	FOLDING TABLES	
ECONOMIC DEVELOPMENT & CULTURE	4354-41	2016-12-23	2016-12-28	AMJ CAMPBELL TORONTO	"2,088.24"	CAD	"2,088.24"	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	4214	"Motor Freight Carriers, Trucking - Local"	OFFICE SUPPLY AND EXHIBIT CASE MOVES	
ECONOMIC DEVELOPMENT & CULTURE	4354-42	2016-12-27	2016-12-28	HENRY'S	293.78	CAD	293.78	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5946	Camera and Photographic Supply Stores	CAMERA CARDS	
					"8,113.55"	CAD	"7,563.25"	CAD								
							405.26	USD								
"PARKS, FORESTRY & RECREATION"	4317-34	2016-11-30	2016-12-01	AAA VACUUM CENTRE	225.98	CAD	225.98	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07740	OLYMPIUM-OPERATIONS	5722	Household Appliance Stores	PROTEAM REPAIR	
"PARKS, FORESTRY & RECREATION"	4317-35	2016-11-30	2016-12-01	RONA ISLINGTON  55410	8.14	CAD	8.14	CAD	2710	GENERAL HARDWARE	P07740	OLYMPIUM-OPERATIONS	5251	Hardware Stores	BOLTS	
"PARKS, FORESTRY & RECREATION"	4319-43	2016-11-30	2016-12-02	AQUATECH LOGISTIC	412.45	CAD	412.45	CAD	2499	OTHER CHEMICALS	P07740	OLYMPIUM-OPERATIONS	5996	Swimming Pools - Sales and Supplies	REAGENTS	
"PARKS, FORESTRY & RECREATION"	4322-45	2016-12-02	2016-12-05	COMFORT VACCUM SERVICE	807.85	CAD	807.85	CAD	3025	M & E - JANITORIAL	P07740	OLYMPIUM-OPERATIONS	5722	Household Appliance Stores	REPAIR OF KARCHER FLOOR SCRUBBER	
"PARKS, FORESTRY & RECREATION"	4347-25	2016-12-19	2016-12-21	OMNIFLEX HOSE   EQUIPM	101.47	CAD	101.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	HOT WATER HOSE	
"PARKS, FORESTRY & RECREATION"	4354-43	2016-12-21	2016-12-28	AQUATECH LOGISTIC	816.40	CAD	816.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5996	Swimming Pools - Sales and Supplies	SMALL ROBOT VACUUUM REPAIR	
"PARKS, FORESTRY & RECREATION"	4358-7	2016-12-28	2016-12-30	THE HOME DEPOT #7011	571.55	CAD	571.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07740	OLYMPIUM-OPERATIONS	5200	Home Supply Warehouse	**MORE**  ANCHORS	
					"2,943.84"	CAD	"2,943.84"	CAD								
TORONTO WATER	4347-26	2016-12-20	2016-12-21	PMMI INTERNATIONAL LTD	418.57	CAD	418.57	CAD	4410	CONTRACTED SERVICES - ELECTRICAL	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5085	Industrial Supplies Not Elsewhere Classi	ELECTRICAL GLOVE CERTIFICATION	
					418.57	CAD	418.57	CAD								
FACILITIES MANAGEMENT DIVISON	4352-23	2016-12-22	2016-12-23	STEPHENSON'S RENT-ALL	"1,184.61"	CAD	"1,184.61"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61356707	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7394	"Equipment Rental and Leasing Services, F"	SCISSOR LIFT	
FACILITIES MANAGEMENT DIVISON	4358-8	2016-12-29	2016-12-30	PAUL WOLF ELECTRIC   L	27.80	CAD	27.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61360444	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PLUG COVER AND BREAKER	
					"1,212.41"	CAD	"1,212.41"	CAD								
TORONTO PARAMEDIC SERVICES	4354-44	2016-12-26	2016-12-28	APL* ITUNES.COM/BILL	2.10	CAD	2.10	CAD	3420	COMPUTERS - SOFTWARE	B46754	OPS - SERVICE DISTRICT 5	5735	Record Shops	APP - LIQUID TEXT READER	
					2.10	CAD	2.10	CAD								
"PARKS, FORESTRY & RECREATION"	4334-26	2016-12-08	2016-12-12	CDN TIRE STORE #00070	6.20	CAD	6.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07672	NORSEMAN POOL-PRGM SUPPORT	5200	Home Supply Warehouse	TOTE	
"PARKS, FORESTRY & RECREATION"	4334-27	2016-12-09	2016-12-12	WAL-MART # 3031	52.64	CAD	52.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02659	LEADERSHIP AQUATICS - EY DISTRICT	5310	Discount Stores	ICE PACKS FOR TRAINING PURPOSE	
"PARKS, FORESTRY & RECREATION"	4347-27	2016-12-19	2016-12-21	SPLASHABLES	305.72	CAD	305.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02812	MEMORIAL POOL-INSTRL-INDR	5996	Swimming Pools - Sales and Supplies	TRAINING FINS	
					364.56	CAD	364.56	CAD								
CITY CLERK'S OFFICE	4319-44	2016-11-30	2016-12-02	STRATEGY INSTITUTE INC	"2,449.84"	CAD	"2,449.84"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0016	ELECTION OPERATIONS	8999	Professional Services - Not Elsewhere Cl	REG.FEES(2)ANNUAL SUMMIT-PUBLIC ENGAGEMENT	
CITY CLERK'S OFFICE	4326-20	2016-12-05	2016-12-06	IN *6569366 CANADA INC	237.30	CAD	237.30	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	GV0016	ELECTION OPERATIONS	2741	Miscellaneous Publishing and Printing	MINOR OFFICE FURNISHINGS - IPAD KIOSK STAND	
					"2,687.14"	CAD	"2,687.14"	CAD								
LONG TERM CARE HOMES & SERVICES	4334-28	2016-12-09	2016-12-12	CALEA LTD	119.79	CAD	119.79	CAD	2823	MEDICAL SUPPLIES	D3F144	SEVEN OAKS-NS-NA	5912	"Drug Stores, Pharmacies"	MEDICAL SUPPLIES	
					119.79	CAD	119.79	CAD								
"PARKS, FORESTRY & RECREATION"	4317-36	2016-11-30	2016-12-01	BEST BUY CANADA #932	340.67	CAD	340.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07405	NORTH TORONTO-FITNESS	5732	Electronic Sales	2 MUSIC PLAYERS/BOOM BOX FOR FITNESS CLASSES	
					340.67	CAD	340.67	CAD								
"PARKS, FORESTRY & RECREATION"	4328-27	2016-12-06	2016-12-07	MARCHANT'S SCHOOL SPOR	37.69	CAD	37.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13567	AFTERSCHOOL REC CARE - TREADWAY WW CLASP	5941	Sporting Goods Stores	BASKETBALL FOR TREDWAY	
					37.69	CAD	37.69	CAD								
EMPLOYMENT & SOCIAL SERVICES	4319-45	2016-11-30	2016-12-02	CCE -  MCMASTER	995.00	CAD	995.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01281	BUSINESS IMPROVEMENT & SOLUTIONS	8220	"Colleges, Universities, Professional Sch"	REG FEES-PROJECT MGMT QUALITY ASSURANCE DEC16/16	
EMPLOYMENT & SOCIAL SERVICES	4352-24	2016-12-22	2016-12-23	CORPORATE EXPRESS	109.82	CAD	109.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01298	BUS TRANSFORMATION PROJECT	5943	"Office, School Supply, and Stationery St"	SEAT CUSHION	
					"1,104.82"	CAD	"1,104.82"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4322-46	2016-12-02	2016-12-05	WAL-MART #3106	44.39	CAD	44.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5411	"Grocery Stores, Supermarkets"	RIBBON	
ECONOMIC DEVELOPMENT & CULTURE	4334-29	2016-12-09	2016-12-12	TAP PHONG TRADING CO.	77.97	CAD	77.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5046	Commercial Equipment Not Elsewhere Class	"SIFTERS, TONGS, RAMEKINS, LADELS, BOWL, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4338-25	2016-12-13	2016-12-14	LEE VALLEY TOOLS	825.92	CAD	825.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5072	Hardware Equipment and Supplies	"MORTAR AND PESTLES, MIXING BOWLS, KNIVES, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	4341-19	2016-12-16	2016-12-16	ULINE	139.32	CAD	139.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5964	Direct Marketing - Catalog Merchants	"GROCERY BAGS, GLYSSINE BAGS"	
					"1,087.60"	CAD	"1,087.60"	CAD								
"PARKS, FORESTRY & RECREATION"	4317-37	2016-11-30	2016-12-01	VANDEN BUSSCHE IRRIGAT	403.74	CAD	403.74	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5719	Miscellaneous House Furnishing Specialty	"VALVE BOXES , COUPLING  TEE"	
"PARKS, FORESTRY & RECREATION"	4332-21	2016-12-08	2016-12-09	VANDEN BUSSCHE IRRIGAT	753.80	CAD	753.80	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5719	Miscellaneous House Furnishing Specialty	"WIRE CONNECTORS, VALVE BOXES"	
"PARKS, FORESTRY & RECREATION"	4338-26	2016-12-12	2016-12-14	CTF SUPPLY (11)	109.91	CAD	109.91	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	SAW BLADES	
"PARKS, FORESTRY & RECREATION"	4350-18	2016-12-20	2016-12-22	CTF SUPPLY (11)	153.65	CAD	153.65	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"HEX CAP BOLTS, ZIP CUT"	
					"1,421.10"	CAD	"1,421.10"	CAD								
TORONTO WATER	4322-47	2016-12-01	2016-12-05	THE HOME DEPOT #7134	7.32	CAD	7.32	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	SOCKT ADPT	
TORONTO WATER	4346-10	2016-12-19	2016-12-20	SHOPPERSDRUGMART0845	1.69	CAD	1.69	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5912	"Drug Stores, Pharmacies"	DISTILLED WATER	
TORONTO WATER	4350-19	2016-12-20	2016-12-22	THE HOME DEPOT #7114	55.86	CAD	55.86	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  38X14HEXBUSH	
					64.87	CAD	64.87	CAD								
LEGAL SERVICES	4328-28	2016-12-06	2016-12-07	TERANET EXPRESS	179.40	CAD	179.40	CAD	4827	ONLINE SERVICES FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	4328-29	2016-12-06	2016-12-07	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	4328-30	2016-12-06	2016-12-07	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	4332-22	2016-12-08	2016-12-09	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	4339-27	2016-12-14	2016-12-15	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	4358-9	2016-12-29	2016-12-30	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	4358-10	2016-12-29	2016-12-30	TERANET EXPRESS	93.30	CAD	93.30	CAD	4827	ONLINE SERVICES FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	4358-11	2016-12-29	2016-12-30	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9222	Fines	TITLE SEARCHES	
					298.20	CAD	298.20	CAD								
SOLID WASTE MANAGEMENT	4344-29	2016-12-15	2016-12-19	WAL-MART # 3105	10.17	CAD	10.17	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	SW0008	COLLECTIONS-OPERATIONS SUPPORT	5310	Discount Stores	CUTLERY FOR OFFICE KITCHENETTE	
					10.17	CAD	10.17	CAD								
TORONTO WATER	4317-38	2016-11-30	2016-12-01	APPLIED INDUSTRIAL TEC	138.92	CAD	138.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4070	WW TREATMNT:  HUMBER TP - WORK AREA 1  S	5085	Industrial Supplies Not Elsewhere Classi	PUMP COUPLING	
					138.92	CAD	138.92	CAD								
"PARKS, FORESTRY & RECREATION"	4328-31	2016-12-06	2016-12-07	MARCHANT'S SCHOOL SPOR	450.64	CAD	450.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11215	EY CC COMPLEX-SPORTS	5941	Sporting Goods Stores	SPORTS EQUIP-BASKETBALL & VOLLEYBALL PRGM	
"PARKS, FORESTRY & RECREATION"	4338-27	2016-12-12	2016-12-14	TIM HORTONS 3387 QPS	51.60	CAD	51.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01142	S-CENTRAL-SPORTS & REC-FITNESS-CTR.OPS.	5814	Quick Payment Service - Fast-Food Restau	COFFEE FOR TERRY FOX SHOW	
"PARKS, FORESTRY & RECREATION"	4339-28	2016-12-14	2016-12-15	J  J CRAFTS	108.90	CAD	108.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5970	"Artist Supply Stores, Craft Shops"	DECORATIONS FOR THE RINK SHOW	
"PARKS, FORESTRY & RECREATION"	4341-20	2016-12-14	2016-12-16	CDN TIRE STORE #00459	255.22	CAD	255.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01288	EY CC COMPLEX-PRGM SUPPORT	5200	Home Supply Warehouse	BUILDING SUPPLIES FOR EY CC	
"PARKS, FORESTRY & RECREATION"	4341-21	2016-12-14	2016-12-16	CDN TIRE STORE #00459	33.85	CAD	33.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5200	Home Supply Warehouse	"BUG TRAPS, KETTLE"	
"PARKS, FORESTRY & RECREATION"	4341-22	2016-12-14	2016-12-16	CDN TIRE STORE #00459	51.55	CAD	51.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5200	Home Supply Warehouse	DECORATIONS FOR THE RINK SHOW	
"PARKS, FORESTRY & RECREATION"	4341-23	2016-12-15	2016-12-16	REDLINE PROMOTIONS	555.39	CAD	555.39	CAD	4590	RENTAL - OTHER	P01288	EY CC COMPLEX-PRGM SUPPORT	7993	Video Amusement Game Supplies	CHAIR RENTAL - CHRISTMAS EVENT	
"PARKS, FORESTRY & RECREATION"	4358-12	2016-12-29	2016-12-30	IN *HANDS ON EXOTICS	395.50	CAD	395.50	CAD	4118	TICKETS AND ADMISSION FEES	P03130	EY CC COMPLEX-HOLIDAY CAMPS	7999	Recreation Services (Not Elsewhere Class	WORKSHOP FOR CAMP GROUP	
					"1,902.65"	CAD	"1,902.65"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4358-13	2016-12-28	2016-12-30	CDN TIRE STORE #00600	169.39	CAD	169.39	CAD	2710	GENERAL HARDWARE	ED0150	EDC MARKETING TACTICS	5200	Home Supply Warehouse	MOUSE DETERRENT	
					169.39	CAD	169.39	CAD								
"PARKS, FORESTRY & RECREATION"	4328-32	2016-12-06	2016-12-07	STAPLES STORE #127	80.57	CAD	80.57	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00790	S-EAST-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	STATIONARY	
"PARKS, FORESTRY & RECREATION"	4330-25	2016-12-07	2016-12-08	DRIVE PRODUCTS INC SCA	"2,769.76"	CAD	"2,769.76"	CAD	4424	CONTRACTED SERVICES - GENERAL	P00790	S-EAST-PRGM SUPPORT	7538	Automotive Service Shops	INSTALL ALUMINUM GATES	
"PARKS, FORESTRY & RECREATION"	4352-25	2016-12-22	2016-12-23	DRIVE PRODUCTS INC SCA	112.99	CAD	112.99	CAD	2130	PARTS - MOBILE EQUIPMENT	P00531	S-WEST 2-PRGM SUPPORT	7538	Automotive Service Shops	VEHICLE PARTS	
"PARKS, FORESTRY & RECREATION"	4352-26	2016-12-22	2016-12-23	TRUCK EQUIPMENT  SERVI	"1,090.96"	CAD	"1,090.96"	CAD	2130	PARTS - MOBILE EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	7538	Automotive Service Shops	VEHICLE PARTS	
"PARKS, FORESTRY & RECREATION"	4354-45	2016-12-22	2016-12-28	ONTBELTING  POWER TRAN	212.75	CAD	212.75	CAD	2130	PARTS - MOBILE EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	VEHICLE PARTS	
					"4,267.03"	CAD	"4,267.03"	CAD								
FIRE SERVICES	4352-27	2016-12-21	2016-12-23	A 1 SMALL ENGINE SHOP	39.55	CAD	39.55	CAD	2710	GENERAL HARDWARE	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	7538	Automotive Service Shops	GROMMET	
FIRE SERVICES	4354-46	2016-12-21	2016-12-28	DIXIE REGULATOR   TORC	558.50	CAD	558.50	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	7699	Miscellaneous Repair Shops and Related S	REGULATOR REPAIR	
					598.05	CAD	598.05	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4317-39	2016-11-29	2016-12-01	ABBOTT OF ENGLAND 1981	337.87	CAD	337.87	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RETAIL-FORT YORK	5947	"Card, Gift, Novelty, and Souvenir Shops"	ASSORTED ITEMS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4317-40	2016-11-29	2016-12-01	ABBOTT OF ENGLAND 1981	259.90	CAD	259.90	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RETAIL-FORT YORK	5947	"Card, Gift, Novelty, and Souvenir Shops"	ASSORTED ITEMS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4322-48	2016-12-01	2016-12-05	J E HASTINGS LTD	437.54	CAD	437.54	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0117	HS-MH-RETAIL-FORT YORK	5441	"Candy, Nut, Confectionery Stores"	CANDY STICKS FOR RESALE	
					"1,035.31"	CAD	"1,035.31"	CAD								
"PARKS, FORESTRY & RECREATION"	4322-49	2016-12-01	2016-12-05	THE HOME DEPOT #7080	44.94	CAD	44.94	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  SCREWS	
"PARKS, FORESTRY & RECREATION"	4336-15	2016-12-12	2016-12-13	SPEED FASTENING SYSTEM	72.27	CAD	72.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7538	Automotive Service Shops	ASPHALT PATCH	
					117.21	CAD	117.21	CAD								
"PARKS, FORESTRY & RECREATION"	4341-24	2016-12-14	2016-12-16	COMLUBE TECHNOLOGY INC	616.98	CAD	616.98	CAD	2401	LUBRICANTS	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	MULTI PURPOSE GREASE	
