Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
					"4,351.16"	CAD	137.70	CAD							
							"3,105.00"	USD							
"PARKS, FORESTRY & RECREATION"	5589-145	2020-08-06	2020-08-06	SQ  POOL BUOY CORP.	"2,147.00"	CAD	"2,147.00"	CAD	4412	CONTR SRV - PLUMBING	P08627	W-Y O/D POOL-OPERATIONS	1520	General Contractors - Residential and Co	DIVER
"PARKS, FORESTRY & RECREATION"	5592-203	2020-08-07	2020-08-10	SQ  POOL BUOY CORP.	"1,446.40"	CAD	"1,446.40"	CAD	4412	CONTR SRV - PLUMBING	P08627	W-Y O/D POOL-OPERATIONS	1520	General Contractors - Residential and Co	DIVER MISSING DRAIN SCREWS
"PARKS, FORESTRY & RECREATION"	5595-129	2020-08-12	2020-08-13	ALL TRADE	695.25	CAD	695.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	P12786	KIPLING YD-S-FAC. & MECH.SVCES	7394	"Equipment Rental and Leasing Services, F"	LIFT TRAINING
"PARKS, FORESTRY & RECREATION"	5596-140	2020-08-12	2020-08-14	THE HOME DEPOT #7114	541.99	CAD	541.99	CAD	2535	PLUMBING SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5200	Home Supply Warehouse	**MORE**  KEY STORAGE
"PARKS, FORESTRY & RECREATION"	5600-130	2020-08-19	2020-08-20	RONA # 55130	101.69	CAD	101.69	CAD	2535	PLUMBING SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5251	Hardware Stores	LASER MEASURE
"PARKS, FORESTRY & RECREATION"	5605-136	2020-08-26	2020-08-27	ONTARIO EXCAVAC	734.50	CAD	734.50	CAD	4412	CONTR SRV - PLUMBING	P12783	KIPLING YD-N-FAC. & MECH.SVCES	1520	General Contractors - Residential and Co	EMERGENCY DRAIN CLEARING
"PARKS, FORESTRY & RECREATION"	5605-137	2020-08-26	2020-08-27	ONTARIO EXCAVAC	706.25	CAD	706.25	CAD	4412	CONTR SRV - PLUMBING	P12783	KIPLING YD-N-FAC. & MECH.SVCES	1520	General Contractors - Residential and Co	EMERGENCY DRAIN CLEARING
"PARKS, FORESTRY & RECREATION"	5605-138	2020-08-26	2020-08-27	ONTARIO EXCAVAC	734.50	CAD	734.50	CAD	4412	CONTR SRV - PLUMBING	P12783	KIPLING YD-N-FAC. & MECH.SVCES	1520	General Contractors - Residential and Co	EMERGENCY DRAIN CLEARING
					"7,107.58"	CAD	"7,107.58"	CAD							
"PARKS, FORESTRY & RECREATION"	5596-141	2020-08-12	2020-08-14	CTF SUPPLY (11)	186.28	CAD	186.28	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"ZIPCUT BLADES, DRILL BITS"
"PARKS, FORESTRY & RECREATION"	5597-249	2020-08-13	2020-08-17	CTF SUPPLY (11)	553.83	CAD	553.83	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"ANGLE GRINDER, SANDING DISCS"
"PARKS, FORESTRY & RECREATION"	5599-134	2020-08-17	2020-08-19	CTF SUPPLY (11)	178.53	CAD	178.53	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"DRILL BIT, THREAD TAP"
"PARKS, FORESTRY & RECREATION"	5602-201	2020-08-21	2020-08-24	MR METAL(ETOBICOKE) IN	318.02	CAD	318.02	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5051	Metal Service Centers and Offices	"STEEL, WATER JET CUTTING MATERIALS"
"PARKS, FORESTRY & RECREATION"	5607-181	2020-08-28	2020-08-31	PACIFIC FASTENERS (198	33.18	CAD	33.18	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5251	Hardware Stores	STAINLESS BOLTS
					"1,269.84"	CAD	"1,269.84"	CAD							
LEGAL SERVICES	5596-142	2020-08-14	2020-08-14	ELECTRICAL SAFETY AUTH	268.00	CAD	268.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	4900	"Utilities - Electric, Gas, Sanitary, Wat"	2950 LAKESHORE _ AVERY CARR
LEGAL SERVICES	5601-147	2020-08-20	2020-08-21	TECHNICAL STANDARDS AN	45.20	CAD	45.20	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	1799	"Contractors, Special Trade - Not Elsewhe"	2950 LAKE SHORE _ AVERY CARR
					313.20	CAD	313.20	CAD							
"PARKS, FORESTRY & RECREATION"	5605-139	2020-08-26	2020-08-27	ATLAS TOOLS & MACHINER	50.84	CAD	50.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5251	Hardware Stores	SPLASH PAD
					50.84	CAD	50.84	CAD							
"PARKS, FORESTRY & RECREATION"	5594-160	2020-08-11	2020-08-12	NEDCO CTRL DIV. WESTBU	508.17	CAD	508.17	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5594-161	2020-08-11	2020-08-12	HILTI (CANADA) CORP	173.42	CAD	173.42	CAD	2575	ELECTRICAL SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5251	Hardware Stores	POWERTOOL
"PARKS, FORESTRY & RECREATION"	5594-162	2020-08-11	2020-08-12	HILTI (CANADA) CORP	362.74	CAD	362.74	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5251	Hardware Stores	POWER TOOL
					"1,044.33"	CAD	"1,044.33"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5604-125	2020-08-26	2020-08-26	AMZN MKTP CA MU97I4OM1	30.48	CAD	30.48	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0128	AC AS ASSEMBLY HALL	4816	Computer Network/Information Services	LAMINATING POUCHES FOR SIGNAGE (100 PACK)
ECONOMIC DEVELOPMENT & CULTURE	5605-140	2020-08-26	2020-08-27	AMZN MKTP CA MM3TB1KZ2	79.37	CAD	79.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0128	AC AS ASSEMBLY HALL	4816	Computer Network/Information Services	"2 X MAGNETIC DOOR SCREEN, WIRELESS DOORBELL"
					109.85	CAD	109.85	CAD							
SOLID WASTE MANAGEMENT	5594-163	2020-08-12	2020-08-12	AMAZON.CA MF7H426U0	210.00	CAD	210.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW1060	SWM-PARKS COLLECTION	4816	Computer Network/Information Services	Approved from list
					210.00	CAD	210.00	CAD							
TORONTO PARAMEDIC SERVICES	5595-130	2020-08-11	2020-08-13	WAL-MART #1004	169.38	CAD	169.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45525	TACTICAL MEDICS	5411	"Grocery Stores, Supermarkets"	SEALED BAGS
TORONTO PARAMEDIC SERVICES	5596-143	2020-08-11	2020-08-14	QX	265.55	CAD	265.55	CAD	4810	TELEPHONE	B46754	OPS - SERVICE DISTRICT 5	1731	Electrical Contractors	EMERGENCY BELL TECH SERVICE
					434.93	CAD	434.93	CAD							
TECHNOLOGY SERVICES	5603-98	2020-08-24	2020-08-25	SP   MUSIQUE RED ONE	335.61	CAD	335.61	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	IT1025	FINANCE & ENTERPRISE TECH CONTRACT MGMT	5734	Computer Software Stores	BLUE XLR TO USB CONVERTOR
TECHNOLOGY SERVICES	5604-126	2020-08-25	2020-08-26	SP   MUSIQUE RED ONE	-335.61	CAD	-335.61	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	IT1025	FINANCE & ENTERPRISE TECH CONTRACT MGMT	5734	Computer Software Stores	BLUE XLR TO USB CONVERTOR
					0.00	CAD	0.00	CAD							
"SOCIAL DEVELOPMENT, FINANICE & ADMINISTRATION"	5605-141	2020-08-26	2020-08-27	KNACK.COM	107.20	CAD	79.00	USD	3420	COMPUTERS - SOFTWARE	G26101	POVERTY REDUCTION STRATEGY UNIT	5045	"Computers, Computer Peripheral Equipment"	PRO MONTHLY
"SOCIAL DEVELOPMENT, FINANICE & ADMINISTRATION"	5605-142	2020-08-26	2020-08-27	ATLASSIAN	27.14	CAD	20.00	USD	3420	COMPUTERS - SOFTWARE	G26101	POVERTY REDUCTION STRATEGY UNIT	5734	Computer Software Stores	COMPUTER SOFTWARE
					134.34	CAD	99.00	USD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5588-76	2020-08-04	2020-08-05	WAVE -  DETAILING KNIG	"1,440.75"	CAD	"1,440.75"	CAD	4437	WASHES-LICENSED MOBILE EQUIP.	HS100X	SSHA EMERGENCY EVENT RESPONSE	7531	Automotive Body and Repair Shops	KING'S DETAIL + STEAM C...
					"1,440.75"	CAD	"1,440.75"	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5597-250	2020-08-15	2020-08-17	ULINE	256.71	CAD	256.71	CAD	2570	JANITORIAL SUPPLIES	F01223	WOMENS RES-PROPERTY SERV	5964	Direct Marketing - Catalog Merchants	8' U-CHANNEL SIGN POST - GALV
					256.71	CAD	256.71	CAD							
FIRE SERVICES	5588-77	2020-08-03	2020-08-05	ONROUTE #01173	60.68	CAD	60.68	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					60.68	CAD	60.68	CAD							
TRANSPORTATION SERVICES	5599-135	2020-08-18	2020-08-19	SQ  ENVIROSOURCE INC	126.56	CAD	126.56	CAD	2710	GENERAL HARDWARE	TP0396	TRANSPORTATION BUSINESS SUPPORT UNIT	5499	Miscellaneous Food Stores - Convenience	ORANGE SAFETY TARP
					126.56	CAD	126.56	CAD							
TRANSPORTATION SERVICES	5591-167	2020-08-06	2020-08-07	CHAUNCEY BUILDERS SUPP	16.89	CAD	16.89	CAD	2710	GENERAL HARDWARE	TS6030	ROAD OPERATIONS & MAINTENANCE AREA 2	5211	"Building Materials, Lumber Stores"	LINE FOR GAS WOOD TRIMMER
TRANSPORTATION SERVICES	5604-127	2020-08-25	2020-08-26	LOWES #03096	13.37	CAD	13.37	CAD	2710	GENERAL HARDWARE	TS6030	ROAD OPERATIONS & MAINTENANCE AREA 2	5200	Home Supply Warehouse	**MORE**  150ML LEPAGE CARPENTERS GLUE
					30.26	CAD	30.26	CAD							
TRANSPORTATION SERVICES	5601-148	2020-08-17	2020-08-21	COOPER EQUIPMENT RENTA	119.78	CAD	119.78	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	TP0396	TRANSPORTATION BUSINESS SUPPORT UNIT	7394	"Equipment Rental and Leasing Services, F"	RENTED AUGER FOR DVP CLOSURE
					119.78	CAD	119.78	CAD							
TRANSPORTATION SERVICES	5591-168	2020-08-06	2020-08-07	INSTITUTE OF TRANSPORT	47.79	CAD	35.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TS7040	TRAFFIC SYSTEMS - OPERATIONS	7399	Business Services - Not Elsewhere Classi	EBOOK - PREEMPTION OF TRAFFIC SIGNALS AT RAILROAD CROSSINGS
TRANSPORTATION SERVICES	5591-169	2020-08-06	2020-08-07	INSTITUTE OF TRANSPORT	68.27	CAD	50.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TS7040	TRAFFIC SYSTEMS - OPERATIONS	7399	Business Services - Not Elsewhere Classi	EBOOK - SUSTAINABLE TRAFFIC SIGNAL DEVELOPMENT
					116.06	CAD	85.00	USD							
TORONTO WATER	5589-146	2020-08-05	2020-08-06	TERANET	5.65	CAD	5.65	CAD	4050	TECHNICAL SERVICES - SURVEY AND MAPPING	TW5020	E&A: ENV. MONITORING & PROTECTION	7375	Information Retrieval Services	PROPERTY INDEX MAP
TORONTO WATER	5589-147	2020-08-05	2020-08-06	TERANET	35.56	CAD	35.56	CAD	4050	TECHNICAL SERVICES - SURVEY AND MAPPING	TW5020	E&A: ENV. MONITORING & PROTECTION	7375	Information Retrieval Services	PARCEL REGISTER
TORONTO WATER	5589-148	2020-08-05	2020-08-06	TERANET	5.65	CAD	5.65	CAD	4050	TECHNICAL SERVICES - SURVEY AND MAPPING	TW5020	E&A: ENV. MONITORING & PROTECTION	7375	Information Retrieval Services	PROPERTY INDEX MAP
TORONTO WATER	5589-149	2020-08-05	2020-08-06	TERANET	35.56	CAD	35.56	CAD	4050	TECHNICAL SERVICES - SURVEY AND MAPPING	TW5020	E&A: ENV. MONITORING & PROTECTION	7375	Information Retrieval Services	PARCEL REGISTER
TORONTO WATER	5589-150	2020-08-05	2020-08-06	TERANET	16.30	CAD	16.30	CAD	4050	TECHNICAL SERVICES - SURVEY AND MAPPING	TW5020	E&A: ENV. MONITORING & PROTECTION	7375	Information Retrieval Services	PLAN
					98.72	CAD	98.72	CAD							
TORONTO WATER	5593-91	2020-08-10	2020-08-11	BELL TV	87.56	CAD	87.56	CAD	4441	CONTRACTED SERVICES - CABLE TV	TW2020	D&C: DISTRICT CONTRACT SERVICES	4812	Telecommunication Equipment Including Te	BELL TV
					87.56	CAD	87.56	CAD							
TORONTO WATER	5592-204	2020-08-09	2020-08-10	AMZN MKTP CA MF3YD8HN0	164.97	CAD	164.97	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	PORT EXTENDER AND ADAPTER
TORONTO WATER	5597-251	2020-08-17	2020-08-17	AMZN MKTP CA MM64854V2	71.96	CAD	71.96	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	CELL PHONE CASE
TORONTO WATER	5597-252	2020-08-17	2020-08-17	AMZN MKTP CA MF6D35YL0	32.60	CAD	32.60	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	CELL PHONE SCREEN PROTECTOR
TORONTO WATER	5598-108	2020-08-17	2020-08-18	AMZN MKTP CA MM6RN5ZT2	124.29	CAD	124.29	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	BATTERY FOR POWERPACK
TORONTO WATER	5599-136	2020-08-18	2020-08-19	AMZN MKTP CA MM9XU0541	14.99	CAD	14.99	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	SOCKET ADAPTER
TORONTO WATER	5599-137	2020-08-18	2020-08-19	AMAZON.CA MM4JK75Z1	254.69	CAD	254.69	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	SMALL UPS FOR EQUIPMENT PROTECTION
TORONTO WATER	5599-138	2020-08-19	2020-08-19	AMAZON.CA MM9FA4LX0	327.70	CAD	327.70	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	SMALL UPS FOR EQUIPMENT PROTECTION
TORONTO WATER	5600-131	2020-08-19	2020-08-20	AMAZON.CA MM3KN3A62	327.70	CAD	327.70	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	SMALL UPS FOR EQUIPMENT PROTECTION
TORONTO WATER	5600-132	2020-08-19	2020-08-20	AMAZON.CA MM3KC3AN2	327.70	CAD	327.70	CAD	3410	COMPUTERS - HARDWARE	TW6045	C&TS: DIVISIONAL IT SUPPORT COSTS	4816	Computer Network/Information Services	SMALL UPS FOR EQUIPMENT PROTECTION
					"1,646.60"	CAD	"1,646.60"	CAD							
TORONTO WATER	5586-251	2020-07-31	2020-08-03	AMAZON.CA MV5XF9R12	30.61	CAD	30.61	CAD	2665	PROTECTIVE CLOTHING	TW2030	D&C: CONSTR. SERVICES: NORTH & WEST	4816	Computer Network/Information Services	CLOTH MASKS
TORONTO WATER	5600-133	2020-08-19	2020-08-20	ATLAS TOOLS & MACHINER	135.60	CAD	135.60	CAD	2181	PARTS - VEHICLES	TW2030	D&C: CONSTR. SERVICES: NORTH & WEST	5251	Hardware Stores	VEHICLE SUPPLIES
TORONTO WATER	5600-134	2020-08-19	2020-08-20	COSTCO WHOLESALE W1169	91.66	CAD	91.66	CAD	2741	FOOD COSTS	TW2030	D&C: CONSTR. SERVICES: NORTH & WEST	5300	Wholesale Clubs	WATER
					257.87	CAD	257.87	CAD							
FACILITIES MANAGEMENT	5586-252	2020-07-31	2020-08-03	MISSISSAUGA HARDWARE C	898.35	CAD	898.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5251	Hardware Stores	POWER TOOLS
FACILITIES MANAGEMENT	5586-253	2020-07-31	2020-08-03	THE HOME DEPOT #7011	145.77	CAD	145.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	BATT
FACILITIES MANAGEMENT	5589-151	2020-08-05	2020-08-06	PAUL WOLF ELECTRIC & L	934.56	CAD	934.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613838	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	BATTERY PACK 24 VOLTS 750 WATTS
FACILITIES MANAGEMENT	5591-170	2020-08-06	2020-08-07	PAUL WOLF ELECTRIC & L	396.43	CAD	396.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61619191	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	8 COMBO SMOKE/CO SECTORS AND #8 SCREWS
FACILITIES MANAGEMENT	5592-205	2020-08-07	2020-08-10	POWERTRADE ELECTRIC LT	506.23	CAD	506.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61619297	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	12 VOLTS 360 WATTS BATTERY PACK
FACILITIES MANAGEMENT	5592-206	2020-08-07	2020-08-10	POWERTRADE ELECTRIC LT	54.24	CAD	54.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61619395	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	2 LAMPS T8 CEILING MOUNT FIXTURE
FACILITIES MANAGEMENT	5593-92	2020-08-10	2020-08-11	TORONTO PARKING AUTHOR	4.50	CAD	4.50	CAD	4770	PARKING EXPENSES (INTOWN)	61612843	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5598-109	2020-08-17	2020-08-18	PAUL WOLF ELECTRIC & L	749.74	CAD	749.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61613466	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	12 VOLTS 150 WATTS BATTERY PACK AND 8 REMOTE HEADS
FACILITIES MANAGEMENT	5598-110	2020-08-17	2020-08-18	PAUL WOLF ELECTRIC & L	230.43	CAD	230.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620428	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	2- 12 VOLT 33 AMPS BATTERIES
FACILITIES MANAGEMENT	5598-111	2020-08-17	2020-08-18	PAUL WOLF ELECTRIC & L	104.53	CAD	104.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620429	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	2 SMOKE/CO ALARM COMBO
FACILITIES MANAGEMENT	5600-135	2020-08-19	2020-08-20	PAUL WOLF ELECTRIC & L	44.21	CAD	44.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620946	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	T8 LAMPS
FACILITIES MANAGEMENT	5600-136	2020-08-19	2020-08-20	PAUL WOLF ELECTRIC & L	7.21	CAD	7.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620698	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	EXIT LIGHTS BLIND
FACILITIES MANAGEMENT	5603-99	2020-08-24	2020-08-25	PAUL WOLF ELECTRIC & L	341.00	CAD	341.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61621277	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	"EMERGENCY BATTERIES, BULBS ETC"
FACILITIES MANAGEMENT	5603-100	2020-08-24	2020-08-25	PAUL WOLF ELECTRIC & L	433.92	CAD	433.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61620421	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	WET LOCATION DC REMOTE HEADS
FACILITIES MANAGEMENT	5605-143	2020-08-26	2020-08-27	PAUL WOLF ELECTRIC & L	303.66	CAD	303.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61621281	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	"3 EMERGENCY BATTERY PACKS, TIE RAPS"
FACILITIES MANAGEMENT	5605-144	2020-08-26	2020-08-27	PAUL WOLF ELECTRIC & L	127.43	CAD	127.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61621822	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	EMERGENCY BATTERY PACK
FACILITIES MANAGEMENT	5606-143	2020-08-27	2020-08-28	PAUL WOLF ELECTRIC & L	20.77	CAD	20.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61621778	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	"11/10 BOX COVERS OCT. COVERS, TIE RAPS ETC."
					"5,302.98"	CAD	"5,302.98"	CAD							
SENIOR SERVICES AND LONG-TERM CARE 	5586-254	2020-07-31	2020-08-03	LOWES #02640	540.12	CAD	540.12	CAD	3099	GENERAL EQUIPMENT	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	5200	Home Supply Warehouse	SHOP VACUUM
SENIOR SERVICES AND LONG-TERM CARE 	5586-255	2020-07-31	2020-08-03	LOWES #02640	77.94	CAD	77.94	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	5200	Home Supply Warehouse	EXTENSION CORDS
SENIOR SERVICES AND LONG-TERM CARE 	5586-256	2020-07-31	2020-08-03	WAL-MART # 3105	279.29	CAD	279.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVW WYCHWD TOWERS-RESIDENT SERVICES	5310	Discount Stores	CRAFT PROGRAMMING
SENIOR SERVICES AND LONG-TERM CARE 	5586-257	2020-07-31	2020-08-03	WAL-MART # 3105	203.37	CAD	203.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVW WYCHWD TOWERS-RESIDENT SERVICES	5310	Discount Stores	CRAFT PROGRAMMING
SENIOR SERVICES AND LONG-TERM CARE 	5586-258	2020-08-02	2020-08-03	SOHAN WEST INDIAN SUPE	45.05	CAD	45.05	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVW WYCHWD TOWERS-RESIDENT SERVICES	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES
SENIOR SERVICES AND LONG-TERM CARE 	5595-131	2020-08-12	2020-08-13	AMAZON.CA PRIME MEMBER	9.03	CAD	9.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVW WYCHWD TOWERS-RESIDENT SERVICES	5968	Direct Marketing - Continuity/Subscripti	PRIME MEMBERSHIP
SENIOR SERVICES AND LONG-TERM CARE 	5598-112	2020-08-17	2020-08-18	DOLLARAMA # 719	2.18	CAD	2.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5310	Discount Stores	HORTICULTURAL ITEMS
SENIOR SERVICES AND LONG-TERM CARE 	5599-139	2020-08-18	2020-08-19	AMZN MKTP CA MM53U4470	22.95	CAD	22.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	4816	Computer Network/Information Services	STATIONARY
SENIOR SERVICES AND LONG-TERM CARE 	5599-140	2020-08-19	2020-08-19	AMAZON.CA MM8AK7HH1	22.59	CAD	22.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	4816	Computer Network/Information Services	COMPLIMENTRAY CARE SUPPLIES
SENIOR SERVICES AND LONG-TERM CARE 	5600-137	2020-08-20	2020-08-20	AMZN MKTP CA MM3BR5NN0	24.45	CAD	24.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	4816	Computer Network/Information Services	STATIONARY
SENIOR SERVICES AND LONG-TERM CARE 	5601-149	2020-08-20	2020-08-21	AMZN MKTP CA MM0TH6NL0	38.95	CAD	38.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	4816	Computer Network/Information Services	STATIONARY
SENIOR SERVICES AND LONG-TERM CARE 	5601-150	2020-08-20	2020-08-21	AMAZON.CA MM52F9QT1	113.43	CAD	113.43	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	4816	Computer Network/Information Services	PROGRAM SUPPLIES
SENIOR SERVICES AND LONG-TERM CARE 	5602-202	2020-08-23	2020-08-24	DOLLARAMA # 500	90.40	CAD	90.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	5310	Discount Stores	BOXES - COVID 19
SENIOR SERVICES AND LONG-TERM CARE 	5602-203	2020-08-23	2020-08-24	AMZN MKTP CA MM0A329Y1	59.97	CAD	59.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	4816	Computer Network/Information Services	ARTS PROGRAMMING
SENIOR SERVICES AND LONG-TERM CARE 	5607-182	2020-08-28	2020-08-31	DOLLARAMA # 566	60.84	CAD	60.84	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5310	Discount Stores	PROGRAM SUPPLIES
					"1,590.56"	CAD	"1,590.56"	CAD							
