Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5837-167	2021-07-03	2021-07-05	THE HOME DEPOT #7238	47.39	CAD	47.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04045	ELLESMERE CC-SUMMER CAMPS	5200	Home Supply Warehouse	STEP STOOL
"PARKS, FORESTRY & RECREATION"	5839-202	2021-07-06	2021-07-07	DOLLARAMA #0986	21.47	CAD	21.47	CAD	2570	JANITORIAL SUPPLIES	P04045	ELLESMERE CC-SUMMER CAMPS	5310	Discount Stores	"CLEANOING SUPPLIES, SPONGES, RUBBER GLOVES"
"PARKS, FORESTRY & RECREATION"	5841-181	2021-07-06	2021-07-08	THE HOME DEPOT #7001	101.23	CAD	101.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04045	ELLESMERE CC-SUMMER CAMPS	5200	Home Supply Warehouse	**MORE**  19L-HDBUCKET
"PARKS, FORESTRY & RECREATION"	5844-114	2021-07-12	2021-07-13	COSTCO WHOLESALE W159	290.10	CAD	290.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04045	ELLESMERE CC-SUMMER CAMPS	5300	Wholesale Clubs	"WALKIE TALKIES, FREEZIES"
"PARKS, FORESTRY & RECREATION"	5844-115	2021-07-09	2021-07-13	#819 PARTY CITY	57.31	CAD	57.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04045	ELLESMERE CC-SUMMER CAMPS	5200	Home Supply Warehouse	"CUPS, CHALK"
					570.58	CAD	570.58	CAD							
FIRE SERVICES	5837-168	2021-07-04	2021-07-05	WHAT A CONVENIENCE STO	55.79	CAD	55.79	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5499	Miscellaneous Food Stores - Convenience	FUEL
FIRE SERVICES	5842-173	2021-07-07	2021-07-09	FRED EMSLIE & SONS INC	130.22	CAD	130.22	CAD	2130	PARTS - MOBILE EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	7538	Automotive Service Shops	OIL FILTER & ENGINE OIL
FIRE SERVICES	5843-202	2021-07-10	2021-07-12	WHAT A CONVENIENCE STO	43.38	CAD	43.38	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5499	Miscellaneous Food Stores - Convenience	FUEL
FIRE SERVICES	5846-149	2021-07-13	2021-07-15	STAR METROLAND SBSCRP	16.94	CAD	16.94	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0045	OPERATIONS - OTHER EXPENSES	5192	"Books, Periodicals, and Newspapers"	STAR METROLAND SUBSCRIPTION
FIRE SERVICES	5847-152	2021-07-14	2021-07-16	PETROCAN	62.83	CAD	62.83	CAD	*****	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  GASOLINE - SELF SERVICE (Non-Rebate Tax)
FIRE SERVICES	5854-92	2021-07-25	2021-07-27	SHELL C22517	57.25	CAD	57.25	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5856-143	2021-07-28	2021-07-29	GIBSONS OF MUSKOKA	54.93	CAD	54.93	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					421.34	CAD	421.34	CAD							
TRANSPORTATION SERVICES	5838-158	2021-07-05	2021-07-06	CPC SCP/PACC/PPCC	"2,373.00"	CAD	"2,373.00"	CAD	4805	POSTAGE	TS8040	AUTOMATED ENFORCEMENT	4215	"Courier Services - Air & Ground, Freight"	POSTAGE CHARGES
TRANSPORTATION SERVICES	5838-159	2021-07-03	2021-07-06	CDN TIRE STORE #00070	-129.94	CAD	-129.94	CAD	2710	GENERAL HARDWARE	TS8040	AUTOMATED ENFORCEMENT	5200	Home Supply Warehouse	GOODS RETURN
					"2,243.06"	CAD	"2,243.06"	CAD							
FACILITIES MANAGEMENT	5835-147	2021-07-01	2021-07-01	ULINE	"2,965.18"	CAD	"2,965.18"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FA2972	"ADMIN-CRITICAL, FM EMERGENCT"	5964	Direct Marketing - Catalog Merchants	BLACK ROLLING POST W/ BLACK BELT
FACILITIES MANAGEMENT	5852-111	2021-07-21	2021-07-23	PIEDMONT PLASTICS INC	"2,966.25"	CAD	"2,966.25"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2972	"ADMIN-CRITICAL, FM EMERGENCT"	5099	Durable Goods Not Elsewhere Classified	PLEXIGLASS
					"5,931.43"	CAD	"5,931.43"	CAD							
"PARKS, FORESTRY & RECREATION"	5835-148	2021-06-30	2021-07-01	TMP FENCE	-802.30	CAD	-802.30	CAD	2551	ROAD MATERIALS	P12029	PKS-COVID RELATED	5046	Commercial Equipment Not Elsewhere Class	TEMP FENCING REFUND
"PARKS, FORESTRY & RECREATION"	5838-160	2021-07-05	2021-07-06	TMP FENCE	549.18	CAD	549.18	CAD	2551	ROAD MATERIALS	P12029	PKS-COVID RELATED	5046	Commercial Equipment Not Elsewhere Class	TEMPORARY FENCING
"PARKS, FORESTRY & RECREATION"	5839-203	2021-07-05	2021-07-07	WALMART #1150	11.82	CAD	11.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12029	PKS-COVID RELATED	5310	Discount Stores	BOTTLED WATER
"PARKS, FORESTRY & RECREATION"	5843-203	2021-07-09	2021-07-12	TMP FENCE	62.15	CAD	62.15	CAD	2551	ROAD MATERIALS	P12029	PKS-COVID RELATED	5046	Commercial Equipment Not Elsewhere Class	TEMPORARY FENCING
"PARKS, FORESTRY & RECREATION"	5855-121	2021-07-27	2021-07-28	TMP FENCE	86.44	CAD	86.44	CAD	2551	ROAD MATERIALS	P12029	PKS-COVID RELATED	5046	Commercial Equipment Not Elsewhere Class	TEMPORARY FENCING
"PARKS, FORESTRY & RECREATION"	5857-151	2021-07-29	2021-07-30	BAND-N-GO	396.86	CAD	396.86	CAD	2710	GENERAL HARDWARE	P12029	PKS-COVID RELATED	8999	Professional Services - Not Elsewhere Cl	"SIGN BRACKET, NUTS AND BOLTS"
					304.15	CAD	304.15	CAD							
"PARKS, FORESTRY & RECREATION"	5850-131	2021-07-20	2021-07-21	POWER BATTERY SALES LT	167.35	CAD	167.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07645	DENTONIA-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	REPLACEMENT BATTERY SPRAYER
"PARKS, FORESTRY & RECREATION"	5851-139	2021-07-20	2021-07-22	ISN CANADA GROUP INC	-39.55	CAD	-39.55	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07645	DENTONIA-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	CORRECTION ON INVOICE
					127.80	CAD	127.80	CAD							
"PARKS, FORESTRY & RECREATION"	5837-169	2021-07-04	2021-07-05	MICHAELS #4210	35.63	CAD	35.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	ART SUPPLIE FOR CAMP
"PARKS, FORESTRY & RECREATION"	5837-170	2021-07-02	2021-07-05	DOLLARAMA # 780	112.31	CAD	112.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	VARIOUS SUPPLIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5837-171	2021-07-02	2021-07-05	WOW WHAT A DEAL	297.76	CAD	297.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	VARIOUS SUPPLIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5838-161	2021-07-04	2021-07-06	WAL-MART #1125	130.22	CAD	130.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	VARIOUS SUPPLIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5839-204	2021-07-06	2021-07-07	DOLLARAMA # 780	154.36	CAD	154.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	VARIOUS SUPPLIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5839-205	2021-07-06	2021-07-07	COSTCO WHOLESALE W524	58.71	CAD	58.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5300	Wholesale Clubs	FREEZIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5846-150	2021-07-14	2021-07-15	DOLLARAMA # 386	103.79	CAD	103.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5310	Discount Stores	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5846-151	2021-07-14	2021-07-15	DOLLARAMA # 386	102.38	CAD	102.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLLIES
"PARKS, FORESTRY & RECREATION"	5847-153	2021-07-15	2021-07-16	DOLLARAMA #1047	35.71	CAD	35.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	CAMP SULLIES
"PARKS, FORESTRY & RECREATION"	5847-154	2021-07-14	2021-07-16	WAL-MART # 3740	44.99	CAD	44.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5847-155	2021-07-14	2021-07-16	WAL-MART # 3740	107.30	CAD	107.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5847-156	2021-07-15	2021-07-16	MICHAELS #4921	43.47	CAD	43.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	VARIOUS CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5847-157	2021-07-15	2021-07-16	MICHAELS #4921	63.26	CAD	63.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5848-230	2021-07-16	2021-07-19	NOFRILLS EMILIANO&ANA	9.06	CAD	9.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SPECIAL EVENT
"PARKS, FORESTRY & RECREATION"	5850-132	2021-07-20	2021-07-21	COSTCO WHOLESALE W524	93.80	CAD	93.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05094	ELMS CS-SUMMER CAMPS	5300	Wholesale Clubs	FREEZIES
"PARKS, FORESTRY & RECREATION"	5850-133	2021-07-20	2021-07-21	DOLLARAMA # 386	76.84	CAD	76.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	VARIOUS CAMP
"PARKS, FORESTRY & RECREATION"	5850-134	2021-07-20	2021-07-21	DOLLARAMA # 386	24.10	CAD	24.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5310	Discount Stores	SPECIAL  EVENT  SUPPLIES
"PARKS, FORESTRY & RECREATION"	5851-140	2021-07-20	2021-07-22	WOW WHAT A DEAL	107.35	CAD	107.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	VARIOUS CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5851-141	2021-07-20	2021-07-22	WOW WHAT A DEAL	90.12	CAD	90.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5852-112	2021-07-22	2021-07-23	DOLLARAMA # 804	149.16	CAD	149.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5855-122	2021-07-27	2021-07-28	DOLLARAMA #1087	27.18	CAD	27.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	VARIOUS CAMP
"PARKS, FORESTRY & RECREATION"	5855-123	2021-07-27	2021-07-28	DOLLARAMA #1087	46.73	CAD	46.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5310	Discount Stores	CAMP ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	5856-144	2021-07-27	2021-07-29	WOW WHAT A DEAL	62.07	CAD	62.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5310	Discount Stores	VARIUOS SUPPLIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5856-145	2021-07-27	2021-07-29	WOW WHAT A DEAL	182.21	CAD	182.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	VARIUOS SUPPLIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5856-146	2021-07-27	2021-07-29	WMT SUPRCTR #1126	55.35	CAD	55.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05094	ELMS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR XSPECIAL EVENT
"PARKS, FORESTRY & RECREATION"	5856-147	2021-07-27	2021-07-29	WMT SUPRCTR #1126	52.21	CAD	52.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SCIENCE SUPPLIES
"PARKS, FORESTRY & RECREATION"	5857-152	2021-07-29	2021-07-30	DOLLARAMA # 780	30.62	CAD	30.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5310	Discount Stores	VARIUOS SUPPLIES FOR CAMP
"PARKS, FORESTRY & RECREATION"	5857-153	2021-07-29	2021-07-30	NOFRILLS EMILIANO&ANA	12.54	CAD	12.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SPECAIL EVENT ACTIVITY
					"2,309.23"	CAD	"2,309.23"	CAD							
TORONTO WATER	5844-116	2021-07-08	2021-07-13	ONTBELTING  POWER TRAN	106.37	CAD	106.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY:TRANSMISSION-EAST SVC	5085	Industrial Supplies Not Elsewhere Classi	V-BELTS
TORONTO WATER	5849-115	2021-07-20	2021-07-20	ONTARIO COLLEGE OF TRA	67.80	CAD	67.80	CAD	4760	MEMBERSHIP FEES	TW7072	WTR TREAT & SUPPLY:TRANSMISSION-EAST SVC	9399	Government Services - Not Elsewhere Clas	MEMBERSHIP 
TORONTO WATER	5852-113	2021-07-22	2021-07-23	METAL SUPERMARKETS - D	176.28	CAD	176.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY:TRANSMISSION-EAST SVC	5051	Metal Service Centers and Offices	SHEET METAL
TORONTO WATER	5853-228	2021-07-22	2021-07-26	THE HOME DEPOT #7004	153.95	CAD	153.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY:TRANSMISSION-EAST SVC	5200	Home Supply Warehouse	**MORE**  FS WHITE
TORONTO WATER	5853-229	2021-07-22	2021-07-26	THE HOME DEPOT #7004	89.97	CAD	89.97	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY:TRANSMISSION-EAST SVC	5200	Home Supply Warehouse	4' FG STEP
TORONTO WATER	5855-124	2021-07-26	2021-07-28	BRAFASCO / VAUGHAN	31.05	CAD	31.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY:TRANSMISSION-EAST SVC	5085	Industrial Supplies Not Elsewhere Classi	GREASE NIPPLES
TORONTO WATER	5856-148	2021-07-27	2021-07-29	THE HOME DEPOT #7004	121.63	CAD	121.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY:TRANSMISSION-EAST SVC	5200	Home Supply Warehouse	POLYRTHN WHT
					747.05	CAD	747.05	CAD							
FACILITIES MANAGEMENT	5846-152	2021-07-14	2021-07-15	INDEPENDENT ELECTRIC S	55.80	CAD	55.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61713554	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES
FACILITIES MANAGEMENT	5848-231	2021-07-15	2021-07-19	THE HOME DEPOT #7001	89.73	CAD	89.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61713715	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  3M TEMF-10
FACILITIES MANAGEMENT	5853-230	2021-07-22	2021-07-26	THE HOME DEPOT #7107	9.63	CAD	9.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61713712	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  4 11/16IN
FACILITIES MANAGEMENT	5853-231	2021-07-22	2021-07-26	THE HOME DEPOT #7107	74.22	CAD	74.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61706367	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	3GFCI 20A WH
					229.38	CAD	229.38	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5856-149	2021-07-28	2021-07-29	CITY OF TORONTO ONLINE	108.27	CAD	108.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FC0001	COMM ENGAGEMENT & INFRASTRUCTURE DEVELOP	9399	Government Services - Not Elsewhere Clas	Approved from list
					108.27	CAD	108.27	CAD							
SOLID WASTE MANAGEMENT	5846-153	2021-07-14	2021-07-15	ELGIN CHRYSLER LTD	581.74	CAD	581.74	CAD	4077	REPAIR SERVICES-VEHICLES	SW0901	GREEN LANE LANDFILL	5511	"Automobile and Truck Dealers - Sales, Se"	SERVICING THE COT TRUCK UNIT #050026 USED AT GLL.
					581.74	CAD	581.74	CAD							
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5848-232	2021-07-16	2021-07-19	AMZN MKTP CA 2E4XZ0MV1	50.84	CAD	50.84	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FA2662	OTHER LOCATIONS-FLEET-SECURITY	4816	Computer Network/Information Services	10 PACK 8GB USB FLASH DRIVE MEMORY STICK
					50.84	CAD	50.84	CAD							
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5843-204	2021-07-09	2021-07-12	CLEANITSUPPLY	46.16	CAD	46.16	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FA0207	SECURITY SYSTEMS	5399	Miscellaneous General Merchandise	TAMPER TAPE
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5846-154	2021-07-14	2021-07-15	WAL MART CANADA INC	122.67	CAD	122.67	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FA0207	SECURITY SYSTEMS	5310	Discount Stores	DESK FANS
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5847-158	2021-07-15	2021-07-16	BESTBUY.CA #898	225.98	CAD	225.98	CAD	3020	M & E - COMMUNICATIONS	FA0207	SECURITY SYSTEMS	5732	Electronic Sales	PORTABLE UHF RADIOS
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5854-93	2021-07-26	2021-07-27	CLEANITSUPPLY	77.48	CAD	77.48	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FA0207	SECURITY SYSTEMS	5399	Miscellaneous General Merchandise	TAMPER TAPE
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5855-125	2021-07-27	2021-07-28	AMZN MKTP US 2P0LN1TF1	636.97	CAD	636.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FA3467	4330 DUFFERIN ST-SECURITY	5999	Miscellaneous and Specialty Retail Store	CCTV DOME TELESCOPE POLE
					"1,109.26"	CAD	"1,109.26"	CAD							
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5835-149	2021-06-30	2021-07-01	LINKEDIN 6775101094	34.99	CAD	34.99	CAD	4827	ONLINE SERVICES FEES	FA0341	ADMIN-SECURITY & LIFE SAFETY	5968	Direct Marketing - Continuity/Subscripti	LINKEDIN CAREER MANAGING ACCESS
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5850-135	2021-07-19	2021-07-21	TP PARKING PERMIT-CH	97.24	CAD	97.24	CAD	4770	PARKING EXPENSES (INTOWN)	FA0341	ADMIN-SECURITY & LIFE SAFETY	9399	Government Services - Not Elsewhere Clas	COUNCILLOR SECURITY ON STREET PARKING PERMIT
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5850-136	2021-07-21	2021-07-21	IPVM IP VIDEO MARKET I	654.08	CAD	499.00	USD	4827	ONLINE SERVICES FEES	FA0341	ADMIN-SECURITY & LIFE SAFETY	7392	"Consulting, Management, and Public Relat"	IPVM SUBSCRIPTION
					786.31	CAD	132.23	CAD							
							499.00	USD							
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5836-64	2021-07-01	2021-07-02	B2C LOBLAW- GIFT OF CH	50.00	CAD	50.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARDS
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5836-65	2021-07-01	2021-07-02	B2C LOBLAW- GIFT OF CH	50.00	CAD	50.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARDS
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5839-206	2021-07-06	2021-07-07	SLACK TLAKZPWUD	265.21	CAD	209.12	USD	4827	ONLINE SERVICES FEES	FA0411	ADMIN-BUSINESS SUPPORT	5734	Computer Software Stores	INSTANT MESSAGING PLATFORM
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5841-182	2021-07-07	2021-07-08	AMAZON.CA 296FV51O2	50.00	CAD	50.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	4816	Computer Network/Information Services	HONORARIUM
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5841-183	2021-07-07	2021-07-08	AMAZON.CA 291EP05J0	25.00	CAD	25.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	4816	Computer Network/Information Services	HONORARIUM GIFT CARDS
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5842-174	2021-07-08	2021-07-09	AMAZON.CA 293UT4GJ2	25.00	CAD	25.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	4816	Computer Network/Information Services	HONORARIUM GIFT CARD
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5842-175	2021-07-08	2021-07-09	B2C LOBLAW- GIFT OF CH	50.00	CAD	50.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARDS
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5842-176	2021-07-08	2021-07-09	B2C LOBLAW- GIFT OF CH	50.00	CAD	50.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARD
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5842-177	2021-07-08	2021-07-09	B2C LOBLAW- GIFT OF CH	25.00	CAD	25.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARD
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5842-178	2021-07-08	2021-07-09	WALMARTCANADAGC-BUYA	50.00	CAD	50.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	HONORARIUM GIFT CARD
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5843-205	2021-07-09	2021-07-12	B2C LOBLAW- GIFT OF CH	50.00	CAD	50.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARD
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5843-206	2021-07-09	2021-07-12	B2C LOBLAW- GIFT OF CH	50.00	CAD	50.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARD
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5843-207	2021-07-09	2021-07-12	B2C LOBLAW- GIFT OF CH	25.00	CAD	25.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARD
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5843-208	2021-07-11	2021-07-12	ZOOM.US 888-799-9666	174.42	CAD	135.51	USD	4827	ONLINE SERVICES FEES	FA0411	ADMIN-BUSINESS SUPPORT	4814	Telecommunication Service Including Loca	REMOTE TELE-CONFERENCING SERVICES
OFFICE OF THE DCM - INTERNAL SERVICES CLUSTER	5843-209	2021-07-09	2021-07-12	B2C LOBLAW- GIFT OF CH	25.00	CAD	25.00	CAD	4110	HONORARIA	FA0411	ADMIN-BUSINESS SUPPORT	5411	"Grocery Stores, Supermarkets"	HONORARIUM GIFT CARD
