Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
					629.16	CAD	629.16	CAD							
FACILITIES MANAGEMENT	5269-46	2019-06-03	2019-06-04	L L LOCKS	47.46	CAD	47.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61518810	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	LOCK CORE AND KEYS
FACILITIES MANAGEMENT	5272-186	2019-06-05	2019-06-06	THE HOME DEPOT #7001	112.98	CAD	112.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61517058	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	PICNIC TABLE
FACILITIES MANAGEMENT	5273-43	2019-06-07	2019-06-07	THE HOME DEPOT #7001	51.70	CAD	51.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61517058	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	2X6X12SIENNA
FACILITIES MANAGEMENT	5273-44	2019-06-07	2019-06-07	THE HOME DEPOT #7001	37.95	CAD	37.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61522157	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SLIDE GLIDE
FACILITIES MANAGEMENT	5274-64	2019-06-10	2019-06-10	G.K. CHEMICAL	69.50	CAD	69.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61522398	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7349	"Cleaning and Maintenance, Janitorial Ser"	TOILET PAPER/ DISPENSER
FACILITIES MANAGEMENT	5275-52	2019-06-10	2019-06-11	THE HOME DEPOT #7107	28.36	CAD	28.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61522398	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	3/16/1 1/4HE
FACILITIES MANAGEMENT	5276-71	2019-06-11	2019-06-12	THE HOME DEPOT #7001	59.94	CAD	59.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61517058	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  NUTS
FACILITIES MANAGEMENT	5276-72	2019-06-12	2019-06-12	SILVER MILE HARDWARE	347.96	CAD	347.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61521180	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5072	Hardware Equipment and Supplies	STIHL TRIMMER LINE GAS CAN
FACILITIES MANAGEMENT	5280-39	2019-06-17	2019-06-18	THE HOME DEPOT #7001	415.15	CAD	415.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61521180	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  2GAL GAS CAN
FACILITIES MANAGEMENT	5280-40	2019-06-18	2019-06-18	L L LOCKS	33.90	CAD	33.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61522746	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	REKEY LOCK
FACILITIES MANAGEMENT	5283-47	2019-06-21	2019-06-21	THE HOME DEPOT #7001	68.13	CAD	68.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61504325	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  ROLLER 3 PK
FACILITIES MANAGEMENT	5284-52	2019-06-24	2019-06-24	RONA # 55340	181.87	CAD	181.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61523698	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	WEATHERSTRIPPING/BITS
FACILITIES MANAGEMENT	5286-95	2019-06-25	2019-06-26	THE HOME DEPOT #7001	113.40	CAD	113.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61504325	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  4.5 L COMPND
FACILITIES MANAGEMENT	5287-152	2019-06-26	2019-06-27	BRAFASCO / SCARBOROUGH	17.39	CAD	17.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61518922	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SCREWS
FACILITIES MANAGEMENT	5287-153	2019-06-27	2019-06-27	AMRE SUPPLY CANADA INC	34.87	CAD	34.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61523814	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	HAND SANITIZER DISPENSER
FACILITIES MANAGEMENT	5287-154	2019-06-28	2019-06-28	RONA # 55340	43.13	CAD	43.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61523698	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SCREWS
FACILITIES MANAGEMENT	5287-155	2019-06-27	2019-06-27	RONA # 55340	42.91	CAD	42.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61524108	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	FURNITURE GLIDERS
FACILITIES MANAGEMENT	5287-156	2019-06-27	2019-06-27	RONA # 55340	35.02	CAD	35.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61523814	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DOOR SWEEP
					"1,741.62"	CAD	"1,741.62"	CAD							
FIRE SERVICES	5274-65	2019-06-09	2019-06-10	2575198 ONTARIO INC/FL	65.89	CAD	65.89	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5284-53	2019-06-23	2019-06-24	SPRINGMOUNT ESSO	67.86	CAD	67.86	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5294-54	2019-06-17	2019-06-19	SHELL	67.96	CAD	67.96	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					201.71	CAD	201.71	CAD							
"PARKS, FORESTRY & RECREATION"	5269-47	2019-06-04	2019-06-04	LOWES #02494*	79.94	CAD	79.94	CAD	2601	DUR REC & EDUC SUPP	P00264	E-CENTRAL2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  PLY SPR STD (15.5)5/8X4X8
					79.94	CAD	79.94	CAD							
"PARKS, FORESTRY & RECREATION"	5272-187	2019-06-06	2019-06-06	CDN TIRE STORE #00119	476.66	CAD	476.66	CAD	3015	M & E - GROUNDS	P06784	MT DENNIS-PRGM SUPPORT	5200	Home Supply Warehouse	POWER WASHER AND HOSES
"PARKS, FORESTRY & RECREATION"	5278-41	2019-06-14	2019-06-14	AEROSPORTS PARK - OAKV	768.40	CAD	768.40	CAD	4118	TICKETS AND ADMISSION FEES	P05108	MT DENNIS CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	SUMMER CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5282-133	2019-06-21	2019-06-21	DOLLARAMA # 911	45.88	CAD	45.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5310	Discount Stores	MT DENNIS CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5282-134	2019-06-19	2019-06-20	WAL-MART #1004	53.70	CAD	53.70	CAD	2792	"BANNERS, FLAGS & SIGNS"	P06784	MT DENNIS-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CANADA DAY SIGNAGE
"PARKS, FORESTRY & RECREATION"	5284-54	2019-06-24	2019-06-24	METRO #704	133.23	CAD	133.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP FOOD ITEMS
"PARKS, FORESTRY & RECREATION"	5285-69	2019-06-25	2019-06-25	SODA-SNACK VENDING	9.02	CAD	9.02	CAD	2730	LOCKS	P06784	MT DENNIS-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	KEYS
"PARKS, FORESTRY & RECREATION"	5285-70	2019-06-25	2019-06-25	SODA-SNACK VENDING	9.02	CAD	9.02	CAD	2730	LOCKS	P06784	MT DENNIS-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	KEYS
"PARKS, FORESTRY & RECREATION"	5286-96	2019-06-25	2019-06-26	WAL-MART #1004	228.09	CAD	228.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	MT DENNIS CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5287-157	2019-06-27	2019-06-27	AMAZON.CA*MH0F84JG1	323.70	CAD	323.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	4816	Computer Network/Information Services	"DODGE BALLS,"
					"2,047.70"	CAD	"2,047.70"	CAD							
"PARKS, FORESTRY & RECREATION"	5274-66	2019-06-10	2019-06-10	NOFRILLS CHRIS 273	76.27	CAD	76.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	ADAPTED PROGRAM - SNACKS
"PARKS, FORESTRY & RECREATION"	5274-67	2019-06-10	2019-06-10	DOLLARAMA # 836	17.90	CAD	17.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5310	Discount Stores	"TABLE COVERS, CUPS"
"PARKS, FORESTRY & RECREATION"	5282-135	2019-06-20	2019-06-20	NOFRILLS CHRIS 273	74.15	CAD	74.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	"CRACKERS, APPLES, CLEMENTINES"
"PARKS, FORESTRY & RECREATION"	5283-48	2019-06-23	2019-06-23	NOFRILLS CHRIS 273	171.29	CAD	171.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	ADAPTED STAFF TRAINING - SNACKS
"PARKS, FORESTRY & RECREATION"	5284-55	2019-06-24	2019-06-24	PIZZA NOVA #115	133.00	CAD	133.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5814	Quick Payment Service - Fast-Food Restau	ADAPTED STAFF TRAINING SNACKS
"PARKS, FORESTRY & RECREATION"	5286-97	2019-06-26	2019-06-26	TOYS  R  US #3506	12.97	CAD	12.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5945	"Game, Toy, and Hobby Shops"	"GRIP N TWIST, PRESS N ROLL"
"PARKS, FORESTRY & RECREATION"	5287-158	2019-06-27	2019-06-27	WAL-MART # 3031	"1,383.05"	CAD	"1,383.05"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5310	Discount Stores	"BOARD GAMES, SENSORY SUPPLIES"
"PARKS, FORESTRY & RECREATION"	5287-159	2019-06-27	2019-06-27	DOLLARAMA # 799	393.18	CAD	393.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5310	Discount Stores	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5287-160	2019-06-27	2019-06-27	COSTCO WHOLESALE W524	383.19	CAD	383.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5300	Wholesale Clubs	"PLATES, FOIL, CUTLERY, SYRUP, POLY BOARDS"
					"2,645.00"	CAD	"2,645.00"	CAD							
"PARKS, FORESTRY & RECREATION"	5269-48	2019-06-03	2019-06-04	CDN TIRE STORE #00126	174.14	CAD	174.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09707	GOULDING CC-INSTRL	5200	Home Supply Warehouse	"TENNIS PROGRAM - TENNIS BALLS, RACQUETS"
"PARKS, FORESTRY & RECREATION"	5282-136	2019-06-21	2019-06-21	IKEA VAUGHAN	18.06	CAD	18.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5712	"Equipment, Furniture, and Home Furnishin"	STOOLS FOR PRESCHOOL CAMP
					192.20	CAD	192.20	CAD							
SOLID WASTE MANAGEMENT	5272-188	2019-06-06	2019-06-06	SERVICE EXPERTS HEATIN	611.33	CAD	611.33	CAD	4412	CONTR SRV - PLUMBING	SW0901	GREEN LANE LANDFILL	1711	"Air Conditioning, Heating, and Plumbing"	REPLACEMENT OF DAMAGED KITCHEN FAUCET & TOILET LEVERS
					611.33	CAD	611.33	CAD							
"PARKS, FORESTRY & RECREATION"	5270-71	2019-06-04	2019-06-05	INTERLINE WHOLESALE HA	268.84	CAD	268.84	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5072	Hardware Equipment and Supplies	CARRAGE BOLTS
"PARKS, FORESTRY & RECREATION"	5273-45	2019-06-06	2019-06-07	SDI SUPPLIES LTD	79.95	CAD	79.95	CAD	2710	GENERAL HARDWARE	P00264	E-CENTRAL2-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	CARRAGE BOLTS
"PARKS, FORESTRY & RECREATION"	5277-128	2019-06-13	2019-06-13	LOWES #02494*	292.12	CAD	292.12	CAD	2601	DUR REC & EDUC SUPP	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  LEAK SEAL - WHITE 405G
"PARKS, FORESTRY & RECREATION"	5277-129	2019-06-13	2019-06-13	LOWES #02494*	16.37	CAD	16.37	CAD	2601	DUR REC & EDUC SUPP	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse	FIRE BARRIER SILICON SEALANT 10.1
"PARKS, FORESTRY & RECREATION"	5277-130	2019-06-13	2019-06-13	CANADIAN BEARINGS	303.41	CAD	303.41	CAD	2601	DUR REC & EDUC SUPP	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	RBL SINTER BRONZE SLEE
"PARKS, FORESTRY & RECREATION"	5279-34	2019-06-17	2019-06-17	BATHURST MOBILE READY	655.40	CAD	655.40	CAD	2780	CONCRETE	P00835	TECH SERV. 1-TRADES	1771	Concrete Work Contractors	CONCRETE
"PARKS, FORESTRY & RECREATION"	5280-41	2019-06-17	2019-06-18	J.C. ROCK LTD	"2,574.40"	CAD	"2,574.40"	CAD	2770	GRAVEL	P00264	E-CENTRAL2-TURF&HORT	1740	"Insulation, Masonry, Plastering, Stonewo"	CLEARSTONE
"PARKS, FORESTRY & RECREATION"	5284-56	2019-06-14	2019-06-24	NU FAIRGREEN SOD FARMS	-0.05	CAD	-0.05	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00267	E-NORTH1-TURF&HORT	5261	Lawn and Garden Supply Stores	REFUND
"PARKS, FORESTRY & RECREATION"	5285-71	2019-06-25	2019-06-25	CANADIAN BEARINGS	112.44	CAD	112.44	CAD	2601	DUR REC & EDUC SUPP	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	BUSHING
"PARKS, FORESTRY & RECREATION"	5285-72	2019-06-25	2019-06-25	RONA # 55340	65.53	CAD	65.53	CAD	2531	LUMBER	P00267	E-NORTH1-TURF&HORT	5251	Hardware Stores	SMART PANEL GROOVED
"PARKS, FORESTRY & RECREATION"	5285-73	2019-06-25	2019-06-25	RONA # 55340	88.29	CAD	88.29	CAD	2531	LUMBER	P00267	E-NORTH1-TURF&HORT	5251	Hardware Stores	SMART PANEL GROOVE
"PARKS, FORESTRY & RECREATION"	5286-98	2019-06-26	2019-06-26	LOWES #02494*	146.88	CAD	146.88	CAD	2715	PAINT SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	3.78L TREMCLAD WB GREY PRIMER
"PARKS, FORESTRY & RECREATION"	5286-99	2019-06-26	2019-06-26	LOWES #02494*	76.22	CAD	76.22	CAD	2780	CONCRETE	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse	9KG FAST FINISH REPAIR MORTAR
"PARKS, FORESTRY & RECREATION"	5286-100	2019-06-25	2019-06-26	INTERLINE WHOLESALE HA	72.23	CAD	72.23	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5072	Hardware Equipment and Supplies	DRILL BITS
"PARKS, FORESTRY & RECREATION"	5287-161	2019-06-27	2019-06-27	SDI SUPPLIES LTD	"1,120.96"	CAD	"1,120.96"	CAD	2601	DUR REC & EDUC SUPP	P00263	E-CENTRAL1-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	SWEEPING COMPOUND 50 LB
"PARKS, FORESTRY & RECREATION"	5287-162	2019-06-27	2019-06-27	SDI SUPPLIES LTD	19.15	CAD	19.15	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5039	Construction Materials Not Elsewhere Cla	SWEEPING COMPUND 50 LB
"PARKS, FORESTRY & RECREATION"	5287-163	2019-06-27	2019-06-27	CANADIAN BEARINGS	60.68	CAD	60.68	CAD	2601	DUR REC & EDUC SUPP	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	BUSHING
"PARKS, FORESTRY & RECREATION"	5287-164	2019-06-26	2019-06-27	INTERLINE WHOLESALE HA	40.66	CAD	40.66	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5072	Hardware Equipment and Supplies	FIBERGLASS SLEDGE
					"5,993.48"	CAD	"5,993.48"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5285-74	2019-06-25	2019-06-25	COSTCO WHOLESALE W1316	229.06	CAD	229.06	CAD	4995	OTHER EXPENSES	SE0007	AC CE SQUARES	5300	Wholesale Clubs	ARTIST HOSPITALITY
ECONOMIC DEVELOPMENT & CULTURE	5285-75	2019-06-25	2019-06-25	PARKING AUTHORITYOFTOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	SE0010	AC CE GENERAL ADMIN	9399	Government Services - Not Elsewhere Clas	STAFF PARKING FOR MEETING
					249.06	CAD	249.06	CAD							
"PARKS, FORESTRY & RECREATION"	5273-46	2019-06-09	2019-06-09	POPEYES LOUISIANA KITC	146.88	CAD	146.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12901	YOUTH LOUNGE- CW	5813	"Bars, Cocktail Lounges, Discotheques, Ni"	"CHICKEN, FRIES"
"PARKS, FORESTRY & RECREATION"	5274-68	2019-06-09	2019-06-10	PIZZA PIZZA # 137	26.26	CAD	26.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12901	YOUTH LOUNGE- CW	5814	Quick Payment Service - Fast-Food Restau	PIZZA
"PARKS, FORESTRY & RECREATION"	5275-53	2019-06-11	2019-06-11	LOBLAWS #1010	130.74	CAD	130.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12901	YOUTH LOUNGE- CW	5411	"Grocery Stores, Supermarkets"	"CHIPS, DIP, JUICE, SALADS"
"PARKS, FORESTRY & RECREATION"	5279-35	2019-06-17	2019-06-17	LOBLAWS #1010	96.65	CAD	96.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12901	YOUTH LOUNGE- CW	5411	"Grocery Stores, Supermarkets"	"FRUITS, SALADS, CHEESE"
					400.53	CAD	400.53	CAD							
SOLID WASTE MANAGEMENT	5272-189	2019-06-07	2019-06-07	ITAL FLORIST/ TIDY S F	163.85	CAD	163.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0706	EXECUTIVE OFFICE	5992	Florists	SYMPATHY FLOWER ARRANGEMENT SENT TO THE BEREAVED FAMILY SWMS STAFF MEMBER
SOLID WASTE MANAGEMENT	5294-55	2019-06-19	2019-06-19	SOLID WASTE ASSOCIA	336.07	CAD	245.00	USD	4760	MEMBERSHIP FEES	SW0706	EXECUTIVE OFFICE	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP RENEWAL - SWANA
					499.92	CAD	163.85	CAD							
							245.00	USD							
"PARKS, FORESTRY & RECREATION"	5276-73	2019-06-12	2019-06-12	JJ DOWNS INDUSTRIAL	"2,361.70"	CAD	"2,361.70"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	FABRICATE PIPE ELBOW
"PARKS, FORESTRY & RECREATION"	5276-74	2019-06-12	2019-06-12	NVK	"1,796.59"	CAD	"1,796.59"	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5193	"Florists Supplies, Nursery Stock, and Fl"	PLANT MATERIAL - FERRY DOCKS
"PARKS, FORESTRY & RECREATION"	5279-36	2019-06-17	2019-06-17	NVK	528.28	CAD	528.28	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5193	"Florists Supplies, Nursery Stock, and Fl"	PLANT MATERIAL - FERRY DOCKS
"PARKS, FORESTRY & RECREATION"	5280-42	2019-06-18	2019-06-18	NEWMARKET PRECAST CONC	593.25	CAD	593.25	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P00155	TORONTO ISLANDS-TURF&HORT	1771	Concrete Work Contractors	CRANE RENTAL TO RELOCATE SHED
"PARKS, FORESTRY & RECREATION"	5294-56	2019-06-18	2019-06-19	CDN TIRE STORE #00654	119.28	CAD	119.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00155	TORONTO ISLANDS-TURF&HORT	5200	Home Supply Warehouse	COFFEE (K CUPS)
					"5,399.10"	CAD	"5,399.10"	CAD							
"PARKS, FORESTRY & RECREATION"	5269-49	2019-06-03	2019-06-04	CLIFFORD S HLG /PICAMI	689.75	CAD	689.75	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00091	W-EAST-PRUNING/REMOVAL	4214	"Motor Freight Carriers, Trucking - Local"	SOIL FOR STUMP OPERATION
"PARKS, FORESTRY & RECREATION"	5287-165	2019-06-27	2019-06-27	CLIFFORD S HLG /PICAMI	689.75	CAD	689.75	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00091	W-EAST-PRUNING/REMOVAL	4214	"Motor Freight Carriers, Trucking - Local"	SOIL FOR STUMP OPERATION
					"1,379.50"	CAD	"1,379.50"	CAD							
TRANSPORTATION	5282-137	2019-06-21	2019-06-21	INT*IN *DEALER SECURIT	"1,854.10"	CAD	"1,854.10"	CAD	3320	FIXTURES	TP0164	ROADWAY MANAGEMENT & OVERHEAD-D2	7393	"Detective Agencies, Protective Agencies,"	KEY MANAGEMENT SYSTEM
TRANSPORTATION	5283-49	2019-06-21	2019-06-21	THE HOME DEPOT #7011	23.74	CAD	23.74	CAD	2710	GENERAL HARDWARE	TP0164	ROADWAY MANAGEMENT & OVERHEAD-D2	5200	Home Supply Warehouse	**MORE**  DRAFT ATTACK
					"1,877.84"	CAD	"1,877.84"	CAD							
FIRE SERVICES	5270-72	2019-06-05	2019-06-05	AMZN MKTP CA*M63C48NA2	70.71	CAD	70.71	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	FR0045	OPERATIONS - OTHER EXPENSES	4816	Computer Network/Information Services	HANDHELD LABEL MAKER
FIRE SERVICES	5287-166	2019-06-28	2019-06-28	THE SHOE NETWORK INC.	361.60	CAD	361.60	CAD	2660	FOOTWEAR	FR0019	ADMIN-QUARTERMASTER/STORES	5661	Shoe Stores	BOOTS FOR 2 HONOUR GUARDS
					432.31	CAD	432.31	CAD							
FACILITIES MANAGEMENT	5275-54	2019-06-11	2019-06-11	BOLTS PLUS	71.92	CAD	71.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61363651	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE
FACILITIES MANAGEMENT	5284-57	2019-06-24	2019-06-24	THE MASTER GROUP REXDA	227.13	CAD	227.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61524353	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THEMOSTATS
FACILITIES MANAGEMENT	5287-167	2019-06-27	2019-06-27	THE HOME DEPOT #7114	21.98	CAD	21.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61363651	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  GROMMETS
					321.03	CAD	321.03	CAD							
"PARKS, FORESTRY & RECREATION"	5269-50	2019-06-04	2019-06-04	W.E. ENTERPRISES LTD	164.62	CAD	164.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	*****		5261	Lawn and Garden Supply Stores	TRIMMER LINE
"PARKS, FORESTRY & RECREATION"	5272-190	2019-06-07	2019-06-07	WYLLIE WEBB CO. LIMITE	76.84	CAD	76.84	CAD	2135	PARTS - TIRES/TUBES	P00673	W-SOUTH2-PRGM SUPPORT	5941	Sporting Goods Stores	"TIRE, WHEELBARROW"
"PARKS, FORESTRY & RECREATION"	5274-69	2019-06-10	2019-06-10	W.E. ENTERPRISES LTD	395.44	CAD	395.44	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00673	W-SOUTH2-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	TRIMMER RACK
"PARKS, FORESTRY & RECREATION"	5274-70	2019-06-10	2019-06-10	NCH CANADA INC	377.65	CAD	377.65	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	GREASE GUN
"PARKS, FORESTRY & RECREATION"	5277-131	2019-06-14	2019-06-14	PAUL WOLF ELECTRIC & L	26.07	CAD	26.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00676	W-YORK1-PRGM SUPPORT	5065	Electrical Parts and Equipment	PORTABLE CABLE
"PARKS, FORESTRY & RECREATION"	5279-37	2019-06-17	2019-06-17	PAUL WOLF ELECTRIC & L	9.77	CAD	9.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00676	W-YORK1-PRGM SUPPORT	5065	Electrical Parts and Equipment	PORTABLE CABLE
"PARKS, FORESTRY & RECREATION"	5285-76	2019-06-25	2019-06-25	OMNIFLEX HOSE & EQUIPM	247.07	CAD	247.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00091	W-EAST-PRUNING/REMOVAL	5085	Industrial Supplies Not Elsewhere Classi	"PLUG, SOCKET CAPS"
