Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	 G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3275-41	2014-12-02	2014-12-03	HANFORD LUMBER LIMITED	49.63	CAD	49.63	CAD	2531	LUMBER	P12754	W-NORTH-N-PRGM SUPPORT	5211	"Building Materials, Lumber Stores"	PRESSURE TREATED LUMBER	
					176.48	CAD	176.48	CAD								
"PARKS, FORESTRY & RECREATION"	3281-37	2014-12-05	2014-12-08	RCSS SCARBOROUGH #2809	65.98	CAD	65.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR KIDS CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	3292-35	2014-12-14	2014-12-15	PARTY CITY #2005	27.09	CAD	27.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5947	"Card, Gift, Novelty, and Souvenir Shops"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3302-54	2014-12-20	2014-12-22	FABRICLAND DISTRIBUTOR	47.44	CAD	47.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5949	"Fabric, Needlework, Piece Goods, and Sew"	HOLIDAY CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3304-23	2014-12-21	2014-12-23	WAL-MART #3001	5.56	CAD	5.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	CRAFT  SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3310-18	2014-12-29	2014-12-30	FRESHCO 9834	66.31	CAD	66.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - KITCHEN PRGM	
"PARKS, FORESTRY & RECREATION"	3312-17	2014-12-30	2014-12-31	PARTY CITY #2005	14.56	CAD	14.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5947	"Card, Gift, Novelty, and Souvenir Shops"	CRAFT  SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3312-18	2014-12-30	2014-12-31	FAMOUS PLAYER 7404QPS	244.65	CAD	244.65	CAD	4118	TICKETS AND ADMISSION FEES	P05169	BIRKDALE CC-ARTS-VISL/PERF	7832	Motion Picture Theaters	ADMISSION FEE- HOLIDAY CAMP TRIP	
					471.59	CAD	471.59	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3312-19	2014-12-30	2014-12-31	LOBLAWS #029	"2,000.00"	CAD	"2,000.00"	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	F01322	ROBERTSON HOUSE-DIETARY SERV	5411	"Grocery Stores, Supermarkets"	GROCERY VOUCHERS FOR CLIENT PROGRAMMING	
					"2,000.00"	CAD	"2,000.00"	CAD								
FACILITIES MANAGEMENT 	3271-47	2014-11-27	2014-12-01	ROBERTSON ELECTRIC WHO	25.81	CAD	25.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61279091	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	MATERIALS/SUPPLIES	
FACILITIES MANAGEMENT 	3283-18	2014-12-08	2014-12-09	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	1799	"Contractors, Special Trade - Not Elsewhe"	TOOLS/SUPPLIES	
FACILITIES MANAGEMENT 	3296-23	2014-12-16	2014-12-17	CARSON ELECTRIC LTD	37.57	CAD	37.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61278534	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	SUPPLY MATERIALS	
FACILITIES MANAGEMENT 	3312-20	2014-12-30	2014-12-31	LOWES #02494*	424.76	CAD	424.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	**MORE**  18V XRP BATERY 2PK	
					588.14	CAD	588.14	CAD								
FACILITIES MANAGEMENT 	3308-32	2014-12-24	2014-12-29	MOE-HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	CCA214-02	ENVIRONMENTAL - 2014	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION	
					50.00	CAD	50.00	CAD								
EMPLOYMENT & SOCIAL SERVICES	3276-38	2014-12-03	2014-12-04	DOWNSVIEW OUTLET AND V	11.30	CAD	11.30	CAD	4805	POSTAGE	C01218	CHESSWOOD ADMIN	5331	Variety Stores	REGISTERED MAIL #RW 716 603 918 CA	
EMPLOYMENT & SOCIAL SERVICES	3298-23	2014-12-16	2014-12-18	MUIR OFFICE EQUIPMENT	134.47	CAD	134.47	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	C01218	CHESSWOOD ADMIN	5021	Office and Commercial Furniture	PAIR OF ARMS FOR OFFICE CHAIR.	
EMPLOYMENT & SOCIAL SERVICES	3300-25	2014-12-18	2014-12-19	DOWNSVIEW OUTLET AND V	20.29	CAD	20.29	CAD	4805	POSTAGE	C01218	CHESSWOOD ADMIN	5331	Variety Stores	REGISTERED MAIL #0104406000971664	
EMPLOYMENT & SOCIAL SERVICES	3302-55	2014-12-18	2014-12-22	WAL-MART #1139	34.45	CAD	34.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	DISH SOAP AND COLD PACKS FOR OFFICE USE	
					200.51	CAD	200.51	CAD								
TORONTO WATER	3273-18	2014-11-28	2014-12-02	CDN TIRE STORE #00070	201.52	CAD	201.52	CAD	2710	GENERAL HARDWARE	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5200	Home Supply Warehouse	VARIOUS HARDWARE	
TORONTO WATER	3288-26	2014-12-09	2014-12-11	WOLSELEY MECHANICAL	89.09	CAD	89.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	1711	"Air Conditioning, Heating, and Plumbing"	HARD COPPER	
TORONTO WATER	3290-14	2014-12-10	2014-12-12	NETPRINT   SHIP INC	10.75	CAD	10.75	CAD	4473	PRINTER MAIN	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	2741	Miscellaneous Publishing and Printing	PRINTING & LAMINATING	
TORONTO WATER	3292-36	2014-12-12	2014-12-15	KOOY BROS LAWN	140.12	CAD	140.12	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5261	Lawn and Garden Supply Stores	BATTERY	
TORONTO WATER	3300-26	2014-12-18	2014-12-19	AUTOMOTIVE TOOLS	576.18	CAD	576.18	CAD	3080	M & E - HAND TOOLS	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5533	"Automotive Parts, Accessories Stores"	18V GRINDER	
					"1,017.66"	CAD	"1,017.66"	CAD								
"PARKS, FORESTRY & RECREATION"	3281-38	2014-12-04	2014-12-08	CROWN BATTERY OF CANAD	80.14	CAD	80.14	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5967	Direct Marketing - Inbound Telemarketing	BATTERY FOR GENERATOR	
					80.14	CAD	80.14	CAD								
"PARKS, FORESTRY & RECREATION"	3271-48	2014-11-28	2014-12-01	WAL-MART #1004	75.58	CAD	75.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR ADAPTED AND INTEGRATED EVENT	
"PARKS, FORESTRY & RECREATION"	3271-49	2014-11-28	2014-12-01	WAL-MART #1004	26.44	CAD	26.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08146	AMESBURY CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR GYMNASTICS PRGMS	
"PARKS, FORESTRY & RECREATION"	3273-19	2014-12-01	2014-12-02	DOLLAR TREE #40117	71.47	CAD	71.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5331	Variety Stores	"RIBBONS, MINI BOWS, STICKERS"	
"PARKS, FORESTRY & RECREATION"	3275-42	2014-12-01	2014-12-03	METRO #750	20.51	CAD	20.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR ADAPTED AND INTEGRATED EVENT	
"PARKS, FORESTRY & RECREATION"	3275-43	2014-12-02	2014-12-03	COSTCO WHOLESALE #535	67.22	CAD	67.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5300	Wholesale Clubs	SUPPLIES FOR ADAPTED AND INTEGRATED EVENT	
"PARKS, FORESTRY & RECREATION"	3275-44	2014-12-02	2014-12-03	AL GERVAIS CHAIR AND T	186.45	CAD	186.45	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	7394	"Equipment Rental and Leasing Services, F"	"FORKS, PLATES, BOWLS"	
"PARKS, FORESTRY & RECREATION"	3280-39	2014-12-04	2014-12-05	NO FRILLS #753	136.63	CAD	136.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES-ADAPTED & INTEGRATED EVENT	
"PARKS, FORESTRY & RECREATION"	3280-40	2014-12-04	2014-12-05	PARTY CITY #2028	61.96	CAD	61.96	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5947	"Card, Gift, Novelty, and Souvenir Shops"	UTENSILS	
"PARKS, FORESTRY & RECREATION"	3281-39	2014-12-04	2014-12-08	WAL-MART # 3031	36.65	CAD	36.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5310	Discount Stores	"BABY LOTION, MASKING TAPE"	
"PARKS, FORESTRY & RECREATION"	3281-40	2014-12-05	2014-12-08	NO FRILLS #753	18.03	CAD	18.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5411	"Grocery Stores, Supermarkets"	"MILK, ICE, SOUR CREAM"	
"PARKS, FORESTRY & RECREATION"	3285-19	2014-12-08	2014-12-10	PAYPAL *CHILLFLEXXE	250.00	CAD	250.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	7929	"Bands, Orchestras, and Miscellaneous Ent"	ADAPTED AND INTEGRATED EVENT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3302-56	2014-12-18	2014-12-22	CDN TIRE STORE #00070	180.75	CAD	180.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	SKATE TRAINERS	
"PARKS, FORESTRY & RECREATION"	3302-57	2014-12-18	2014-12-22	CDN TIRE STORE #00182	135.57	CAD	135.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	SKATE TRAINERS	
"PARKS, FORESTRY & RECREATION"	3308-33	2014-12-24	2014-12-29	NOFRILLS TIM SUES 1352	11.94	CAD	11.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	APPLE JUICE	
					"1,279.20"	CAD	"1,279.20"	CAD								
FACILITIES MANAGEMENT 	3271-50	2014-11-25	2014-12-01	FAIRVIEW FITTINGS   MA	169.05	CAD	169.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61278878	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	GEAR CLAMP AND COUPLERS	
FACILITIES MANAGEMENT 	3280-41	2014-12-04	2014-12-05	LENNOX CANADA INC	341.44	CAD	341.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61279472	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	**MORE**  MOTOR 1/3HP1PH115V	
FACILITIES MANAGEMENT 	3285-20	2014-12-08	2014-12-10	BILL'S ELECTRIC SALES	498.33	CAD	498.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61280503	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	#4 ARMSTRONG SBA MAINT.FREE PART	
FACILITIES MANAGEMENT 	3288-27	2014-12-09	2014-12-11	BILL'S ELECTRIC SALES	204.16	CAD	204.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61280503	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	NON-FERROUS IMPELLER & ARMSTRONG COUPLER	
FACILITIES MANAGEMENT 	3292-37	2014-12-11	2014-12-15	BILL'S ELECTRIC SALES	293.63	CAD	293.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61246852	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	"#4 ARMSTRONG, ALLAN KEYS, SILICONE, BREAKER,OILER"	
FACILITIES MANAGEMENT 	3304-24	2014-12-22	2014-12-23	LENNOX CANADA INC	276.62	CAD	276.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61279425	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	**MORE**  SENSOR-FLAME	
					"1,783.23"	CAD	"1,783.23"	CAD								
"PARKS, FORESTRY & RECREATION"	3271-51	2014-11-27	2014-12-01	CDN TIRE STORE #00459	158.04	CAD	158.04	CAD	2130	PARTS - MOBILE EQUIPMENT	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	WIPERS FOR TRUCKS	
"PARKS, FORESTRY & RECREATION"	3275-45	2014-12-01	2014-12-03	PRICELESS PRODUCTS LAN	121.36	CAD	121.36	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5949	"Fabric, Needlework, Piece Goods, and Sew"	DRIVEWAY STAKES	
"PARKS, FORESTRY & RECREATION"	3281-41	2014-12-05	2014-12-08	THE HOME DEPOT #7073	123.87	CAD	123.87	CAD	2531	LUMBER	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	2X10X12 SPF.	
					403.27	CAD	403.27	CAD								
EMERGENCY MEDICAL SERVICES	3281-42	2014-12-06	2014-12-08	CANADA COMPUTERS #9	91.47	CAD	91.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CAM043-02	CACC & SYSTEMS SOGR 2013	5734	Computer Software Stores	COMPUTER ADAPTERS FOR DOC	
EMERGENCY MEDICAL SERVICES	3290-15	2014-12-10	2014-12-12	123INKCARTRIDGES.CA	689.99	CAD	689.99	CAD	2650	COMPUTER AND PRINTER SUPPLIES	CAM043-02	CACC & SYSTEMS SOGR 2013	5661	Shoe Stores	COMPUTER AND AV CABLES DOC	
EMERGENCY MEDICAL SERVICES	3296-24	2014-12-16	2014-12-17	CDW CANADA	458.97	CAD	458.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CAM043-02	CACC & SYSTEMS SOGR 2013	5734	Computer Software Stores	IPAD HDMI ADAPTERS AND CASES	
EMERGENCY MEDICAL SERVICES	3306-26	2014-12-18	2014-12-24	CORPORATE SECURITY SUP	135.32	CAD	135.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CAM043-02	CACC & SYSTEMS SOGR 2013	5085	Industrial Supplies Not Elsewhere Classi	RIPLOCK SECURITY SEALS	
					"1,375.75"	CAD	"1,375.75"	CAD								
"PARKS, FORESTRY & RECREATION"	3308-34	2014-12-23	2014-12-29	THE HOME DEPOT #7107	405.77	CAD	405.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  SCREWS	
"PARKS, FORESTRY & RECREATION"	3308-35	2014-12-24	2014-12-29	THE HOME DEPOT #7027	74.36	CAD	74.36	CAD	3080	M & E - HAND TOOLS	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  ROUTER BIT	
					480.13	CAD	480.13	CAD								
EMPLOYMENT & SOCIAL SERVICES	3296-25	2014-12-10	2014-12-17	OMBUDSMAN OF ONTARIO	"1,101.75"	CAD	"1,101.75"	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	C01105	QUALITY CONTROL & ASSURANCE UNIT	9399	Government Services - Not Elsewhere Clas		
					"1,101.75"	CAD	"1,101.75"	CAD								
TORONTO WATER	3300-27	2014-12-18	2014-12-19	WALKERTON CLEAN WATER	33.83	CAD	33.83	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7040	WTR TREAT & SUPPLY: RL CLARK TP - SUPPOR	9399	Government Services - Not Elsewhere Clas	WHMIS COURSE	
					33.83	CAD	33.83	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3283-19	2014-12-08	2014-12-09	YORK U-OSGOODE PROF DE	"2,825.00"	CAD	"2,825.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FH5105	SOCIAL HOUSING HEAD OFFICE	8220	"Colleges, Universities, Professional Sch"	PROF. DEVEL - CERTIFICATE IN ADJUDICATION	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3292-38	2014-12-12	2014-12-15	FEDEX 772156997906	39.03	CAD	39.03	CAD	4815	COURIER SERVICES	FH5105	SOCIAL HOUSING HEAD OFFICE	4215	"Courier Services - Air & Ground, Freight"	FEDEX TO COURIER RFP DOC'S TO OTTAWA FOR REVIEW	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3306-27	2014-12-23	2014-12-24	MARIGOLDS AND ONIONS	93.23	CAD	93.23	CAD	4820	BUSINESS MEETING EXPENSES	FH5105	SOCIAL HOUSING HEAD OFFICE	5811	Caterers	LUNCH FOR ALLDAY RFP REVIEW MEETING @ SHU	
					"2,957.26"	CAD	"2,957.26"	CAD								
EMPLOYMENT & SOCIAL SERVICES	3302-58	2014-12-19	2014-12-22	SHOPPERS DRUG MART #08	11.30	CAD	11.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01212	LAWRENCE SQUARE-ADMIN	9402	Postal Services - Government Only	REGISTERED MAIL	
EMPLOYMENT & SOCIAL SERVICES	3304-25	2014-12-22	2014-12-23	WILSON AVENUE HOME	23.63	CAD	23.63	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01212	LAWRENCE SQUARE-ADMIN	5251	Hardware Stores	THERMOMETERS FOR OFFICE USE	
EMPLOYMENT & SOCIAL SERVICES	3306-28	2014-12-22	2014-12-24	TORONTO STAR# 20695626	109.12	CAD	109.12	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01212	LAWRENCE SQUARE-ADMIN	5994	News Dealers and Newsstands	TORONTO STAR SUBSCRIPTION	
					144.05	CAD	144.05	CAD								
EMPLOYMENT & SOCIAL SERVICES	3285-21	2014-12-09	2014-12-10	LOBLAW MLG #1007	52.05	CAD	52.05	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01105	QUALITY CONTROL & ASSURANCE UNIT	5411	"Grocery Stores, Supermarkets"		
					52.05	CAD	52.05	CAD								
"PARKS, FORESTRY & RECREATION"	3271-52	2014-11-28	2014-12-01	WAL-MART #3159	25.64	CAD	25.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3281-43	2014-12-04	2014-12-08	YOUR DOLLAR STORE WITH	83.62	CAD	83.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11225	MCGREGOR PARK-SPORTS	5999	Miscellaneous and Specialty Retail Store	"STICKERS, BAGS, NOTEBOOKS"	
"PARKS, FORESTRY & RECREATION"	3285-22	2014-12-08	2014-12-10	METRO #35	36.52	CAD	36.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	SNACKS	
"PARKS, FORESTRY & RECREATION"	3285-23	2014-12-09	2014-12-10	PARTY CITY #2007	69.95	CAD	69.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11225	MCGREGOR PARK-SPORTS	5947	"Card, Gift, Novelty, and Souvenir Shops"	"PRIZES, TABLE COVERS"	
"PARKS, FORESTRY & RECREATION"	3290-16	2014-12-10	2014-12-12	METRO #35	173.95	CAD	173.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	"SANDWICH TRAYS, SALADS"	
"PARKS, FORESTRY & RECREATION"	3290-17	2014-12-10	2014-12-12	METRO #35	94.11	CAD	94.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	"HASHBROWNS, MAC AND CHEESE"	
"PARKS, FORESTRY & RECREATION"	3292-39	2014-12-12	2014-12-15	HOULT HELLEWELL	96.22	CAD	96.22	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P11225	MCGREGOR PARK-SPORTS	5999	Miscellaneous and Specialty Retail Store	PLAQUES WITH ENGRAVING-LEADERSHIP AWARD	
"PARKS, FORESTRY & RECREATION"	3292-40	2014-12-13	2014-12-15	WAL-MART #1139	48.34	CAD	48.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	"JUICE, CLEMENTINES"	
"PARKS, FORESTRY & RECREATION"	3298-24	2014-12-16	2014-12-18	FOOD BASICS #628	34.89	CAD	34.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05216	MCGREGOR PARK-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"CHIPS, MANDARINS, ICE"	
"PARKS, FORESTRY & RECREATION"	3302-59	2014-12-18	2014-12-22	WAL-MART #3159	83.60	CAD	83.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	"PASTA, CHEESE, POTATOES"	
					746.84	CAD	746.84	CAD								
FACILITIES MANAGEMENT 	3273-20	2014-12-01	2014-12-02	PAUL WOLF ELECTRIC   L	235.04	CAD	235.04	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61279582	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3276-39	2014-12-03	2014-12-04	PAUL WOLF ELECTRIC   L	28.39	CAD	28.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61273847	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3276-40	2014-12-03	2014-12-04	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61278930	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING ON JOB SITE	
FACILITIES MANAGEMENT 	3276-41	2014-12-03	2014-12-04	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61273847	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING ON JOB SITE	
FACILITIES MANAGEMENT 	3283-20	2014-12-08	2014-12-09	PAUL WOLF ELECTRIC   L	36.10	CAD	36.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61278918	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3285-24	2014-12-09	2014-12-10	PAUL WOLF ELECTRIC   L	118.38	CAD	118.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61279583	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3292-41	2014-12-12	2014-12-15	PAUL WOLF ELECTRIC   L	412.25	CAD	412.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61281094	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3294-29	2014-12-15	2014-12-16	PAUL WOLF ELECTRIC   L	71.53	CAD	71.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61277395	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3296-26	2014-12-16	2014-12-17	PAUL WOLF ELECTRIC   L	284.31	CAD	284.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61281094	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3304-26	2014-12-22	2014-12-23	PAUL WOLF ELECTRIC   L	142.47	CAD	142.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61280762	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3306-29	2014-12-23	2014-12-24	PAUL WOLF ELECTRIC   L	12.23	CAD	12.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61281041	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3312-21	2014-12-30	2014-12-31	PAUL WOLF ELECTRIC   L	25.15	CAD	25.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61282009	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
					"1,378.60"	CAD	"1,378.60"	CAD								
