Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4965-91	2018-04-19	2018-04-19	THE HOME DEPOT #7129	13.54	CAD	13.54	CAD	2570	JANITORIAL SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	CONCROB 1.89	
"PARKS, FORESTRY & RECREATION"	4965-92	2018-04-19	2018-04-19	CDN TIRE STORE #00192	332.29	CAD	332.29	CAD	2570	JANITORIAL SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	DE HUMIDIFIER	
"PARKS, FORESTRY & RECREATION"	4965-93	2018-04-19	2018-04-19	CANADA COMPUTERS #16	28.24	CAD	28.24	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P07646	DON VALLEY-OPERATIONS	5734	Computer Software Stores	CABLE	
"PARKS, FORESTRY & RECREATION"	4972-54	2018-04-24	2018-04-25	THE HOME DEPOT #7129	128.99	CAD	128.99	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  MSC RNTL FEE	
"PARKS, FORESTRY & RECREATION"	4972-55	2018-04-25	2018-04-25	LOBLAWS #1019	59.96	CAD	59.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07646	DON VALLEY-OPERATIONS	5411	"Grocery Stores, Supermarkets"	BOTTLED WATER	
"PARKS, FORESTRY & RECREATION"	4973-92	2018-04-26	2018-04-26	CDN TIRE STORE #00264	51.64	CAD	51.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	BUCKETS	
"PARKS, FORESTRY & RECREATION"	4973-93	2018-04-26	2018-04-26	PRINCESS AUTO #36	205.14	CAD	205.14	CAD	2199	MISCELLANEOUS PARTS	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	RATCHET STRAPS	
"PARKS, FORESTRY & RECREATION"	4976-90	2018-04-27	2018-04-30	CDN TIRE STORE #00192	63.23	CAD	63.23	CAD	2535	PLUMBING SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	PLUMBING STRAP	
"PARKS, FORESTRY & RECREATION"	4976-91	2018-04-30	2018-05-01	G C DUKE EQUIPMENT LTD	128.01	CAD	128.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	TIE ROD	
					"1,885.35"	CAD	"1,885.35"	CAD								
"PARKS, FORESTRY & RECREATION"	4953-42	2018-04-04	2018-04-04	INVESTMENTS HARDWARE (	65.48	CAD	65.48	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	MEASURING TAPE	
"PARKS, FORESTRY & RECREATION"	4955-80	2018-04-05	2018-04-05	INVESTMENTS HARDWARE (	214.64	CAD	214.64	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	HAND TOOLS	
"PARKS, FORESTRY & RECREATION"	4956-22	2018-04-06	2018-04-06	MASON S MASONRY SUPPLY	37.53	CAD	37.53	CAD	2770	GRAVEL	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	BRICKS	
"PARKS, FORESTRY & RECREATION"	4960-106	2018-04-13	2018-04-13	BOLTS PLUS	265.44	CAD	265.44	CAD	2665	PROTECTIVE CLOTHING	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	GENERAL HARDWARE	
"PARKS, FORESTRY & RECREATION"	4960-107	2018-04-11	2018-04-12	ANGELO S ELECTRIC LTD	934.11	CAD	934.11	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	7629	"Appliance Repair Shops, Electrical and S"	HAND TOOLS	
"PARKS, FORESTRY & RECREATION"	4962-28	2018-04-13	2018-04-16	CDN TIRE STORE #00192	211.25	CAD	211.25	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	GENERAL HARDWARE	
					"1,728.45"	CAD	"1,728.45"	CAD								
"PARKS, FORESTRY & RECREATION"	4965-94	2018-04-18	2018-04-19	MUNICIPAL WORLD	67.74	CAD	67.74	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12664	GENERAL MANAGERS OFFICE	7392	"Consulting, Management, and Public Relat"	MONTHLY SUBSCRIPTION TO MUNICIPAL WORLD MAG	
"PARKS, FORESTRY & RECREATION"	4965-95	2018-04-19	2018-04-19	WWW.ISTOCK.COM	36.00	CAD	36.00	CAD	4082	PHOTO/VIDEO SERVICES	P12664	GENERAL MANAGERS OFFICE	7333	"Commercial Art, Graphics, Photography"	3 CREDIT(S)	
"PARKS, FORESTRY & RECREATION"	4974-30	2018-04-27	2018-04-27	STAPLES.CA	451.98	CAD	451.98	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P12664	GENERAL MANAGERS OFFICE	5943	"Office, School Supply, and Stationery St"	DUAL MONITOR ARMS	
"PARKS, FORESTRY & RECREATION"	4976-92	2018-04-30	2018-04-30	FACEBK DPYPXFNBQ2	279.48	CAD	279.48	CAD	4414	ADVERTISING & PROMOTION	P12664	GENERAL MANAGERS OFFICE	7311	Advertising Services	FACEBOOK ADS	
					835.20	CAD	835.20	CAD								
"PARKS, FORESTRY & RECREATION"	4973-94	2018-04-26	2018-04-26	BESTBUY.CA #898	438.43	CAD	438.43	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00530	S-WEST 1-PRGM SUPPORT	5732	Electronic Sales	ERGO DESK PLATFORM	
"PARKS, FORESTRY & RECREATION"	4974-31	2018-04-29	2018-04-29	THE XTERMINATOR	322.05	CAD	322.05	CAD	4417	PEST CONTROL	P00530	S-WEST 1-PRGM SUPPORT	7342	Exterminating and Disinfecting Services	PEST CONTROL	
"PARKS, FORESTRY & RECREATION"	4976-93	2018-04-30	2018-05-01	THE HOME DEPOT #7001	36.57	CAD	36.57	CAD	2710	GENERAL HARDWARE	P00530	S-WEST 1-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  SURGE	
					797.05	CAD	797.05	CAD								
TRANSPORTATION SERVICES 	4965-96	2018-04-19	2018-04-19	GILMORE	582.19	CAD	582.19	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TP0266	OPERATIONAL PLANNING & POLICY	2741	Miscellaneous Publishing and Printing	CANADIAN CUIDE TO TRAFFIC CLAMING	
TRANSPORTATION SERVICES 	4965-97	2018-04-19	2018-04-19	IHS*ENERGY	238.43	CAD	238.43	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TP0266	OPERATIONAL PLANNING & POLICY	5942	Book Stores	ENVIRONMENTAL MANAGEEMENT SYSTEM SUBSCRIPTION	
					820.62	CAD	820.62	CAD								
TORONTO WATER	4955-112	2018-04-05	2018-04-05	DOLLARAMA # 211	4.52	CAD	4.52	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5310	Discount Stores	GLUE	
TORONTO WATER	4955-113	2018-04-04	2018-04-05	THE HOME DEPOT #7107	60.52	CAD	60.52	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  HDX 3  BRUSH	
TORONTO WATER	4957-46	2018-04-09	2018-04-09	CC HYDRAULIC IND SUPPL	784.45	CAD	784.45	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	8999	Professional Services - Not Elsewhere Cl	PUMP HOSES	
TORONTO WATER	4958-53	2018-04-10	2018-04-10	OWPSACSTATE	234.43	CAD	180.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	8398	"Organizations, Charitable and Social Ser"	LICENSING COURSE	
TORONTO WATER	4959-59	2018-04-10	2018-04-11	BRAFASCO / SCARBOROUGH	34.66	CAD	34.66	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS	
TORONTO WATER	4959-60	2018-04-11	2018-04-11	THE LAUNDRY CENTRE	334.48	CAD	334.48	CAD	4419	LAUNDRY SERVICES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	7216	Dry Cleaners	LAUNDRY	
TORONTO WATER	4964-84	2018-04-18	2018-04-18	PAYPAL *AOSOMCANADA	971.79	CAD	971.79	CAD	3099	GENERAL EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5719	Miscellaneous House Furnishing Specialty	WELDING TENT	
					"2,424.85"	CAD	"2,190.42"	CAD								
							180.00	USD								
"PARKS, FORESTRY & RECREATION"	4955-114	2018-04-05	2018-04-05	AUTO PARTS CENTRES	158.14	CAD	158.14	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	4960-130	2018-04-12	2018-04-12	BANNERMAN	294.00	CAD	294.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5941	Sporting Goods Stores	"MAIN BRUSH, RUBBER SCRAPER"	
"PARKS, FORESTRY & RECREATION"	4960-131	2018-04-13	2018-04-13	ULINE	398.92	CAD	398.92	CAD	3080	M & E - HAND TOOLS	P00830	TECH SERV. 1-FLEET EQUIP	5964	Direct Marketing - Catalog Merchants	**MORE**  4X1.25 POLYOLEFIN SWIVEL CASTER	
					851.06	CAD	851.06	CAD								
TORONTO WATER	4955-115	2018-04-05	2018-04-05	THE HOME DEPOT #7012	70.13	CAD	70.13	CAD	2531	LUMBER	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	4X8-1/2.SPRU	
TORONTO WATER	4959-61	2018-04-11	2018-04-11	BEAVER VALLEY STONE LI	298.31	CAD	298.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5211	"Building Materials, Lumber Stores"	STONE STEPS	
TORONTO WATER	4960-132	2018-04-12	2018-04-12	KREITMAKER INC	81.27	CAD	81.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5039	Construction Materials Not Elsewhere Cla	STONE STEP	
					449.71	CAD	449.71	CAD								
"PARKS, FORESTRY & RECREATION"	4952-32	2018-04-03	2018-04-03	PRINCESS AUTO #36	234.88	CAD	234.88	CAD	3080	M & E - HAND TOOLS	P00265	E-CENTRAL3-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"STRAPS, NETS"	
"PARKS, FORESTRY & RECREATION"	4967-45	2018-04-23	2018-04-23	PRINCESS AUTO #36	677.99	CAD	677.99	CAD	3099	GENERAL EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	5FT BOX SCRAPER	
"PARKS, FORESTRY & RECREATION"	4972-74	2018-04-24	2018-04-25	THE HOME DEPOT #7027	112.97	CAD	112.97	CAD	2715	PAINT SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	MARKING PACK	
"PARKS, FORESTRY & RECREATION"	4974-41	2018-04-27	2018-04-27	THE HOME DEPOT #7027	313.60	CAD	313.60	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00166	RENAISSANCE-ORPHAN	5200	Home Supply Warehouse	**MORE**  12 CM PEREN	
					"1,339.44"	CAD	"1,339.44"	CAD								
"PARKS, FORESTRY & RECREATION"	4960-133	2018-04-12	2018-04-12	WAL-MART #1080	57.18	CAD	57.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08946	LAMOREAUX CC-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
"PARKS, FORESTRY & RECREATION"	4960-134	2018-04-13	2018-04-13	THE SOURCE #51180	226.84	CAD	226.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	REC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4965-138	2018-04-19	2018-04-19	WAL-MART # 3111	113.08	CAD	113.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08946	LAMOREAUX CC-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
"PARKS, FORESTRY & RECREATION"	4973-123	2018-04-26	2018-04-26	WAL-MART # 3111	43.54	CAD	43.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08946	LAMOREAUX CC-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
					440.64	CAD	440.64	CAD								
LEGAL SERVICES	4961-37	2018-04-13	2018-04-13	ATG-TORONTO CIVIL INTA	160.00	CAD	160.00	CAD	4128	COURT FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES	
LEGAL SERVICES	4961-38	2018-04-13	2018-04-13	ATG-TORONTO CIVIL INTA	350.00	CAD	350.00	CAD	4128	COURT FEES	LL5708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCHES	
					510.00	CAD	510.00	CAD								
"PARKS, FORESTRY & RECREATION"	4955-116	2018-04-04	2018-04-05	THE HOME DEPOT #7073	316.69	CAD	316.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06680	BANBURY CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  EXHT CAP	
"PARKS, FORESTRY & RECREATION"	4956-32	2018-04-07	2018-04-07	THE HOME DEPOT #7106	17.49	CAD	17.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06876	N-CENTRAL-OPERATIONS	5200	Home Supply Warehouse	LEV SAFETY C	
"PARKS, FORESTRY & RECREATION"	4960-135	2018-04-12	2018-04-12	THE HOME DEPOT #7073	300.29	CAD	300.29	CAD	2665	PROTECTIVE CLOTHING	P07697	CUMMER COMPLEX-OPERATIONS	5200	Home Supply Warehouse	**MORE**  VEST	
"PARKS, FORESTRY & RECREATION"	4965-139	2018-04-19	2018-04-19	D&G VACUUM REPAIR SERV	126.56	CAD	126.56	CAD	3099	GENERAL EQUIPMENT	P07698	FLEMINGDON RC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	"DUMP BAG FOR VACUUM, BELT REPLACEMENT"	
"PARKS, FORESTRY & RECREATION"	4973-124	2018-04-25	2018-04-26	THE HOME DEPOT #7106	64.04	CAD	64.04	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06679	ARMOUR HGTS CC-OPERATIONS	5200	Home Supply Warehouse	ETCHFILM	
"PARKS, FORESTRY & RECREATION"	4976-131	2018-04-30	2018-04-30	PROVINCE ELECTRIC SUPP	211.33	CAD	211.33	CAD	2575	ELECTRICAL SUPPLIES	P06682	BRDLANDS CC-OPERATIONS	5065	Electrical Parts and Equipment	REPLACEMENT LIGHTS	
					"1,036.40"	CAD	"1,036.40"	CAD								
"PARKS, FORESTRY & RECREATION"	4953-61	2018-04-04	2018-04-04	STAPLES/BUSINESS DEPOT	79.08	CAD	79.08	CAD	3030	M & E - OFFICE	P10289	BRDLANDS CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	"SHREDDER, PAPER"	
"PARKS, FORESTRY & RECREATION"	4965-140	2018-04-20	2018-04-20	DOLLARAMA # 461	37.86	CAD	37.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01690	BRDLANDS CC-SOCIAL PRGM	5310	Discount Stores	"SEED KIT, WILDFLOWER SEEDS"	
"PARKS, FORESTRY & RECREATION"	4965-141	2018-04-19	2018-04-19	BRUNO S VALU-MART	98.76	CAD	98.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01690	BRDLANDS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"APPLE JUICE, CUCUMBERS, CARROTS, GRANOLA BARS"	
"PARKS, FORESTRY & RECREATION"	4976-132	2018-04-29	2018-04-30	WAL-MART #3186	53.04	CAD	53.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10289	BRDLANDS CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	PAPER	
					268.74	CAD	268.74	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4963-57	2018-04-17	2018-04-17	CURRY S ART STORE	192.09	CAD	192.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	"GLOSS GEL, PAINT PANEL"	
ECONOMIC DEVELOPMENT & CULTURE	4973-125	2018-04-27	2018-04-27	TUCKERS POTTERY SUPPLI	"1,685.28"	CAD	"1,685.28"	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	"SMOOTH RAKU CLAY FOR RESALE AND PORCELAIN SLIP, V308 VELVET"	
					"1,877.37"	CAD	"1,877.37"	CAD								
"PARKS, FORESTRY & RECREATION"	4973-126	2018-04-26	2018-04-26	INDIGO 287	31.40	CAD	31.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10161	REC STD & INNOV - CITYWIDE	5942	Book Stores	CR PLANNING DAYS SUPPLIES	
					31.40	CAD	31.40	CAD								
"PARKS, FORESTRY & RECREATION"	4952-33	2018-04-03	2018-04-03	MICHAELS #4921	49.72	CAD	49.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10539	S-REC SUPER1-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	LIQUID CHALKBOARD MARKERS	
"PARKS, FORESTRY & RECREATION"	4953-62	2018-04-03	2018-04-04	THE HOME DEPOT #7011	46.57	CAD	46.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10539	S-REC SUPER1-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  GREEN TAPE	
"PARKS, FORESTRY & RECREATION"	4963-58	2018-04-16	2018-04-17	THE HOME DEPOT #7011	33.17	CAD	33.17	CAD	2710	GENERAL HARDWARE	P10539	S-REC SUPER1-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  78X10 CLEAR	
"PARKS, FORESTRY & RECREATION"	4965-142	2018-04-18	2018-04-19	CDN TIRE STORE #00070	97.09	CAD	97.09	CAD	2710	GENERAL HARDWARE	P10539	S-REC SUPER1-PRGM SUPPORT	5200	Home Supply Warehouse	"TOTES, PIC HANG STIPS"	
					226.55	CAD	226.55	CAD								
"PARKS, FORESTRY & RECREATION"	4957-47	2018-04-09	2018-04-09	NOFRILLS ROSS 782	12.84	CAD	12.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	STONE SOUP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4963-59	2018-04-17	2018-04-17	DOLLARAMA # 780	6.50	CAD	6.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5310	Discount Stores	SCIENCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4967-46	2018-04-23	2018-04-23	NOFRILLS ROSS 782	5.22	CAD	5.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	LEMONS	
"PARKS, FORESTRY & RECREATION"	4967-47	2018-04-23	2018-04-23	DOLLARAMA # 780	6.78	CAD	6.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11870	MT DENNIS CC-SOCIAL PRGM	5310	Discount Stores	SNACKS	
"PARKS, FORESTRY & RECREATION"	4967-48	2018-04-23	2018-04-23	METRO #748	5.48	CAD	5.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	OATMEAL	
"PARKS, FORESTRY & RECREATION"	4968-115	2018-04-24	2018-04-24	NOFRILLS ROSS 782	8.68	CAD	8.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"RICE, CARROTS, CELERY"	
					45.50	CAD	45.50	CAD								
SOLID WASTE MANAGEMENT	4952-34	2018-04-03	2018-04-03	ADI  T1	25.96	CAD	25.96	CAD	2575	ELECTRICAL SUPPLIES	SW0853	DUFFERIN TS SITE MAINTENANCE	5072	Hardware Equipment and Supplies	**MORE**  12 FT HDMI V1.4 CABL	
SOLID WASTE MANAGEMENT	4952-35	2018-04-03	2018-04-03	ADI  T1	842.38	CAD	842.38	CAD	3032	M & E - PHOTOGRAPHIC	SW0853	DUFFERIN TS SITE MAINTENANCE	5072	Hardware Equipment and Supplies	**MORE**  1000T 2.8-10.5MM OT	
SOLID WASTE MANAGEMENT	4959-62	2018-04-11	2018-04-11	INVESTMENTS HARDWARE (	"1,957.01"	CAD	"1,957.01"	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5251	Hardware Stores	"CIRCULAR SAW, FLASHLIGHTS, JIG SAWS"	
SOLID WASTE MANAGEMENT	4959-63	2018-04-11	2018-04-11	INVESTMENTS HARDWARE (	"1,995.15"	CAD	"1,995.15"	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5251	Hardware Stores	"COMBINATION SQUARE, DRYWALL TAPING KNIFE, SOCKET SET, DRILL/DRIVER SET"	
SOLID WASTE MANAGEMENT	4959-64	2018-04-12	2018-04-12	ELECTRICAL SAFETY AUTH	569.52	CAD	569.52	CAD	2575	ELECTRICAL SUPPLIES	CSW361-16-62	BT LOWER HAULAGE RENOVATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	ELECTRICAL DISTRIBUTION EQUIPMENT	
SOLID WASTE MANAGEMENT	4960-136	2018-04-11	2018-04-12	THE HOME DEPOT #7078	87.91	CAD	87.91	CAD	2710	GENERAL HARDWARE	SW0851	COMMISSIONERS TS SITE MAINTENANCE	5200	Home Supply Warehouse	**MORE**  HS 4	
SOLID WASTE MANAGEMENT	4963-60	2018-04-18	2018-04-18	ELECTRICAL SAFETY AUTH	-343.52	CAD	-343.52	CAD	2575	ELECTRICAL SUPPLIES	CSW361-16-62	BT LOWER HAULAGE RENOVATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	ELECTRICAL DISTRIBUTION EQUIPMENT & REFUND	
SOLID WASTE MANAGEMENT	4973-127	2018-04-26	2018-04-26	COMAIRCO EQUIPMENT LTD	189.16	CAD	189.16	CAD	2575	ELECTRICAL SUPPLIES	SW0853	DUFFERIN TS SITE MAINTENANCE	5211	"Building Materials, Lumber Stores"	PRESSURE SWITCH	
					"5,323.57"	CAD	"5,323.57"	CAD								
"PARKS, FORESTRY & RECREATION"	4955-117	2018-04-07	2018-04-07	LOWES.CA	101.63	CAD	101.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02799	ALDERWOOD POOL-INSTRL-INDR	5200	Home Supply Warehouse	GRIP TAPE FOR TOT DOCKS	
"PARKS, FORESTRY & RECREATION"	4973-128	2018-04-25	2018-04-26	WAL-MART # 3031	18.01	CAD	18.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEISURE OUT-WS2 WADING	5310	Discount Stores	"SILVER SHARPIE, STORAGE CONTAINERS"	
					119.64	CAD	119.64	CAD								
FACILITIES MANAGEMENT DIVISON	4965-143	2018-04-20	2018-04-20	RAYETTE FOREST PRODUCT	585.40	CAD	585.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61438522	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	BUILDING MATERIALS VARIOUS	
FACILITIES MANAGEMENT DIVISON	4965-144	2018-04-20	2018-04-20	RAYETTE FOREST PRODUCT	76.84	CAD	76.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61404113	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	BUILDING MATERIALS	
FACILITIES MANAGEMENT DIVISON	4967-49	2018-04-23	2018-04-23	ATLAS TOOLS & MACHINER	210.18	CAD	210.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61438522	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	TOOLS	
FACILITIES MANAGEMENT DIVISON	4967-50	2018-04-23	2018-04-23	ATLAS TOOLS & MACHINER	100.84	CAD	100.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61404113	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	TOOLS - ROUTER BIT	
					973.26	CAD	973.26	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4965-145	2018-04-20	2018-04-20	AUDIO VIDEO DESIGN	446.35	CAD	446.35	CAD	4082	PHOTO/VIDEO SERVICES	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5946	Camera and Photographic Supply Stores	REPLACE BULB AND INSTALLATION FOR PROCJECTOR	
					446.35	CAD	446.35	CAD								
"PARKS, FORESTRY & RECREATION"	4955-139	2018-04-06	2018-04-06	TCD*THOMSONREUTERCARSW	926.73	CAD	926.73	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P01199	WEST-YORK AIRS-OPERATIONS	7399	Business Services - Not Elsewhere Classi	"OH&S POCKET REGS, INV 3400152"	
"PARKS, FORESTRY & RECREATION"	4955-140	2018-04-04	2018-04-05	ISN CANADA GROUP INC	198.43	CAD	198.43	CAD	4424	CONTRACTED SERVICES - GENERAL	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	HOIST INSPECTION	
"PARKS, FORESTRY & RECREATION"	4959-81	2018-04-12	2018-04-12	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	P00890	KIPLING YD-FLEET EQUIP	9399	Government Services - Not Elsewhere Clas	TRADE CERTIFICATION	
"PARKS, FORESTRY & RECREATION"	4960-165	2018-04-13	2018-04-13	G.K. CHEMICAL	73.90	CAD	73.90	CAD	2570	JANITORIAL SUPPLIES	P00914	KIPLING YD-YARD OPERNS	7349	"Cleaning and Maintenance, Janitorial Ser"	GREEN CLEANER	
"PARKS, FORESTRY & RECREATION"	4960-166	2018-04-12	2018-04-12	BELL TV	77.46	CAD	77.46	CAD	4441	CONTRACTED SERVICES - CABLE TV	P00914	KIPLING YD-YARD OPERNS	4812	Telecommunication Equipment Including Te	MONTHLY SERVICE APRIL	
