Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
CHILDREN'S SERVICES 	4508-71	2017-04-07	2017-04-10	ST. JAMES RECTOR CHURC	900.00	CAD	900.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	5973	Religious Goods Stores	LECTURE ROOM BOOKING - 2ND DAY	
CHILDREN'S SERVICES 	4514-31	2017-04-12	2017-04-13	NATIVE CANADIAN CENTRE	300.00	CAD	300.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8398	"Organizations, Charitable and Social Ser"	AUDITORIUM RENTAL	
CHILDREN'S SERVICES 	4514-32	2017-04-12	2017-04-13	NATIVE CANADIAN CENTRE	300.00	CAD	300.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8398	"Organizations, Charitable and Social Ser"	AUDITORIUM RENTAL	
CHILDREN'S SERVICES 	4522-40	2017-04-18	2017-04-20	OAKHAM HOUSE	200.00	CAD	200.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	5812	"Eating Places, Restaurants"	CONFERENCE ROOM BOOKING- TELCCS	
CHILDREN'S SERVICES 	4532-74	2017-04-26	2017-04-27	PAYPAL *HIGHPARKNAT	80.00	CAD	80.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8641	"Associations - Civic, Social, and Frater"	CONFERENCE	
CHILDREN'S SERVICES 	4532-75	2017-04-26	2017-04-27	PAYPAL *HIGHPARKNAT	160.00	CAD	160.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8641	"Associations - Civic, Social, and Frater"	CONFERENCE	
CHILDREN'S SERVICES 	4532-76	2017-04-26	2017-04-27	PAYPAL *HIGHPARKNAT	160.00	CAD	160.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8641	"Associations - Civic, Social, and Frater"	CONFERENCE	
CHILDREN'S SERVICES 	4532-77	2017-04-26	2017-04-27	PAYPAL *HIGHPARKNAT	160.00	CAD	160.00	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8641	"Associations - Civic, Social, and Frater"	CONFERENCE	
					"3,185.00"	CAD	"3,185.00"	CAD								
LONG TERM CARE HOMES & SERVICES	4498-73	2017-03-30	2017-04-03	STAPLES.CA	451.99	CAD	451.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3L031	WESBURN FOOD & NUTRITION	5943	"Office, School Supply, and Stationery St"	LAMINATING MACHINE FOR MENUS AND MEAL PICTURES	
LONG TERM CARE HOMES & SERVICES	4516-71	2017-04-13	2017-04-17	LOBLAWS #1066	35.00	CAD	35.00	CAD	2741	FOOD COSTS	D3L032	WESBURN FOOD & NUTRITION	5411	"Grocery Stores, Supermarkets"	HOT CROSS BUNS FOR RESIDENT NOT ON BREAD CONTRACT	
LONG TERM CARE HOMES & SERVICES	4526-76	2017-04-21	2017-04-24	STANDOUT PROMOTIONAL P	220.35	CAD	220.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3L083	WESBURN PROGRAMS & SERVICES	5969	Direct Marketing - Other Direct Marketer	VOLUNTEER APPRECIATION TOKENS FOR VOLUNTEER RECOGN	
					707.34	CAD	707.34	CAD								
EMPLOYMENT & SOCIAL SERVICES	4503-51	2017-04-03	2017-04-05	OTEC	"2,789.41"	CAD	"2,789.41"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	C01212	LAWRENCE SQUARE-ADMIN	8299	Educational Services	SERVICE ELXCELLENCE PACKAGES AND CERTIFICATE	
EMPLOYMENT & SOCIAL SERVICES	4503-52	2017-04-04	2017-04-05	FORTINO'S	88.32	CAD	88.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01212	LAWRENCE SQUARE-ADMIN	5411	"Grocery Stores, Supermarkets"	SNACKS-RETAIL JOB FAIR APR 4/17	
EMPLOYMENT & SOCIAL SERVICES	4506-41	2017-04-06	2017-04-07	FORTINO'S	12.03	CAD	12.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01212	LAWRENCE SQUARE-ADMIN	5411	"Grocery Stores, Supermarkets"	SNACKS-FOR LHION AGENCY/CLIENT INFO SESSION 4/6/17	
EMPLOYMENT & SOCIAL SERVICES	4510-35	2017-04-10	2017-04-11	FORTINO'S	13.15	CAD	13.15	CAD	4995	OTHER EXPENSES	C01212	LAWRENCE SQUARE-ADMIN	5411	"Grocery Stores, Supermarkets"	"ON HAND SUPPLIES FOR MEETINGS-TEA, COFFEE, CUPS"	
					"2,902.91"	CAD	"2,902.91"	CAD								
PUBLIC HEALTH	4506-42	2017-04-06	2017-04-07	LOBLAWS #029	16.83	CAD	16.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH3521	HL - SEXUAL HEALTH PROMOTION	5411	"Grocery Stores, Supermarkets"	FOOD & NON-ALCOHOLIC BEVERAGES	
PUBLIC HEALTH	4506-43	2017-04-06	2017-04-07	STARBUCKS 04720	16.95	CAD	16.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH3521	HL - SEXUAL HEALTH PROMOTION	5814	Quick Payment Service - Fast-Food Restau	FOOD & NON-ALCOHOLIC BEVERAGES	
					33.78	CAD	33.78	CAD								
"PARKS, FORESTRY & RECREATION"	4516-72	2017-04-13	2017-04-17	ACKLANDS-GRAINGER INC	549.18	CAD	549.18	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00545	S-CENTRAL1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"BUCKLE FOR SIGNS, BRACK IT MINI FLARED LEGS"	
					549.18	CAD	549.18	CAD								
"PARKS, FORESTRY & RECREATION"	4505-44	2017-04-05	2017-04-06	LAMIN-8 SERVICES INC.	28.25	CAD	28.25	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00108	HIGH PARK-PLANT DISPLAY	7338	"Quick Copy, Reproduction, and Blueprinti"	BANNER STAND REPAIR	
					28.25	CAD	28.25	CAD								
MUNICIPAL LICENSING & STANDARDS	4503-53	2017-04-04	2017-04-05	TIM HORTONS 1723 QTH	25.26	CAD	25.26	CAD	4820	BUSINESS MEETING EXPENSES	MS1330	BY-LAW ENFORCEMENT CENTRAL	5814	Quick Payment Service - Fast-Food Restau	BREAKFAST (ALL DAY MANAGEMENT MEETING)	
MUNICIPAL LICENSING & STANDARDS	4503-54	2017-04-04	2017-04-05	TIM HORTONS 1723 QTH	69.02	CAD	69.02	CAD	4820	BUSINESS MEETING EXPENSES	MS1330	BY-LAW ENFORCEMENT CENTRAL	5814	Quick Payment Service - Fast-Food Restau	LUNCH (ALL DAY MANAGEMENT MEETING)	
MUNICIPAL LICENSING & STANDARDS	4516-73	2017-04-14	2017-04-17	CYBERBAHN-LEGAL LINKS	65.37	CAD	65.37	CAD	4827	ONLINE SERVICES FEES	MS1330	BY-LAW ENFORCEMENT CENTRAL	2741	Miscellaneous Publishing and Printing	CORPORAT SEARCH-GERMANY (BLACKLANE)	
					159.65	CAD	159.65	CAD								
"PARKS, FORESTRY & RECREATION"	4498-74	2017-03-31	2017-04-03	WAL-MART # 3105	25.29	CAD	25.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04660	LAWRENCE HGTS-SUMMER CAMPS	5310	Discount Stores	PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4502-31	2017-04-03	2017-04-04	FORTINO'S	80.00	CAD	80.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08174	LAWRENCE HGTS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR EVENING PRGMS	
"PARKS, FORESTRY & RECREATION"	4502-32	2017-04-03	2017-04-04	BLINDS TO GO #46	267.26	CAD	267.26	CAD	3320	FIXTURES	P06258	LAWRENCE HGTS-SPORTS	5714	"Drapery, Upholstery, and Window Covering"	BLINDS	
"PARKS, FORESTRY & RECREATION"	4505-45	2017-04-05	2017-04-06	SIRENS 1669	67.80	CAD	67.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5691	Men's and Women's Clothing Stores	STOMP TEAM UNIFORM	
"PARKS, FORESTRY & RECREATION"	4506-44	2017-04-05	2017-04-07	DESIGNER DEPOT C0201	90.40	CAD	90.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5691	Men's and Women's Clothing Stores	STOMP TEAM UNIFORM	
"PARKS, FORESTRY & RECREATION"	4508-72	2017-04-07	2017-04-10	BLINDS TO GO #46	119.50	CAD	119.50	CAD	3320	FIXTURES	P06258	LAWRENCE HGTS-SPORTS	5714	"Drapery, Upholstery, and Window Covering"	BLINDS	
"PARKS, FORESTRY & RECREATION"	4508-73	2017-04-07	2017-04-10	BLINDS TO GO #46	-267.26	CAD	-267.26	CAD	3320	FIXTURES	P06258	LAWRENCE HGTS-SPORTS	5714	"Drapery, Upholstery, and Window Covering"	REFUND	
"PARKS, FORESTRY & RECREATION"	4514-33	2017-04-12	2017-04-13	SHERWIN WILLIAMS 76872	173.44	CAD	173.44	CAD	2715	PAINT SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  PM 200 0 EG EXTRA	
"PARKS, FORESTRY & RECREATION"	4516-74	2017-04-13	2017-04-17	FOOD BASICS #689	31.03	CAD	31.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08174	LAWRENCE HGTS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR EVENING PRGMS	
"PARKS, FORESTRY & RECREATION"	4516-75	2017-04-14	2017-04-17	AMAZON *MARKETPLCE CA	37.18	CAD	37.18	CAD	2710	GENERAL HARDWARE	P06258	LAWRENCE HGTS-SPORTS	4816	Computer Network/Information Services	PROJECTOR CEILING MOUNT	
"PARKS, FORESTRY & RECREATION"	4522-41	2017-04-19	2017-04-20	COSTCO WHOLESALE W547	73.42	CAD	73.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08174	LAWRENCE HGTS-SOCIAL PRGM	5300	Wholesale Clubs	FOOD FOR EVENING PRGMS	
"PARKS, FORESTRY & RECREATION"	4526-77	2017-04-20	2017-04-24	FOOD BASICS #689	6.10	CAD	6.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08174	LAWRENCE HGTS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	TOMATO SAUCE	
"PARKS, FORESTRY & RECREATION"	4530-49	2017-04-24	2017-04-26	WAL-MART # 3105	11.81	CAD	11.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08174	LAWRENCE HGTS-SOCIAL PRGM	5310	Discount Stores	FOOD FOR EVENING PRGMS	
"PARKS, FORESTRY & RECREATION"	4530-50	2017-04-25	2017-04-26	FORTINO'S	6.49	CAD	6.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08174	LAWRENCE HGTS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	RICE KRISPIES	
"PARKS, FORESTRY & RECREATION"	4532-78	2017-04-26	2017-04-27	SHERWIN WILLIAMS 76872	50.45	CAD	50.45	CAD	2715	PAINT SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	PM 200 0 EG ULTRA	
"PARKS, FORESTRY & RECREATION"	4533-49	2017-04-27	2017-04-28	BLUENOTES 9082	63.20	CAD	63.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04660	LAWRENCE HGTS-SUMMER CAMPS	5691	Men's and Women's Clothing Stores	STOMP DANCE COSTUMES	
					836.11	CAD	836.11	CAD								
EMPLOYMENT & SOCIAL SERVICES	4528-34	2017-04-24	2017-04-25	KONDOR ENTERPRISES	"1,600.00"	CAD	"1,600.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01230	LEARNING CENTRE	7392	"Consulting, Management, and Public Relat"	PERSONALITY DIMENSIONS LEVEL2 CERT PROG APR24-26	
					"1,600.00"	CAD	"1,600.00"	CAD								
"PARKS, FORESTRY & RECREATION"	4516-76	2017-04-13	2017-04-17	METRO #493	21.05	CAD	21.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING	
"PARKS, FORESTRY & RECREATION"	4528-35	2017-04-24	2017-04-25	FOOD BASICS #692	50.24	CAD	50.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING	
"PARKS, FORESTRY & RECREATION"	4532-79	2017-04-26	2017-04-27	FOOD BASICS #692	140.10	CAD	140.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING	
					211.39	CAD	211.39	CAD								
FACILITIES MANAGEMENT DIVISON	4502-33	2017-04-03	2017-04-04	INSTITUTE OF PUBLIC	750.00	CAD	750.00	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	FA2932	CWSI-AD-City-Wide Strategic Initiatives	8398	"Organizations, Charitable and Social Ser"	CONFERENCE/TRAINING-4502-33	
FACILITIES MANAGEMENT DIVISON	4502-34	2017-04-03	2017-04-04	INSTITUTE OF PUBLIC	750.00	CAD	750.00	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	FA2932	CWSI-AD-City-Wide Strategic Initiatives	8398	"Organizations, Charitable and Social Ser"	CONFERENCE/TRAINING-4502-34	
FACILITIES MANAGEMENT DIVISON	4505-46	2017-04-05	2017-04-06	TIM HORTONS 2387 QTH	52.06	CAD	52.06	CAD	4820	BUSINESS MEETING EXPENSES	FA2932	CWSI-AD-City-Wide Strategic Initiatives	5814	Quick Payment Service - Fast-Food Restau	BEVERAGES	
FACILITIES MANAGEMENT DIVISON	4506-45	2017-04-06	2017-04-07	FEDEX 93754025	18.05	CAD	18.05	CAD	4995	OTHER EXPENSES	FA2932	CWSI-AD-City-Wide Strategic Initiatives	4215	"Courier Services - Air & Ground, Freight"	TRANSPORTATION-FOR COMPUTER LOCK	
FACILITIES MANAGEMENT DIVISON	4526-78	2017-04-20	2017-04-24	STRATEGY INSTITUTE INC	994.40	CAD	994.40	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	FA2932	CWSI-AD-City-Wide Strategic Initiatives	8999	Professional Services - Not Elsewhere Cl	CONFERENCE/TRAINING-4526-78	
FACILITIES MANAGEMENT DIVISON	4526-79	2017-04-20	2017-04-24	STRATEGY INSTITUTE INC	994.40	CAD	994.40	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	FA2932	CWSI-AD-City-Wide Strategic Initiatives	8999	Professional Services - Not Elsewhere Cl	CONFERENCE/TRAINING-4526-79	
FACILITIES MANAGEMENT DIVISON	4526-80	2017-04-20	2017-04-24	STRATEGY INSTITUTE INC	937.90	CAD	937.90	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	FA2932	CWSI-AD-City-Wide Strategic Initiatives	8999	Professional Services - Not Elsewhere Cl	CONFERENCE/TRAINING-4526-80	
					"4,496.81"	CAD	"4,496.81"	CAD								
"PARKS, FORESTRY & RECREATION"	4503-55	2017-04-04	2017-04-05	MICHAELS #4921	41.74	CAD	41.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12043	JG ALTHOUSE-COMM CTR-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4505-47	2017-04-04	2017-04-06	WAL-MART # 3031	118.66	CAD	118.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08588	JG ALTHOUSE CS-SPEC EVNTS	5310	Discount Stores	"ACRYLIC JAR, PASTELS, TREAT BAGS"	
"PARKS, FORESTRY & RECREATION"	4530-51	2017-04-25	2017-04-26	CANADIAN RED CROSS	282.16	CAD	282.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12043	JG ALTHOUSE-COMM CTR-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	BABYSITTER COURSE PACKAGE	
					442.56	CAD	442.56	CAD								
FACILITIES MANAGEMENT DIVISON	4498-75	2017-03-30	2017-04-03	BRAFASCO / SCARBOROUGH	35.15	CAD	35.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61374954	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4502-35	2017-04-03	2017-04-04	RONA # 55340	104.73	CAD	104.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61374718	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE/MATERIAL	
FACILITIES MANAGEMENT DIVISON	4503-56	2017-04-04	2017-04-05	RONA # 55140	111.11	CAD	111.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61369166	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE/MATERIAL	
FACILITIES MANAGEMENT DIVISON	4505-48	2017-04-04	2017-04-06	CTF SUPPLY (08)	36.34	CAD	36.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61374954	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE/RELEASE AGENT	
FACILITIES MANAGEMENT DIVISON	4508-74	2017-04-07	2017-04-10	RONA # 55340	134.55	CAD	134.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61364703	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE/MATERIAL	
FACILITIES MANAGEMENT DIVISON	4512-24	2017-04-10	2017-04-12	THE HOME DEPOT #7027	520.46	CAD	520.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61378021	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1X4X8 SPF	
FACILITIES MANAGEMENT DIVISON	4514-34	2017-04-12	2017-04-13	KBC SPECIALTY PRODUCTS	783.09	CAD	783.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61377698	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5712	"Equipment, Furniture, and Home Furnishin"	2 BABY CHANGE TABLES	
					"1,725.43"	CAD	"1,725.43"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4506-46	2017-04-06	2017-04-07	CONFERENCE BOARD OF	"1,855.00"	CAD	"1,855.00"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0002	PROGRAM SUPPORT CENTRAL SERVICES	7399	Business Services - Not Elsewhere Classi	CONFERENCE	
					"1,855.00"	CAD	"1,855.00"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4526-81	2017-04-20	2017-04-24	AMAZON *MARKETPLCE CA	68.23	CAD	68.23	CAD	4995	OTHER EXPENSES	C01298	BUS TRANSFORMATION PROJECT	4816	Computer Network/Information Services	4 - STOPWATCHES	
EMPLOYMENT & SOCIAL SERVICES	4530-52	2017-04-24	2017-04-26	PHARMA PLUS DRUGMARTS	39.58	CAD	39.58	CAD	4995	OTHER EXPENSES	C01298	BUS TRANSFORMATION PROJECT	5912	"Drug Stores, Pharmacies"	2 PKGS - 8PK AAA BATTERIES	
					107.81	CAD	107.81	CAD								
"PARKS, FORESTRY & RECREATION"	4498-76	2017-03-31	2017-04-03	ACE REFRIGERATION PROD	791.00	CAD	791.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00148	TORONTO ISLANDS-PRGM SUPPORT	1731	Electrical Contractors	"3"" SPOOL WELL"	
"PARKS, FORESTRY & RECREATION"	4502-36	2017-04-03	2017-04-04	HEP SUR MACHINE CO	791.00	CAD	791.00	CAD	2150	PARTS - MARINE	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5046	Commercial Equipment Not Elsewhere Class	WELDING REPAIRS FOR PONTOON BOAT	
"PARKS, FORESTRY & RECREATION"	4505-49	2017-04-05	2017-04-06	STATE CHEMIC*STATE CHE	576.30	CAD	576.30	CAD	2570	JANITORIAL SUPPLIES	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5085	Industrial Supplies Not Elsewhere Classi	**MORE**  GREASE-B-GONE                     D	
"PARKS, FORESTRY & RECREATION"	4526-82	2017-04-20	2017-04-24	THE HOME DEPOT #7013	290.32	CAD	290.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5200	Home Supply Warehouse	**MORE**  SHPAINT2WHIT	
					"2,448.62"	CAD	"2,448.62"	CAD								
"PARKS, FORESTRY & RECREATION"	4508-75	2017-04-07	2017-04-10	SOBEYS 939        QPS	32.77	CAD	32.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01959	BOB ABATE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"MINI TARTS, RIGATONI, CHEESE"	
"PARKS, FORESTRY & RECREATION"	4512-25	2017-04-10	2017-04-12	WAL-MART # 3031	22.37	CAD	22.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL PRGM	5310	Discount Stores	"FOAM, CLOTHES PIN, GOOGLY EYES"	
"PARKS, FORESTRY & RECREATION"	4519-40	2017-04-18	2017-04-19	MICHAELS #4921	245.90	CAD	245.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	"POM POMS, GLUE, MINI ANIMALS"	
"PARKS, FORESTRY & RECREATION"	4523-48	2017-04-19	2017-04-21	WAL-MART #3135	104.15	CAD	104.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01887	BOB ABATE CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"PAPER PLATES, PAINT"	
"PARKS, FORESTRY & RECREATION"	4523-49	2017-04-20	2017-04-21	"TOYS ""R"" US #3506"	549.11	CAD	549.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	"TOYS - PLASMA CARS, NEAT & TIDY COTTAGE"	
"PARKS, FORESTRY & RECREATION"	4526-83	2017-04-20	2017-04-24	THE HOME DEPOT #7013	27.36	CAD	27.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01887	BOB ABATE CC-ARTS-VISL/PERF	5200	Home Supply Warehouse	**MORE**  RED TAPE	
"PARKS, FORESTRY & RECREATION"	4526-84	2017-04-20	2017-04-24	WAL-MART # 3105	159.54	CAD	159.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01887	BOB ABATE CC-ARTS-VISL/PERF	5310	Discount Stores	"COTTON BALLS, PAIN, BEADS"	
"PARKS, FORESTRY & RECREATION"	4530-53	2017-04-24	2017-04-26	ABSOLUTE DOLLAR	100.01	CAD	100.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL PRGM	5310	Discount Stores	"STRING, BUTTONS, ROLLING PINS"	
					"1,241.21"	CAD	"1,241.21"	CAD								
"PARKS, FORESTRY & RECREATION"	4505-50	2017-04-04	2017-04-06	SOBEYS 938        QPS	30.47	CAD	30.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12177	TERRY FOX CC-YOUTH-DANCE	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - TERRY FOX	
"PARKS, FORESTRY & RECREATION"	4510-36	2017-04-10	2017-04-11	DAVIDSON'S VALU MART #	40.76	CAD	40.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12177	TERRY FOX CC-YOUTH-DANCE	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - TERRY FOX	
"PARKS, FORESTRY & RECREATION"	4522-42	2017-04-18	2017-04-20	SOBEYS 718        QPS	25.52	CAD	25.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13180	INSTRCT SPORTS - TERRY FOX CC	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - TERRY FOX	
"PARKS, FORESTRY & RECREATION"	4523-50	2017-04-19	2017-04-21	SHOPPERSDRUGMART1287	2.99	CAD	2.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13180	INSTRCT SPORTS - TERRY FOX CC	5912	"Drug Stores, Pharmacies"	SPHAGETTI	
"PARKS, FORESTRY & RECREATION"	4530-54	2017-04-24	2017-04-26	SOBEYS 938        QPS	29.07	CAD	29.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13180	INSTRCT SPORTS - TERRY FOX CC	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - TERRY FOX	
"PARKS, FORESTRY & RECREATION"	4532-80	2017-04-26	2017-04-27	BULK BARN #658	2.28	CAD	2.28	CAD	2610	KITCHEN SUPPLIES	P13180	INSTRCT SPORTS - TERRY FOX CC	5411	"Grocery Stores, Supermarkets"	CUTTER	
					131.09	CAD	131.09	CAD								
"PARKS, FORESTRY & RECREATION"	4503-57	2017-04-03	2017-04-05	THE HOME DEPOT #7114	9.03	CAD	9.03	CAD	2710	GENERAL HARDWARE	P03056	MIMICO-OPERATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS	
"PARKS, FORESTRY & RECREATION"	4505-51	2017-04-04	2017-04-06	CANPRO TOOLS	72.14	CAD	72.14	CAD	2710	GENERAL HARDWARE	P12889	FACILITY OPERATIONS - PARK LAWN	7394	"Equipment Rental and Leasing Services, F"	DOLLY WHEEL	
"PARKS, FORESTRY & RECREATION"	4506-47	2017-04-06	2017-04-07	D G VACUUM REPAIR SERV	153.91	CAD	153.91	CAD	2570	JANITORIAL SUPPLIES	P03056	MIMICO-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	FLOOR MACHINE CHEMICAL	
"PARKS, FORESTRY & RECREATION"	4506-48	2017-04-06	2017-04-07	D G VACUUM REPAIR SERV	698.91	CAD	698.91	CAD	3025	M & E - JANITORIAL	P03055	LONG BRANCH-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	FLOOR MACHINE REPAIR	
"PARKS, FORESTRY & RECREATION"	4508-76	2017-04-07	2017-04-10	AAA VACUUM CENTRE	621.31	CAD	621.31	CAD	3025	M & E - JANITORIAL	P03056	MIMICO-OPERATIONS	5722	Household Appliance Stores	FLOOR MACHINE REPAIR	
"PARKS, FORESTRY & RECREATION"	4508-77	2017-04-07	2017-04-10	AAA VACUUM CENTRE	124.29	CAD	124.29	CAD	3025	M & E - JANITORIAL	P07741	THISTLETOWN-OPERATIONS	5722	Household Appliance Stores	VACUUM REPAIR	
"PARKS, FORESTRY & RECREATION"	4508-78	2017-04-07	2017-04-10	AAA VACUUM CENTRE	395.49	CAD	395.49	CAD	3025	M & E - JANITORIAL	P07741	THISTLETOWN-OPERATIONS	5722	Household Appliance Stores	VACUUM	
