Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4566-19	2017-05-18	2017-05-19	TURF CARE	-116.55	CAD	-116.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07649	TAM OSHANTER-OPERATIONS	5261	Lawn and Garden Supply Stores	RETURNED PART	
"PARKS, FORESTRY & RECREATION"	4573-18	2017-05-24	2017-05-25	TURF CARE	-12.95	CAD	-12.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07649	TAM OSHANTER-OPERATIONS	5261	Lawn and Garden Supply Stores	RETURNED PART	
"PARKS, FORESTRY & RECREATION"	4578-12	2017-05-29	2017-05-30	VANDEN BUSSCHE IRRIGAT	5.82	CAD	5.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07649	TAM OSHANTER-OPERATIONS	5719	Miscellaneous House Furnishing Specialty	WIRE CONNECT DIRECT	
"PARKS, FORESTRY & RECREATION"	4580-29	2017-05-30	2017-05-31	SDI SUPPLIES LTD	606.99	CAD	606.99	CAD	2665	PROTECTIVE CLOTHING	P07649	TAM OSHANTER-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	"FACE MASK, CARTRIDGE"	
					"1,981.03"	CAD	"1,981.03"	CAD								
"PARKS, FORESTRY & RECREATION"	4543-37	2017-05-02	2017-05-04	WAL-MART # 3740	20.18	CAD	20.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	4546-26	2017-05-05	2017-05-08	WAL-MART # 3031	57.75	CAD	57.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5310	Discount Stores	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	4548-22	2017-05-08	2017-05-09	NOFRILLS CHRIS 273	10.83	CAD	10.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	4548-23	2017-05-08	2017-05-09	LOBLAWS #1066	28.98	CAD	28.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
					117.74	CAD	117.74	CAD								
"PARKS, FORESTRY & RECREATION"	4537-18	2017-04-28	2017-05-02	CDN TIRE STORE #00192	108.42	CAD	108.42	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12135	ALNESS YARD-FORESTRY-PROTECTION&MTCE	5200	Home Supply Warehouse	"LED STOP, FUSE"	
"PARKS, FORESTRY & RECREATION"	4537-19	2017-05-01	2017-05-02	SCARBOROTOWN CHRYSLER	5.32	CAD	5.32	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	40 AMP BREAKER	
"PARKS, FORESTRY & RECREATION"	4543-38	2017-05-03	2017-05-04	ALPINE LAWN   GARDEN E	367.96	CAD	367.96	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5261	Lawn and Garden Supply Stores	HANDLE AND CABLES	
"PARKS, FORESTRY & RECREATION"	4543-39	2017-05-03	2017-05-04	ALPINE LAWN   GARDEN E	188.36	CAD	188.36	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5261	Lawn and Garden Supply Stores	"LOOP HANDLE, CABLE"	
"PARKS, FORESTRY & RECREATION"	4544-36	2017-05-04	2017-05-05	VERMEER CANADA INC	828.52	CAD	828.52	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	7394	"Equipment Rental and Leasing Services, F"	CUTTING TEETH	
"PARKS, FORESTRY & RECREATION"	4544-37	2017-05-05	2017-05-05	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	P00859	ALNESS YD-YARD OPERNS	9399	Government Services - Not Elsewhere Clas	LICENSE RENEWAL	
"PARKS, FORESTRY & RECREATION"	4546-27	2017-05-04	2017-05-08	CDN TIRE STORE #00192	9.02	CAD	9.02	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	LICENSE PLATE BRACKET	
"PARKS, FORESTRY & RECREATION"	4546-28	2017-05-05	2017-05-08	NCH CANADA INC	230.46	CAD	230.46	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	FREE AEROSOL CANS	
"PARKS, FORESTRY & RECREATION"	4546-29	2017-05-05	2017-05-08	ALPINE LAWN   GARDEN E	108.08	CAD	108.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12135	ALNESS YARD-FORESTRY-PROTECTION&MTCE	5261	Lawn and Garden Supply Stores	"OIL SEALS, TANK VENT, FILTER"	
"PARKS, FORESTRY & RECREATION"	4552-24	2017-05-10	2017-05-11	PRINCESS AUTO #36	67.78	CAD	67.78	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	WHEEL BARREL WHEELS	
"PARKS, FORESTRY & RECREATION"	4552-25	2017-05-10	2017-05-11	PRINCESS AUTO #36	124.27	CAD	124.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5085	Industrial Supplies Not Elsewhere Classi	"GREASE GUN, TAILGATE SPRING"	
"PARKS, FORESTRY & RECREATION"	4552-26	2017-05-09	2017-05-11	CDN TIRE STORE #00192	209.04	CAD	209.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	BATTERY FOR STUMPER	
"PARKS, FORESTRY & RECREATION"	4552-27	2017-05-10	2017-05-11	ALPINE LAWN   GARDEN E	118.47	CAD	118.47	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5261	Lawn and Garden Supply Stores	"MODEL PLATE, HOSE CLEAR FOR VACUUM"	
"PARKS, FORESTRY & RECREATION"	4552-28	2017-05-10	2017-05-11	SCARBOROTOWN CHRYSLER	127.87	CAD	127.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	CABLE TAILGATE	
"PARKS, FORESTRY & RECREATION"	4559-29	2017-05-12	2017-05-15	PRINCESS AUTO	31.63	CAD	31.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	WHEEL BARREL WHEELS	
"PARKS, FORESTRY & RECREATION"	4559-30	2017-05-12	2017-05-15	PRINCESS AUTO	-67.78	CAD	-67.78	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	WHEEL BARREL WHEELS	
"PARKS, FORESTRY & RECREATION"	4562-30	2017-05-16	2017-05-17	ALPINE LAWN   GARDEN E	212.25	CAD	212.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5261	Lawn and Garden Supply Stores	CARBURETOR AND CHAIN	
"PARKS, FORESTRY & RECREATION"	4566-20	2017-05-18	2017-05-19	ALPINE LAWN   GARDEN E	117.41	CAD	117.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5261	Lawn and Garden Supply Stores	CLUTCH DRUM	
"PARKS, FORESTRY & RECREATION"	4566-21	2017-05-18	2017-05-19	STEELCASE TIRES N MAGS	457.24	CAD	457.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5532	Automotive Tire Stores	TIRES	
"PARKS, FORESTRY & RECREATION"	4569-34	2017-05-17	2017-05-23	ONEIDA EQUIPMENT LTD	50.38	CAD	50.38	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	"MODEL PLATE, CLUTCH DRUM"	
"PARKS, FORESTRY & RECREATION"	4580-30	2017-05-30	2017-05-31	ALPINE LAWN   GARDEN E	505.22	CAD	505.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5261	Lawn and Garden Supply Stores	"HANDLE, CABLE, PLUGS, GEAR, ROD"	
"PARKS, FORESTRY & RECREATION"	4580-31	2017-05-30	2017-05-31	YORK REGION EQUIPMENT	116.21	CAD	116.21	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	7394	"Equipment Rental and Leasing Services, F"	"GAS CAP, SPYDER"	
					"4,051.73"	CAD	"4,051.73"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4559-31	2017-05-12	2017-05-15	DOLLARAMA # 370	38.42	CAD	38.42	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	ED0005	VISITOR INFO SERV PROGRAM DELIVERY	5310	Discount Stores	GENERAL SUPPLIES - NOTEBOOKS AND PAPERWEIGHTS	
ECONOMIC DEVELOPMENT & CULTURE	4561-19	2017-05-15	2017-05-16	TIM HORTONS 2601 QTH	17.98	CAD	17.98	CAD	4820	BUSINESS MEETING EXPENSES	ED0005	VISITOR INFO SERV PROGRAM DELIVERY	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR STAFF TRAINING	
ECONOMIC DEVELOPMENT & CULTURE	4569-35	2017-05-18	2017-05-23	MEDIEVAL TIMES DINNER	56.50	CAD	56.50	CAD	4995	OTHER EXPENSES	ED0005	VISITOR INFO SERV PROGRAM DELIVERY	7832	Motion Picture Theaters	STAFF TRAINING - FOOD SERVER	
					112.90	CAD	112.90	CAD								
FACILITIES MANAGEMENT DIVISON	4543-40	2017-05-03	2017-05-04	COLVILLE FASTENERS	340.36	CAD	340.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5085	Industrial Supplies Not Elsewhere Classi	HAND CLEANER	
FACILITIES MANAGEMENT DIVISON	4544-38	2017-05-03	2017-05-05	CDN TIRE STORE #00654	145.65	CAD	145.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	KETTLE & CUTTERS	
FACILITIES MANAGEMENT DIVISON	4561-20	2017-05-15	2017-05-16	RONA # 55140	127.13	CAD	127.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5251	Hardware Stores	VACBRUSH	
FACILITIES MANAGEMENT DIVISON	4566-22	2017-05-18	2017-05-19	COLVILLE FASTENERS	305.89	CAD	305.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5085	Industrial Supplies Not Elsewhere Classi	RESPIRATORS & SUNSCREEN	
FACILITIES MANAGEMENT DIVISON	4576-36	2017-05-26	2017-05-29	WORK AUTHORITY	101.67	CAD	101.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5691	Men's and Women's Clothing Stores	RAIN JACKETS	
FACILITIES MANAGEMENT DIVISON	4576-37	2017-05-26	2017-05-29	WORK AUTHORITY	67.78	CAD	67.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5691	Men's and Women's Clothing Stores	RAIN JACKETS	
FACILITIES MANAGEMENT DIVISON	4576-38	2017-05-26	2017-05-29	THE HOME DEPOT #7080	51.96	CAD	51.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	4' AL STEP	
FACILITIES MANAGEMENT DIVISON	4578-13	2017-05-26	2017-05-30	CDN TIRE STORE #00654	52.12	CAD	52.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	BATTERIES & OIL	
					"1,192.56"	CAD	"1,192.56"	CAD								
FACILITIES MANAGEMENT DIVISON	4543-41	2017-05-02	2017-05-04	THE HOME DEPOT #7027	28.19	CAD	28.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61382468	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	ROOF PATCH	
FACILITIES MANAGEMENT DIVISON	4546-30	2017-05-05	2017-05-08	SAYAL ELECTRONICS (TOR	65.36	CAD	65.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61363020	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5732	Electronic Sales	SUPPLIES NIELSON HOUSE	
FACILITIES MANAGEMENT DIVISON	4566-23	2017-05-17	2017-05-19	SAYAL ELECTRONICS (TOR	24.75	CAD	24.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61383188	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5732	Electronic Sales	TOOLS CENTENNIAL CC	
FACILITIES MANAGEMENT DIVISON	4569-36	2017-05-19	2017-05-23	THE HOME DEPOT #7001	18.28	CAD	18.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61384506	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  4X60 PIPE30G	
					136.58	CAD	136.58	CAD								
LEGAL SERVICES	4544-39	2017-05-04	2017-05-05	TERANET EXPRESS	29.55	CAD	29.55	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
					29.55	CAD	29.55	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4550-18	2017-05-09	2017-05-10	ACRYLICS BY DESIGN INC	655.40	CAD	655.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5085	Industrial Supplies Not Elsewhere Classi	EXHIBIT PLINTHS	
ECONOMIC DEVELOPMENT & CULTURE	4552-29	2017-05-09	2017-05-11	STEEL   OAK DESIGNS	"1,457.70"	CAD	"1,457.70"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5712	"Equipment, Furniture, and Home Furnishin"	WOOD EXHIBIT PLINTHS	
ECONOMIC DEVELOPMENT & CULTURE	4566-24	2017-05-17	2017-05-19	THE PRINTING HOUSE #73	"1,424.25"	CAD	"1,424.25"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5999	Miscellaneous and Specialty Retail Store	EXHIBIT PANELS	
ECONOMIC DEVELOPMENT & CULTURE	4566-25	2017-05-18	2017-05-19	ACRYLICS BY DESIGN INC	124.30	CAD	124.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5085	Industrial Supplies Not Elsewhere Classi	EXHIBIT STANDS	
ECONOMIC DEVELOPMENT & CULTURE	4574-33	2017-05-25	2017-05-26	FEDEX 94360451	26.46	CAD	26.46	CAD	4815	COURIER SERVICES	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	4215	"Courier Services - Air & Ground, Freight"	SHIPPING FEES	
ECONOMIC DEVELOPMENT & CULTURE	4576-39	2017-05-25	2017-05-29	AKAU FRAMING	375.00	CAD	375.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5971	Art Dealers and Galleries	CUSTOM PICTURE FRAME	
ECONOMIC DEVELOPMENT & CULTURE	4580-32	2017-05-30	2017-05-31	INDIGO ONLINE	41.95	CAD	41.95	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5399	Miscellaneous General Merchandise	"REFERENCE BOOKS, HISTORIC TEXTILES"	
					"4,105.06"	CAD	"4,105.06"	CAD								
TORONTO WATER	4573-19	2017-05-24	2017-05-25	PMMI INTERNATIONAL LTD	531.10	CAD	531.10	CAD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5085	Industrial Supplies Not Elsewhere Classi	VOLTAGE DETECTOR RECERTIFICATION	
					531.10	CAD	531.10	CAD								
"PARKS, FORESTRY & RECREATION"	4561-21	2017-05-15	2017-05-16	LOBLAWS #1066	36.32	CAD	36.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02088	ADAPTED & INTEGRATED INITIATIVES	5411	"Grocery Stores, Supermarkets"	FOOD FOR MEETING	
					36.32	CAD	36.32	CAD								
EMPLOYMENT & SOCIAL SERVICES	4544-40	2017-05-04	2017-05-05	LOBLAW TORONTO EGLINTO	62.56	CAD	62.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01220	YONGE EGLINTON -ADMIN	5411	"Grocery Stores, Supermarkets"	SNACKS-CONSTRUCT CONNECT PATHWAY SESSION MAY5/17	
EMPLOYMENT & SOCIAL SERVICES	4565-16	2017-05-17	2017-05-18	METRO #758	3.99	CAD	3.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01220	YONGE EGLINTON -ADMIN	5411	"Grocery Stores, Supermarkets"	SNACKS-JOB INFO SESSION ACCOUNT/BOOKKEEPING MAY 18	
EMPLOYMENT & SOCIAL SERVICES	4565-17	2017-05-17	2017-05-18	METRO #758	49.18	CAD	49.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01220	YONGE EGLINTON -ADMIN	5411	"Grocery Stores, Supermarkets"	SNACKS-JOB INFO SESSION ACCOUNT/BOOKKEEPING MAY 18	
					115.73	CAD	115.73	CAD								
"PARKS, FORESTRY & RECREATION"	4537-20	2017-05-02	2017-05-02	LIFE SAVING SOCIETY	329.23	CAD	329.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07672	NORSEMAN POOL-PRGM SUPPORT	8641	"Associations - Civic, Social, and Frater"	GUIDE TO ONT PUBLIC POOLS REGULATIONS	
"PARKS, FORESTRY & RECREATION"	4561-22	2017-05-15	2017-05-16	MEDTECH WRISTBANDS	176.17	CAD	176.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07672	NORSEMAN POOL-PRGM SUPPORT	5099	Durable Goods Not Elsewhere Classified		
"PARKS, FORESTRY & RECREATION"	4571-18	2017-05-23	2017-05-24	LIFESAVING SOCIETY	122.50	CAD	122.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07672	NORSEMAN POOL-PRGM SUPPORT	8641	"Associations - Civic, Social, and Frater"	BASIC FIRST AID & CPR-A TEMP CERTIFICATION CARDS	
					627.90	CAD	627.90	CAD								
EMPLOYMENT & SOCIAL SERVICES	4535-37	2017-04-28	2017-05-01	OTEC	"2,586.01"	CAD	"2,586.01"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01276	CROSSWAYS EMPLOYMENT SERVICES	8299	Educational Services	50 SERVICE EXCELLENCE TRAINING PACKAGES	
EMPLOYMENT & SOCIAL SERVICES	4566-26	2017-05-18	2017-05-19	FRESHCO #9658	56.18	CAD	56.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01276	CROSSWAYS EMPLOYMENT SERVICES	5411	"Grocery Stores, Supermarkets"	"FOOD-TEAM 500 NETWORKING EVENT MAY 18,2017"	
EMPLOYMENT & SOCIAL SERVICES	4566-27	2017-05-18	2017-05-19	PIZZA NOVA 075	56.66	CAD	56.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01276	CROSSWAYS EMPLOYMENT SERVICES	5814	Quick Payment Service - Fast-Food Restau	"FOOD-TEAM 500 NETWORKING EVENT MAY 18,2017"	
EMPLOYMENT & SOCIAL SERVICES	4573-20	2017-05-24	2017-05-25	TIM HORTONS 3335 QPS	21.30	CAD	21.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01276	CROSSWAYS EMPLOYMENT SERVICES	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS HPP COMMUNITY CONNECTIONS EVENT MAY24	
					"2,720.15"	CAD	"2,720.15"	CAD								
LONG TERM CARE HOMES & SERVICES	4552-30	2017-05-10	2017-05-11	JOERNS HEALTHCARE	"1,617.28"	CAD	"1,617.28"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F144	SEVEN OAKS-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	"PENDANT, 6 FUNCTION, 13 PIN"	
					"1,617.28"	CAD	"1,617.28"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4539-25	2017-05-02	2017-05-03	FORTINO'S (QUEEN'S PLA	86.39	CAD	86.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01293	REXDALE HUB	5411	"Grocery Stores, Supermarkets"	SUPPLIES-RECRUITMENT EVENTS FOR MAY	
EMPLOYMENT & SOCIAL SERVICES	4578-14	2017-05-29	2017-05-30	NOFRILLS SHERIFFS 270	70.20	CAD	70.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01293	REXDALE HUB	5411	"Grocery Stores, Supermarkets"	SUPPLIES-VARIOUS EMPLOYMENT WORKSHOPS @CROSSWAYS	
					156.59	CAD	156.59	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4550-19	2017-05-09	2017-05-10	WATERFRONT NEIGHBOURHO	138.99	CAD	138.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FH5586	HPS 3 - COMMUNITY ENGAGEMENT	8641	"Associations - Civic, Social, and Frater"	HARM REDUCTION WORKSHOP - SPI	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4550-20	2017-05-09	2017-05-10	ONTARIO MUNICIPAL SOCI	395.50	CAD	395.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FH5586	HPS 3 - COMMUNITY ENGAGEMENT	8699	"Organizations, Membership - Not Elsewher"	TRAINING - SEMINAR	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4576-40	2017-05-26	2017-05-29	NEOCITY CAFE	90.97	CAD	90.97	CAD	4820	BUSINESS MEETING EXPENSES	FH5586	HPS 3 - COMMUNITY ENGAGEMENT	5811	Caterers	REFRESHMENTS FOR HARM REDUCTION	
					625.46	CAD	625.46	CAD								
"PARKS, FORESTRY & RECREATION"	4553-28	2017-05-10	2017-05-12	CDN TIRE STORE #00446	25.14	CAD	25.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07405	NORTH TORONTO-FITNESS	5200	Home Supply Warehouse	DUMBBELLS	
"PARKS, FORESTRY & RECREATION"	4553-29	2017-05-10	2017-05-12	WAL-MART #1101	6.18	CAD	6.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07405	NORTH TORONTO-FITNESS	5411	"Grocery Stores, Supermarkets"	CRATES FOR FITNESS EQUIPMENT	
					31.32	CAD	31.32	CAD								
"PARKS, FORESTRY & RECREATION"	4535-38	2017-04-28	2017-05-01	NOFRILLS CARLO'S 705	10.05	CAD	10.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12870	AFTERSCHOOL REC CARE - CHALKFARM	5411	"Grocery Stores, Supermarkets"	"BAGELS, MOZZARELLA"	
"PARKS, FORESTRY & RECREATION"	4543-42	2017-05-03	2017-05-04	DOLLAR TREE CANADA STO	43.41	CAD	43.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13567	AFTERSCHOOL REC CARE - TREADWAY WW CLASP	5331	Variety Stores	"EASEL SET, ROUND PLANTERS, CUPS"	
"PARKS, FORESTRY & RECREATION"	4544-41	2017-05-04	2017-05-05	FOOD BASICS #867	16.33	CAD	16.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12870	AFTERSCHOOL REC CARE - CHALKFARM	5411	"Grocery Stores, Supermarkets"	GROCERIES - BAKING WORKSHOP	
"PARKS, FORESTRY & RECREATION"	4544-42	2017-05-04	2017-05-05	FOOD BASICS #867	53.80	CAD	53.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13570	AFTERSCHOOL REC CARE - CHALKFARM CLASP	5411	"Grocery Stores, Supermarkets"	"POTATOES, ZUCCHINI, CHEESE"	
"PARKS, FORESTRY & RECREATION"	4544-43	2017-05-04	2017-05-05	FOOD BASICS #867	2.80	CAD	2.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13567	AFTERSCHOOL REC CARE - TREADWAY WW CLASP	5411	"Grocery Stores, Supermarkets"	GARDEN SOIL	
"PARKS, FORESTRY & RECREATION"	4565-18	2017-05-17	2017-05-18	DOLLAR TREE CANADA STO	2.83	CAD	2.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13567	AFTERSCHOOL REC CARE - TREADWAY WW CLASP	5331	Variety Stores	BOTTLES	
"PARKS, FORESTRY & RECREATION"	4565-19	2017-05-17	2017-05-18	SHOPPERS DRUG MART #09	7.33	CAD	7.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13577	AFTERSCHOOL REC CARE - LAW HEIGHTS CLASP	5912	"Drug Stores, Pharmacies"	ALKA SELTZER FOR SCIENCE EXPERIMENT	
"PARKS, FORESTRY & RECREATION"	4565-20	2017-05-17	2017-05-18	FOOD BASICS #867	42.32	CAD	42.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13570	AFTERSCHOOL REC CARE - CHALKFARM CLASP	5411	"Grocery Stores, Supermarkets"	"FAJITAS, PAPRIKA, ONIONS"	
"PARKS, FORESTRY & RECREATION"	4565-21	2017-05-17	2017-05-18	FOOD BASICS #867	98.93	CAD	98.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13577	AFTERSCHOOL REC CARE - LAW HEIGHTS CLASP	5411	"Grocery Stores, Supermarkets"	"VINEGAR, FOOD CLRING, SHRIMPS"	
"PARKS, FORESTRY & RECREATION"	4569-37	2017-05-18	2017-05-23	U GOT DANCE	141.25	CAD	141.25	CAD	4118	TICKETS AND ADMISSION FEES	P13568	AFTERSCHOOL REC CARE - ANTIBES CLASP	8351	Child Care Services	ZUMBA WORKSHOP	
"PARKS, FORESTRY & RECREATION"	4578-15	2017-05-29	2017-05-30	FOOD BASICS #867	17.82	CAD	17.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13570	AFTERSCHOOL REC CARE - CHALKFARM CLASP	5411	"Grocery Stores, Supermarkets"	"CHEESE, BREAD"	
