Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
					117.41 	CAD	117.41 	CAD								
"PARKS, FORESTRY & RECREATION"	4673-34	2017-07-31	2017-08-02	COLLINS AUTOMOTIVE PAR	107.31 	CAD	107.31 	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	"UNIVERSAL COOLANT , LIGHT BULBS"	
"PARKS, FORESTRY & RECREATION"	4701-47	2017-08-17	2017-08-21	BRAFASCO / SCARBOROUGH	98.30 	CAD	98.30 	CAD	2710	GENERAL HARDWARE	P00839	TECH SERV. 1-YARD OPER'NS	5085	Industrial Supplies Not Elsewhere Classi	"CARRIAGE BOLTS, NUTS, WASHERS"	
"PARKS, FORESTRY & RECREATION"	4707-27	2017-08-23	2017-08-25	NAPA SCARBOROUGH #136	76.70 	CAD	76.70 	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5533	"Automotive Parts, Accessories Stores"	FILTERS	
"PARKS, FORESTRY & RECREATION"	4708-27	2017-08-25	2017-08-28	TODD EQUIPMENT	401.28 	CAD	401.28 	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5599	"Miscellaneous Automotive, Aircraft, and"	FILTERS	
					683.59 	CAD	683.59 	CAD								
TRANSPORTATION SERVICES 	4671-22	2017-07-31	2017-08-01	BELL TV	91.92 	CAD	91.92 	CAD	4441	CONTRACTED SERVICES - CABLE TV	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	4812	Telecommunication Equipment Including Te	SATELLITE SERVICE	
TRANSPORTATION SERVICES 	4703-18	2017-08-21	2017-08-22	BELL TV	34.97 	CAD	34.97 	CAD	4441	CONTRACTED SERVICES - CABLE TV	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	4812	Telecommunication Equipment Including Te	SATELLITE TV SERVICE	
TRANSPORTATION SERVICES 	4703-19	2017-08-21	2017-08-22	BELL TV	120.69 	CAD	120.69 	CAD	4441	CONTRACTED SERVICES - CABLE TV	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	4812	Telecommunication Equipment Including Te	SATELLITE TV SERVICE	
TRANSPORTATION SERVICES 	4712-32	2017-08-29	2017-08-30	BELL TV	91.92 	CAD	91.92 	CAD	4441	CONTRACTED SERVICES - CABLE TV	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	4812	Telecommunication Equipment Including Te	SATELLITE TV SERVICE	
					339.50 	CAD	339.50 	CAD								
FACILITIES MANAGEMENT DIVISON	4678-27	2017-08-05	2017-08-07	WAL-MART #3635	45.18 	CAD	45.18 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393915	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5310	Discount Stores	BATTERIES FOR TOILETS	
					45.18 	CAD	45.18 	CAD								
PUBLIC HEALTH	4701-48	2017-08-17	2017-08-21	STAPLES.CA	645.77 	CAD	645.77 	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PH3740	HEATHLY SMILES PRG	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
					645.77 	CAD	645.77 	CAD								
"PARKS, FORESTRY & RECREATION"	4671-23	2017-07-29	2017-08-01	#375 SPORT CHEK	13.53 	CAD	13.53 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5941	Sporting Goods Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4675-19	2017-08-02	2017-08-03	TORONTO ZOOADMISSIONS	429.00 	CAD	429.00 	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4686-41	2017-08-10	2017-08-11	DOLLARAMA # 555	3.39 	CAD	3.39 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5310	Discount Stores	BAMBOO SKEWER FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4686-42	2017-08-10	2017-08-11	FOOD BASICS #653	42.28 	CAD	42.28 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	4691-41	2017-08-10	2017-08-14	WAL-MART # 3111	23.49 	CAD	23.49 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	4693-21	2017-08-14	2017-08-15	INT*IN *POPROCKS MOBIL	339.00 	CAD	339.00 	CAD	4102	ENTERTAINER AND BAND FEES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	7929	"Bands, Orchestras, and Miscellaneous Ent"	PERFORMER FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4695-24	2017-08-15	2017-08-16	BEST BUY CANADA #943	29.36 	CAD	29.36 	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5732	Electronic Sales	PROGRAM SUPPLIES FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	4695-25	2017-08-15	2017-08-16	MENCHIE'S ST. CLAIR WE	55.57 	CAD	55.57 	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5814	Quick Payment Service - Fast-Food Restau	CAMP TRIP SNACK	
"PARKS, FORESTRY & RECREATION"	4695-26	2017-08-15	2017-08-16	VARIETY VILLAGE	300.00 	CAD	300.00 	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMMER CAMPS	8699	"Organizations, Membership - Not Elsewher"	CAMP TRIP- ENTRANCE FEES	
"PARKS, FORESTRY & RECREATION"	4697-34	2017-08-16	2017-08-17	MENCHIE'S ST. CLAIR WE	59.34 	CAD	59.34 	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5814	Quick Payment Service - Fast-Food Restau	CAMP TRIP SNACK	
"PARKS, FORESTRY & RECREATION"	4697-35	2017-08-16	2017-08-17	CHAPTERS 929	20.86 	CAD	20.86 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5942	Book Stores	BOOKD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4698-34	2017-08-17	2017-08-18	MENCHIE'S ST. CLAIR WE	41.06 	CAD	41.06 	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5814	Quick Payment Service - Fast-Food Restau	CAMP TRIP SNACK	
"PARKS, FORESTRY & RECREATION"	4701-49	2017-08-17	2017-08-21	WAL-MART # 3111	74.65 	CAD	74.65 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	4701-50	2017-08-17	2017-08-21	WAL-MART # 3111	39.98 	CAD	39.98 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	4701-51	2017-08-18	2017-08-21	METRO #52	45.15 	CAD	45.15 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	4705-22	2017-08-21	2017-08-23	WAL-MART # 3000	26.70 	CAD	26.70 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5310	Discount Stores	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4707-28	2017-08-20	2017-08-25	THE HOME DEPOT #7027	20.24 	CAD	20.24 	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10441	HILLCREST-PRGM SUPPORT	5200	Home Supply Warehouse	REDISHADEWHT	
					"1,563.60 "	CAD	"1,563.60 "	CAD								
TRANSPORTATION SERVICES 	4698-35	2017-08-17	2017-08-18	BERNARDI BUILDING SUPP	130.27 	CAD	130.27 	CAD	2551	ROAD MATERIALS	TP0159	ROADSIDE REPAIR-D2	5211	"Building Materials, Lumber Stores"	TERR CLOTH	
TRANSPORTATION SERVICES 	4706-32	2017-08-22	2017-08-24	CDN TIRE STORE #00294	49.71 	CAD	49.71 	CAD	2551	ROAD MATERIALS	TP0157	ROADWAY SURFACE REPAIR-D2	5200	Home Supply Warehouse	DRIVEWAY SEALANT	
					179.98 	CAD	179.98 	CAD								
TORONTO WATER	4673-35	2017-08-02	2017-08-02	UW CATT	847.50 	CAD	847.50 	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7074	WTR TREAT & SUPPLY: TRANSMISSION - SUPPO	8220	"Colleges, Universities, Professional Sch"	COURSE REGISTRATION	
					847.50 	CAD	847.50 	CAD								
PUBLIC HEALTH	4671-24	2017-07-31	2017-08-01	FACEBK ZXEVBC2X52	272.85 	CAD	272.85 	CAD	4414	ADVERTISING & PROMOTION	PH3755	INJURY PREVENTION	7311	Advertising Services	ADVERTISING & PROMOTION	
					272.85 	CAD	272.85 	CAD								
FACILITIES MANAGEMENT DIVISON	4685-22	2017-08-09	2017-08-10	TORONTO PARKING AUTHOR	9.00 	CAD	9.00 	CAD	4770	PARKING EXPENSES (INTOWN)	61397834	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PAID PARKING	
FACILITIES MANAGEMENT DIVISON	4685-23	2017-08-09	2017-08-10	TORONTO PARKING AUTHOR	9.00 	CAD	9.00 	CAD	4770	PARKING EXPENSES (INTOWN)	61397834	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PAID PARKING	
FACILITIES MANAGEMENT DIVISON	4686-43	2017-08-10	2017-08-11	TORONTO PARKING AUTHOR	9.00 	CAD	9.00 	CAD	4770	PARKING EXPENSES (INTOWN)	61397834	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PAID PARKING	
FACILITIES MANAGEMENT DIVISON	4686-44	2017-08-10	2017-08-11	TORONTO PARKING AUTHOR	9.00 	CAD	9.00 	CAD	4770	PARKING EXPENSES (INTOWN)	61397834	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4691-42	2017-08-11	2017-08-14	THE HOME DEPOT #7013	15.75 	CAD	15.75 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394680	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SILICNE2 K/B	
FACILITIES MANAGEMENT DIVISON	4695-27	2017-08-15	2017-08-16	TORONTO PARKING AUTHOR	6.75 	CAD	6.75 	CAD	4770	PARKING EXPENSES (INTOWN)	61398225	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4698-36	2017-08-17	2017-08-18	TORONTO PARKING AUTHOR	9.87 	CAD	9.87 	CAD	4770	PARKING EXPENSES (INTOWN)	61398026	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4706-33	2017-08-23	2017-08-24	UPARK CORP. - 150 EGLI	20.00 	CAD	20.00 	CAD	4770	PARKING EXPENSES (INTOWN)	61397433	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4710-18	2017-08-28	2017-08-29	PAUL WOLF ELECTRIC   L	17.61 	CAD	17.61 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399323	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	FAN BOX	
					105.98 	CAD	105.98 	CAD								
FACILITIES MANAGEMENT DIVISON	4695-28	2017-08-14	2017-08-16	NOBLE 1041	656.84 	CAD	656.84 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394032	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	MATERIAL	
FACILITIES MANAGEMENT DIVISON	4695-29	2017-08-15	2017-08-16	POWERTRADE ELECTRIC LT	654.20 	CAD	654.20 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61398169	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1731	Electrical Contractors	MATERIAL	
FACILITIES MANAGEMENT DIVISON	4701-52	2017-08-19	2017-08-21	TIGERDIRECT.CA	396.45 	CAD	396.45 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399458	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5045	"Computers, Computer Peripheral Equipment"	INFOCUS LAMP	
FACILITIES MANAGEMENT DIVISON	4706-34	2017-08-23	2017-08-24	POWERTRADE ELECTRIC LT	186.29 	CAD	186.29 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61395394	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1731	Electrical Contractors	MATERIAL	
					"1,893.78 "	CAD	"1,893.78 "	CAD								
FACILITIES MANAGEMENT DIVISON	4691-43	2017-08-11	2017-08-14	THE HOME DEPOT #7013	46.96 	CAD	46.96 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61398062	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  DRCN1.5/1.25	
					46.96 	CAD	46.96 	CAD								
"PARKS, FORESTRY & RECREATION"	4676-29	2017-08-03	2017-08-04	LIFESAVING SOCIETY	24.58 	CAD	24.58 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02933	GUS RYDER POOL-PRGM SUPPORT	8641	"Associations - Civic, Social, and Frater"	MISC PARTS FOR NOODLE STORAGE	
"PARKS, FORESTRY & RECREATION"	4678-28	2017-08-03	2017-08-07	CDN TIRE STORE #00182	81.31 	CAD	81.31 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02933	GUS RYDER POOL-PRGM SUPPORT	5200	Home Supply Warehouse	HOOKS	
"PARKS, FORESTRY & RECREATION"	4680-5	2017-08-04	2017-08-08	CDN TIRE STORE #00152	107.28 	CAD	107.28 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02933	GUS RYDER POOL-PRGM SUPPORT	5200	Home Supply Warehouse	HOOKS	
"PARKS, FORESTRY & RECREATION"	4697-36	2017-08-16	2017-08-17	AQUAM	60.33 	CAD	60.33 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02933	GUS RYDER POOL-PRGM SUPPORT	5996	Swimming Pools - Sales and Supplies	END OF BOUY LINE HOOKS	
					273.50 	CAD	273.50 	CAD								
FACILITIES MANAGEMENT DIVISON	4673-36	2017-08-01	2017-08-02	TORONTO PARKING AUTHOR	12.00 	CAD	12.00 	CAD	4770	PARKING EXPENSES (INTOWN)	61395277	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING TICKET	
FACILITIES MANAGEMENT DIVISON	4675-20	2017-08-01	2017-08-03	THE HOME DEPOT #7080	40.61 	CAD	40.61 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61395645	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  6700ADH3LIT	
FACILITIES MANAGEMENT DIVISON	4685-24	2017-08-08	2017-08-10	THE HOME DEPOT #7080	36.88 	CAD	36.88 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61397440	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	BOLTS	
FACILITIES MANAGEMENT DIVISON	4685-25	2017-08-08	2017-08-10	THE HOME DEPOT #7080	14.43 	CAD	14.43 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61382968	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SCREWS	
FACILITIES MANAGEMENT DIVISON	4685-26	2017-08-08	2017-08-10	THE HOME DEPOT #7080	5.50 	CAD	5.50 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61368948	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	WOODFILLER	
FACILITIES MANAGEMENT DIVISON	4691-44	2017-08-11	2017-08-14	TORONTO PARKING AUTHOR	4.50 	CAD	4.50 	CAD	4770	PARKING EXPENSES (INTOWN)	61394662	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	GREENP	
FACILITIES MANAGEMENT DIVISON	4695-30	2017-08-14	2017-08-16	THE HOME DEPOT #7080	59.29 	CAD	59.29 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61378888	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	4X8X5/8 FIRE	
FACILITIES MANAGEMENT DIVISON	4695-31	2017-08-14	2017-08-16	THE HOME DEPOT #7080	46.80 	CAD	46.80 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61378888	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"**MORE**  8'X1 1/4"" EA"	
FACILITIES MANAGEMENT DIVISON	4705-23	2017-08-22	2017-08-23	TORONTO PARKING AUTHOR	3.00 	CAD	3.00 	CAD	4770	PARKING EXPENSES (INTOWN)	61398838	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4705-24	2017-08-21	2017-08-23	THE HOME DEPOT #7013	27.57 	CAD	27.57 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399036	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  18.8 S.S. FI	
FACILITIES MANAGEMENT DIVISON	4705-25	2017-08-21	2017-08-23	THE HOME DEPOT #7013	13.42 	CAD	13.42 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399052	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREW	
FACILITIES MANAGEMENT DIVISON	4706-35	2017-08-23	2017-08-24	DAYVAN	61.52 	CAD	61.52 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399650	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DOOR LOCK	
FACILITIES MANAGEMENT DIVISON	4710-19	2017-08-28	2017-08-29	UPARK CORP. - 150 EGLI	20.00 	CAD	20.00 	CAD	4770	PARKING EXPENSES (INTOWN)	61399491	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4712-33	2017-08-28	2017-08-30	THE HOME DEPOT #7073	15.24 	CAD	15.24 	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399491	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS	
					360.76 	CAD	360.76 	CAD								
CITY CLERK'S OFFICE	4693-22	2017-08-14	2017-08-15	AMAZON.CA PRIME MEMBER	(89.27)	CAD	(89.27)	CAD	4760	MEMBERSHIP FEES	GV0019	PROTOCOL	5968	Direct Marketing - Continuity/Subscripti	FULL REFUND FOR MEMBERSHIP FEE	
					(89.27)	CAD	(89.27)	CAD								
"PARKS, FORESTRY & RECREATION"	4675-21	2017-08-02	2017-08-03	THE ROYAL ONTARIO MUSE	96.00 	CAD	96.00 	CAD	4118	TICKETS AND ADMISSION FEES	P13268	SUMMER CAMPS - MAPLE LEAF PARK	7991	Tourist Attractions and Exhibits	CAMP TRIP ROYAL ONTARIO MUSEUM	
"PARKS, FORESTRY & RECREATION"	4676-30	2017-08-03	2017-08-04	THE BATA SHOE MUSEUM F	204.00 	CAD	204.00 	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	8398	"Organizations, Charitable and Social Ser"	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4678-29	2017-08-03	2017-08-07	YOUR DOLLAR STORE WITH	84.75 	CAD	84.75 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4685-27	2017-08-09	2017-08-10	ALLIANCE CINEMAS  #QPS	241.00 	CAD	241.00 	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4686-45	2017-08-10	2017-08-11	PARKWAY BOWL	760.00 	CAD	760.00 	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	7933	Bowling Alleys	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4686-46	2017-08-10	2017-08-11	FOOD BASICS #863	44.92 	CAD	44.92 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04896	SH ARMSTRONG-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4691-45	2017-08-11	2017-08-14	DOLLARAMA # 599	14.00 	CAD	14.00 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4691-46	2017-08-11	2017-08-14	LASER QUEST TORONTO EA	160.00 	CAD	160.00 	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4706-36	2017-08-23	2017-08-24	HOCKEY HALL OF FAME	153.00 	CAD	153.00 	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	7941	"Athletic Fields, Commercial Sports, Prof"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4706-37	2017-08-23	2017-08-24	DOLLARAMA # 230	42.84 	CAD	42.84 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4706-38	2017-08-23	2017-08-24	AGO  TICKETSMEMBERSHIP	167.20 	CAD	167.20 	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	5971	Art Dealers and Galleries	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4706-39	2017-08-23	2017-08-24	METRO #37	34.60 	CAD	34.60 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04896	SH ARMSTRONG-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4708-28	2017-08-24	2017-08-28	WAL-MART #3159	200.07 	CAD	200.07 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4708-29	2017-08-25	2017-08-28	BOUNCE 123	559.35 	CAD	559.35 	CAD	4590	RENTAL - OTHER	P04896	SH ARMSTRONG-SUMMER CAMPS	7394	"Equipment Rental and Leasing Services, F"	INFLATABLE SLIDE FOR CAMP FUN DAY - RENTAL	
					"2,761.73 "	CAD	"2,761.73 "	CAD								
"PARKS, FORESTRY & RECREATION"	4676-31	2017-08-03	2017-08-04	LEE VALLEY - SCARBOROU	575.62 	CAD	575.62 	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00271	E-SOUTH1-TURF&HORT	5072	Hardware Equipment and Supplies	PRUNERS	
"PARKS, FORESTRY & RECREATION"	4698-37	2017-08-17	2017-08-18	CUSTOM DOOR   LOCK SER	16.95 	CAD	16.95 	CAD	2730	LOCKS	P00271	E-SOUTH1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	KEYS	
					592.57 	CAD	592.57 	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4686-47	2017-08-10	2017-08-11	PAYPAL *CANADIANAOR	100.00 	CAD	100.00 	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	8398	"Organizations, Charitable and Social Ser"	SUBSCRIPTION RENEWAL	
ECONOMIC DEVELOPMENT & CULTURE	4693-23	2017-08-12	2017-08-15	NEWSPAPER ARCHIVE	129.63 	CAD	99.95 	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5968	Direct Marketing - Continuity/Subscripti	SUBSCRIPTION RENEWAL	
ECONOMIC DEVELOPMENT & CULTURE	4695-32	2017-08-15	2017-08-16	INDIGO ONLINE	50.00 	CAD	50.00 	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5399	Miscellaneous General Merchandise	HISTORY REFERENCE BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4706-40	2017-08-23	2017-08-24	AMAZON.CA	37.88 	CAD	37.88 	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	4816	Computer Network/Information Services	HISTORY REFERENCE BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4708-30	2017-08-25	2017-08-28	AMAZON *MARKETPLCE CA	16.86 	CAD	16.86 	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	4816	Computer Network/Information Services	HISTORY REFERENCE BOOK	
					334.37 	CAD	204.74 	CAD								
							99.95 	USD								
