Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4650-60	2017-07-14	2017-07-17	DOLLARAMA # 719	$55.09	CAD	$55.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4650-61	2017-07-14	2017-07-17	DOLLARAMA # 719	$12.43	CAD	$12.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4650-62	2017-07-14	2017-07-17	WAL-MART # 3111	$39.89	CAD	$39.89	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10441	HILLCREST-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4650-63	2017-07-14	2017-07-17	WAL-MART # 3111	$14.82	CAD	$14.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4650-64	2017-07-14	2017-07-17	WAL-MART # 3111	$10.86	CAD	$10.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4650-65	2017-07-15	2017-07-17	TORONTO AND REGION CON	$360.00	CAD	$360.00	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	CAMP ADMISSION	
"PARKS, FORESTRY & RECREATION"	4654-34	2017-07-19	2017-07-20	DOLLARAMA # 270	$33.90	CAD	$33.90	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4654-35	2017-07-20	2017-07-20	TORONTO AND REGION CON	$336.75	CAD	$336.75	CAD	4118	TICKETS AND ADMISSION FEES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	7999	Recreation Services (Not Elsewhere Class	CAMP ADMISSION	
"PARKS, FORESTRY & RECREATION"	4655-35	2017-07-20	2017-07-21	TORONTO ZOO  RETAIL	$27.05	CAD	$27.05	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4655-36	2017-07-20	2017-07-21	TORONTO ZOOADMISSIONS	$619.50	CAD	$619.50	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP ADMISSIONS	
"PARKS, FORESTRY & RECREATION"	4658-50	2017-07-19	2017-07-24	LOBLAWS #1212	$12.08	CAD	$12.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4658-51	2017-07-19	2017-07-24	LOBLAWS #1212	$3.19	CAD	$3.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4658-52	2017-07-21	2017-07-24	NOFRILLS JOSEPH'S 3919	$12.57	CAD	$12.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4658-53	2017-07-21	2017-07-24	NOFRILLS JOSEPH'S 3919	$1.68	CAD	$1.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4660-16	2017-07-23	2017-07-25	WAL-MART # 3111	$10.24	CAD	$10.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4664-36	2017-07-26	2017-07-27	NOFRILLS JOSEPH'S 3919	$42.85	CAD	$42.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4664-37	2017-07-26	2017-07-27	NOFRILLS JOSEPH'S 3919	$36.98	CAD	$36.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4665-27	2017-07-27	2017-07-28	NOFRILLS PATS 1330	$69.89	CAD	$69.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4665-28	2017-07-27	2017-07-28	ONTARIO SCIENCE CENTRE	$343.80	CAD	$343.80	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	ADMISSION FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4669-48	2017-07-28	2017-07-31	LOBLAWS #1212	$244.08	CAD	$244.08	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	ADMISSION FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4669-49	2017-07-28	2017-07-31	LOBLAWS #1212	$26.20	CAD	$26.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4669-50	2017-07-28	2017-07-31	LOBLAWS #1212	$32.14	CAD	$32.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12803	RS-MARKDALE-PRESCHOOL-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4669-51	2017-07-29	2017-07-31	BULK BARN STORE # 480	$2.87	CAD	$2.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMMER CAMPS	5441	"Candy, Nut, Confectionery Stores"	FOOD FOR CAMP	
					"$3,973.50"	CAD	"$3,973.50"	CAD								
TRANSPORTATION SERVICES 	4662-31	2017-07-25	2017-07-26	SPEELMAN'S GARDEN CENT	$13.56	CAD	$13.56	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	TP0159	ROADSIDE REPAIR-D2	5261	Lawn and Garden Supply Stores	GARDEN SOD	
					$13.56	CAD	$13.56	CAD								
TORONTO WATER	4629-74	2017-06-30	2017-07-04	#183 MARK'S	$41.56	CAD	$41.56	CAD	2082	HEALTH & SAFETY SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5651	Family Clothing Stores	SAFETY VESTS	
					$41.56	CAD	$41.56	CAD								
PUBLIC HEALTH	4629-75	2017-06-30	2017-07-04	FACEBK 44JU7CAW52	$333.31	CAD	$333.31	CAD	4414	ADVERTISING & PROMOTION	PH3755	INJURY PREVENTION	7311	Advertising Services	ADVERTISING & PROMOTION	
PUBLIC HEALTH	4629-76	2017-06-30	2017-07-04	FACEBK 54JU7CAW52	$1.67	CAD	$1.67	CAD	4414	ADVERTISING & PROMOTION	PH3755	INJURY PREVENTION	7311	Advertising Services	ADVERTISING & PROMOTION	
PUBLIC HEALTH	4650-66	2017-07-15	2017-07-17	CORPORATE EXPRESS	"$1,499.50"	CAD	"$1,499.50"	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PH3564	CDIP PROGRAM SUPPORT	5943	"Office, School Supply, and Stationery St"	STATIONERY AND OFFICE SUPPLIES	
PUBLIC HEALTH	4650-67	2017-07-15	2017-07-17	CORPORATE EXPRESS	$309.15	CAD	$309.15	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PH3564	CDIP PROGRAM SUPPORT	5943	"Office, School Supply, and Stationery St"	STATIONERY AND OFFICE SUPPLIES	
PUBLIC HEALTH	4669-52	2017-07-28	2017-07-31	SPORT NGIN REG	$100.00	CAD	$100.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3510	PHYSICAL ACTIVITY PROMOTION	4816	Computer Network/Information Services	CONFERENCES/SEMINARS - REGISTRATION	
					"$2,243.63"	CAD	"$2,243.63"	CAD								
FACILITIES MANAGEMENT DIVISON	4633-38	2017-07-04	2017-07-06	THE HOME DEPOT #7080	$22.42	CAD	$22.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61389137	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5200	Home Supply Warehouse	**MORE**  GE SILICONE	
FACILITIES MANAGEMENT DIVISON	4655-37	2017-07-20	2017-07-21	UPARK CORP. - 150 EGLI	$24.00	CAD	$24.00	CAD	4770	PARKING EXPENSES (INTOWN)	61388319	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	7523	Automobile Parking Lots and Garages	PARKING	
					$46.42	CAD	$46.42	CAD								
FACILITIES MANAGEMENT DIVISON	4653-23	2017-07-18	2017-07-19	NOBLE 1041	$479.64	CAD	$479.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394032	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5251	Hardware Stores	"PIPES, SCREWS, FAN"	
					$479.64	CAD	$479.64	CAD								
EMPLOYMENT & SOCIAL SERVICES	4643-39	2017-07-11	2017-07-12	STAPLES STORE #286	$127.07	CAD	$127.07	CAD	4995	OTHER EXPENSES	C01208	BEACHES  ADMIN	5943	"Office, School Supply, and Stationery St"	COIL BOOK AND MAGNET TAPE	
					$127.07	CAD	$127.07	CAD								
"PARKS, FORESTRY & RECREATION"	4645-32	2017-07-12	2017-07-13	AMAZON *MARKETPLCE CA	$11.32	CAD	$11.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02933	GUS RYDER POOL-PRGM SUPPORT	4816	Computer Network/Information Services	CANADIAN ANTHEM CD	
"PARKS, FORESTRY & RECREATION"	4664-38	2017-07-25	2017-07-27	CDN TIRE STORE #00070	$225.99	CAD	$225.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02933	GUS RYDER POOL-PRGM SUPPORT	5200	Home Supply Warehouse	DEHUMIDFYER	
					$237.31	CAD	$237.31	CAD								
FACILITIES MANAGEMENT DIVISON	4629-77	2017-06-30	2017-07-04	ONTARIO ACOUSTIC SUPPL	$477.31	CAD	$477.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61382441	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
FACILITIES MANAGEMENT DIVISON	4629-78	2017-06-30	2017-07-04	CTF SUPPLY (11)	$92.41	CAD	$92.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61387877	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5085	Industrial Supplies Not Elsewhere Classi	STAINLESS SCREWS	
FACILITIES MANAGEMENT DIVISON	4633-39	2017-07-04	2017-07-06	THE HOME DEPOT #7080	$86.29	CAD	$86.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61387877	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5200	Home Supply Warehouse	**MORE**  EVERBILT	
FACILITIES MANAGEMENT DIVISON	4633-40	2017-07-04	2017-07-06	THE HOME DEPOT #7080	$72.65	CAD	$72.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61387877	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5200	Home Supply Warehouse	**MORE**  SCREWS	
FACILITIES MANAGEMENT DIVISON	4633-41	2017-07-05	2017-07-06	LOWES #02633*	$34.26	CAD	$34.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61387877	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5200	Home Supply Warehouse	EXTRA-HEAVY T-HINGE 4 IN	
FACILITIES MANAGEMENT DIVISON	4634-39	2017-07-05	2017-07-07	RONA # 55140	$242.77	CAD	$242.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61387877	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5251	Hardware Stores	PLYWOOD	
FACILITIES MANAGEMENT DIVISON	4634-40	2017-07-05	2017-07-07	THE HOME DEPOT #7080	($30.02)	CAD	($30.02)	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61387877	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5200	Home Supply Warehouse	EVERBILT	
FACILITIES MANAGEMENT DIVISON	4643-40	2017-07-11	2017-07-12	BASTONE HOME HARDWARE	$5.64	CAD	$5.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393439	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5251	Hardware Stores	BATTERIES	
FACILITIES MANAGEMENT DIVISON	4645-33	2017-07-12	2017-07-13	TORONTO PARKING AUTHOR	$6.75	CAD	$6.75	CAD	4770	PARKING EXPENSES (INTOWN)	61382505	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4669-53	2017-07-28	2017-07-31	TORONTO PARKING AUTHOR	$6.75	CAD	$6.75	CAD	4770	PARKING EXPENSES (INTOWN)	61395409	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	7523	Automobile Parking Lots and Garages	GREENP	
					$994.81	CAD	$994.81	CAD								
CITY CLERK'S OFFICE	4629-79	2017-06-30	2017-07-04	AMAZON.COM	$42.79	CAD	$32.41	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0019	PROTOCOL	5942	Book Stores	2 REFERENCE BOOKS	
CITY CLERK'S OFFICE	4645-34	2017-07-12	2017-07-13	AMAZON.CA PRIME MEMBER	$89.27	CAD	$89.27	CAD	4760	MEMBERSHIP FEES	GV0019	PROTOCOL	5968	Direct Marketing - Continuity/Subscripti	MEMBERSHIP FEE	
CITY CLERK'S OFFICE	4650-68	2017-07-16	2017-07-17	AMAZON.CA	$159.14	CAD	$159.14	CAD	2010	STATIONERY AND OFFICE SUPPLIES	GV0019	PROTOCOL	4816	Computer Network/Information Services	OFFICE SUPPLIES	
CITY CLERK'S OFFICE	4654-36	2017-07-19	2017-07-20	AMAZON.CA	$114.53	CAD	$114.53	CAD	2010	STATIONERY AND OFFICE SUPPLIES	GV0019	PROTOCOL	4816	Computer Network/Information Services	OFFICE SUPPLY	
					$405.73	CAD	$362.94	CAD								
							$32.41	USD								
EMPLOYMENT & SOCIAL SERVICES	4643-41	2017-07-11	2017-07-12	BEST BUY #977	$104.21	CAD	$104.21	CAD	3410	COMPUTERS - HARDWARE	C01114	SYSTEMS UNIT	5732	Electronic Sales	BLUETOOTH MOUSE * 3	
EMPLOYMENT & SOCIAL SERVICES	4650-69	2017-07-14	2017-07-17	TIGERDIRECT.CA	$736.36	CAD	$736.36	CAD	3410	COMPUTERS - HARDWARE	C01114	SYSTEMS UNIT	5045	"Computers, Computer Peripheral Equipment"	T7200 PLOTTER INK * 3	
					$840.57	CAD	$840.57	CAD								
"PARKS, FORESTRY & RECREATION"	4629-80	2017-06-28	2017-07-04	JACK WATSON SPORTS INC	"$2,031.03"	CAD	"$2,031.03"	CAD	2601	DUR REC & EDUC SUPP	P10457	SH ARMSTRONG-PRGM SUPPORT	5941	Sporting Goods Stores	EQUIPMENT FOR COMMUNITY CENTRE	
"PARKS, FORESTRY & RECREATION"	4629-81	2017-06-30	2017-07-04	HOBBY WORLD	$635.42	CAD	$635.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4629-82	2017-06-30	2017-07-04	DESERRES	$71.14	CAD	$71.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	ACRYLIC PAINTS FOR ART CAMP	
"PARKS, FORESTRY & RECREATION"	4633-42	2017-07-05	2017-07-06	PARKWAY BOWL	$190.00	CAD	$190.00	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	7933	Bowling Alleys	PARKWAY BOWL	
"PARKS, FORESTRY & RECREATION"	4634-41	2017-07-05	2017-07-07	TORONTO WATERFRONT GOL	$63.00	CAD	$63.00	CAD	4118	TICKETS AND ADMISSION FEES	P13268	SUMMER CAMPS - MAPLE LEAF PARK	5814	Quick Payment Service - Fast-Food Restau	CAMP TRIP TORONTO WATERFRONT GOL	
"PARKS, FORESTRY & RECREATION"	4636-64	2017-07-07	2017-07-10	THE GEORGE R GARDINER	$140.00	CAD	$140.00	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4641-28	2017-07-10	2017-07-11	ABOVEGROUND ENTERPRISE	$15.12	CAD	$15.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04896	SH ARMSTRONG-SUMMER CAMPS	7333	"Commercial Art, Graphics, Photography"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4655-38	2017-07-20	2017-07-21	ONTARIO SCIENCE CENTRE	$436.80	CAD	$436.80	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4662-32	2017-07-25	2017-07-26	THE ROYAL ONTARIO MUSE	$290.00	CAD	$290.00	CAD	4118	TICKETS AND ADMISSION FEES	P04896	SH ARMSTRONG-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4664-39	2017-07-26	2017-07-27	ALLIANCE CINEMAS  #QPS	$91.98	CAD	$91.98	CAD	4118	TICKETS AND ADMISSION FEES	P13268	SUMMER CAMPS - MAPLE LEAF PARK	7832	Motion Picture Theaters	CAMP TRIP ALLIANCE CINEMAS	
					"$3,964.49"	CAD	"$3,964.49"	CAD								
"PARKS, FORESTRY & RECREATION"	4634-42	2017-07-06	2017-07-07	LOWES #03321*	$49.70	CAD	$49.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	#6 BAG OF CLAMPS - 25PK	
"PARKS, FORESTRY & RECREATION"	4645-35	2017-07-11	2017-07-13	THE HOME DEPOT #7012	$45.15	CAD	$45.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	CLEANER SET	
"PARKS, FORESTRY & RECREATION"	4650-70	2017-07-14	2017-07-17	VALLEYVIEW GARDENS HK	$265.70	CAD	$265.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANT MATERIAL FOR INDOORS EYCC	
					$360.55	CAD	$360.55	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4633-43	2017-07-05	2017-07-06	AIRSIDE SECURITY ACCES	$221.48	CAD	$221.48	CAD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	6211	Securities - Brokers/Dealers	SECURITY ACCESS TO ARTIFACT	
ECONOMIC DEVELOPMENT & CULTURE	4645-36	2017-07-12	2017-07-13	WAV*CREATIVE SILHOUET	"$1,878.60"	CAD	"$1,878.60"	CAD	2792	"BANNERS, FLAGS & SIGNS"	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	7311	Advertising Services	**MORE**  WALL GRAPHIC	
ECONOMIC DEVELOPMENT & CULTURE	4650-71	2017-07-16	2017-07-17	LAKEFIELD STATION BOOK	$162.75	CAD	$162.75	CAD	3330	ARTIFACTS & ART OBJECTS	AH0061	HS-MH-COMMUNICATION/MKT-GIBSON HOU	5942	Book Stores	USED HISTORY REFERENCE BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4654-37	2017-07-18	2017-07-20	SOBEYS 718        QPS	$6.49	CAD	$6.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5411	"Grocery Stores, Supermarkets"	BACON	
ECONOMIC DEVELOPMENT & CULTURE	4662-33	2017-07-25	2017-07-26	WAV*CREATIVE SILHOUET	"$1,878.65"	CAD	"$1,878.65"	CAD	2792	"BANNERS, FLAGS & SIGNS"	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	7311	Advertising Services	**MORE**  WALL GRAPHIC	
					"$4,147.97"	CAD	"$4,147.97"	CAD								
TORONTO WATER	4634-43	2017-07-06	2017-07-07	STAPLES STORE #15	$166.11	CAD	$166.11	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5943	"Office, School Supply, and Stationery St"	PHONE CHARGERS	
TORONTO WATER	4634-44	2017-07-06	2017-07-07	STAPLES STORE #86	$255.99	CAD	$255.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5943	"Office, School Supply, and Stationery St"	IPAD CASES AND CHARGERS	
TORONTO WATER	4634-45	2017-07-07	2017-07-07	XYLEM CANADA	$118.65	CAD	$118.65	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5046	Commercial Equipment Not Elsewhere Class	PUMP FITTINGS	
TORONTO WATER	4662-34	2017-07-24	2017-07-26	THE HOME DEPOT #7011	$287.11	CAD	$287.11	CAD	2715	PAINT SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  CITRUS CLNR	
TORONTO WATER	4664-40	2017-07-25	2017-07-27	THE HOME DEPOT #7114	$315.27	CAD	$315.27	CAD	3025	M & E - JANITORIAL	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	60L/16 VACUUM CLEANER	
TORONTO WATER	4669-54	2017-07-27	2017-07-31	THE HOME DEPOT #7114	$208.67	CAD	$208.67	CAD	2715	PAINT SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  PAINT THINNR	
					"$1,351.80"	CAD	"$1,351.80"	CAD								
TORONTO WATER	4629-83	2017-06-29	2017-07-04	NEXT SUPPLY	$309.24	CAD	$309.24	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	PLUMBING	
TORONTO WATER	4629-84	2017-06-30	2017-07-04	ONTARIO BEARINGS   IND	$485.62	CAD	$485.62	CAD	2401	LUBRICANTS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	GREASE	
TORONTO WATER	4633-44	2017-07-05	2017-07-06	BUNNING SPLICING   RIG	$491.32	CAD	$491.32	CAD	2082	HEALTH & SAFETY SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	CHAIN SLINGS	
TORONTO WATER	4634-46	2017-07-06	2017-07-07	MISSISSAUGA STEEL MART	$473.88	CAD	$473.88	CAD	2532	STEEL	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5499	Miscellaneous Food Stores - Convenience	STEEL	
TORONTO WATER	4636-65	2017-07-06	2017-07-10	THE HOME DEPOT #7013	$67.73	CAD	$67.73	CAD	2499	OTHER CHEMICALS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  VARSOL	
TORONTO WATER	4636-66	2017-07-06	2017-07-10	THE HOME DEPOT #7013	$9.57	CAD	$9.57	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	DUQUALAA6	
TORONTO WATER	4636-67	2017-07-06	2017-07-10	CDN TIRE STORE #00182	$288.10	CAD	$288.10	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	"ADAPTOR, SAWHORSE, TARP"	
TORONTO WATER	4645-37	2017-07-11	2017-07-13	CDN TIRE STORE #00242	$128.80	CAD	$128.80	CAD	3065	M & E - PLANT & GARAGE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	SHOP VAC	
TORONTO WATER	4655-39	2017-07-19	2017-07-21	THE HOME DEPOT #7134	$27.92	CAD	$27.92	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  DUST MASKS	
TORONTO WATER	4655-40	2017-07-19	2017-07-21	NEXT SUPPLY	$198.63	CAD	$198.63	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	PLUMBING	
TORONTO WATER	4658-54	2017-07-20	2017-07-24	BRAFASCO	$100.14	CAD	$100.14	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS	
TORONTO WATER	4662-35	2017-07-24	2017-07-26	THE HOME DEPOT #7013	$46.33	CAD	$46.33	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  68 KEY	
TORONTO WATER	4664-41	2017-07-25	2017-07-27	NEXT SUPPLY	$74.00	CAD	$74.00	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	PLUMBING	
