Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5132-3	2018-11-29	2018-11-29	FOOD BASICS #863	49.77	CAD	49.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11098	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PIZZA SAUCE, BANANAS, BROWN SUGAR"
					344.17	CAD	344.17	CAD							
"PARKS, FORESTRY & RECREATION"	5112-6	2018-10-31	2018-11-01	SHOPPERS DRUG MART #08	16.24	CAD	16.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5912	"Drug Stores, Pharmacies"	HARVEST AND COSTUMES FESTIVAL - TREATS
"PARKS, FORESTRY & RECREATION"	5117-6	2018-11-07	2018-11-07	DURANTE S NO FRILLS 31	54.58	CAD	54.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	MEAL/SNACK PREPARATION SUPPLIES
"PARKS, FORESTRY & RECREATION"	5119-4	2018-11-12	2018-11-12	PRICE CHOPPER 7984QPS	23.72	CAD	23.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	MEAL PREPARATION SUPPLIES
"PARKS, FORESTRY & RECREATION"	5121-1	2018-11-13	2018-11-14	THE HOME DEPOT #7002	62.04	CAD	62.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06695	DOMENICO DILUCA CC - OPERATIONS	5200	Home Supply Warehouse	**MORE**  4  CASTER
"PARKS, FORESTRY & RECREATION"	5122-6	2018-11-15	2018-11-15	AMAZON.CA*M851C6U51	108.75	CAD	108.75	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10329	DOMENICO DILUCA CC - PROGRAM SUPPORT	4816	Computer Network/Information Services	MAGNETIC DRY ERTASE CALENDAR FOR OFFICE PLANNING
"PARKS, FORESTRY & RECREATION"	5122-7	2018-11-16	2018-11-16	PRICE CHOPPER 7984QPS	8.98	CAD	8.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	"BAKING SODA, LYSOL WIPES"
"PARKS, FORESTRY & RECREATION"	5122-8	2018-11-16	2018-11-16	PRICE CHOPPER 7984QPS	61.18	CAD	61.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	MEAL PREPARATION SUPPLIES
"PARKS, FORESTRY & RECREATION"	5127-6	2018-11-22	2018-11-22	PRICE CHOPPER 7984QPS	40.54	CAD	40.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	MEAL PREP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5129-2	2018-11-26	2018-11-26	PRICE CHOPPER 7984QPS	27.13	CAD	27.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5130-2	2018-11-27	2018-11-27	AMZN MKTP CA*M03H47T80	119.20	CAD	119.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	4816	Computer Network/Information Services	TUTUS FOR BALLET RECITAL
"PARKS, FORESTRY & RECREATION"	5131-4	2018-11-27	2018-11-28	WAL-MART #1139	23.96	CAD	23.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	MEAL PREP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5131-5	2018-11-28	2018-11-28	PARTY CITY #2801	36.07	CAD	36.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5999	Miscellaneous and Specialty Retail Store	MASKS FOR BALLET PROPS IN RECITAL
"PARKS, FORESTRY & RECREATION"	5131-6	2018-11-28	2018-11-28	ARDENE #460	21.14	CAD	21.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5631	Women's Accessory and Specialty Stores	BANDANAS FOR BALLET PROPGS IN RECITAL
"PARKS, FORESTRY & RECREATION"	5132-4	2018-11-30	2018-11-30	RCSS WESTON 2800	14.46	CAD	14.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	AFTER SCHOOL CLUB SNACKS
"PARKS, FORESTRY & RECREATION"	5132-5	2018-11-29	2018-11-29	STAPLES STORE #15	47.39	CAD	47.39	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10329	DOMENICO DILUCA CC - PROGRAM SUPPORT	5943	"Office, School Supply, and Stationery St"	MAGNETIC PHOTO HOLDERS
					665.38	CAD	665.38	CAD							
SOLID WASTE MANAGEMENT	5122-9	2018-11-15	2018-11-15	MAILCHIMP   *MONTHLY	100.24	CAD	100.24	CAD	4813	INTERNET	SW0703	WASTE MANAGEMENT PLANNING	7399	Business Services - Not Elsewhere Classi	LTWMS LISTSERV (ELECTRONIC MAILING LIST)
					100.24	CAD	100.24	CAD							
FACILITIES MANAGEMENT	5112-7	2018-11-01	2018-11-01	ADVANCED ENTRY SYSTEMS	606.81	CAD	606.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61473769	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7393	"Detective Agencies, Protective Agencies,"	ELECTRONIC GATE SERVICE
FACILITIES MANAGEMENT	5112-8	2018-10-31	2018-11-01	CDN TIRE STORE #00600	32.37	CAD	32.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61475221	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	DOOR GASKET
FACILITIES MANAGEMENT	5114-3	2018-10-31	2018-11-02	PACIFIC FASTENERS (198	163.66	CAD	163.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61474443	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	STAINLESS HARDWARE
FACILITIES MANAGEMENT	5117-7	2018-11-07	2018-11-07	HEAVY DUTY TARPS	447.51	CAD	447.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61438285	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5999	Miscellaneous and Specialty Retail Store	SUN TARPS
FACILITIES MANAGEMENT	5119-5	2018-11-12	2018-11-12	TORONTO PARKING AUTHOR	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5121-2	2018-11-14	2018-11-14	EASTERN PARTITIONS LTD	280.24	CAD	280.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61472312	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	TOILET PAPER HOLDERS
FACILITIES MANAGEMENT	5122-10	2018-11-15	2018-11-15	BOTHWELL-ACCURATE CO.	611.74	CAD	611.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61478288	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	ROOF REPAIR
FACILITIES MANAGEMENT	5122-11	2018-11-15	2018-11-15	BOTHWELL-ACCURATE CO.	545.60	CAD	545.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61480475	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	ROOF LEAK
FACILITIES MANAGEMENT	5125-3	2018-11-20	2018-11-20	DANFORTH ROOFING SUPPL	293.98	CAD	293.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458553	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	TROUGH
FACILITIES MANAGEMENT	5125-4	2018-11-20	2018-11-20	DANFORTH ROOFING SUPPL	166.36	CAD	166.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458553	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CAULKING AND TROUGH ELBOWS
FACILITIES MANAGEMENT	5125-5	2018-11-20	2018-11-20	DANFORTH ROOFING SUPPL	92.65	CAD	92.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61461104	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	NAILING CLIPS &STRIPPER
FACILITIES MANAGEMENT	5126-3	2018-11-21	2018-11-21	DANFORTH ROOFING SUPPL	78.59	CAD	78.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61461104	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CLEAR CAULKING
FACILITIES MANAGEMENT	5128-2	2018-11-24	2018-11-24	SPAR MARATHON ROOFING	55.83	CAD	55.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5039	Construction Materials Not Elsewhere Cla	ROOF SAFETY EQUIP.
FACILITIES MANAGEMENT	5130-3	2018-11-26	2018-11-27	CTF SUPPLY (11)	574.41	CAD	574.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5085	Industrial Supplies Not Elsewhere Classi	SAFETY LANYARDS
FACILITIES MANAGEMENT	5131-7	2018-11-28	2018-11-28	BUSY BEE	336.01	CAD	336.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5251	Hardware Stores	SHOP TOOLS
FACILITIES MANAGEMENT	5132-6	2018-11-29	2018-11-29	BUSY BEE	-183.46	CAD	-183.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5251	Hardware Stores	RETURN
FACILITIES MANAGEMENT	5133-1	2018-11-30	2018-11-30	BOTHWELL-ACCURATE CO.	525.42	CAD	525.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61478321	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	ROOF REPAIR
FACILITIES MANAGEMENT	5133-2	2018-11-30	2018-11-30	BOTHWELL-ACCURATE CO.	678.79	CAD	678.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61479580	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	ROOF REPAIR
					"5,318.51"	CAD	"5,318.51"	CAD							
"PARKS, FORESTRY & RECREATION"	5116-2	2018-11-06	2018-11-06	BRITESPAN	678.00	CAD	678.00	CAD	4424	CONTRACTED SERVICES - GENERAL	P00263	E-CENTRAL1-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	REPAIRS TO FABRIC COVER ON STORAGE BINS
"PARKS, FORESTRY & RECREATION"	5120-1	2018-11-12	2018-11-13	THE HOME DEPOT #7001	135.51	CAD	135.51	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	SHOVEL
"PARKS, FORESTRY & RECREATION"	5120-2	2018-11-13	2018-11-13	ACME DOORWAY	26.28	CAD	26.28	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	1799	"Contractors, Special Trade - Not Elsewhe"	SMALL SNOW SHOVELS
"PARKS, FORESTRY & RECREATION"	5121-3	2018-11-13	2018-11-14	THE HOME DEPOT #7107	135.19	CAD	135.19	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SHOVEL
"PARKS, FORESTRY & RECREATION"	5121-4	2018-11-14	2018-11-14	PRINCESS AUTO #36	123.17	CAD	123.17	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"BLOCK HEATER CORDS, SPRAY LUBRICANTS"
"PARKS, FORESTRY & RECREATION"	5130-4	2018-11-26	2018-11-27	CDN TIRE STORE #00175	39.54	CAD	39.54	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	"PROPANE TORCH, HAND TOOLS"
					"1,137.69"	CAD	"1,137.69"	CAD							
FACILITIES MANAGEMENT	5117-8	2018-11-06	2018-11-07	COMFORT VACUUM SERVICE	101.70	CAD	101.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5999	Miscellaneous and Specialty Retail Store	SERVICE CALL FOR VACUUM
					101.70	CAD	101.70	CAD							
CHILDRENS SERVICES	5112-9	2018-11-01	2018-11-01	INFORMA CANADA INC. (Y	452.00	CAD	452.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	E0143A	TRAINING	7399	Business Services - Not Elsewhere Classi	Conference
CHILDRENS SERVICES	5118-9	2018-11-08	2018-11-08	NATIVE CANADIAN CENTRE	300.00	CAD	300.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	E0143A	TRAINING	5947	"Card, Gift, Novelty, and Souvenir Shops"	TRAINING ROOM - FOR DEEP DIVERSITY
CHILDRENS SERVICES	5119-6	2018-11-12	2018-11-12	ONTARIO MUNICIPAL SOCI	853.15	CAD	853.15	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	E0143A	TRAINING	8699	"Organizations, Membership - Not Elsewher"	CONFERENCE
CHILDRENS SERVICES	5121-5	2018-11-14	2018-11-14	ANIMALEADERSHIP.COM	"1,243.00"	CAD	"1,243.00"	CAD	150043	PREPAID EXPENSES			7392	"Consulting, Management, and Public Relat"	WORKSHOP
CHILDRENS SERVICES	5121-6	2018-11-14	2018-11-14	ONTARIO MUNICIPAL SOCI	-310.75	CAD	-310.75	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	E0143A	TRAINING	8699	"Organizations, Membership - Not Elsewher"	REFUND CONFERENCE
CHILDRENS SERVICES	5122-12	2018-11-14	2018-11-15	GLOBAL KNOWLEDGE NETWO	"1,000.05"	CAD	"1,000.05"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	E0143A	TRAINING	8249	"Schools, Trade and Vocational"	Training Course
CHILDRENS SERVICES	5122-13	2018-11-14	2018-11-15	GLOBAL KNOWLEDGE NETWO	"3,011.45"	CAD	"3,011.45"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	E0143A	TRAINING	8249	"Schools, Trade and Vocational"	Training Course
CHILDRENS SERVICES	5125-6	2018-11-20	2018-11-20	GBC ECE PROGRAM	350.00	CAD	350.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	E0143A	TRAINING	8220	"Colleges, Universities, Professional Sch"	CONFERENCE
CHILDRENS SERVICES	5127-7	2018-11-22	2018-11-22	INSTITUTE OF PUBLIC	25.00	CAD	25.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	E0143A	TRAINING	8398	"Organizations, Charitable and Social Ser"	TRAINING COURSE
CHILDRENS SERVICES	5127-8	2018-11-21	2018-11-22	ROTMAN SPECIAL EVENTS	45.20	CAD	45.20	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	E0143A	TRAINING	8220	"Colleges, Universities, Professional Sch"	TRAINING COURSE
CHILDRENS SERVICES	5129-3	2018-11-26	2018-11-26	ONTARIO MUNICIPAL SOCI	791.00	CAD	791.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	E0143A	TRAINING	8699	"Organizations, Membership - Not Elsewher"	CONFERENCE
					"7,760.10"	CAD	"7,760.10"	CAD							
MUNICIPAL LICENSING & STANDARDS	5127-30	2018-11-22	2018-11-22	ENTRIPY CUSTOM CLOTHIN	824.09	CAD	824.09	CAD	2665	PROTECTIVE CLOTHING	*****		5691	Men's and Women's Clothing Stores	SAMPLE ORDER OF COATS FOR SHELTER STAFF
MUNICIPAL LICENSING & STANDARDS	5132-23	2018-11-28	2018-11-29	CDN TIRE STORE #00070	39.97	CAD	39.97	CAD	2620	ANIMAL CARE SUPPLIES	PH5036	TAS WEST REGION	5200	Home Supply Warehouse	DOG SAFE SALT FOR OUTDOOR DOG RUNS
MUNICIPAL LICENSING & STANDARDS	5132-24	2018-11-28	2018-11-29	CDN TIRE STORE #00070	-5.65	CAD	-5.65	CAD	2710	GENERAL HARDWARE	PH5036	TAS WEST REGION	5200	Home Supply Warehouse	EXCHANGED HOSE
					858.41	CAD	858.41	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5119-23	2018-11-09	2018-11-12	CDN TIRE STORE #00459	33.88	CAD	33.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	MH OS CHAPLIN CRESCENT FACILITY OPERATIO	5200	Home Supply Warehouse	"GREASE, GREASE GUN"
ECONOMIC DEVELOPMENT & CULTURE	5127-31	2018-11-21	2018-11-22	THE HOME DEPOT #7134	90.92	CAD	90.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0023	MH OS TODMORDEN MILLS FACILITY OPERATION	5200	Home Supply Warehouse	ASPH. REPAIR
ECONOMIC DEVELOPMENT & CULTURE	5132-26	2018-11-29	2018-11-29	THE HOME DEPOT #7073	20.65	CAD	20.65	CAD	2710	GENERAL HARDWARE	AH0023	MH OS TODMORDEN MILLS FACILITY OPERATION	5200	Home Supply Warehouse	**MORE**  EVERBILT
ECONOMIC DEVELOPMENT & CULTURE	5132-27	2018-11-29	2018-11-29	THE HOME DEPOT #7073	124.23	CAD	124.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0023	MH OS TODMORDEN MILLS FACILITY OPERATION	5200	Home Supply Warehouse	12X16FT TARP
ECONOMIC DEVELOPMENT & CULTURE	5133-14	2018-11-30	2018-11-30	THE HOME DEPOT #7073	5.60	CAD	5.60	CAD	2710	GENERAL HARDWARE	AH0153	MH OS MACKENZIE HOUSE FACILITY OPERATION	5200	Home Supply Warehouse	5PK YARD BAG
					275.28	CAD	275.28	CAD							
"PARKS, FORESTRY & RECREATION"	5112-23	2018-11-01	2018-11-01	AMZN MKTP CA*M834I5GW2	255.64	CAD	255.64	CAD	3080	M & E - HAND TOOLS	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	4816	Computer Network/Information Services	HOT KNIFE FOAM CUTTER
"PARKS, FORESTRY & RECREATION"	5114-17	2018-11-04	2018-11-04	AMZN MKTP CA*M89OI0MD1	41.77	CAD	41.77	CAD	3080	M & E - HAND TOOLS	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	4816	Computer Network/Information Services	STYROFOAM CUTTING PEN
"PARKS, FORESTRY & RECREATION"	5117-20	2018-11-07	2018-11-07	ROYAL HM HWRE #1274-8	6.76	CAD	6.76	CAD	2710	GENERAL HARDWARE	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5251	Hardware Stores	JUTE STRING
"PARKS, FORESTRY & RECREATION"	5117-21	2018-11-07	2018-11-07	DOLLARAMA # 874	3.73	CAD	3.73	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5310	Discount Stores	CHRISTMAS DECORATIONS
"PARKS, FORESTRY & RECREATION"	5118-26	2018-11-09	2018-11-09	HOFLAND	124.59	CAD	124.59	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5992	Florists	GREENING PINS FOR TOPIARY
"PARKS, FORESTRY & RECREATION"	5118-27	2018-11-08	2018-11-08	SP * YUMMICANDLES CA	452.00	CAD	452.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5691	Men's and Women's Clothing Stores	OIL CARTRIDGES FOR AG & CPC
"PARKS, FORESTRY & RECREATION"	5118-28	2018-11-07	2018-11-08	HOFLAND	"1,000.00"	CAD	"1,000.00"	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5992	Florists	AZALEAS FOR WINTER SHOW
"PARKS, FORESTRY & RECREATION"	5118-29	2018-11-07	2018-11-08	WAL-MART # 3031	22.49	CAD	22.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5310	Discount Stores	GREENING PINS FOR TOPIARY
"PARKS, FORESTRY & RECREATION"	5119-24	2018-11-12	2018-11-12	SP * YUMMICANDLES CA	-271.20	CAD	-271.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00114	CENTENNIAL-PLANT PRODUCTION	5691	Men's and Women's Clothing Stores	REFUND
"PARKS, FORESTRY & RECREATION"	5125-14	2018-11-19	2018-11-20	BELONG CAFE	519.80	CAD	519.80	CAD	4820	BUSINESS MEETING EXPENSES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5812	"Eating Places, Restaurants"	COFFEE AND MUFFINS FOR PUBLIC MEETING
"PARKS, FORESTRY & RECREATION"	5127-32	2018-11-22	2018-11-22	CRUCIAL PINS	40.68	CAD	40.68	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	7311	Advertising Services	3 INCH PINS
"PARKS, FORESTRY & RECREATION"	5131-23	2018-11-28	2018-11-28	HOFLAND	308.53	CAD	308.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00114	CENTENNIAL-PLANT PRODUCTION	5992	Florists	CPC DECORATIONS
"PARKS, FORESTRY & RECREATION"	5131-24	2018-11-28	2018-11-28	BOTANICO	438.50	CAD	438.50	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00114	CENTENNIAL-PLANT PRODUCTION	5200	Home Supply Warehouse	CPC DECORATIONS
"PARKS, FORESTRY & RECREATION"	5132-28	2018-11-29	2018-11-29	THE HOME DEPOT #7013	35.98	CAD	35.98	CAD	3045	M & E - PROTECTIVE	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5200	Home Supply Warehouse	NTL GLVS 100
"PARKS, FORESTRY & RECREATION"	5132-29	2018-11-30	2018-11-30	SP * YUMMICANDLES CA	242.95	CAD	242.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00114	CENTENNIAL-PLANT PRODUCTION	5691	Men's and Women's Clothing Stores	CPC OIL CARTRIDGES
"PARKS, FORESTRY & RECREATION"	5132-30	2018-11-30	2018-11-30	ROYAL HM HWRE #1274-8	82.30	CAD	82.30	CAD	2710	GENERAL HARDWARE	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5251	Hardware Stores	BASKET CHAINS FOR POINSETTIAS
"PARKS, FORESTRY & RECREATION"	5132-31	2018-11-30	2018-11-30	DOLLARAMA # 370	2.83	CAD	2.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5310	Discount Stores	LIGHTERS FOR OIL CANDLES
"PARKS, FORESTRY & RECREATION"	5132-32	2018-11-29	2018-11-29	ROYAL HM HWRE #1274-8	28.67	CAD	28.67	CAD	2710	GENERAL HARDWARE	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5251	Hardware Stores	JUTE AND HOOKS FOR MOBILE DISPLAY
					"3,336.02"	CAD	"3,336.02"	CAD							
"PARKS, FORESTRY & RECREATION"	5117-22	2018-11-07	2018-11-07	LOWES #02951*	72.30	CAD	72.30	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	ZIPNET CARGO NET
"PARKS, FORESTRY & RECREATION"	5117-23	2018-11-06	2018-11-07	A.B.C. RECREATION LTD	"1,083.31"	CAD	"1,083.31"	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	7399	Business Services - Not Elsewhere Classi	47021398-13 1/2 SPRING
"PARKS, FORESTRY & RECREATION"	5117-24	2018-11-07	2018-11-07	PLAYPOWER LT CANADA IN	297.19	CAD	297.19	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	47021396-HUB ASSEMBLY
"PARKS, FORESTRY & RECREATION"	5117-25	2018-11-07	2018-11-07	PLAYPOWER LT CANADA IN	"1,464.48"	CAD	"1,464.48"	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	47021396-TELESCOPE PANEL
"PARKS, FORESTRY & RECREATION"	5117-26	2018-11-07	2018-11-07	PLAYPOWER LT CANADA IN	"2,623.86"	CAD	"2,623.86"	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	47021396-END CAP PAINTED
"PARKS, FORESTRY & RECREATION"	5117-27	2018-11-07	2018-11-07	PLAYPOWER LT CANADA IN	"1,258.82"	CAD	"1,258.82"	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	47021396-KB DOUBLE WIDE SLIDE
"PARKS, FORESTRY & RECREATION"	5117-28	2018-11-07	2018-11-07	PLAYPOWER LT CANADA IN	202.19	CAD	202.19	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	47021396-CLICKER BLU
"PARKS, FORESTRY & RECREATION"	5118-30	2018-11-07	2018-11-08	THE HOME DEPOT #7013	188.79	CAD	188.79	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  CWS OFFSET
"PARKS, FORESTRY & RECREATION"	5118-31	2018-11-07	2018-11-08	RELIABLE REPORTING	779.70	CAD	779.70	CAD	4424	CONTRACTED SERVICES - GENERAL	P00898	KIPLING YD-PARKS CONSTR	8931	"Accounting, Auditing, and Bookkeeping Se"	INSPECTION FOR COMPLIANCE WITH CAN/CSA
"PARKS, FORESTRY & RECREATION"	5123-13	2018-11-16	2018-11-16	THE HOME DEPOT #7013	34.40	CAD	34.40	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  PLASTI DIP
