Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
FACILITIES MANAGEMENT	5062-370	2018-08-22	2018-08-23	THE HOME DEPOT #7001	44.68	CAD	44.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61455512	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  STAIN
FACILITIES MANAGEMENT	5065-124	2018-08-28	2018-08-28	BEST BUY #965	45.19	CAD	45.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61455512	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5732	Electronic Sales	OFFICE SUPPLY
					234.88	CAD	234.88	CAD							
"PARKS, FORESTRY & RECREATION"	5045-377	2018-08-03	2018-08-03	DOLLARAMA # 800	9.04	CAD	9.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02616	DOUGLAS SNOW-PRGM SUPPORT	5310	Discount Stores	POOL TOYS
"PARKS, FORESTRY & RECREATION"	5049-30	2018-08-03	2018-08-06	CDN TIRE STORE #00192	45.19	CAD	45.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02616	DOUGLAS SNOW-PRGM SUPPORT	5200	Home Supply Warehouse	FAN
"PARKS, FORESTRY & RECREATION"	5051-188	2018-08-08	2018-08-08	BEST BUY #53	-102.53	CAD	-102.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02456	ANTIBES CC-INSTRL-INDR	5732	Electronic Sales	REFUND
"PARKS, FORESTRY & RECREATION"	5052-332	2018-08-10	2018-08-10	JUST BAGS	45.19	CAD	45.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00705	N-CENTRAL-SPORTS & REC-AQ. LEIS. INDOOR	5948	Leather Goods and Luggage Stores	FIRST AID BAG
"PARKS, FORESTRY & RECREATION"	5052-333	2018-08-10	2018-08-10	METRO #52	29.48	CAD	29.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02591	LEDBURY-LEISURE/PBLC-OUTDR	5411	"Grocery Stores, Supermarkets"	POOL ITEMS
"PARKS, FORESTRY & RECREATION"	5062-371	2018-08-24	2018-08-24	BEST BUY #53	113.79	CAD	113.79	CAD	3410	COMPUTERS - HARDWARE	P00758	AQUATICS SUPP - CITYWIDE	5732	Electronic Sales	KEYBOARD FOR OFFICE USE IPAD
"PARKS, FORESTRY & RECREATION"	5062-372	2018-08-24	2018-08-24	LOBLAWS #1010	52.31	CAD	52.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02540	DOUGLAS SNOW-LEISURE/PBLC-INDR	5411	"Grocery Stores, Supermarkets"	POOL ITEMS FOR EVENT
					192.47	CAD	192.47	CAD							
OFFICE OF EMERGENCY MANAGEMENT	5067-224	2018-08-30	2018-08-30	SHOPPER S DRUG MART #1	600.00	CAD	600.00	CAD	4690	PUBLIC TRANSIT - CLIENTS	NP3237	PARLIAMENT FIRE RESPONSE	5912	"Drug Stores, Pharmacies"	EMERGENCY TOKENS
					600.00	CAD	600.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5050-98	2018-08-07	2018-08-07	MICHAELS #3990	95.36	CAD	95.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5945	"Game, Toy, and Hobby Shops"	"BEADS, PLASTIC THREAD, INK"
ECONOMIC DEVELOPMENT & CULTURE	5050-99	2018-08-07	2018-08-07	DOLLARAMA # 911	58.82	CAD	58.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5310	Discount Stores	"CAVASES, BATH FOAM, FABRIC DYE, CLAY"
ECONOMIC DEVELOPMENT & CULTURE	5051-189	2018-08-07	2018-08-08	CDN TIRE STORE #00182	-102.54	CAD	-102.54	CAD	3020	M & E - COMMUNICATIONS	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5200	Home Supply Warehouse	RETURN CREDIT FOR COMMUNICATIONS EQUIPMENT UNIDEM 2 WAY RADIO
ECONOMIC DEVELOPMENT & CULTURE	5052-334	2018-08-09	2018-08-09	NOFRILLS JOSEPHS 730	11.39	CAD	11.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5411	"Grocery Stores, Supermarkets"	"BLUEBERRIES, CUCUMBERS, STRAWBERRIES, LEMONS"
ECONOMIC DEVELOPMENT & CULTURE	5055-157	2018-08-14	2018-08-14	NOFRILLS JOSEPHS 730	29.69	CAD	29.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5411	"Grocery Stores, Supermarkets"	"CHEDDAR, CREAM, APPLES, ETC."
ECONOMIC DEVELOPMENT & CULTURE	5064-79	2018-08-27	2018-08-27	CERTIFIED MECHANICAL	288.15	CAD	288.15	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	1731	Electrical Contractors	EQUIPMENT REPAIR DISHWASHER REPAIR AND CLEANING
					380.87	CAD	380.87	CAD							
FACILITIES MANAGEMENT	5044-226	2018-08-01	2018-08-01	PRINCESS AUTO #36	36.11	CAD	36.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458035	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE
FACILITIES MANAGEMENT	5052-403	2018-08-09	2018-08-09	THE HOME DEPOT #7107	738.78	CAD	738.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61461706	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  6X1-5/8CDR3K
FACILITIES MANAGEMENT	5053-99	2018-08-10	2018-08-10	THE HOME DEPOT #7107	411.32	CAD	411.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61455542	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	F-350S PAS
FACILITIES MANAGEMENT	5056-242	2018-08-14	2018-08-15	THE HOME DEPOT #7001	80.52	CAD	80.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61451633	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1X6X8 SIENNA
FACILITIES MANAGEMENT	5057-425	2018-08-16	2018-08-16	LOWES #03321*	56.74	CAD	56.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61439690	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SN MUSHROOM KNOB 10-PK
FACILITIES MANAGEMENT	5057-426	2018-08-15	2018-08-16	THE HOME DEPOT #7107	146.12	CAD	146.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61462195	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SING DBLT SC
FACILITIES MANAGEMENT	5061-219	2018-08-22	2018-08-22	LOWES #03321*	42.33	CAD	42.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61462195	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  4-7/8 X1-1/4  SS STD ASA STRIK
FACILITIES MANAGEMENT	5061-220	2018-08-21	2018-08-22	THE HOME DEPOT #7001	589.33	CAD	589.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61462195	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  30 PINE BF
FACILITIES MANAGEMENT	5062-441	2018-08-22	2018-08-23	THE HOME DEPOT #7107	203.05	CAD	203.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61455542	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SAND DISC
FACILITIES MANAGEMENT	5062-442	2018-08-23	2018-08-23	THE HOME DEPOT #7001	47.95	CAD	47.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61461957	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  WASHER
					"2,352.25"	CAD	"2,352.25"	CAD							
"PARKS, FORESTRY & RECREATION"	5044-227	2018-07-31	2018-08-01	SHOPPERS DRUG MART0806	48.02	CAD	48.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13573	YOUTH LOUNGE - NATIVE CHILD BLOOR STREET	5912	"Drug Stores, Pharmacies"	COFFEE FOR DROP-IN
"PARKS, FORESTRY & RECREATION"	5048-95	2018-08-03	2018-08-03	LONGO S # 18	45.29	CAD	45.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13573	YOUTH LOUNGE - NATIVE CHILD BLOOR STREET	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH GROUP MEETING
"PARKS, FORESTRY & RECREATION"	5062-443	2018-08-22	2018-08-23	SHOPPERS DRUG MART0806	41.94	CAD	41.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13573	YOUTH LOUNGE - NATIVE CHILD BLOOR STREET	5912	"Drug Stores, Pharmacies"	COFFEE FOR DROP IN
"PARKS, FORESTRY & RECREATION"	5062-444	2018-08-24	2018-08-24	ADOBE *PHOTOGPHY PLAN	15.16	CAD	11.29	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13573	YOUTH LOUNGE - NATIVE CHILD BLOOR STREET	4816	Computer Network/Information Services	WEB BASED PROGRAM SUPPORT
					150.41	CAD	135.25	CAD							
							11.29	USD							
FACILITIES MANAGEMENT	5062-445	2018-08-23	2018-08-23	BRAFASCO / SCARBOROUGH	41.13	CAD	41.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61451542	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	EXH. FAN HARDWARES
					41.13	CAD	41.13	CAD							
"PARKS, FORESTRY & RECREATION"	5055-183	2018-08-14	2018-08-14	WATER AND ICE NORTH AM	"1,728.90"	CAD	"1,728.90"	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5996	Swimming Pools - Sales and Supplies	"VALVE EXTRA, SAND"
"PARKS, FORESTRY & RECREATION"	5067-279	2018-08-30	2018-08-30	WATER AND ICE NORTH AM	"1,220.97"	CAD	"1,220.97"	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5996	Swimming Pools - Sales and Supplies	"VALVE, SAND, GRAVEL"
					"2,949.87"	CAD	"2,949.87"	CAD							
"PARKS, FORESTRY & RECREATION"	5044-228	2018-08-01	2018-08-01	PARKWAY BOWL	583.00	CAD	583.00	CAD	4118	TICKETS AND ADMISSION FEES	P04673	PLEASANTVIEW-SUMMER CAMPS	7933	Bowling Alleys	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5045-458	2018-08-03	2018-08-03	DOLLARAMA # 567	19.96	CAD	19.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04638	BRDLANDS CC-SUMMER CAMPS	5310	Discount Stores	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5045-459	2018-08-03	2018-08-03	DOLLARAMA # 848	34.47	CAD	34.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5045-460	2018-08-03	2018-08-03	METRO #475	162.58	CAD	162.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CLUSTER CHALLENGE PIZZA LUNCH WINNER
"PARKS, FORESTRY & RECREATION"	5045-461	2018-08-02	2018-08-02	NOFRILLS CARLO S #3925	132.90	CAD	132.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CLUSTER CHALLENGE SUPPLIES
"PARKS, FORESTRY & RECREATION"	5048-96	2018-08-03	2018-08-03	WAL-MART # 3111	124.24	CAD	124.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	WORLD CUP EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5050-122	2018-08-07	2018-08-07	PAYPAL *MAGICSHOWS2	245.00	CAD	245.00	CAD	4118	TICKETS AND ADMISSION FEES	P04673	PLEASANTVIEW-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	CAMP MAGIC WORKSHOP
"PARKS, FORESTRY & RECREATION"	5050-123	2018-08-07	2018-08-07	LISTRO S NO FRILLS #36	116.32	CAD	116.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04638	BRDLANDS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5052-404	2018-08-09	2018-08-09	PAYPAL *KRTHEMEDPAR	473.61	CAD	473.61	CAD	4590	RENTAL - OTHER	P13481	PARKWAY FOREST- CAMPS	7299	Other Services (Not Elsewhere Classified	**MORE**  SHIPPING
"PARKS, FORESTRY & RECREATION"	5052-405	2018-08-09	2018-08-09	WMT SUPRCTR #1116	364.78	CAD	364.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04673	PLEASANTVIEW-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SPECIAL EVENT
"PARKS, FORESTRY & RECREATION"	5052-406	2018-08-10	2018-08-10	LASER QUEST TORONTO EA	973.75	CAD	973.75	CAD	4118	TICKETS AND ADMISSION FEES	P04673	PLEASANTVIEW-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5052-407	2018-08-10	2018-08-10	LASER QUEST TORONTO EA	-197.75	CAD	-197.75	CAD	4118	TICKETS AND ADMISSION FEES	P04673	PLEASANTVIEW-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	REFUND
"PARKS, FORESTRY & RECREATION"	5052-408	2018-08-08	2018-08-09	WAL-MART #1080	216.64	CAD	216.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04638	BRDLANDS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5052-409	2018-08-08	2018-08-09	WAL-MART #1080	13.42	CAD	13.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5052-410	2018-08-09	2018-08-09	DOLLARAMA #0989	46.61	CAD	46.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5052-411	2018-08-09	2018-08-09	COSTCO WHOLESALE W535	25.98	CAD	25.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04673	PLEASANTVIEW-SUMMER CAMPS	5300	Wholesale Clubs	FOOD FOR SPECIAL EVENT
"PARKS, FORESTRY & RECREATION"	5052-412	2018-08-09	2018-08-09	FIESTA 4 KIDS INC	"1,211.92"	CAD	"1,211.92"	CAD	4590	RENTAL - OTHER	P04669	ORIOLE CC-SUMMER CAMPS	7394	"Equipment Rental and Leasing Services, F"	RENTAL - BOUNCY CASTLE
"PARKS, FORESTRY & RECREATION"	5053-100	2018-08-10	2018-08-10	WAL-MART #3159	121.22	CAD	121.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SPECIAL EVENT
"PARKS, FORESTRY & RECREATION"	5054-144	2018-08-13	2018-08-13	FOOD BASICS #692	30.69	CAD	30.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04638	BRDLANDS CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5055-184	2018-08-14	2018-08-14	DOLLARAMA # 848	36.22	CAD	36.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5310	Discount Stores	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5055-185	2018-08-14	2018-08-14	DOLLARAMA #0989	153.09	CAD	153.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04673	PLEASANTVIEW-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5055-186	2018-08-14	2018-08-14	SHOPPERS DRUG MART #14	36.14	CAD	36.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04673	PLEASANTVIEW-SUMMER CAMPS	5912	"Drug Stores, Pharmacies"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5055-187	2018-08-14	2018-08-14	FOOD BASICS #629	206.74	CAD	206.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04673	PLEASANTVIEW-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5056-243	2018-08-14	2018-08-15	WAL-MART # 3000	133.45	CAD	133.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04673	PLEASANTVIEW-SUMMER CAMPS	5310	Discount Stores	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5057-427	2018-08-15	2018-08-16	WAL-MART #1080	44.31	CAD	44.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04669	ORIOLE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CAMP
					"5,309.29"	CAD	"5,309.29"	CAD							
"PARKS, FORESTRY & RECREATION"	5048-10	2018-08-03	2018-08-03	BRAFASCO / SCARBOROUGH	175.50	CAD	175.50	CAD	2710	GENERAL HARDWARE	P00839	TECH SERV. 1-YARD OPER'NS	5085	Industrial Supplies Not Elsewhere Classi	ASSORTED HARDWARE
"PARKS, FORESTRY & RECREATION"	5052-6	2018-08-09	2018-08-09	AUTO PARTS CENTRES	438.89	CAD	438.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	BATTERIES
"PARKS, FORESTRY & RECREATION"	5064-2	2018-08-27	2018-08-27	BOYD S DECORATING CENT	4.50	CAD	4.50	CAD	2715	PAINT SUPPLIES	P00839	TECH SERV. 1-YARD OPER'NS	5231	"Glass, Paint, Wallpaper Stores"	PAINTING SUPPLIES
					618.89	CAD	618.89	CAD							
"PARKS, FORESTRY & RECREATION"	5044-8	2018-07-31	2018-08-01	THE HOME DEPOT #7114	71.16	CAD	71.16	CAD	2715	PAINT SUPPLIES	P00670	W-NORTH3-PRGM SUPPORT	5200	Home Supply Warehouse	ULTRA
"PARKS, FORESTRY & RECREATION"	5050-3	2018-08-07	2018-08-07	BOLTS PLUS	57.07	CAD	57.07	CAD	2710	GENERAL HARDWARE	P00670	W-NORTH3-PRGM SUPPORT	5251	Hardware Stores	HARDWARE FOR BENCH REPAIR
"PARKS, FORESTRY & RECREATION"	5057-11	2018-08-16	2018-08-16	THE HOME DEPOT #7114	41.19	CAD	41.19	CAD	2710	GENERAL HARDWARE	P00670	W-NORTH3-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  CONT. CEMENT
					169.42	CAD	169.42	CAD							
"PARKS, FORESTRY & RECREATION"	5044-9	2018-08-01	2018-08-01	THE ROYAL ONTARIO MUSE	120.00	CAD	120.00	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP ADMISSION FEES
"PARKS, FORESTRY & RECREATION"	5045-17	2018-08-03	2018-08-03	DOLLARAMA # 719	31.47	CAD	31.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5045-18	2018-08-01	2018-08-02	WAL-MART #3106	259.84	CAD	259.84	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10190	COMM DEVELOPMENT-E-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	3.3 CU FRIDGE
"PARKS, FORESTRY & RECREATION"	5045-19	2018-08-02	2018-08-02	SCHOLAR S CHOICE	16.92	CAD	16.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5949	"Fabric, Needlework, Piece Goods, and Sew"	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5050-4	2018-08-03	2018-08-07	FAMOUS PEOPLE PLAYERS	268.94	CAD	268.94	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	7922	Theatrical Producers (except Motion Pict	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5051-3	2018-08-08	2018-08-08	THE ROYAL ONTARIO MUSE	192.00	CAD	192.00	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5051-4	2018-08-08	2018-08-08	ONTARIO SCIENCE CENTRE	219.20	CAD	219.20	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5052-7	2018-08-08	2018-08-09	PAYPAL *MAGICSHOWS2	55.00	CAD	55.00	CAD	4102	ENTERTAINER AND BAND FEES	P04890	MAURICE CODY-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	MAGIC SHOW
"PARKS, FORESTRY & RECREATION"	5052-8	2018-08-09	2018-08-09	LOBLAWS #1212	57.92	CAD	57.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	5055-4	2018-08-14	2018-08-14	THE SECOND CITY	62.15	CAD	62.15	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	5734	Computer Software Stores	SUMMER CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5055-5	2018-08-14	2018-08-14	DOLLARAMA #1088	35.41	CAD	35.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5055-6	2018-08-14	2018-08-14	RIPLEYS AQUARIUM	130.18	CAD	130.18	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	SUMMER CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5056-2	2018-08-14	2018-08-15	LONGO S IMPERIAL PLAZA	11.98	CAD	11.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5057-12	2018-08-16	2018-08-16	LONGO S IMPERIAL PLAZA	12.87	CAD	12.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5057-13	2018-08-16	2018-08-16	THE SECOND CITY	37.29	CAD	37.29	CAD	4118	TICKETS AND ADMISSION FEES	P04881	BROWN-SUMMER CAMPS	5734	Computer Software Stores	SUMMER CAMP TRIP
"PARKS, FORESTRY & RECREATION"	5062-9	2018-08-24	2018-08-24	DOLLARAMA # 719	20.68	CAD	20.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04881	BROWN-SUMMER CAMPS	5310	Discount Stores	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	5062-10	2018-08-23	2018-08-23	LOBLAWS #1212	71.72	CAD	71.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP
"PARKS, FORESTRY & RECREATION"	5063-1	2018-08-24	2018-08-24	LONGO S IMPERIAL PLAZA	6.20	CAD	6.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04881	BROWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	ICE CREAM
					"1,609.77"	CAD	"1,609.77"	CAD							
TORONTO WATER	5062-11	2018-08-23	2018-08-23	LOWES #03096*	155.82	CAD	155.82	CAD	3080	M & E - HAND TOOLS	TW4065	WW TREATMNT:  HUMBER TP - ADMINISTRATION	5200	Home Supply Warehouse	**MORE**  2X4  HD FM RLR 9.5 FRAME
					155.82	CAD	155.82	CAD							
"PARKS, FORESTRY & RECREATION"	5044-10	2018-08-01	2018-08-01	DOLLARAMA # 319	42.97	CAD	42.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05110	NORTH KIPLING CC-SUMMER CAMPS	5310	Discount Stores	"BALLOONS, FOAM BOARDS"
"PARKS, FORESTRY & RECREATION"	5045-20	2018-08-02	2018-08-02	BATTLE ARCHERY	339.00	CAD	339.00	CAD	4118	TICKETS AND ADMISSION FEES	P05110	NORTH KIPLING CC-SUMMER CAMPS	8931	"Accounting, Auditing, and Bookkeeping Se"	CAMP TRIP ADMISSION FEES
"PARKS, FORESTRY & RECREATION"	5045-21	2018-08-02	2018-08-02	LITTLE TOWN	150.00	CAD	150.00	CAD	4118	TICKETS AND ADMISSION FEES	P05110	NORTH KIPLING CC-SUMMER CAMPS	8999	Professional Services - Not Elsewhere Cl	CAMP TRIP ADMISSION FEES
"PARKS, FORESTRY & RECREATION"	5050-5	2018-08-07	2018-08-07	NOFRILLS SHERIFFS 270	55.68	CAD	55.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05110	NORTH KIPLING CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"JUICE, SYRUP, ENG MUFFINS, BUTTER"
"PARKS, FORESTRY & RECREATION"	5050-6	2018-08-07	2018-08-07	DOLLARAMA # 319	28.65	CAD	28.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05110	NORTH KIPLING CC-SUMMER CAMPS	5310	Discount Stores	"RING POPS, STYROFOAM BALLS, TABLE CLOTHS"
