Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
					"1,484.81"	CAD	"1,484.81"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4891-56	2018-01-19	2018-01-19	FACEBK FLXRKEETE2	30.00	CAD	30.00	CAD	4414	ADVERTISING & PROMOTION	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	7311	Advertising Services	FACEBOOK ADS	
ECONOMIC DEVELOPMENT & CULTURE	4891-57	2018-01-18	2018-01-18	HIGGINS EVENT RENTALS	118.63	CAD	118.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	7394	"Equipment Rental and Leasing Services, F"	TEA CUPS AND SAUCERS FOR COMMUNITY TEA PARTY	
ECONOMIC DEVELOPMENT & CULTURE	4892-16	2018-01-21	2018-01-21	SECOND CUP 9040	8.95	CAD	8.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0128	AS-PR-PROGRAM SUPPORT-LAKESHORE A.H	5814	Quick Payment Service - Fast-Food Restau	LOOSE GREEN TEA FOR PROGRAMMING	
					157.58	CAD	157.58	CAD								
TORONTO WATER	4891-58	2018-01-19	2018-01-19	TOROMONT INDUSTRIES LT	345.60	CAD	345.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	7394	"Equipment Rental and Leasing Services, F"	"96PCS GASKETS, 2PCS GAUGES"	
					345.60	CAD	345.60	CAD								
"PARKS, FORESTRY & RECREATION"	4884-27	2018-01-09	2018-01-09	PRINCESS AUTO #36	6.77	CAD	6.77	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5085	Industrial Supplies Not Elsewhere Classi	COMPRESSOR ADAPTER	
"PARKS, FORESTRY & RECREATION"	4884-28	2018-01-09	2018-01-09	LOWES #02494*	11.29	CAD	11.29	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	ENERGIZER MAX 9V2	
"PARKS, FORESTRY & RECREATION"	4898-28	2018-01-23	2018-01-24	THE HOME DEPOT #7027	58.15	CAD	58.15	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  3/16X1-1/4HX	
					76.21	CAD	76.21	CAD								
FACILITIES MANAGEMENT DIVISON	4884-29	2018-01-09	2018-01-09	PRIMETIME PAINT & PAPE	124.28	CAD	124.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61420552	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4890-22	2018-01-17	2018-01-17	PRIMETIME PAINT & PAPE	59.29	CAD	59.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4892-17	2018-01-19	2018-01-19	THE HOME DEPOT #7013	190.46	CAD	190.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  12L COMPND	
FACILITIES MANAGEMENT DIVISON	4896-18	2018-01-22	2018-01-22	PRIMETIME PAINT & PAPE	58.74	CAD	58.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	TAPING KNIFES	
FACILITIES MANAGEMENT DIVISON	4896-19	2018-01-22	2018-01-22	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4897-28	2018-01-23	2018-01-23	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4898-29	2018-01-24	2018-01-24	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4899-69	2018-01-25	2018-01-25	THE HOME DEPOT #7080	67.90	CAD	67.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  MIN GEL COF	
FACILITIES MANAGEMENT DIVISON	4899-70	2018-01-24	2018-01-25	THE HOME DEPOT #7080	125.50	CAD	125.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  12L COMPND	
					646.42	CAD	646.42	CAD								
FIRE SERVICES	4889-19	2018-01-17	2018-01-17	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	CERTIFICATION RENEWAL	
FIRE SERVICES	4889-20	2018-01-17	2018-01-17	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	CERTIFICATION RENEWAL	
FIRE SERVICES	4890-23	2018-01-17	2018-01-17	CANADA COMPUTERS #15	25.00	CAD	25.00	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5734	Computer Software Stores	DEPOSIT FOR CEILING MOUNT	
FIRE SERVICES	4890-24	2018-01-17	2018-01-17	CANADA COMPUTERS #15	92.63	CAD	92.63	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5734	Computer Software Stores	WALL MOUNT	
FIRE SERVICES	4891-59	2018-01-17	2018-01-18	SAYAL ELECTRONICS	1.13	CAD	1.13	CAD	2575	ELECTRICAL SUPPLIES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5732	Electronic Sales	RESISTORS	
FIRE SERVICES	4898-30	2018-01-23	2018-01-24	THE HOME DEPOT #7002	137.88	CAD	137.88	CAD	2710	GENERAL HARDWARE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	**MORE**  PEG HOOK	
FIRE SERVICES	4899-71	2018-01-25	2018-01-25	CANADA COMPUTERS #15	213.42	CAD	213.42	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5734	Computer Software Stores	CELING MOUNT	
FIRE SERVICES	4902-10	2018-01-29	2018-01-30	CDN TIRE STORE #00119	106.16	CAD	106.16	CAD	2570	JANITORIAL SUPPLIES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	HAND CLEANER	
					847.42	CAD	847.42	CAD								
"PARKS, FORESTRY & RECREATION"	4883-18	2018-01-08	2018-01-08	METRO #752	22.64	CAD	22.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13063	GEN INTRST & CLUBS - NORTH TORONTO MEMO	5411	"Grocery Stores, Supermarkets"	PANCAKE BREAKFAST	
"PARKS, FORESTRY & RECREATION"	4885-18	2018-01-10	2018-01-10	CANADA TICKET INC	621.50	CAD	621.50	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10450	NORTH TORONTO-PRGM SUPPORT	7338	"Quick Copy, Reproduction, and Blueprinti"	TICKETS FOR PARKING MACHINE	
"PARKS, FORESTRY & RECREATION"	4890-25	2018-01-17	2018-01-17	METRO #752	13.36	CAD	13.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13063	GEN INTRST & CLUBS - NORTH TORONTO MEMO	5411	"Grocery Stores, Supermarkets"	PANCAKE BREAKAST	
"PARKS, FORESTRY & RECREATION"	4891-60	2018-01-18	2018-01-18	ROYAL PARKING SERVICES	284.48	CAD	284.48	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P10450	NORTH TORONTO-PRGM SUPPORT	5046	Commercial Equipment Not Elsewhere Class	SERVICE CALL	
					941.98	CAD	941.98	CAD								
"PARKS, FORESTRY & RECREATION"	4887-15	2018-01-12	2018-01-12	TIM HORTONS 3483 QTH	181.25	CAD	181.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12675	RC-04OW-YOUTH INSTRUCT SKATE SKILLS	5814	Quick Payment Service - Fast-Food Restau	PARNERSHIP EVENT REFRESHMENT	
"PARKS, FORESTRY & RECREATION"	4902-11	2018-01-30	2018-01-30	THE ROOSTER COFFEEHOUS	550.00	CAD	550.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12589	RC-OW - At-RISK YOUTH LEADERSHIP DEVELOP	5814	Quick Payment Service - Fast-Food Restau	OUTDOOR RINK OPENING REFRESHMENT	
					731.25	CAD	731.25	CAD								
"PARKS, FORESTRY & RECREATION"	4898-31	2018-01-23	2018-01-24	THE HOME DEPOT #7073	11.01	CAD	11.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00545	S-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	SCREWS	
					11.01	CAD	11.01	CAD								
"PARKS, FORESTRY & RECREATION"	4878-18	2018-01-03	2018-01-03	LOBLAW SUPERMARKET #10	196.17	CAD	196.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"ICE CREAM, SALSA, TORTILLAS, GRND PORK"	
"PARKS, FORESTRY & RECREATION"	4878-19	2018-01-03	2018-01-03	DOLLARAMA # 681	14.13	CAD	14.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05842	ANTIBES CC-ARTS-VISL/PERF	5310	Discount Stores	CD S	
"PARKS, FORESTRY & RECREATION"	4884-30	2018-01-09	2018-01-09	FRESHCO 9771	38.58	CAD	38.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06031	ANTIBES CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	WORKSHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4888-8	2018-01-15	2018-01-15	DANFORTH FOOD MARKET	28.83	CAD	28.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06031	ANTIBES CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	WORKSHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4889-21	2018-01-16	2018-01-16	NOFRILLS CARLO S #3925	18.97	CAD	18.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	4896-20	2018-01-22	2018-01-22	COPPA S FRESH MARKET	104.08	CAD	104.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	4899-72	2018-01-26	2018-01-26	SONSUH EDUCATIONAL SUP	6.77	CAD	6.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5199	Nondurable Goods Not Elsewhere Classifie	CENTRE SUPPORTS	
"PARKS, FORESTRY & RECREATION"	4901-22	2018-01-29	2018-01-29	NOFRILLS CARLO S #3925	92.52	CAD	92.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	4902-12	2018-01-29	2018-01-30	CDN TIRE STORE #00126	27.10	CAD	27.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5200	Home Supply Warehouse	KITCHEN SUPPLIES	
					527.15	CAD	527.15	CAD								
FACILITIES MANAGEMENT DIVISON	4883-19	2018-01-08	2018-01-08	LAKESHORE LUMBER	268.24	CAD	268.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400406	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	MATERIAL	
FACILITIES MANAGEMENT DIVISON	4884-31	2018-01-09	2018-01-09	LAKESHORE LUMBER	98.65	CAD	98.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400406	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LUMBER	
FACILITIES MANAGEMENT DIVISON	4885-19	2018-01-10	2018-01-10	RONA # 55090	151.36	CAD	151.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400406	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4897-29	2018-01-23	2018-01-23	RONA # 55090	71.76	CAD	71.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61407854	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4897-30	2018-01-23	2018-01-23	RONA # 55090	59.74	CAD	59.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61407854	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4901-23	2018-01-29	2018-01-29	RONA # 55090	53.10	CAD	53.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61425294	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
					702.85	CAD	702.85	CAD								
"PARKS, FORESTRY & RECREATION"	4886-44	2018-01-12	2018-01-12	STAPLES STORE #256	25.66	CAD	25.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06664	BURROWS HALL-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	BINDER	
"PARKS, FORESTRY & RECREATION"	4886-45	2018-01-10	2018-01-11	WAL-MART # 3111	45.88	CAD	45.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4891-61	2018-01-17	2018-01-18	WAL-MART # 3111	65.63	CAD	65.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4897-31	2018-01-23	2018-01-23	FABRICLAND DISTRIBUTOR	89.22	CAD	89.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05464	BURROWS HALL-SOCIAL PRGM	5949	"Fabric, Needlework, Piece Goods, and Sew"	SEWING KITS	
"PARKS, FORESTRY & RECREATION"	4899-73	2018-01-24	2018-01-25	WAL-MART # 3111	27.79	CAD	27.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4900-20	2018-01-26	2018-01-26	WAL-MART # 3111	12.79	CAD	12.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ZIPPERS	
					266.97	CAD	266.97	CAD								
"PARKS, FORESTRY & RECREATION"	4878-20	2018-01-02	2018-01-03	CTF SUPPLY (11)	16.42	CAD	16.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	SLAP SHOT AEROSOL	
"PARKS, FORESTRY & RECREATION"	4878-21	2018-01-02	2018-01-03	CTF SUPPLY (11)	98.66	CAD	98.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	CUTTING FLUID	
"PARKS, FORESTRY & RECREATION"	4879-40	2018-01-05	2018-01-05	MR METAL(ETOBICOKE) IN	523.46	CAD	523.46	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5051	Metal Service Centers and Offices	STEEL METAL	
"PARKS, FORESTRY & RECREATION"	4886-46	2018-01-12	2018-01-12	NCH-PARTSMASTER	456.80	CAD	456.80	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	WELDING RODS	
					"1,095.34"	CAD	"1,095.34"	CAD								
FACILITIES MANAGEMENT DIVISON	4884-32	2018-01-10	2018-01-10	GLOBALINDUSTRIALCANDA	279.34	CAD	279.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0066	1050 ELLESMERE RD-OP-E (YARD D)	5085	Industrial Supplies Not Elsewhere Classi	SOAP CARTRIDGES FOR STAFF SHOWER ROOM	
					279.34	CAD	279.34	CAD								
"PARKS, FORESTRY & RECREATION"	4878-22	2018-01-03	2018-01-03	JOVAN DISTRIBUTORS	191.99	CAD	191.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5072	Hardware Equipment and Supplies	LOCKS	
"PARKS, FORESTRY & RECREATION"	4878-23	2018-01-03	2018-01-03	I D N CANADA	246.70	CAD	246.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07659	DOUGLAS SNOW-OPERATIONS	5999	Miscellaneous and Specialty Retail Store	DOOR SYS PARTS	
"PARKS, FORESTRY & RECREATION"	4879-41	2018-01-04	2018-01-04	THE HOME DEPOT #7078	234.09	CAD	234.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  RATCHET	
"PARKS, FORESTRY & RECREATION"	4886-47	2018-01-10	2018-01-11	THE HOME DEPOT #7129	-994.51	CAD	-994.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	REFUND	
"PARKS, FORESTRY & RECREATION"	4888-9	2018-01-15	2018-01-15	I D N CANADA	37.89	CAD	37.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5999	Miscellaneous and Specialty Retail Store	LOCK PINS	
"PARKS, FORESTRY & RECREATION"	4889-22	2018-01-16	2018-01-16	JOVAN DISTRIBUTORS	990.11	CAD	990.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00409	N-EAST1-TURF&HORT	5072	Hardware Equipment and Supplies	EXIT DEVICE	
"PARKS, FORESTRY & RECREATION"	4892-18	2018-01-19	2018-01-19	THE HOME DEPOT #7078	207.34	CAD	207.34	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  THREADLOCKER	
"PARKS, FORESTRY & RECREATION"	4896-21	2018-01-22	2018-01-22	SURPLUS ELECTRICAL EQU	28.25	CAD	28.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	PANEL LOCK	
"PARKS, FORESTRY & RECREATION"	4897-32	2018-01-23	2018-01-23	PROVINCE ELECTRIC SUPP	140.12	CAD	140.12	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	TESTER	
"PARKS, FORESTRY & RECREATION"	4898-32	2018-01-23	2018-01-24	CSL TOOLS	219.21	CAD	219.21	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5072	Hardware Equipment and Supplies	DIE GRINDER BITS	
"PARKS, FORESTRY & RECREATION"	4903-30	2018-01-31	2018-01-31	JOVAN DISTRIBUTORS	64.98	CAD	64.98	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5072	Hardware Equipment and Supplies	KEY EXTRACTORS	
"PARKS, FORESTRY & RECREATION"	4903-31	2018-01-31	2018-01-31	JOVAN DISTRIBUTORS	976.83	CAD	976.83	CAD	2730	LOCKS	P07705	ORIOLE CC-OPERATIONS	5072	Hardware Equipment and Supplies	EXIT DEVICES LOCK	
					"2,343.00"	CAD	"2,343.00"	CAD								
"PARKS, FORESTRY & RECREATION"	4886-48	2018-01-11	2018-01-11	SMCC	56.50	CAD	56.50	CAD	4760	MEMBERSHIP FEES	P12594	RC-OW - YOUTH SPORT PROGRAMS	8699	"Organizations, Membership - Not Elsewher"	MEMBERSHIP	
					56.50	CAD	56.50	CAD								
TORONTO WATER	4882-15	2018-01-05	2018-01-05	THE HOME DEPOT #7011	328.30	CAD	328.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	**MORE**  GSP14TIPS	
TORONTO WATER	4885-20	2018-01-08	2018-01-10	OMNIFLEX HOSE & EQUIPM	61.19	CAD	61.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	NYLON TUBING	
TORONTO WATER	4886-49	2018-01-12	2018-01-12	KOTYCK BROS LIMITED	169.52	CAD	169.52	CAD	3080	M & E - HAND TOOLS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	1520	General Contractors - Residential and Co	"SPLICER, CUTTERS"	
TORONTO WATER	4886-50	2018-01-12	2018-01-12	ALL CUSTOM GASKET & MA	317.51	CAD	317.51	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5211	"Building Materials, Lumber Stores"	GASKET	
TORONTO WATER	4888-10	2018-01-12	2018-01-15	CDN TIRE STORE #00070	338.99	CAD	338.99	CAD	3099	GENERAL EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	BATTERY BOOSTER	
TORONTO WATER	4889-23	2018-01-15	2018-01-16	CDN TIRE STORE #00429	112.99	CAD	112.99	CAD	3050	M & E - KITCHEN	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	MICROWAVE	
TORONTO WATER	4890-26	2018-01-16	2018-01-17	BRAFASCO / ETOBICOKE	242.01	CAD	242.01	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	BOLTS & NUTS	
TORONTO WATER	4890-27	2018-01-16	2018-01-17	BUNNING SPLICING & RIG	42.94	CAD	42.94	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	EYE BOLTS	
TORONTO WATER	4891-62	2018-01-19	2018-01-19	STAPLES STORE #11	170.91	CAD	170.91	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5943	"Office, School Supply, and Stationery St"	NOTEBOOKS	
TORONTO WATER	4891-63	2018-01-19	2018-01-19	FASTENAL CANADA02ONTO1	59.94	CAD	59.94	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	NUTS	
TORONTO WATER	4891-64	2018-01-18	2018-01-18	CSL TOOLS	"1,092.05"	CAD	"1,092.05"	CAD	3080	M & E - HAND TOOLS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5072	Hardware Equipment and Supplies	TORQUE WRENCH	
TORONTO WATER	4898-33	2018-01-25	2018-01-25	ULINE	844.11	CAD	844.11	CAD	2730	LOCKS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5964	Direct Marketing - Catalog Merchants	"SAFETY LOG BOX, PADLOCKS"	
TORONTO WATER	4902-13	2018-01-30	2018-01-30	PRINCESS AUTO	192.09	CAD	192.09	CAD	3099	GENERAL EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	TROLLEY	
					"3,972.55"	CAD	"3,972.55"	CAD								
"PARKS, FORESTRY & RECREATION"	4886-51	2018-01-11	2018-01-11	HITCH CITY	762.75	CAD	762.75	CAD	3080	M & E - HAND TOOLS	P00263	E-CENTRAL1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	PUSH SALTER	
"PARKS, FORESTRY & RECREATION"	4899-74	2018-01-24	2018-01-25	THE HOME DEPOT #7001	146.66	CAD	146.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  LED90WPAR	
					909.41	CAD	909.41	CAD								
"PARKS, FORESTRY & RECREATION"	4879-42	2018-01-04	2018-01-04	NOFRILLS CARLO S 705	205.11	CAD	205.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08021	ANCASTER-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"RICE CAKES, SUGAR, APPLES, ORANGES, BAGELS"	
"PARKS, FORESTRY & RECREATION"	4879-43	2018-01-04	2018-01-04	HOBBY WORLD	434.98	CAD	434.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08021	ANCASTER-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	"FOAM SHAPES, CRAFT STICKS, GEMSTONES, DOLLIES"	
"PARKS, FORESTRY & RECREATION"	4902-14	2018-01-29	2018-01-30	WAL-MART # 3000	20.33	CAD	20.33	CAD	2610	KITCHEN SUPPLIES	P11394	ANCASTER-SOCIAL PRGM	5310	Discount Stores	BAKEWARES	
					660.42	CAD	660.42	CAD								
FACILITIES MANAGEMENT DIVISON	4877-7	2018-01-02	2018-01-02	ROBERTSON ELECTRIC WHO	32.77	CAD	32.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419809	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	HEATER THERMOSTAT	
