Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5077-23	2018-09-14	2018-09-14	DULUX PAINTS #8613	996.16	CAD	996.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5231	"Glass, Paint, Wallpaper Stores"	PAINT AND ROLLERS
"PARKS, FORESTRY & RECREATION"	5079-7	2018-09-14	2018-09-17	CENTAUR FLOOR MACHINES	999.63	CAD	999.63	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5722	Household Appliance Stores	"SCRUB REPAIR KIT, HANDLE AND CABLE REPAIR MACHINE"
					"3,375.99"	CAD	"3,375.99"	CAD							
"PARKS, FORESTRY & RECREATION"	5072-26	2018-09-06	2018-09-06	POWERTRADE ELECTRIC LT	73.91	CAD	73.91	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	1731	Electrical Contractors	TELY SWITCH
"PARKS, FORESTRY & RECREATION"	5072-27	2018-09-06	2018-09-06	POWERTRADE ELECTRIC LT	3.39	CAD	3.39	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	1731	Electrical Contractors	TELY SWITCH PLATE
"PARKS, FORESTRY & RECREATION"	5083-11	2018-09-21	2018-09-21	CTF SUPPLY (11)	70.54	CAD	70.54	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	CHANNELOCK PLIER-SECURITY BIT
					147.84	CAD	147.84	CAD							
"PARKS, FORESTRY & RECREATION"	5079-11	2018-09-14	2018-09-17	CDN TIRE STORE #00654	182.34	CAD	182.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13589	LEISURE SWIM - WATERFRONT	5200	Home Supply Warehouse	STORAGE SHELVES
"PARKS, FORESTRY & RECREATION"	5088-16	2018-09-28	2018-09-28	WAL-MART # 3111	75.40	CAD	75.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13589	LEISURE SWIM - WATERFRONT	5411	"Grocery Stores, Supermarkets"	STORAGE SHELVES
					257.74	CAD	257.74	CAD							
"PARKS, FORESTRY & RECREATION"	5073-10	2018-09-08	2018-09-08	BELL TV	38.36	CAD	38.36	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07688	CENTENNIAL-E-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	SATELITE TV
"PARKS, FORESTRY & RECREATION"	5084-20	2018-09-24	2018-09-24	BELL TV	38.36	CAD	38.36	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07688	CENTENNIAL-E-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	SATELITE TV
					76.72	CAD	76.72	CAD							
FACILITIES MANAGEMENT	5071-31	2018-09-05	2018-09-05	TORONTO PARKING AUTHOR	3.00	CAD	3.00	CAD	4770	PARKING EXPENSES (INTOWN)	61452771	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5075-32	2018-09-11	2018-09-11	HARDWARE AGENCIES	373.84	CAD	373.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61466840	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LOCK
FACILITIES MANAGEMENT	5076-21	2018-09-12	2018-09-12	LOWES #02640*	54.30	CAD	54.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61467520	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1.5  PAINTERS MATE GRN TAPE
FACILITIES MANAGEMENT	5076-22	2018-09-12	2018-09-12	LOWES #02640*	41.26	CAD	41.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61467517	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  FANTASTIK APC TRIGGER
FACILITIES MANAGEMENT	5076-23	2018-09-12	2018-09-12	ONTARIO ACOUSTIC SUPPL	694.27	CAD	694.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61467517	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES
FACILITIES MANAGEMENT	5076-24	2018-09-12	2018-09-12	ONTARIO ACOUSTIC SUPPL	244.08	CAD	244.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61464192	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES
FACILITIES MANAGEMENT	5076-25	2018-09-12	2018-09-12	ONTARIO ACOUSTIC SUPPL	867.84	CAD	867.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61467517	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES
FACILITIES MANAGEMENT	5077-38	2018-09-13	2018-09-13	CTF SUPPLY (11)	146.91	CAD	146.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61467264	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BOLTS
FACILITIES MANAGEMENT	5080-20	2018-09-18	2018-09-18	NEW CANADIAN LUMBER	49.93	CAD	49.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61468403	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PINE WOOD
FACILITIES MANAGEMENT	5081-21	2018-09-19	2018-09-19	TORONTO PARKING AUTHOR	12.50	CAD	12.50	CAD	4770	PARKING EXPENSES (INTOWN)	61468104	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5082-48	2018-09-21	2018-09-21	CENTRAL FAIBANK LUMBER	127.70	CAD	127.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61464418	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	2X6 OAK
FACILITIES MANAGEMENT	5082-49	2018-09-20	2018-09-20	THE HOME DEPOT #7080	143.00	CAD	143.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61430691	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  GREEN TAPE
FACILITIES MANAGEMENT	5086-46	2018-09-25	2018-09-26	THE HOME DEPOT #7012	102.33	CAD	102.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458130	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1/2 PINE PLY
FACILITIES MANAGEMENT	5086-47	2018-09-26	2018-09-26	UPARK CORP. - CHURCH L	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	61469510	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT	5087-73	2018-09-26	2018-09-27	THE HOME DEPOT #7012	19.23	CAD	19.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458130	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS
FACILITIES MANAGEMENT	5087-74	2018-09-26	2018-09-27	APPLEBY LOCK	209.05	CAD	209.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61467065	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
					"3,101.24"	CAD	"3,101.24"	CAD							
TRANSPORTATION	5075-33	2018-09-11	2018-09-11	CHAIN SAW CLINIC	37.52	CAD	37.52	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TP0157	ROADWAY SURFACE REPAIR-D2	5261	Lawn and Garden Supply Stores	SMALL ENGINE PARTS
TRANSPORTATION	5075-34	2018-09-11	2018-09-11	STINSON EQUIPMENT LIMI	194.83	CAD	194.83	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TP0157	ROADWAY SURFACE REPAIR-D2	5039	Construction Materials Not Elsewhere Cla	SMALL ENGINE PARTS
TRANSPORTATION	5075-35	2018-09-11	2018-09-11	STINSON EQUIPMENT LIMI	-194.83	CAD	-194.83	CAD	2551	ROAD MATERIALS	TP0157	ROADWAY SURFACE REPAIR-D2	5039	Construction Materials Not Elsewhere Cla	REFLECTIVE TAPE FOR ROADWAY
TRANSPORTATION	5075-36	2018-09-11	2018-09-11	STINSON EQUIPMENT LIMI	180.75	CAD	180.75	CAD	2551	ROAD MATERIALS	TP0157	ROADWAY SURFACE REPAIR-D2	5039	Construction Materials Not Elsewhere Cla	REFLECTIVE TAPE FOR ROADWAY
					218.27	CAD	218.27	CAD							
"PARKS, FORESTRY & RECREATION"	5071-32	2018-09-04	2018-09-05	PAYPAL *TRAVELINGCR	180.00	CAD	180.00	CAD	4102	ENTERTAINER AND BAND FEES	P05113	PARKLAWN CS-SUMMER CAMPS	8999	Professional Services - Not Elsewhere Cl	WORKSHOP
					180.00	CAD	180.00	CAD							
"PARKS, FORESTRY & RECREATION"	5072-36	2018-09-06	2018-09-06	BELL TV	62.09	CAD	62.09	CAD	4441	CONTRACTED SERVICES - CABLE TV	P10313	GLEN LONG-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	MONTHLY CABLE SERVICE
"PARKS, FORESTRY & RECREATION"	5077-39	2018-09-12	2018-09-13	THE HOME DEPOT #7134	9.02	CAD	9.02	CAD	2710	GENERAL HARDWARE	P06059	GLEN LONG-SOCIAL PRGM	5200	Home Supply Warehouse	DEWALT 10PK
"PARKS, FORESTRY & RECREATION"	5082-50	2018-09-19	2018-09-20	CDN TIRE STORE #00214	29.36	CAD	29.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06059	GLEN LONG-SOCIAL PRGM	5200	Home Supply Warehouse	PROGRAM SUPPLIES
					100.47	CAD	100.47	CAD							
"PARKS, FORESTRY & RECREATION"	5071-33	2018-09-05	2018-09-05	TURF CARE	136.73	CAD	136.73	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	EMERGENCY  SPRING STABILIZER
"PARKS, FORESTRY & RECREATION"	5072-37	2018-09-07	2018-09-07	LOWES #02951*	74.56	CAD	74.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	HEAVY DUTY GROUND SPIKE 44 BLACK
"PARKS, FORESTRY & RECREATION"	5072-38	2018-09-07	2018-09-07	GERVAIS PARTY & TENT R	466.69	CAD	466.69	CAD	4590	RENTAL - OTHER	P07647	HUMBER VALLEY-OPERATIONS	7394	"Equipment Rental and Leasing Services, F"	TABLES AND CHAIR RENTAL
"PARKS, FORESTRY & RECREATION"	5072-39	2018-09-06	2018-09-06	PRECISION TURF TECHNOL	414.71	CAD	414.71	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	SPEED SENSOR AND CABLE
"PARKS, FORESTRY & RECREATION"	5075-37	2018-09-11	2018-09-11	PAYPAL *ALARMSALARM	226.00	CAD	226.00	CAD	4435	C. SERV - SECUR SYS	P07647	HUMBER VALLEY-OPERATIONS	7394	"Equipment Rental and Leasing Services, F"	MONITORING SERVICE
"PARKS, FORESTRY & RECREATION"	5076-26	2018-09-12	2018-09-12	PRECISION TURF TECHNOL	303.69	CAD	303.69	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	SPEED SENSOR INSTALL AND TEST
"PARKS, FORESTRY & RECREATION"	5077-40	2018-09-13	2018-09-13	BRETT YOUNG	769.76	CAD	769.76	CAD	2199	MISCELLANEOUS PARTS	P07647	HUMBER VALLEY-OPERATIONS	0763	Agricultural Cooperatives	40 MAGNUM QUAD TINE
"PARKS, FORESTRY & RECREATION"	5077-41	2018-09-13	2018-09-13	KOOY BROS LAWN	119.62	CAD	119.62	CAD	2199	MISCELLANEOUS PARTS	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	"STARTER GRIP, GATOR LINE, CHOKE KNOB"
"PARKS, FORESTRY & RECREATION"	5077-42	2018-09-13	2018-09-13	COSTCO WHOLESALE W535	243.86	CAD	243.86	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5300	Wholesale Clubs	"KS BATTERY, HI SENSE"
"PARKS, FORESTRY & RECREATION"	5082-51	2018-09-21	2018-09-21	BATTLEFIELD EQUIPMENT	123.40	CAD	123.40	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5712	"Equipment, Furniture, and Home Furnishin"	FENCE RENTAL
"PARKS, FORESTRY & RECREATION"	5082-52	2018-09-21	2018-09-21	PRECISION TURF TECHNOL	545.35	CAD	545.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	"TWIN JET NOZZLES, NOZZLE BODY, FILTER"
"PARKS, FORESTRY & RECREATION"	5087-75	2018-09-27	2018-09-27	LOWES #02951*	71.77	CAD	71.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  CAT 5E RJ45 NETWORKING CABLE 25FT
					"3,496.14"	CAD	"3,496.14"	CAD							
TORONTO WATER	5082-53	2018-09-19	2018-09-20	MOE-DRINK WAT WASTE CE	175.00	CAD	175.00	CAD	4830	PERMIT & LICENSE FEES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	9399	Government Services - Not Elsewhere Clas	DW OPERATOR CERTIFICATE
					175.00	CAD	175.00	CAD							
"PARKS, FORESTRY & RECREATION"	5068-7	2018-08-28	2018-09-03	TRIMATE ELECTRIC SUPPL	"2,973.49"	CAD	"2,973.49"	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5068-8	2018-08-31	2018-09-03	BRAFASCO / ETOBICOKE	101.73	CAD	101.73	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE
"PARKS, FORESTRY & RECREATION"	5077-43	2018-09-14	2018-09-14	NEDCO CTRL DIV. WESTBU	271.68	CAD	271.68	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5077-44	2018-09-13	2018-09-13	NEDCO CTRL DIV. WESTBU	96.92	CAD	96.92	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5082-54	2018-09-20	2018-09-20	BOLTS PLUS	106.73	CAD	106.73	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5251	Hardware Stores	"PLIERS, SCRAPERS"
"PARKS, FORESTRY & RECREATION"	5087-76	2018-09-28	2018-09-28	UNITED RENTALS CAN 085	645.00	CAD	645.00	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P12786	KIPLING YD-S-FAC. & MECH.SVCES	7394	"Equipment Rental and Leasing Services, F"	GENIE LIFT REPAIRS- ANNUAL MAINTENANCE
					"4,195.55"	CAD	"4,195.55"	CAD							
"PARKS, FORESTRY & RECREATION"	5072-40	2018-09-06	2018-09-06	LONG & MCQUADE LIMITED	549.19	CAD	549.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07688	CENTENNIAL-E-PRGM SUPPORT	5733	"Music Stores - Musical Instruments, Pian"	CORDS FOR EVENT
					549.19	CAD	549.19	CAD							
FACILITIES MANAGEMENT	5080-21	2018-09-17	2018-09-18	CDN TIRE STORE #00654	36.11	CAD	36.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61438067	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	DROP CLOTHES
					36.11	CAD	36.11	CAD							
"PARKS, FORESTRY & RECREATION"	5070-18	2018-09-04	2018-09-04	SILVER MILE HARDWARE	253.09	CAD	253.09	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	SAW BLADES
"PARKS, FORESTRY & RECREATION"	5070-19	2018-09-04	2018-09-04	LOWES #02633*	149.01	CAD	149.01	CAD	3015	M & E - GROUNDS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  3GAL PANCAKE AIR COMPRESSOR WITH
"PARKS, FORESTRY & RECREATION"	5071-41	2018-09-04	2018-09-05	THE HOME DEPOT #7107	-110.73	CAD	-110.73	CAD	3015	M & E - GROUNDS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	COMPRESSOR
"PARKS, FORESTRY & RECREATION"	5071-42	2018-09-04	2018-09-05	THE HOME DEPOT #7107	246.08	CAD	246.08	CAD	3015	M & E - GROUNDS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  XT TURBO OSC
"PARKS, FORESTRY & RECREATION"	5079-19	2018-09-17	2018-09-17	SILVER MILE HARDWARE	436.02	CAD	436.02	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	CHAINSAW ACCESSORIES
"PARKS, FORESTRY & RECREATION"	5080-36	2018-09-17	2018-09-18	THE HOME DEPOT #7107	99.37	CAD	99.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	TM MAT
"PARKS, FORESTRY & RECREATION"	5081-40	2018-09-18	2018-09-19	THE HOME DEPOT #7107	110.16	CAD	110.16	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  3/16X1-1/4FT
"PARKS, FORESTRY & RECREATION"	5081-41	2018-09-18	2018-09-19	CDN TIRE STORE #00209	28.24	CAD	28.24	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	HARDWARE
"PARKS, FORESTRY & RECREATION"	5082-72	2018-09-21	2018-09-21	PAINT DEPOT	125.92	CAD	125.92	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5198	"Paints, Varnishes, and Supplies"	PAINT
"PARKS, FORESTRY & RECREATION"	5082-73	2018-09-20	2018-09-20	THE HOME DEPOT #7107	399.74	CAD	399.74	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MILFLAT8PC
"PARKS, FORESTRY & RECREATION"	5082-74	2018-09-19	2018-09-20	CTF SUPPLY (08)	180.43	CAD	180.43	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	LAG BOLTS
"PARKS, FORESTRY & RECREATION"	5086-59	2018-09-26	2018-09-26	PARKVIEW BUILDING SUPP	250.86	CAD	250.86	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P00272	E-SOUTH2-TURF&HORT	5211	"Building Materials, Lumber Stores"	CONCRETE REMOVAL
"PARKS, FORESTRY & RECREATION"	5088-28	2018-09-28	2018-09-28	THE HOME DEPOT #7107	114.19	CAD	114.19	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  OOK MAGNET
					"2,282.38"	CAD	"2,282.38"	CAD							
"PARKS, FORESTRY & RECREATION"	5068-12	2018-08-30	2018-09-03	OLYMPIC TROPHIES LIMIT	361.04	CAD	361.04	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P07647	HUMBER VALLEY-OPERATIONS	5999	Miscellaneous and Specialty Retail Store	CITY TOURNAMENT - TROPHIES
					361.04	CAD	361.04	CAD							
MUNICIPAL LICENSING & STANDARDS	5078-13	2018-09-14	2018-09-14	VERNEY CONFERENCE MANA	514.15	CAD	514.15	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	MS1010	POLICY & PLANNING SERVICES	7399	Business Services - Not Elsewhere Classi	CONFERENCE
					514.15	CAD	514.15	CAD							
TORONTO WATER	5074-34	2018-09-10	2018-09-10	UR IN LUCK PORTABLE TO	565.00	CAD	565.00	CAD	4590	RENTAL - OTHER	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	7394	"Equipment Rental and Leasing Services, F"	TOILET RENTAL
TORONTO WATER	5076-37	2018-09-11	2018-09-12	THE HOME DEPOT #7073	304.57	CAD	304.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW4060	WW TREATMT::  NORTH TORONTO TP	5200	Home Supply Warehouse	**MORE**  GS BGF QSS
TORONTO WATER	5076-38	2018-09-12	2018-09-12	NATIONAL CONCRETE ACCE	132.21	CAD	132.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	5211	"Building Materials, Lumber Stores"	TOOL- REBAR CHAIRS
TORONTO WATER	5076-39	2018-09-12	2018-09-12	PRO GLO PAINTS LTD	56.36	CAD	56.36	CAD	2715	PAINT SUPPLIES	TW4080	WW TREATMNT: HUMBER TP - WA 3  LQD SEC	5231	"Glass, Paint, Wallpaper Stores"	PAINT
TORONTO WATER	5079-20	2018-09-17	2018-09-17	CHAUNCEY BUILDERS SUPP	305.62	CAD	305.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW4080	WW TREATMNT: HUMBER TP - WA 3  LQD SEC	5211	"Building Materials, Lumber Stores"	VARIOUS SUPPLIES
TORONTO WATER	5082-75	2018-09-20	2018-09-20	SHERWIN WILLIAMS # 875	35.87	CAD	35.87	CAD	2715	PAINT SUPPLIES	TW4080	WW TREATMNT: HUMBER TP - WA 3  LQD SEC	5231	"Glass, Paint, Wallpaper Stores"	PAINT
TORONTO WATER	5085-49	2018-09-24	2018-09-25	TOOLKIT SUPPLY AND REN	30.74	CAD	30.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW4080	WW TREATMNT: HUMBER TP - WA 3  LQD SEC	5211	"Building Materials, Lumber Stores"	WIRE MESH
TORONTO WATER	5086-60	2018-09-26	2018-09-26	SHERWIN WILLIAMS # 875	287.79	CAD	287.79	CAD	2715	PAINT SUPPLIES	TW4080	WW TREATMNT: HUMBER TP - WA 3  LQD SEC	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES
					"1,718.16"	CAD	"1,718.16"	CAD							
TORONTO WATER	5075-45	2018-09-11	2018-09-11	DRAPE MASTER	384.36	CAD	384.36	CAD	4419	LAUNDRY SERVICES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	7216	Dry Cleaners	LAUNDRY SERVICE
TORONTO WATER	5075-46	2018-09-11	2018-09-11	DRAPE MASTER	170.00	CAD	170.00	CAD	4419	LAUNDRY SERVICES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	7216	Dry Cleaners	LAUNDRY SERVICE
TORONTO WATER	5087-103	2018-09-28	2018-09-28	OWPSACSTATE	240.75	CAD	180.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	8398	"Organizations, Charitable and Social Ser"	WT COURSE PACKAGE
					795.11	CAD	554.36	CAD							
							180.00	USD							
"PARKS, FORESTRY & RECREATION"	5072-47	2018-09-07	2018-09-07	JJ DOWNS INDUSTRIAL	39.01	CAD	39.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12005	LASTMAN SQ-AIRS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	ICE PAINT
"PARKS, FORESTRY & RECREATION"	5077-64	2018-09-07	2018-09-13	I C E MARKETING AND CO	423.98	CAD	423.98	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12005	LASTMAN SQ-AIRS-OPERATIONS	7999	Recreation Services (Not Elsewhere Class	ICE PAINT
"PARKS, FORESTRY & RECREATION"	5086-61	2018-09-26	2018-09-26	SNAP-ON TOOLS	544.75	CAD	544.75	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5251	Hardware Stores	TOOLS
"PARKS, FORESTRY & RECREATION"	5087-104	2018-09-27	2018-09-27	GENERAL AUTO PARTS	139.17	CAD	139.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07702	GRANDRAVINE CC-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	SUPPLIES
"PARKS, FORESTRY & RECREATION"	5087-105	2018-09-27	2018-09-27	APPLIED INDUSTRIAL TEC	365.22	CAD	365.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07702	GRANDRAVINE CC-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	BEARINGS
					"1,512.13"	CAD	"1,512.13"	CAD							
"PARKS, FORESTRY & RECREATION"	5071-43	2018-09-05	2018-09-05	PRINCESS AUTO #36	107.83	CAD	107.83	CAD	3080	M & E - HAND TOOLS	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	TOOLS
"PARKS, FORESTRY & RECREATION"	5071-44	2018-09-05	2018-09-05	PICKERING MOWER	364.76	CAD	364.76	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5251	Hardware Stores	EQUIPMENT PARTS
"PARKS, FORESTRY & RECREATION"	5072-48	2018-09-06	2018-09-06	THE HOME DEPOT #7129	34.96	CAD	34.96	CAD	3080	M & E - HAND TOOLS	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	WRENCH HITCH
"PARKS, FORESTRY & RECREATION"	5072-49	2018-09-06	2018-09-06	CDN TIRE STORE #00192	127.66	CAD	127.66	CAD	3080	M & E - HAND TOOLS	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	HAND TOOLS
"PARKS, FORESTRY & RECREATION"	5072-50	2018-09-06	2018-09-06	PRINCESS AUTO #36	62.67	CAD	62.67	CAD	3080	M & E - HAND TOOLS	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	SHALLOW SOCKETS
"PARKS, FORESTRY & RECREATION"	5072-51	2018-09-06	2018-09-06	PRINCESS AUTO #36	25.97	CAD	25.97	CAD	3080	M & E - HAND TOOLS	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	PRY BAR
