Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5094-21	2018-10-06	2018-10-08	FRANCOIS  NO FRILLS 31	15.75	CAD	15.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01356	MALVERN RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5102-90	2018-10-18	2018-10-18	FRANCOIS  NO FRILLS 31	13.15	CAD	13.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01356	MALVERN RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
					28.90	CAD	28.90	CAD							
"PARKS, FORESTRY & RECREATION"	5101-44	2018-10-17	2018-10-17	AMZN MKTP CA*M877L44B2	18.07	CAD	18.07	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P02874	MEMORIAL POOL-LEISURE/PBLC-INDR	4816	Computer Network/Information Services	MICRO USB CABLE
					18.07	CAD	18.07	CAD							
"PARKS, FORESTRY & RECREATION"	5090-41	2018-10-02	2018-10-02	FOOD BASICS #692	276.84	CAD	276.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5411	"Grocery Stores, Supermarkets"	"ONIONS, MEAT, TOMATOES"
"PARKS, FORESTRY & RECREATION"	5094-22	2018-10-07	2018-10-08	MICHAELS #3982	32.21	CAD	32.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08575	VOLUNTEER RECOGNITION-SPEC EVNTS - NY	5945	"Game, Toy, and Hobby Shops"	POSTERBOARDS FOR DECOR
"PARKS, FORESTRY & RECREATION"	5094-23	2018-10-07	2018-10-08	MICHAELS #3982	201.13	CAD	201.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13487	PARKWAY FOREST- PRGM SUPPORT CR	5945	"Game, Toy, and Hobby Shops"	"BASKETS, GLUE GUNS, HALLOWEEN DECORATIONS"
"PARKS, FORESTRY & RECREATION"	5099-34	2018-10-15	2018-10-15	DESERRES	507.08	CAD	507.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5970	"Artist Supply Stores, Craft Shops"	"WATERCOLOUR PAPER, PAINTBRUSHES, PASTELS, CHARCOAL"
					"1,017.26"	CAD	"1,017.26"	CAD							
"PARKS, FORESTRY & RECREATION"	5094-36	2018-10-05	2018-10-08	THE HOME DEPOT #7001	195.38	CAD	195.38	CAD	2715	PAINT SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  JET FOA
"PARKS, FORESTRY & RECREATION"	5096-57	2018-10-09	2018-10-10	CDN TIRE STORE #00030	79.04	CAD	79.04	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	PLUMBING ANTI FREEZE
"PARKS, FORESTRY & RECREATION"	5102-130	2018-10-19	2018-10-19	METAL SUPERMARKETS (SC	54.09	CAD	54.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5051	Metal Service Centers and Offices	STEEL PIPE
					328.51	CAD	328.51	CAD							
"PARKS, FORESTRY & RECREATION"	5089-53	2018-09-28	2018-10-01	CDN TIRE STORE #00654	169.33	CAD	169.33	CAD	2710	GENERAL HARDWARE	P00152	C-WATERFRONT3-TURF&HORT	5200	Home Supply Warehouse	TARPS
"PARKS, FORESTRY & RECREATION"	5091-69	2018-10-02	2018-10-03	THE HOME DEPOT #7080	33.88	CAD	33.88	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00549	S-EAST 2-TURF&HORT	5200	Home Supply Warehouse	WEEDBLOCK
"PARKS, FORESTRY & RECREATION"	5092-125	2018-10-05	2018-10-05	ALPINE LAWN & GARDEN E	271.03	CAD	271.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00152	C-WATERFRONT3-TURF&HORT	5261	Lawn and Garden Supply Stores	CHAIN SAW PART
"PARKS, FORESTRY & RECREATION"	5101-65	2018-10-16	2018-10-17	THE HOME DEPOT #7073	35.39	CAD	35.39	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00152	C-WATERFRONT3-TURF&HORT	5200	Home Supply Warehouse	LEAF RAKE
"PARKS, FORESTRY & RECREATION"	5107-141	2018-10-25	2018-10-25	CUSTOM DOOR & LOCK SER	54.24	CAD	54.24	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00549	S-EAST 2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	KEYS
					563.87	CAD	563.87	CAD							
TORONTO WATER	5097-108	2018-10-12	2018-10-12	STAPLES STORE #257	285.31	CAD	285.31	CAD	3099	GENERAL EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5943	"Office, School Supply, and Stationery St"	APPLE TV 4K
TORONTO WATER	5102-131	2018-10-18	2018-10-18	MOE-DRINK WAT WASTE CE	140.00	CAD	140.00	CAD	4830	PERMIT & LICENSE FEES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	9399	Government Services - Not Elsewhere Clas	DW OPERATOR LICENCE
					425.31	CAD	425.31	CAD							
"PARKS, FORESTRY & RECREATION"	5099-45	2018-10-15	2018-10-15	JAMES SIGNS	135.60	CAD	135.60	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P06876	N-CENTRAL-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	PRINTING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5100-63	2018-10-15	2018-10-16	SAFETY MEDIA INC-TERMI	400.31	CAD	400.31	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P06876	N-CENTRAL-OPERATIONS	5999	Miscellaneous and Specialty Retail Store	PRINTING SUPPLIES
					535.91	CAD	535.91	CAD							
FIRE SERVICES	5099-46	2018-10-15	2018-10-15	PAYPAL *SFPE SOC	70.00	CAD	70.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	8398	"Organizations, Charitable and Social Ser"	CAN/ULC CONFERENCE REGISTRATION
FIRE SERVICES	5102-132	2018-10-18	2018-10-18	PETROCAN	71.65	CAD	71.65	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
FIRE SERVICES	5107-142	2018-10-24	2018-10-25	STAPLES.CA	759.31	CAD	759.31	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FR0084	FIRE PREVENTION - INVESTIGATIONS	5943	"Office, School Supply, and Stationery St"	USB DATA STICKS
					900.96	CAD	900.96	CAD							
FIRE SERVICES	5094-37	2018-10-06	2018-10-08	SHERATON	220.15	CAD	220.15	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	3503	Sheraton Hotels	**MORE**  ACCOMMODATIONS AND TOURIST TAXES
FIRE SERVICES	5094-38	2018-10-05	2018-10-08	THE PRINTING HOUSE #66	"1,215.85"	CAD	"1,215.85"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	2741	Miscellaneous Publishing and Printing	PRINTED MANUALS FOR RM2MR TRAINING
FIRE SERVICES	5094-39	2018-10-05	2018-10-08	PAYPAL *APCOCAN	734.50	CAD	734.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0012	ADMIN-HEADQUARTERS	7392	"Consulting, Management, and Public Relat"	APCO REGISTRATION
FIRE SERVICES	5097-109	2018-10-11	2018-10-11	THE PRINTING HOUSE #66	"1,215.79"	CAD	"1,215.79"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	2741	Miscellaneous Publishing and Printing	PRINTED MANUALS FOR RM2MR TRAINING
FIRE SERVICES	5110-54	2018-10-30	2018-10-30	SHOPPERS DRUG MART #09	38.14	CAD	38.14	CAD	4815	COURIER SERVICES	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	5912	"Drug Stores, Pharmacies"	**MORE**  BUBBLE MAILER
					"3,424.43"	CAD	"3,424.43"	CAD							
"PARKS, FORESTRY & RECREATION"	5091-70	2018-10-03	2018-10-03	FOOD BASICS #606	5.00	CAD	5.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06664	BURROWS HALL-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	BROWN SUGAR FOR CENTRE
"PARKS, FORESTRY & RECREATION"	5102-133	2018-10-18	2018-10-18	MICHAELS #3982	366.48	CAD	366.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	ART PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5108-32	2018-10-26	2018-10-26	WAL-MART # 3111	112.34	CAD	112.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	YOUNG MENS YOUTH PROGRAM
"PARKS, FORESTRY & RECREATION"	5111-58	2018-10-31	2018-10-31	DOLLARAMA #0931	72.60	CAD	72.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13393	VOLUNTEER RECOGNITION-SPEC EVNTS - SC	5310	Discount Stores	VOLUNTEERS RECOGNITION NIGHT - DECORATIONS
"PARKS, FORESTRY & RECREATION"	5111-59	2018-10-31	2018-10-31	DOLLARAMA #0999	15.26	CAD	15.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13393	VOLUNTEER RECOGNITION-SPEC EVNTS - SC	5310	Discount Stores	DECORATIONS FOR VOLUNTEERS NIGHT
"PARKS, FORESTRY & RECREATION"	5111-60	2018-10-31	2018-10-31	HOMESENSE 027	58.71	CAD	58.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13393	VOLUNTEER RECOGNITION-SPEC EVNTS - SC	5651	Family Clothing Stores	VOLUNTEERS NIGHT - DECORATIONS
"PARKS, FORESTRY & RECREATION"	5111-61	2018-10-31	2018-10-31	MICHAELS #4947	101.32	CAD	101.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13393	VOLUNTEER RECOGNITION-SPEC EVNTS - SC	5945	"Game, Toy, and Hobby Shops"	ART SUPPLIES
					731.71	CAD	731.71	CAD							
"PARKS, FORESTRY & RECREATION"	5101-66	2018-10-16	2018-10-17	TORONTO EAST GENERAL H	45.00	CAD	45.00	CAD	4995	OTHER EXPENSES	P00539	EASTERN BEACHES-TURF&HORT	8062	Hospitals	AMBULANCE SERVICE
"PARKS, FORESTRY & RECREATION"	5107-143	2018-10-24	2018-10-25	STAPLES.CA	205.64	CAD	205.64	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P00539	EASTERN BEACHES-TURF&HORT	5943	"Office, School Supply, and Stationery St"	INK CARTRIDGES
					250.64	CAD	250.64	CAD							
"PARKS, FORESTRY & RECREATION"	5089-54	2018-10-01	2018-10-01	BELL TV	74.41	CAD	74.41	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07646	DON VALLEY-OPERATIONS	4812	Telecommunication Equipment Including Te	MONTHLY SATELLITE SERVICE
					74.41	CAD	74.41	CAD							
"PARKS, FORESTRY & RECREATION"	5089-55	2018-10-01	2018-10-01	NATIONAL SPORTS #13	510.79	CAD	510.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	5655	"Sports Apparel, Riding Apparel Stores"	"BASKETBALLS, SOCCER BALLS AND PUMPS"
"PARKS, FORESTRY & RECREATION"	5092-126	2018-10-06	2018-10-06	AMZN MKTP CA*MT1TL86E0	127.42	CAD	127.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10051	MT DENNIS CC-INSTRL	4816	Computer Network/Information Services	"DANCE SUPPLIES - MATS, POMPOMS, RIBBONS"
"PARKS, FORESTRY & RECREATION"	5095-40	2018-10-09	2018-10-09	KAOS MUSIC CENTRE	75.68	CAD	75.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	8299	Educational Services	"GUITAR PICS, TUNER, MUSIC STAND"
"PARKS, FORESTRY & RECREATION"	5096-58	2018-10-10	2018-10-10	DOLLARAMA # 774	8.53	CAD	8.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	5310	Discount Stores	"WHITE GLUE, RUBBER BANDS"
"PARKS, FORESTRY & RECREATION"	5096-59	2018-10-10	2018-10-10	FRESH CO #9681	12.40	CAD	12.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5099-47	2018-10-16	2018-10-16	AMAZON.CA*MT2FP9WK1	47.05	CAD	47.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	4816	Computer Network/Information Services	GUITAR BOOKS
"PARKS, FORESTRY & RECREATION"	5101-67	2018-10-16	2018-10-17	WAL-MART #1004	92.72	CAD	92.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	5411	"Grocery Stores, Supermarkets"	"BADMINTON SET, SPONGES, AUX CABLES"
"PARKS, FORESTRY & RECREATION"	5102-134	2018-10-18	2018-10-18	AMZN MKTP CA*M869C3LP2	59.80	CAD	59.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	4816	Computer Network/Information Services	"HELMETS, APRONS"
"PARKS, FORESTRY & RECREATION"	5102-135	2018-10-18	2018-10-18	SODA-SNACK VENDING	10.15	CAD	10.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	5999	Miscellaneous and Specialty Retail Store	CUT KEYS
"PARKS, FORESTRY & RECREATION"	5105-57	2018-10-23	2018-10-23	RCSS WESTON 2800	14.24	CAD	14.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10051	MT DENNIS CC-INSTRL	5411	"Grocery Stores, Supermarkets"	"PASTA SAUCE, BASIL"
"PARKS, FORESTRY & RECREATION"	5109-46	2018-10-29	2018-10-29	LOBLAWS #1066	15.85	CAD	15.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10051	MT DENNIS CC-INSTRL	5411	"Grocery Stores, Supermarkets"	HALLOWEEN CANDIES
"PARKS, FORESTRY & RECREATION"	5110-55	2018-10-30	2018-10-30	NOFRILLS ROSS 782	2.26	CAD	2.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10051	MT DENNIS CC-INSTRL	5411	"Grocery Stores, Supermarkets"	BAMBOO SKEWERS
					976.89	CAD	976.89	CAD							
"PARKS, FORESTRY & RECREATION"	5089-56	2018-10-01	2018-10-01	FRESH CO #9681	9.07	CAD	9.07	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10467	WALLACE EMERSON-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CASH OUT BAGS
"PARKS, FORESTRY & RECREATION"	5091-71	2018-10-03	2018-10-03	DOLLARAMA # 774	58.59	CAD	58.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06376	WALLACE EMERSON-SOCIAL PRGM	5310	Discount Stores	HALLOWEEN DECORATIONS
"PARKS, FORESTRY & RECREATION"	5092-127	2018-10-05	2018-10-05	PARTY CITY #2008	333.22	CAD	333.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06376	WALLACE EMERSON-SOCIAL PRGM	5947	"Card, Gift, Novelty, and Souvenir Shops"	HALLOWEEN DECORATIONS
"PARKS, FORESTRY & RECREATION"	5099-48	2018-10-15	2018-10-15	STAPLES STORE #11	78.98	CAD	78.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06376	WALLACE EMERSON-SOCIAL PRGM	5943	"Office, School Supply, and Stationery St"	REC MATERIALS
"PARKS, FORESTRY & RECREATION"	5110-56	2018-10-30	2018-10-30	BASTONE HOME HARDWARE	24.84	CAD	24.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10467	WALLACE EMERSON-PRGM SUPPORT	5251	Hardware Stores	TAPE SUPPLIES
"PARKS, FORESTRY & RECREATION"	5110-57	2018-10-30	2018-10-30	FRESH CO #9681	50.87	CAD	50.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06376	WALLACE EMERSON-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES
					555.57	CAD	555.57	CAD							
"PARKS, FORESTRY & RECREATION"	5102-136	2018-10-18	2018-10-18	IKEA NORTH YORK	78.99	CAD	78.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07412	WALLACE EMERSON-FITNESS	5712	"Equipment, Furniture, and Home Furnishin"	STORAGE FOR FITNESS EQUIPMENT
					78.99	CAD	78.99	CAD							
"PARKS, FORESTRY & RECREATION"	5091-72	2018-10-03	2018-10-03	DAVIDSON S VALU MART #	22.57	CAD	22.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD
"PARKS, FORESTRY & RECREATION"	5091-73	2018-10-03	2018-10-03	DAVIDSON S VALU MART #	30.13	CAD	30.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD
"PARKS, FORESTRY & RECREATION"	5091-74	2018-10-03	2018-10-03	DOLLARAMA #1182	50.00	CAD	50.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12154	STAN WADLOW-MULTIPURP CTRS-PRGM SUP	5310	Discount Stores	HOILDAY DECORATIONS
"PARKS, FORESTRY & RECREATION"	5092-128	2018-10-05	2018-10-05	DOLLAR TREE #40209	5.70	CAD	5.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5331	Variety Stores	PRESCHOOL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5092-129	2018-10-05	2018-10-05	DOLLARAMA #1182	13.62	CAD	13.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5310	Discount Stores	PRESCHOOL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5095-41	2018-10-09	2018-10-09	NOFRILLS TOMS 775	42.82	CAD	42.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08903	EY CC COMPLEX-INSTRL	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5095-42	2018-10-09	2018-10-09	NOFRILLS TOMS 775	27.45	CAD	27.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5096-60	2018-10-10	2018-10-10	DAVIDSON S VALU MART #	28.44	CAD	28.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5099-49	2018-10-14	2018-10-15	MASTERMIND-PICKERING T	37.27	CAD	37.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	PRESCHOOL SUPPLIES
"PARKS, FORESTRY & RECREATION"	5101-68	2018-10-17	2018-10-17	DAVIDSON S VALU MART #	33.48	CAD	33.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5106-55	2018-10-23	2018-10-24	WAL-MART #3159	215.82	CAD	215.82	CAD	2610	KITCHEN SUPPLIES	P07791	STAN WADLOW COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5106-56	2018-10-23	2018-10-24	WAL-MART #3159	4.38	CAD	4.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12154	STAN WADLOW-MULTIPURP CTRS-PRGM SUP	5411	"Grocery Stores, Supermarkets"	PUMPKIN
"PARKS, FORESTRY & RECREATION"	5106-57	2018-10-24	2018-10-24	DOLLARAMA #1182	16.10	CAD	16.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12154	STAN WADLOW-MULTIPURP CTRS-PRGM SUP	5310	Discount Stores	"PICTURE FRAMES, DISH SOAP"
					527.78	CAD	527.78	CAD							
TORONTO WATER	5102-153	2018-10-18	2018-10-18	STAPLES STORE #32	485.41	CAD	485.41	CAD	3410	COMPUTERS - HARDWARE	TW2040	D&C: CONSTR. SERVICES: SOUTH & EAST	5943	"Office, School Supply, and Stationery St"	IPAD 12.9 SLIM C
					485.41	CAD	485.41	CAD							
"PARKS, FORESTRY & RECREATION"	5090-76	2018-10-02	2018-10-02	TSC STORES L.P.  #1203	172.69	CAD	172.69	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	5251	Hardware Stores	"CHICKEN WIRE, CAULKING"
"PARKS, FORESTRY & RECREATION"	5091-85	2018-10-03	2018-10-03	REXALL PHARMACY #6979	11.85	CAD	11.85	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	5912	"Drug Stores, Pharmacies"	ZINC PILSS FOR GOATS
"PARKS, FORESTRY & RECREATION"	5092-142	2018-10-04	2018-10-04	CDN TIRE STORE #00069	21.46	CAD	21.46	CAD	2570	JANITORIAL SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	5200	Home Supply Warehouse	LAUNDRY DETERGENT FOR FARM
"PARKS, FORESTRY & RECREATION"	5094-46	2018-10-05	2018-10-08	CDN TIRE STORE #00654	21.63	CAD	21.63	CAD	2570	JANITORIAL SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	5200	Home Supply Warehouse	"GLUE, SPRAY PAINT"
"PARKS, FORESTRY & RECREATION"	5100-68	2018-10-16	2018-10-16	REXALL PHARMACY #6979	23.72	CAD	23.72	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	5912	"Drug Stores, Pharmacies"	POLYSPORIN FOR GOAT
"PARKS, FORESTRY & RECREATION"	5106-70	2018-10-24	2018-10-24	DAVIS FEED  FARM SUPPL	620.00	CAD	620.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	0763	Agricultural Cooperatives	"PUMPKINS, APPLES FOR BOO BARN EVENT"
"PARKS, FORESTRY & RECREATION"	5107-169	2018-10-26	2018-10-26	SHOPPERS DRUG MART #13	12.43	CAD	12.43	CAD	4805	POSTAGE	P01058	RIVERDALE FARM-ANIMAL DISPLAY	7399	Business Services - Not Elsewhere Classi	POSTAGE
"PARKS, FORESTRY & RECREATION"	5110-64	2018-10-30	2018-10-30	THE BULK BARN 636	33.14	CAD	33.14	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	5441	"Candy, Nut, Confectionery Stores"	PSYLLIUM FOR HORSES
"PARKS, FORESTRY & RECREATION"	5111-70	2018-10-31	2018-10-31	ROYAL HM HWRE #1274-8	14.85	CAD	14.85	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	5251	Hardware Stores	CHAIN COLLAR & LINKS FOR GOATS
					931.77	CAD	931.77	CAD							
CHILDRENS SERVICES	5090-77	2018-10-01	2018-10-02	EDU-CHILD CARE LICENSI	140.00	CAD	140.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
CHILDRENS SERVICES	5096-70	2018-10-09	2018-10-10	EDU-CHILD CARE LICENSI	25.00	CAD	25.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE
					165.00	CAD	165.00	CAD							
"PARKS, FORESTRY & RECREATION"	5089-62	2018-10-01	2018-10-01	NATIONAL SPORTS #13	384.83	CAD	384.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10037	ELMS CS-INSTRL	5655	"Sports Apparel, Riding Apparel Stores"	SOCCER BALLS
"PARKS, FORESTRY & RECREATION"	5089-63	2018-10-01	2018-10-01	FOOD BASICS #689	75.49	CAD	75.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5091-86	2018-10-03	2018-10-03	RCSS WESTON 2800	29.33	CAD	29.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SNACKS
"PARKS, FORESTRY & RECREATION"	5094-47	2018-10-05	2018-10-08	WAL-MART # 3740	53.13	CAD	53.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06452	ELMS CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	ARTS & CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5094-48	2018-10-05	2018-10-08	WAL-MART # 3740	39.08	CAD	39.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5094-49	2018-10-05	2018-10-08	WAL-MART # 3740	35.57	CAD	35.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	5096-71	2018-10-10	2018-10-10	DOLLAR TREE #40138	108.86	CAD	108.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06452	ELMS CS-ARTS-VISL/PERF	5331	Variety Stores	PROGRAM SUPPLIES
