Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4369-57	2017-01-06	2017-01-09	AMAZON *MARKETPLCE CA	-38.60	CAD	-38.60	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00890	KIPLING YD-FLEET EQUIP	4816	Computer Network/Information Services	REFUND WHITEBOARD	
"PARKS, FORESTRY & RECREATION"	4373-27	2017-01-10	2017-01-11	BELL TV	74.07	CAD	74.07	CAD	4441	CONTRACTED SERVICES - CABLE TV	P00914	KIPLING YD-YARD OPERNS	4812	Telecommunication Equipment Including Te	MONTHLY TV SERVICES - JANUARY	
"PARKS, FORESTRY & RECREATION"	4379-49	2017-01-14	2017-01-16	AMAZON *MARKETPLCE CA	49.47	CAD	49.47	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00914	KIPLING YD-YARD OPERNS	4816	Computer Network/Information Services	LABEL TAPE	
"PARKS, FORESTRY & RECREATION"	4386-30	2017-01-17	2017-01-19	WALMART.CA	316.37	CAD	316.37	CAD	3050	M & E - KITCHEN	P00890	KIPLING YD-FLEET EQUIP	5310	Discount Stores	FRIDGE	
"PARKS, FORESTRY & RECREATION"	4389-58	2017-01-21	2017-01-23	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	P00906	KIPLING YD-TRADES	9399	Government Services - Not Elsewhere Clas	TRADE CERT	
					290.94	CAD	290.94	CAD								
"PARKS, FORESTRY & RECREATION"	4369-58	2017-01-05	2017-01-09	THE HOME DEPOT #7001	50.25	CAD	50.25	CAD	2710	GENERAL HARDWARE	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	**MORE**  NUTS	
"PARKS, FORESTRY & RECREATION"	4400-69	2017-01-27	2017-01-30	CHAPTERS 929	65.54	CAD	65.54	CAD	4804	WIRELESS DEVICES	P13474	SC - SPORTS FIELD MAINTENANCE	5942	Book Stores	"USB CORD , MAX DUAL POWER BANK"	
					115.79	CAD	115.79	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4359-23	2016-12-30	2017-01-03	01464 MACS CONV. STORE	8.54	CAD	8.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	5331	Variety Stores	FOOD FOR PERFORMERS.	
ECONOMIC DEVELOPMENT & CULTURE	4359-24	2016-12-30	2017-01-03	LONGO'S # 18	60.07	CAD	60.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR PERFORMERS.	
ECONOMIC DEVELOPMENT & CULTURE	4359-25	2016-12-30	2017-01-03	CDN TIRE STORE #00600	29.36	CAD	29.36	CAD	2665	PROTECTIVE CLOTHING	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	5200	Home Supply Warehouse	HAND WARMERS	
ECONOMIC DEVELOPMENT & CULTURE	4359-26	2016-12-31	2017-01-03	AEROFLEET SERVICES	50.00	CAD	50.00	CAD	4995	OTHER EXPENSES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	4121	Limousines and Taxicabs	TAXIFARE	
ECONOMIC DEVELOPMENT & CULTURE	4359-27	2016-12-31	2017-01-03	AEROFLEET SERVICES	30.00	CAD	30.00	CAD	4995	OTHER EXPENSES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	4121	Limousines and Taxicabs	GROUND TRANSPORTATION FOR ARTIST AT NYE EVENT	
ECONOMIC DEVELOPMENT & CULTURE	4360-11	2017-01-04	2017-01-04	SHERATON	87.01	CAD	87.01	CAD	4210	BUSINESS TRAV - ACCOMMODATION	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	3503	Sheraton Hotels	HOTEL ACCOMODATION UPGRADE FEE - NYE PERFORMER	
ECONOMIC DEVELOPMENT & CULTURE	4371-24	2016-12-31	2017-01-10	SHERATON	-578.84	CAD	-578.84	CAD	4995	OTHER EXPENSES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	3503	Sheraton Hotels	CREDIT RE: TRX 4350-33	
ECONOMIC DEVELOPMENT & CULTURE	4371-25	2016-12-31	2017-01-10	SHERATON	-578.84	CAD	-578.84	CAD	4995	OTHER EXPENSES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	3503	Sheraton Hotels	CREDIT RE: TRX 4350-34	
ECONOMIC DEVELOPMENT & CULTURE	4371-26	2016-12-31	2017-01-10	SHERATON	-578.84	CAD	-578.84	CAD	4995	OTHER EXPENSES	SE0009	CENTRAL-FEST LIAISON-COMMUNITY EVENTS	3503	Sheraton Hotels	CREDIT RE: TRX 4350-35	
					"-1,471.54"	CAD	"-1,471.54"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4377-34	2017-01-12	2017-01-13	FORTINO'S (QUEEN'S PLA	168.33	CAD	168.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01202	ATTWELL-ADMIN	5411	"Grocery Stores, Supermarkets"	"SUPPLIES-NPOWER JAN13,CNC SESSIONS JAN17-80CLIENTS"	
EMPLOYMENT & SOCIAL SERVICES	4387-50	2017-01-18	2017-01-20	TIM HORTONS 3175 QTH	51.27	CAD	51.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01293	REXDALE HUB	5814	Quick Payment Service - Fast-Food Restau	"EMPLOYMENT CONNECTIONS MEETING,JAN18 20-30 CLIENTS"	
EMPLOYMENT & SOCIAL SERVICES	4395-42	2017-01-25	2017-01-26	FORTINO'S (QUEEN'S PLA	22.09	CAD	22.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01202	ATTWELL-ADMIN	5411	"Grocery Stores, Supermarkets"	"OW PAYE YOUTH EMPLOY SESSION, JAN25-20-30 CLIENTS"	
					241.69	CAD	241.69	CAD								
FIRE SERVICES	4371-27	2017-01-09	2017-01-10	PAYPAL *SFPE SOC	80.00	CAD	80.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FR0084	FIRE PREVENTION - INVESTIGATIONS	8398	"Organizations, Charitable and Social Ser"	REGISTRATION FOR SFPE SEMINAR	
FIRE SERVICES	4392-38	2017-01-25	2017-01-25	APPLE ONLINE STORE	145.77	CAD	145.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FR0084	FIRE PREVENTION - INVESTIGATIONS	5734	Computer Software Stores	BATTERY CASE FOR IPHONE	
					225.77	CAD	225.77	CAD								
TORONTO PARAMEDIC SERVICES	4375-22	2017-01-10	2017-01-12	HUMBER RIVER REG'L HOS	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO PARAMEDIC SERVICES	4377-35	2017-01-12	2017-01-13	PARKING MURRAY STREET	20.00	CAD	20.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					32.00	CAD	32.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4369-59	2017-01-05	2017-01-09	THE HOME DEPOT #7011	40.61	CAD	40.61	CAD	2570	JANITORIAL SUPPLIES	AH0023	CD-AM-FACILITY MGMT-TODMORDEN	5200	Home Supply Warehouse	TM 3X4	
ECONOMIC DEVELOPMENT & CULTURE	4369-60	2017-01-06	2017-01-09	LOWES #02640*	230.49	CAD	230.49	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	AH0025	CD-AM-FACILITY MGMT-GIBSON HOU	5200	Home Supply Warehouse	17INCH CERAMIC TOWER HEATER	
ECONOMIC DEVELOPMENT & CULTURE	4373-28	2017-01-09	2017-01-11	CDN TIRE STORE #00654	81.48	CAD	81.48	CAD	2570	JANITORIAL SUPPLIES	AH0153	CD-AM-FACILITY MGMT-MCKENZIE HOUSE	5200	Home Supply Warehouse	KNEE PAD SCRUB BRUSHES	
ECONOMIC DEVELOPMENT & CULTURE	4381-22	2017-01-16	2017-01-17	CHAUNCEY BUILDERS SUPP	677.83	CAD	677.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FACILITY MGMT-CHAPLIN CRESENT	5211	"Building Materials, Lumber Stores"	SALT SPREADERS	
ECONOMIC DEVELOPMENT & CULTURE	4381-23	2017-01-16	2017-01-17	LAKESHORE LUMBER	24.24	CAD	24.24	CAD	2710	GENERAL HARDWARE	AH0151	CD-AM-FACILITY MGMT-SPADINA HOUSE	5251	Hardware Stores	LOCK DEICER	
ECONOMIC DEVELOPMENT & CULTURE	4387-51	2017-01-18	2017-01-20	SWISH MAINTENANCE LTD	349.74	CAD	349.74	CAD	2570	JANITORIAL SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	2842	"Specialty Cleaning, Polishing, and Sanit"	VAC BAGS	
					"1,404.39"	CAD	"1,404.39"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4377-36	2017-01-12	2017-01-13	FRESHCO #9781	65.77	CAD	65.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01258	INVESTING IN FAMILIES	5411	"Grocery Stores, Supermarkets"	"SNACKS-IIF MEETING JAN 13,17  22 PARTICIPANTS"	
EMPLOYMENT & SOCIAL SERVICES	4387-52	2017-01-19	2017-01-20	FRESHCO #9781	93.35	CAD	93.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01258	INVESTING IN FAMILIES	5411	"Grocery Stores, Supermarkets"	"SNACKS-IIF MEETING JAN20,17 21 ADULTS, 10 CHILDREN"	
EMPLOYMENT & SOCIAL SERVICES	4397-39	2017-01-26	2017-01-27	FRESHCO #9781	65.13	CAD	65.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01258	INVESTING IN FAMILIES	5411	"Grocery Stores, Supermarkets"	"SNACKS-IIF MEETING JAN27,17 22 PARTICIPANTS"	
					224.25	CAD	224.25	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4373-29	2017-01-09	2017-01-11	CDN TIRE STORE #00192	42.92	CAD	42.92	CAD	2710	GENERAL HARDWARE	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5200	Home Supply Warehouse	BATTERIES	
					42.92	CAD	42.92	CAD								
"PARKS, FORESTRY & RECREATION"	4383-32	2017-01-17	2017-01-18	BATTLEFIELD EQUIPMENT	511.89	CAD	511.89	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5712	"Equipment, Furniture, and Home Furnishin"	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4387-53	2017-01-19	2017-01-20	BATTLEFIELD EQUIPMENT	49.72	CAD	49.72	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5712	"Equipment, Furniture, and Home Furnishin"	CHAINFALL	
"PARKS, FORESTRY & RECREATION"	4395-43	2017-01-25	2017-01-26	NOBLE 1003	55.27	CAD	55.27	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5251	Hardware Stores	"RUBBER QWIK END CAP, FOAMING DRAIN"	
"PARKS, FORESTRY & RECREATION"	4400-70	2017-01-27	2017-01-30	NOBLE 1010	25.02	CAD	25.02	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5251	Hardware Stores	"SINK TAILPIECE, GREY CEMENT"	
					641.90	CAD	641.90	CAD								
"PARKS, FORESTRY & RECREATION"	4395-44	2017-01-25	2017-01-26	HOBBY WORLD	422.33	CAD	422.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06368	MCCORMICK RC-SOCIAL PRGM	5970	"Artist Supply Stores, Craft Shops"	ARTS AND CRAFTS	
					422.33	CAD	422.33	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4373-30	2017-01-10	2017-01-11	ST. MICHAEL'S CASH OFF	846.82	CAD	846.82	CAD	4823	MEALS-OUTSIDE LOC'S	FH5521	STREET TO HOMES	8062	Hospitals	CATERING - WORKSHOP ON COORDINATING CARE	
					846.82	CAD	846.82	CAD								
"PARKS, FORESTRY & RECREATION"	4367-30	2017-01-05	2017-01-06	PET VALU #2197	51.96	CAD	51.96	CAD	2620	ANIMAL CARE SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5995	Pet Shops - Pet Food and Supplies	FISH AND TURTLE FOOD	
"PARKS, FORESTRY & RECREATION"	4375-23	2017-01-11	2017-01-12	ROYAL HM HWRE #1274-8	5.62	CAD	5.62	CAD	2710	GENERAL HARDWARE	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5251	Hardware Stores	"TAPE, SEALING CLEAR"	
"PARKS, FORESTRY & RECREATION"	4395-45	2017-01-25	2017-01-26	ROYAL HM HWRE #1274-8	14.32	CAD	14.32	CAD	2710	GENERAL HARDWARE	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5251	Hardware Stores	"PLASTIC SHUTT OFF VALVE, LOCK DE-ICER"	
					71.90	CAD	71.90	CAD								
"PARKS, FORESTRY & RECREATION"	4371-28	2017-01-09	2017-01-10	TUFTS' VALU-MART 2667	59.39	CAD	59.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - EGGS, SOUR CREAM, CHEESE"	
"PARKS, FORESTRY & RECREATION"	4373-31	2017-01-09	2017-01-11	CDN TIRE STORE #00459	43.73	CAD	43.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01970	MAURICE CODY-SOCIAL PRGM	5200	Home Supply Warehouse	PROGRAM SUPPLIES FOR COOKING AND ASP PROGRAM	
"PARKS, FORESTRY & RECREATION"	4373-32	2017-01-10	2017-01-11	BEST BUY CANADA #931	29.36	CAD	29.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07393	BOB ABATE CC-FITNESS	5732	Electronic Sales	POWER CORDS FOR JVC STEREO - BOB ABATE CRC	
"PARKS, FORESTRY & RECREATION"	4381-24	2017-01-16	2017-01-17	LOBLAWS #092 REDWAY RD	75.06	CAD	75.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES KETCHUP, FLOUR, ONIONS, CHEESE"	
"PARKS, FORESTRY & RECREATION"	4383-33	2017-01-16	2017-01-18	WAL-MART #3159	33.75	CAD	33.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06295	MAURICE CODY-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	STICKERS FOR ART PROGRAM	
"PARKS, FORESTRY & RECREATION"	4390-32	2017-01-20	2017-01-24	CDN TIRE STORE #00459	19.15	CAD	19.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09924	MAURICE CODY-INSTRL	5200	Home Supply Warehouse	PUMP NEEDLE & WHISTLE FOR SPORTS PROGRAM	
"PARKS, FORESTRY & RECREATION"	4390-33	2017-01-23	2017-01-24	TUFTS' VALU-MART 2667	113.59	CAD	113.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - OLIVE OIL, CHICKEN, VEGETABLES"	
"PARKS, FORESTRY & RECREATION"	4401-25	2017-01-30	2017-01-31	TUFTS' VALU-MART 2667	66.30	CAD	66.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - BASIL, THYME, OLIVE OIL, PEPPER"	
					440.33	CAD	440.33	CAD								
"PARKS, FORESTRY & RECREATION"	4375-24	2017-01-10	2017-01-12	AMAZING PARTY   COSTUM	51.49	CAD	51.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12859	LOCATION SUPPORT - KEN COX	5947	"Card, Gift, Novelty, and Souvenir Shops"	PLASTIC TABLE ROLLS	
					51.49	CAD	51.49	CAD								
CHILDREN'S SERVICES 	4379-50	2017-01-12	2017-01-16	HUMAN RESOURSES PROFES	"1,824.95"	CAD	"1,824.95"	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	8999	Professional Services - Not Elsewhere Cl	HUMAN RESOURCES CONFERENCE	
CHILDREN'S SERVICES 	4392-39	2017-01-24	2017-01-25	VIA RAIL//LHK808/30JAN	268.94	CAD	268.94	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	4112	Passenger Railways	TRAIN TICKET	
CHILDREN'S SERVICES 	4401-26	2017-01-30	2017-01-31	801-413-7200/RESPONSIV	745.80	CAD	745.80	CAD	4995	OTHER EXPENSES	E0143A	TRAINING	7922	Theatrical Producers (except Motion Pict	GUEST SPEAKER 	
					"2,839.69"	CAD	"2,839.69"	CAD								
LONG TERM CARE HOMES & SERVICES	4379-51	2017-01-13	2017-01-16	LOBLAWS #1066	21.00	CAD	21.00	CAD	2741	FOOD COSTS	D3L032	WESBURN FOOD & NUTRITION	5411	"Grocery Stores, Supermarkets"	GROCERY	
LONG TERM CARE HOMES & SERVICES	4389-59	2017-01-19	2017-01-23	WAL-MART # 3031	107.32	CAD	107.32	CAD	2610	KITCHEN SUPPLIES	D3L031	WESBURN FOOD & NUTRITION	5310	Discount Stores	MICROWAVE	
LONG TERM CARE HOMES & SERVICES	4392-40	2017-01-23	2017-01-25	STAPLES.CA	267.71	CAD	267.71	CAD	2010	STATIONERY AND OFFICE SUPPLIES	D3L011	WESBURN PROGRAM ADMINISTRATION	5943	"Office, School Supply, and Stationery St"	ERGONOMIC OPERATOR CHAIR	
LONG TERM CARE HOMES & SERVICES	4397-40	2017-01-26	2017-01-27	SPECIALTY FURNITURE	"1,090.45"	CAD	"1,090.45"	CAD	2823	MEDICAL SUPPLIES	D3L144	WESBURN NURSING ADMINISTRATION	5021	Office and Commercial Furniture	**MORE**  HOYER DELUXE STAND AID SLING	
					"1,486.48"	CAD	"1,486.48"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4383-34	2017-01-17	2017-01-18	FORTINO'S	12.63	CAD	12.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01212	LAWRENCE SQUARE-ADMIN	5411	"Grocery Stores, Supermarkets"	PERSONALITY DIMENSIONS WORKSHOP JAN17/17 13CLIENTS	
EMPLOYMENT & SOCIAL SERVICES	4386-31	2017-01-18	2017-01-19	FORTINO'S	17.16	CAD	17.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01212	LAWRENCE SQUARE-ADMIN	5411	"Grocery Stores, Supermarkets"	SNACKS-LHION EMPLOY & TRAINING SESSION JAN18/17	
EMPLOYMENT & SOCIAL SERVICES	4400-71	2017-01-27	2017-01-30	FORTINO'S	4.48	CAD	4.48	CAD	4820	BUSINESS MEETING EXPENSES	C01212	LAWRENCE SQUARE-ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS-NEWCOMER SERVICES MEETING JAN27/17	
					34.27	CAD	34.27	CAD								
"PARKS, FORESTRY & RECREATION"	4359-28	2016-12-31	2017-01-03	FACEBK FX26EA6E42	25.00	CAD	25.00	CAD	4414	ADVERTISING & PROMOTION	P00108	HIGH PARK-PLANT DISPLAY	7311	Advertising Services	JOB POSTING ADVERTISEMENT	
					25.00	CAD	25.00	CAD								
"PARKS, FORESTRY & RECREATION"	4389-60	2017-01-21	2017-01-23	STAPLES STORE #12	145.75	CAD	145.75	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P04660	LAWRENCE HGTS-SUMMER CAMPS	5943	"Office, School Supply, and Stationery St"	SUPPLIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	4392-41	2017-01-24	2017-01-25	ACTION TROPHY   ENGRAV	65.48	CAD	65.48	CAD	2610	KITCHEN SUPPLIES	P04660	LAWRENCE HGTS-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	COMMEMMORATIVE KITCHEN SIGN	
"PARKS, FORESTRY & RECREATION"	4395-46	2017-01-25	2017-01-26	STAPLES #189	9.05	CAD	9.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04660	LAWRENCE HGTS-SUMMER CAMPS	5943	"Office, School Supply, and Stationery St"	POSTERS FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	4400-72	2017-01-29	2017-01-30	STAPLES STORE #15	12.56	CAD	12.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04660	LAWRENCE HGTS-SUMMER CAMPS	5943	"Office, School Supply, and Stationery St"	11 X 17 PRINTING SHEETS	
					232.84	CAD	232.84	CAD								
EMPLOYMENT & SOCIAL SERVICES	4387-54	2017-01-19	2017-01-20	CAREERLIFESKILLS RESOU	161.43	CAD	161.43	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	C01230	LEARNING CENTRE	5192	"Books, Periodicals, and Newspapers"	"PD MANUAL, PD BUILDING BLOCKS BOOKS"	
					161.43	CAD	161.43	CAD								
"PARKS, FORESTRY & RECREATION"	4381-25	2017-01-16	2017-01-17	LOBLAWS #1019	257.27	CAD	257.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	4381-26	2017-01-16	2017-01-17	TONE TAI SUPERMARKET	40.37	CAD	40.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13487	PARKWAY FOREST- PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	4390-34	2017-01-23	2017-01-24	FOODLAND 6395     QPS	43.28	CAD	43.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13487	PARKWAY FOREST- PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	4395-47	2017-01-25	2017-01-26	NOFRILLS RICHARD'S #39	144.20	CAD	144.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13487	PARKWAY FOREST- PRGM SUPPORT CR	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	4397-41	2017-01-26	2017-01-27	F.G. BRADLEY'S #506	7.39	CAD	7.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5945	"Game, Toy, and Hobby Shops"	DICE	
					492.51	CAD	492.51	CAD								
"PARKS, FORESTRY & RECREATION"	4390-35	2017-01-22	2017-01-24	CDN TIRE STORE #00152	39.45	CAD	39.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10046	JG ALTHOUSE CS-INSTRL	5200	Home Supply Warehouse	PROGRAM SUPPLIES - GOLF BALLS	
"PARKS, FORESTRY & RECREATION"	4400-73	2017-01-26	2017-01-30	WAL-MART # 3031	203.35	CAD	203.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08588	JG ALTHOUSE CS-SPEC EVNTS	5310	Discount Stores	"PROGRAM SUPPLIES - SALSA, SUGAR, EGGS, BREAD"	
					242.80	CAD	242.80	CAD								
EMPLOYMENT & SOCIAL SERVICES	4360-12	2017-01-03	2017-01-04	AMAZON.CA	84.88	CAD	84.88	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	C01298	BUS TRANSFORMATION PROJECT	4816	Computer Network/Information Services	BOOK-THE EFFECTIVE CHANGE MANAGER'S HANDBOOK	
EMPLOYMENT & SOCIAL SERVICES	4367-31	2017-01-05	2017-01-06	AMAZON.CA	35.55	CAD	35.55	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	C01298	BUS TRANSFORMATION PROJECT	4816	Computer Network/Information Services	BOOK-LEADING CHANGE	
EMPLOYMENT & SOCIAL SERVICES	4369-61	2017-01-06	2017-01-09	STAPLES.CA	79.00	CAD	79.00	CAD	4995	OTHER EXPENSES	C01298	BUS TRANSFORMATION PROJECT	5943	"Office, School Supply, and Stationery St"	TOASTER OVEN	
EMPLOYMENT & SOCIAL SERVICES	4369-62	2017-01-07	2017-01-09	AMAZON.COM AMZN.COM/BI	92.86	CAD	68.96	USD	4995	OTHER EXPENSES	C01298	BUS TRANSFORMATION PROJECT	5942	Book Stores	3M ANTI GLARE PRIVACY FILTER FOR COMPUTER MONITOR	
EMPLOYMENT & SOCIAL SERVICES	4387-55	2017-01-18	2017-01-20	STAPLES.CA	79.03	CAD	79.03	CAD	4995	OTHER EXPENSES	C01298	BUS TRANSFORMATION PROJECT	5943	"Office, School Supply, and Stationery St"	KENSINGTON PREMIUM IN-LINE BOOK & DOCUMENT HOLDER	
EMPLOYMENT & SOCIAL SERVICES	4389-61	2017-01-21	2017-01-23	G T DON MILLS	109.84	CAD	109.84	CAD	4995	OTHER EXPENSES	C01298	BUS TRANSFORMATION PROJECT	5943	"Office, School Supply, and Stationery St"	DAC ADJUSTABLE MONITOR RISER	
					481.16	CAD	388.30	CAD								
							68.96	USD								
"PARKS, FORESTRY & RECREATION"	4400-74	2017-01-27	2017-01-30	E.B. SUPPLY	290.86	CAD	290.86	CAD	2710	GENERAL HARDWARE	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5251	Hardware Stores	"GAUGE SET, OIL FILTER WRENCH SET, BATTERY PACK"	
					290.86	CAD	290.86	CAD								
FACILITIES MANAGEMENT DIVISON	4375-25	2017-01-12	2017-01-12	PUMPERNICKEL'S FRANCHI	288.15	CAD	288.15	CAD	4820	BUSINESS MEETING EXPENSES	FA0301	"ADMIN-DIRECTOR'S OFFICE, FAC OP"	5811	Caterers	LUNCH FOR FACILITIES MANAGEMENT MEETING	
					288.15	CAD	288.15	CAD								
"PARKS, FORESTRY & RECREATION"	4389-62	2017-01-19	2017-01-23	FOOD BASICS #875	9.72	CAD	9.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - CAKE MIX, DECOR"	
					9.72	CAD	9.72	CAD								
"PARKS, FORESTRY & RECREATION"	4367-32	2017-01-04	2017-01-06	WAL-MART #1004	42.53	CAD	42.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06364	KEELE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PRESCHOOL PRGM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4395-48	2017-01-25	2017-01-26	FABRICLAND DISTRIBUTOR	23.15	CAD	23.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5949	"Fabric, Needlework, Piece Goods, and Sew"	FELT FOR MUSICAL THREATRE COSTUMES	
