Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2163-33	09-10-2012	09-12-2012	ONEIDA EQUIPMENT LTD	18.15	CAD	18.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5712	"Equipment, Furniture, and Home Furnishin"	TRIMMER CORD	
"PARKS, FORESTRY & RECREATION"	2163-34	09-11-2012	09-12-2012	BENSON TIRE #114	575.08	CAD	575.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00405	N-CENTRAL1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	FOAM FILL CASTORS	
"PARKS, FORESTRY & RECREATION"	2163-35	09-11-2012	09-12-2012	FIBA CANNING INC	"1,000.00"	CAD	"1,000.00"	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00859	ALNESS YD-YD OPERN	7538	Automotive Service Shops	"REMOVE & VENT CYLINDERS,TEST CYLINDERS"	
"PARKS, FORESTRY & RECREATION"	2166-41	09-11-2012	09-13-2012	ACTION HYDRAULICS LTD.	762.75	CAD	762.75	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00859	ALNESS YD-YD OPERN	7699	Miscellaneous Repair Shops and Related S	MOTOR REPAIRED AND TESTED	
"PARKS, FORESTRY & RECREATION"	2167-40	09-12-2012	09-14-2012	COLLINS AUTOMOTIVE PAR	632.92	CAD	632.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	CYLINDER HEAD	
"PARKS, FORESTRY & RECREATION"	2167-41	09-13-2012	09-14-2012	PRINCESS AUTO	129.93	CAD	129.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	GAUGE INFLATOR	
"PARKS, FORESTRY & RECREATION"	2169-32	09-13-2012	09-17-2012	ONEIDA EQUIPMENT LTD	55.10	CAD	55.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00405	N-CENTRAL1-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	CLUTCH	
"PARKS, FORESTRY & RECREATION"	2169-33	09-13-2012	09-17-2012	COLLINS AUTOMOTIVE PAR	32.22	CAD	32.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	TIMING BELT	
"PARKS, FORESTRY & RECREATION"	2174-35	09-17-2012	09-19-2012	NAPA WILLOWDALE #143	29.93	CAD	29.93	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	SHOP TOOLS	
"PARKS, FORESTRY & RECREATION"	2174-36	09-18-2012	09-19-2012	FIBA CANNING INC	"1,000.00"	CAD	"1,000.00"	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00859	ALNESS YD-YD OPERN	7538	Automotive Service Shops	"REMOVE & VENT CYLINDERS,TEST CYLINDERS"	
"PARKS, FORESTRY & RECREATION"	2176-38	09-20-2012	09-21-2012	STATEINDUSTRIAL  CA	422.62	CAD	422.62	CAD	2401	LUBRICANTS	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	*****	
"PARKS, FORESTRY & RECREATION"	2179-52	09-21-2012	09-24-2012	APPLIED INDUSTRIAL TEC	63.53	CAD	63.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	ROLLER CHAIN	
"PARKS, FORESTRY & RECREATION"	2179-53	09-21-2012	09-24-2012	APPLIED INDUSTRIAL TEC	63.53	CAD	63.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	ROLLER CHAIN	
"PARKS, FORESTRY & RECREATION"	2179-54	09-21-2012	09-24-2012	APPLIED INDUSTRIAL TEC	63.53	CAD	63.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5085	Industrial Supplies Not Elsewhere Classi	ROLLER CHAIN	
"PARKS, FORESTRY & RECREATION"	2185-36	09-25-2012	09-27-2012	NAPA WILLOWDALE #143	20.10	CAD	20.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	PINION SEAL	
					"4,869.39"	CAD	"4,869.39"	CAD								
"PARKS, FORESTRY & RECREATION"	2154-22	09-04-2012	09-05-2012	METRO #750	53.51	CAD	53.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07730	JIMMIE SIMPSON-PGM S	5411	"Grocery Stores, Supermarkets"	FOOD FOR AFTERSCHOOL PROGRAM	
"PARKS, FORESTRY & RECREATION"	2160-40	09-06-2012	09-10-2012	THE HOME DEPOT #7134	442.82	CAD	442.82	CAD	3320	FIXTURES	P07730	JIMMIE SIMPSON-PGM S	5200	Home Supply Warehouse	4872CDLSNR	
					496.33	CAD	496.33	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2157-23	09-06-2012	09-07-2012	KINGNJOHN     05/09 16	5.53	CAD	5.53	CAD	4770	PARKING EXPENSES (INTOWN)	ED0142	IM-FIL-TRAD-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
					5.53	CAD	5.53	CAD								
"PARKS, FORESTRY & RECREATION"	2156-20	09-05-2012	09-06-2012	EWING FLAGPOLE CO. INC	662.97	CAD	662.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00539	EASTERN BEACHES-TURF	5998	Tent & Awning Shops		
"PARKS, FORESTRY & RECREATION"	2162-20	09-10-2012	09-11-2012	EWING FLAGPOLE CO. INC	818.23	CAD	818.23	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00539	EASTERN BEACHES-TURF	5998	Tent & Awning Shops		
					"1,481.20"	CAD	"1,481.20"	CAD								
FIRE SERVICES	2160-41	09-07-2012	09-10-2012	PRO IMAGE CREST	911.90	CAD	911.90	CAD	2670	UNIFORMS	FR0019	ADM-QUARTRMSTR/STORE	5949	"Fabric, Needlework, Piece Goods, and Sew"	EPAULETTES FOR PIPES & DRUMS	
FIRE SERVICES	2162-21	09-09-2012	09-11-2012	ESSO	75.25	CAD	75.25	CAD	2260	GASOLINE	FR0025	MECH MAINT-VEH MAINT	5542	"Fuel Dispenser, Automated"	GASOLINE	
FIRE SERVICES	2174-37	09-18-2012	09-19-2012	QUALITY JEWELLERS LTD.	22.60	CAD	22.60	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	FR0012	ADMIN-HEADQUARTERS	5944	"Clock, Jewelry, Watch, and Silverware St"	AXE ENGRAVING	
FIRE SERVICES	2175-41	09-18-2012	09-20-2012	THE UNIFORM GROUP INC	"1,005.42"	CAD	"1,005.42"	CAD	2670	UNIFORMS	FR0012	ADMIN-HEADQUARTERS	7296	"Clothing Rental - Costumes, Uniforms and"	MESS KIT FOR FIRE CHIEF	
FIRE SERVICES	2175-42	09-18-2012	09-20-2012	TUXEDO ROYALE	90.40	CAD	90.40	CAD	2670	UNIFORMS	FR0012	ADMIN-HEADQUARTERS	7296	"Clothing Rental - Costumes, Uniforms and"	CUMBERTON & BOW TIE FOR FIRE CHIEF	
FIRE SERVICES	2176-39	09-19-2012	09-21-2012	TUXEDO ROYALE	56.49	CAD	56.49	CAD	2670	UNIFORMS	FR0012	ADMIN-HEADQUARTERS	7296	"Clothing Rental - Costumes, Uniforms and"	TUXEDO SHIRT FOR FIRE CHIEF	
					"2,162.06"	CAD	"2,162.06"	CAD								
"PARKS, FORESTRY & RECREATION"	2175-43	09-19-2012	09-20-2012	ROTBLOTT'S DISCOUNT WH	50.82	CAD	50.82	CAD	2710	GENERAL HARDWARE	P00536	WATERFRONT	5251	Hardware Stores	NYLON ROPE	
					50.82	CAD	50.82	CAD								
"PARKS, FORESTRY & RECREATION"	2156-21	09-04-2012	09-06-2012	NAPA SCARBOROUGH #136	302.64	CAD	302.64	CAD	2401	LUBRICANTS	P07649	TAM OSHANTER-OPERATI	5533	"Automotive Parts, Accessories Stores"	GREASE-OIL	
"PARKS, FORESTRY & RECREATION"	2160-42	09-06-2012	09-10-2012	CDN TIRE STORE #00264	58.51	CAD	58.51	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07649	TAM OSHANTER-OPERATI	5200	Home Supply Warehouse	TARP	
"PARKS, FORESTRY & RECREATION"	2163-36	09-11-2012	09-12-2012	ACKLANDS-GRAINGER INC	134.92	CAD	134.92	CAD	2665	PROTECTIVE CLOTHING	P07649	TAM OSHANTER-OPERATI	5085	Industrial Supplies Not Elsewhere Classi	BUMP CAPS-EAR PLUGS	
"PARKS, FORESTRY & RECREATION"	2167-42	09-12-2012	09-14-2012	WAL-MART # 3000	135.58	CAD	135.58	CAD	3050	M & E - KITCHEN	P07649	TAM OSHANTER-OPERATI	5310	Discount Stores	MICROWAVE	
"PARKS, FORESTRY & RECREATION"	2169-34	09-14-2012	09-17-2012	ALPINE LAWN   GARDEN E	184.24	CAD	184.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07649	TAM OSHANTER-OPERATI	5261	Lawn and Garden Supply Stores	CHAIN SAW BAR & CHAINS	
"PARKS, FORESTRY & RECREATION"	2170-19	09-14-2012	09-18-2012	ALLTURF LTD.	864.00	CAD	864.00	CAD	2470	FERTILIZERS	P07649	TAM OSHANTER-OPERATI	0780	Horticultural and Landscaping Services	LIQUID FERTILIZERS	
"PARKS, FORESTRY & RECREATION"	2179-55	09-22-2012	09-24-2012	TURF CANADA	996.06	CAD	996.06	CAD	2499	OTHER CHEMICALS	P07649	TAM OSHANTER-OPERATI	5998	Tent & Awning Shops	INSECTICIDE	
"PARKS, FORESTRY & RECREATION"	2186-42	09-26-2012	09-28-2012	MR JANITORIAL SUPPLIES	478.58	CAD	478.58	CAD	2570	JANITORIAL SUPPLIES	P07649	TAM OSHANTER-OPERATI	2842	"Specialty Cleaning, Polishing, and Sanit"	*****	
"PARKS, FORESTRY & RECREATION"	2186-43	09-27-2012	09-28-2012	WOLSELEY MECHANICAL	33.28	CAD	33.28	CAD	2535	PLUMBING SUPPLIES	P07649	TAM OSHANTER-OPERATI	1711	"Air Conditioning, Heating, and Plumbing"	BRASS PLUMBING PART	
					"3,187.81"	CAD	"3,187.81"	CAD								
"PARKS, FORESTRY & RECREATION"	2169-35	09-14-2012	09-17-2012	NOFRILLS VINCE'S #3930	400.15	CAD	400.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR BREAKFAST PRGM	
"PARKS, FORESTRY & RECREATION"	2169-36	09-15-2012	09-17-2012	IKEA VAUGHAN	54.55	CAD	54.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06049	DRIFTWOOD-SOC PGM	5712	"Equipment, Furniture, and Home Furnishin"	SUPPLIES FOR BREAKFAST PRGM	
"PARKS, FORESTRY & RECREATION"	2170-20	09-14-2012	09-18-2012	ZELLERS #237	136.98	CAD	136.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06049	DRIFTWOOD-SOC PGM	5310	Discount Stores	SUPPLIES FOR BREAKFAST PRGM	
"PARKS, FORESTRY & RECREATION"	2174-38	09-17-2012	09-19-2012	ZELLERS #237	27.64	CAD	27.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10303	DRIFTWD-PGM SUPP	5310	Discount Stores	MISC SUPPLIES FOR DRIFTWOOD CC	
"PARKS, FORESTRY & RECREATION"	2174-39	09-17-2012	09-19-2012	NINO D'AVERSA BAKERY L	152.22	CAD	152.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11563	DRIFTWD-SPORTS	5462	Bakeries	PLAYING CARDS FOR ITALIAN SENIORS PROGRAM	
"PARKS, FORESTRY & RECREATION"	2186-44	09-27-2012	09-28-2012	THE CRAFT   HOBBY EMPO	701.32	CAD	701.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08037	DRIFTWD-ARTS-VISL/PE	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES FOR VARIOUS PGRMS	
					"1,472.86"	CAD	"1,472.86"	CAD								
"PARKS, FORESTRY & RECREATION"	2162-22	09-07-2012	09-11-2012	CDN TIRE STORE #00427	343.77	CAD	343.77	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	GAS SHEARS	
"PARKS, FORESTRY & RECREATION"	2162-23	09-10-2012	09-11-2012	GENERAL PAINT #91	132.73	CAD	132.73	CAD	2715	PAINT SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	2170-21	09-14-2012	09-18-2012	CDN TIRE STORE #00427	112.91	CAD	112.91	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2179-56	09-21-2012	09-24-2012	GENERAL PAINT #91	103.93	CAD	103.93	CAD	2715	PAINT SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	2181-26	09-21-2012	09-25-2012	CDN TIRE STORE #00427	112.99	CAD	112.99	CAD	3099	GENERAL EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	LADDER	
"PARKS, FORESTRY & RECREATION"	2181-27	09-24-2012	09-25-2012	VALLEYVIEW GARDENS HK	169.50	CAD	169.50	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	MUMS	
"PARKS, FORESTRY & RECREATION"	2181-28	09-24-2012	09-25-2012	VALLEYVIEW GARDENS HK	158.20	CAD	158.20	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	MUMS	
"PARKS, FORESTRY & RECREATION"	2185-37	09-26-2012	09-27-2012	VALLEYVIEW GARDENS HK	146.90	CAD	146.90	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	MUMS	
"PARKS, FORESTRY & RECREATION"	2185-38	09-26-2012	09-27-2012	VALLEYVIEW GARDENS HK	45.20	CAD	45.20	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	MUMS	
"PARKS, FORESTRY & RECREATION"	2185-39	09-26-2012	09-27-2012	GENERAL PAINT #91	244.33	CAD	244.33	CAD	2715	PAINT SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT & SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2186-45	09-26-2012	09-28-2012	CDN TIRE STORE #00427	54.47	CAD	54.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	"AIR SOLID CRIS, BAR'S LEAK"	
					"1,624.93"	CAD	"1,624.93"	CAD								
EMERGENCY MEDICAL SERVICES	2150-28	09-01-2012	09-04-2012	NEWARK        00000018	9.17	CAD	9.17	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	SCREWDRIVER BITS	
EMERGENCY MEDICAL SERVICES	2160-43	09-08-2012	09-10-2012	NEWARK        00000018	227.45	CAD	227.45	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	*****	
EMERGENCY MEDICAL SERVICES	2162-24	09-07-2012	09-11-2012	BRAFASCO/CONCORD	117.30	CAD	117.30	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	SEALING WASHERS	
EMERGENCY MEDICAL SERVICES	2167-43	09-13-2012	09-14-2012	NEWARK        00000018	20.63	CAD	20.63	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	SCREWDRIVER BITS	
EMERGENCY MEDICAL SERVICES	2174-40	09-18-2012	09-19-2012	NEWARK        00000018	137.20	CAD	137.20	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	*****	
EMERGENCY MEDICAL SERVICES	2176-40	09-20-2012	09-21-2012	NEWARK        00000018	1.19	CAD	1.19	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	TAX ADJUSTMENT	
EMERGENCY MEDICAL SERVICES	2186-46	09-26-2012	09-28-2012	BRAFASCO/CONCORD	43.84	CAD	43.84	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	"SEALING WASHERS, NUTS"	
					556.78	CAD	556.78	CAD								
TORONTO WATER	2185-40	09-25-2012	09-27-2012	CDN TIRE STORE #00273	31.65	CAD	31.65	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1002	RC HARRIS SRVCS WA2	5200	Home Supply Warehouse	OFFICE SUPPLIES	
					31.65	CAD	31.65	CAD								
"PARKS, FORESTRY & RECREATION"	2176-41	09-20-2012	09-21-2012	STAPLES STORE #15	74.57	CAD	74.57	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P08146	AMESBURY CC-SOC PGM	5943	"Office, School Supply, and Stationery St"	MAIL CUBBIES FOR MAIN OFFICE	
					74.57	CAD	74.57	CAD								
SOLID WASTE MANAGEMENT	2186-47	09-26-2012	09-28-2012	RONA # 55090	15.24	CAD	15.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW359-12-06	#N/A	5251	Hardware Stores	W/O 276070	
					15.24	CAD	15.24	CAD								
"PARKS, FORESTRY & RECREATION"	2150-29	08-30-2012	09-04-2012	CDN TIRE STORE #00273	117.51	CAD	117.51	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06743	BEACHES CC-PGM SUPP	5200	Home Supply Warehouse	CARRIER/DOLLY	
"PARKS, FORESTRY & RECREATION"	2156-22	09-05-2012	09-06-2012	PRICE CHOPPER #7869QPS	50.36	CAD	50.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12102	BEACHES CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	"PASTA, SAUCE FOR COOKING CLASS"	
"PARKS, FORESTRY & RECREATION"	2157-24	09-05-2012	09-07-2012	IMPACT CANOPIES CANADA	644.10	CAD	644.10	CAD	3099	GENERAL EQUIPMENT	P06743	BEACHES CC-PGM SUPP	7399	Business Services - Not Elsewhere Classi	POP UP TENTS	
"PARKS, FORESTRY & RECREATION"	2157-25	09-05-2012	09-07-2012	CDN TIRE STORE #00654	154.79	CAD	154.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12102	BEACHES CC-SOC PGM	5200	Home Supply Warehouse	MATERIALS FOR CROQUET TOURNAMENT	
"PARKS, FORESTRY & RECREATION"	2160-44	09-07-2012	09-10-2012	THE SOURCE 5120	22.58	CAD	22.58	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06743	BEACHES CC-PGM SUPP	5732	Electronic Sales	CABLE	
"PARKS, FORESTRY & RECREATION"	2186-48	09-27-2012	09-28-2012	BEACH VALUMART	94.85	CAD	94.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12102	BEACHES CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	TURKEY MEATBALLS FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2186-49	09-27-2012	09-28-2012	LOBLAWS #1021	41.79	CAD	41.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12102	BEACHES CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	VEGGIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2186-50	09-27-2012	09-28-2012	FRESHCO #9750      QPS	164.23	CAD	164.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12102	BEACHES CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	"CHEESE,FISH,TOFU FOR COOKING CLASS"	
					"1,290.21"	CAD	"1,290.21"	CAD								
ACCOUNTING SERVICES 	2179-57	09-22-2012	09-24-2012	DELTA ARMOURIES LONDON	259.90	CAD	259.90	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FS0022	ACCTG SVCS-OFF OF TH	3581	Delta Hotels	ACCOMODATION - MFOA ANNUAL CONF.	
ACCOUNTING SERVICES 	2181-29	09-21-2012	09-25-2012	CDN TIRE STORE #00600	33.89	CAD	33.89	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	FS0022	ACCTG SVCS-OFF OF TH	5200	Home Supply Warehouse	ONE(1)KETTLE FOR ACCOUNTING SERVICES	
					293.79	CAD	293.79	CAD								
"PARKS, FORESTRY & RECREATION"	2182-36	09-25-2012	09-26-2012	FORTINOS	54.26	CAD	54.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06781	HUMBERWOOD (BD)-PGM	5411	"Grocery Stores, Supermarkets"	"VEG OIL,CHEESE,FLOUR,BUTTER,VINEGAR"	
"PARKS, FORESTRY & RECREATION"	2182-37	09-25-2012	09-26-2012	FLAGHOUSE INC.	317.96	CAD	317.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10044	HUMBERWD CC-INSTRL	5712	"Equipment, Furniture, and Home Furnishin"	"HOP BALL,GY, ROLL"	
"PARKS, FORESTRY & RECREATION"	2182-38	09-25-2012	09-26-2012	FLAGHOUSE INC.	173.98	CAD	173.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10044	HUMBERWD CC-INSTRL	5712	"Equipment, Furniture, and Home Furnishin"	ROLLER TUNNEL	
					546.20	CAD	546.20	CAD								
TORONTO WATER	2150-30	08-30-2012	09-04-2012	THE HOME DEPOT #7011	268.18	CAD	268.18	CAD	2710	GENERAL HARDWARE	WW1176	HTP PLANT SERVICES	5200	Home Supply Warehouse	*****	
TORONTO WATER	2157-26	09-06-2012	09-07-2012	KOTYCK BROS LIMITED	4.80	CAD	4.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1178	HTP LIQUIDS PRIMARY	1520	General Contractors - Residential and Co	BOLTS	
TORONTO WATER	2169-37	09-12-2012	09-17-2012	J.J. DOWNS INDUSTRIAL	50.19	CAD	50.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1176	HTP PLANT SERVICES	5085	Industrial Supplies Not Elsewhere Classi	PARTS FOR PUMP	
TORONTO WATER	2169-38	09-14-2012	09-17-2012	NEDCO CTRL DIV. WESTBU	264.85	CAD	264.85	CAD	2575	ELECTRICAL SUPPLIES	WW1176	HTP PLANT SERVICES	5065	Electrical Parts and Equipment	FUSES AND HEAT SENSOR	
TORONTO WATER	2174-41	09-18-2012	09-19-2012	KOTYCK BROS LIMITED	35.53	CAD	35.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1176	HTP PLANT SERVICES	1520	General Contractors - Residential and Co	PARTS FOR PUMP	
TORONTO WATER	2176-42	09-19-2012	09-21-2012	RONA NOBLE TRADE 52030	162.26	CAD	162.26	CAD	2535	PLUMBING SUPPLIES	WW1176	HTP PLANT SERVICES	5251	Hardware Stores	PLUMBING SUPPLIES	
TORONTO WATER	2176-43	09-20-2012	09-21-2012	NEDCO CTRL DIV. WESTBU	84.55	CAD	84.55	CAD	2575	ELECTRICAL SUPPLIES	WW1176	HTP PLANT SERVICES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
TORONTO WATER	2179-58	09-20-2012	09-24-2012	THE HOME DEPOT #7011	39.54	CAD	39.54	CAD	2575	ELECTRICAL SUPPLIES	WW1176	HTP PLANT SERVICES	5200	Home Supply Warehouse	DUAL LED FLASH LIGHT	
TORONTO WATER	2186-51	09-26-2012	09-28-2012	KOTYCK BROS LIMITED	138.58	CAD	138.58	CAD	2710	GENERAL HARDWARE	WW1176	HTP PLANT SERVICES	1520	General Contractors - Residential and Co	AIR VENT	
					"1,048.48"	CAD	"1,048.48"	CAD								
"PARKS, FORESTRY & RECREATION"	2167-44	09-12-2012	09-14-2012	STARKMAN SURGICAL SUPP	145.77	CAD	145.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07398	JJ PIEININNI-FIT	8071	Dental and Medical Laboratories	LARGE SCALE	
"PARKS, FORESTRY & RECREATION"	2186-52	09-27-2012	09-28-2012	DECORATING ELEMENTS	52.41	CAD	52.41	CAD	2715	PAINT SUPPLIES	P07398	JJ PIEININNI-FIT	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
					198.18	CAD	198.18	CAD								
PUBLIC HEALTH	2175-44	09-19-2012	09-20-2012	HOOTSUITE MEDIA INC.	23.87	CAD	23.72	USD	3420	COMPUTERS - SOFTWARE	PH1091	COMM MEDIA RELTNS	5968	Direct Marketing - Continuity/Subscripti	COMPUTERS - SOFTWARE	
					23.87	CAD	23.72	USD								
"PARKS, FORESTRY & RECREATION"	2185-41	09-25-2012	09-27-2012	WAL-MART # 3031	263.60	CAD	263.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12634	ETO CTR-SKAT-PRG SUP	5310	Discount Stores	FOOD SUPPLIES FOR ICE RINK TRAINING	
					263.60	CAD	263.60	CAD								
TRANSPORTATION SERVICES 	2169-39	09-15-2012	09-17-2012	CHAUNCEY BUILDERS SUPP	631.50	CAD	631.50	CAD	2710	GENERAL HARDWARE	TP0124	"RW BRIDGE MTCE D1,A1"	5211	"Building Materials, Lumber Stores"	"GENERAL HARDWARE DIAMOND BLADE 12"""	
					631.50	CAD	631.50	CAD								
"PARKS, FORESTRY & RECREATION"	2150-31	08-30-2012	09-04-2012	THE HOME DEPOT #7078	19.62	CAD	19.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2160-45	09-06-2012	09-10-2012	THE HOME DEPOT #7078	60.64	CAD	60.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2167-45	09-13-2012	09-14-2012	DAYVAN	134.70	CAD	134.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5251	Hardware Stores	HARDWARE	
"PARKS, FORESTRY & RECREATION"	2174-42	09-17-2012	09-19-2012	THE HOME DEPOT #7129	80.63	CAD	80.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****	
