Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Original Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	"Cost Centre/
WBS Element"	Cost Centre/ WBS Element Descrption	"Merchant
 Type"	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	1925-24	03-28-2012	03-30-2012	NAPA SCARBOROUGH #136	45.10	CAD	45.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	PLUGS
"PARKS, FORESTRY & RECREATION"	1925-25	03-28-2012	03-30-2012	NAPA SCARBOROUGH #136	62.08	CAD	62.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	"FUSES, FILTERS"
					"3,413.63"	CAD	"3,413.63"	CAD							
LONG TERM CARE HOMES	1885-10	03-01-2012	03-02-2012	CANADIAN CARD SYSTEMS	132.78	CAD	132.78	CAD	2810	RESIDENT ID	D3F144	7 OAKS-NS-NA	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT ADDRESSOGRAPH CARDS
LONG TERM CARE HOMES	1898-18	03-08-2012	03-09-2012	BROWEL'S MANUFACTURING	68.65	CAD	68.65	CAD	2810	RESIDENT ID	D3F144	7 OAKS-NS-NA	7692	Welding Repair	RESIDENTS HOME BRACELETS
LONG TERM CARE HOMES	1923-12	03-27-2012	03-28-2012	BROWEL'S MANUFACTURING	113.05	CAD	113.05	CAD	2810	RESIDENT ID	D3F144	7 OAKS-NS-NA	7692	Welding Repair	RESIDENTS HOME BRACELETS
LONG TERM CARE HOMES	1924-20	03-27-2012	03-29-2012	CANADIAN LEARNING COMP	363.86	CAD	363.86	CAD	4995	OTHER EXPENSES	D3F083	7 OAKS-PS-PS	8299	Educational Services	BSO TRAINING MATERIALS
					678.34	CAD	678.34	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1898-19	03-08-2012	03-09-2012	L'ESPRESSO BAR MERCURI	39.25	CAD	39.25	CAD	4823	MEALS-OUTSIDE LOC'S	AH0036	CD-RP-RES-METRO HALL	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH THIRD PARTY
					39.25	CAD	39.25	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1904-16	03-12-2012	03-14-2012	PRAXAIR OLM (INDUSTRIA	104.03	CAD	104.03	CAD	2499	OTHER CHEMICALS	AH0155	CD-AM-FAC-CHAPLIN C	7692	Welding Repair	CYLINDER RENTAL/LEASE FOR OXYGEN TANK ONE YEAR
					104.03	CAD	104.03	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1884-18	02-29-2012	03-01-2012	PAUL WOLF ELECTRIC   L	75.94	CAD	75.94	CAD	2575	ELECTRICAL SUPPLIES	AH0030	CD-AM-PRS-METRO HALL	5065	Electrical Parts and Equipment	"FLUOR. TUBES, LIGHT BULBS"
ECONOMIC DEVELOPMENT & CULTURE	1885-11	02-29-2012	03-02-2012	THE HOME DEPOT #7013	169.47	CAD	169.47	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	AH0030	CD-AM-PRS-METRO HALL	5200	Home Supply Warehouse	FILTRETE
ECONOMIC DEVELOPMENT & CULTURE	1895-15	03-05-2012	03-07-2012	CDN TIRE STORE #00654	200.17	CAD	200.17	CAD	2710	GENERAL HARDWARE	AH0030	CD-AM-PRS-METRO HALL	5200	Home Supply Warehouse	"LADDER, AIR FILTERS"
ECONOMIC DEVELOPMENT & CULTURE	1906-10	03-14-2012	03-15-2012	PAUL WOLF ELECTRIC   L	147.13	CAD	147.13	CAD	2575	ELECTRICAL SUPPLIES	AH0154	CD-AM-FAC-FORT YORK	5065	Electrical Parts and Equipment	LIGHT BULBS
ECONOMIC DEVELOPMENT & CULTURE	1925-26	03-28-2012	03-30-2012	THE HOME DEPOT #7073	25.98	CAD	25.98	CAD	2710	GENERAL HARDWARE	AH0154	CD-AM-FAC-FORT YORK	5200	Home Supply Warehouse	SAW
					618.69	CAD	618.69	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1884-19	02-29-2012	03-01-2012	SOBEYS #718        QPS	17.26	CAD	17.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5411	"Grocery Stores, Supermarkets"	FOOD FOR FAMILY SUNDAYS
ECONOMIC DEVELOPMENT & CULTURE	1897-8	03-07-2012	03-08-2012	SOBEYS #718        QPS	21.15	CAD	21.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"BAKING SUPPLIES - FLOUR, CURRANTS, BUTTERMILK"
ECONOMIC DEVELOPMENT & CULTURE	1898-20	03-08-2012	03-09-2012	DANFORTH VALU-MART	9.04	CAD	9.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5411	"Grocery Stores, Supermarkets"	BAMBOO SKEWERS FOR MARCH BREAK CRAFT
ECONOMIC DEVELOPMENT & CULTURE	1898-21	03-08-2012	03-09-2012	ABOVEGROUND ENTERPRISE	59.94	CAD	59.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	7333	"Commercial Art, Graphics, Photography"	"CRAFT SUPPLIES - TWINE, MAGNETIC SHEETS"
ECONOMIC DEVELOPMENT & CULTURE	1901-20	03-08-2012	03-12-2012	DESERRES	66.58	CAD	66.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5970	"Artist Supply Stores, Craft Shops"	"CRAFT SUPPLIES - MARKERS, CRAYONS, FOAM SHEETS"
ECONOMIC DEVELOPMENT & CULTURE	1917-17	03-22-2012	03-23-2012	SOBEYS #718        QPS	3.49	CAD	3.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5411	"Grocery Stores, Supermarkets"	FLOUR FOR BAKING
ECONOMIC DEVELOPMENT & CULTURE	1920-15	03-24-2012	03-26-2012	MICHAELS #3961	58.05	CAD	58.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUB-TODMORDEN	5945	"Game, Toy, and Hobby Shops"	MASKS FOR BIRTHDAY PARTY PROGRAMMING
					235.51	CAD	235.51	CAD							
"PARKS, FORESTRY & RECREATION"	1904-17	03-13-2012	03-14-2012	SHOPPERSDRUGMART0869	36.00	CAD	36.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P04944	OURLAND CC-H CAMP	5912	"Drug Stores, Pharmacies"	TTC TICKETS
"PARKS, FORESTRY & RECREATION"	1904-18	03-13-2012	03-14-2012	CINEPLEX  7260     QPS	311.25	CAD	311.25	CAD	4118	TICKETS AND ADMISSION FEES	P04944	OURLAND CC-H CAMP	7832	Motion Picture Theaters	ADMISSION FEE - MARCH BREAK CAMP TRIP
"PARKS, FORESTRY & RECREATION"	1906-11	03-14-2012	03-15-2012	NO FRILLS MARIO   SELI	29.03	CAD	29.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04944	OURLAND CC-H CAMP	5411	"Grocery Stores, Supermarkets"	DRINKS/SNACKS FOR CAMPER LUNCH
"PARKS, FORESTRY & RECREATION"	1910-24	03-16-2012	03-19-2012	PIZZA   WINGS	51.81	CAD	51.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04944	OURLAND CC-H CAMP	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR MARCH BREAK PIZZA LUNCH
					428.09	CAD	428.09	CAD							
TRANSPORTATION SERVICES 	1901-21	03-08-2012	03-12-2012	CDN TIRE STORE #00182	142.27	CAD	142.27	CAD	2710	GENERAL HARDWARE	TP0397	SIGN INSTALL & MNTCE	5200	Home Supply Warehouse	WIRE SNIPS FOR SIGN INSTALLATION
					142.27	CAD	142.27	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1906-12	03-14-2012	03-15-2012	LOBLAWS #1174	13.96	CAD	13.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	GRANOLA
ECONOMIC DEVELOPMENT & CULTURE	1907-11	03-15-2012	03-16-2012	RABBA #127         Q4R	14.97	CAD	14.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	MILK
ECONOMIC DEVELOPMENT & CULTURE	1924-21	03-27-2012	03-29-2012	SHAKRAS HOUSEWARES	79.10	CAD	79.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5722	Household Appliance Stores	MIXER REPAIR
					108.03	CAD	108.03	CAD							
LONG TERM CARE HOMES	1917-18	03-22-2012	03-23-2012	ONTARIO GERONTOLOGY AS	290.00	CAD	290.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	D3B083	CASTLEVW WYCHWD-PS-P	8398	"Organizations, Charitable and Social Ser"	STAFF EDUCATION OGA CONFERENCE
					290.00	CAD	290.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1884-20	02-28-2012	03-01-2012	THE PRINTING HOUSE (BR	73.50	CAD	73.50	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0083	HS-MH-EXH-METRO HALL	2741	Miscellaneous Publishing and Printing	PRINTING - POSTER
ECONOMIC DEVELOPMENT & CULTURE	1885-12	03-01-2012	03-02-2012	TRACK OF THE WOLF	23.00	CAD	22.68	USD	3330	ARTIFACTS & ART OBJECTS	AH0083	HS-MH-EXH-METRO HALL	5964	Direct Marketing - Catalog Merchants	REPLACMENT PARTS AND ACCESSORIES OF ARTICLES
ECONOMIC DEVELOPMENT & CULTURE	1888-9	03-01-2012	03-05-2012	THE PRINTING HOUSE (BR	9.59	CAD	9.59	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0083	HS-MH-EXH-METRO HALL	2741	Miscellaneous Publishing and Printing	PRINTING/MOUNTING IMAGES
ECONOMIC DEVELOPMENT & CULTURE	1917-19	03-21-2012	03-23-2012	THE PRINTING HOUSE (BR	49.72	CAD	49.72	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0083	HS-MH-EXH-METRO HALL	2741	Miscellaneous Publishing and Printing	PRINTING/MOUNTING IMAGES
ECONOMIC DEVELOPMENT & CULTURE	1920-16	03-23-2012	03-26-2012	MONDEGRO	734.50	CAD	734.50	CAD	4995	OTHER EXPENSES	AH0083	HS-MH-EXH-METRO HALL	7311	Advertising Services	"EXHIBITION DESIGN, EDITS, PRODUCTION"
					890.31	CAD	867.31	CAD							
						CAD	22.68	USD							
LONG TERM CARE HOMES	1884-21	02-29-2012	03-01-2012	GFL ENVIRONMENTAL EAST	779.81	CAD	779.81	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	D3D061	KIPLING ACR-MT-OA	4900	"Utilities - Electric, Gas, Sanitary, Wat"	WASTE AND RECYCLING DISPOSABLE
LONG TERM CARE HOMES	1901-22	03-08-2012	03-12-2012	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	D3D061	KIPLING ACR-MT-OA	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE REGISTRATION WITH MOE
LONG TERM CARE HOMES	1901-23	03-09-2012	03-12-2012	THE HOME DEPOT #7114	346.20	CAD	346.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	*****
LONG TERM CARE HOMES	1902-14	03-12-2012	03-13-2012	AATEL COMMUNICATIONS	644.10	CAD	644.10	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3D061	KIPLING ACR-MT-OA	4814	Telecommunication Service Including Loca	EMERGENCY REPAIRS TO FIRE EXIT DOOR ALARMS
LONG TERM CARE HOMES	1904-19	03-13-2012	03-14-2012	SHOPPERS DRUG MART #07	10.70	CAD	10.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D061	KIPLING ACR-MT-OA	9402	Postal Services - Government Only	REGISTERED MAIL AND ORDINARY MAIL TO STAFF
LONG TERM CARE HOMES	1907-12	03-15-2012	03-16-2012	GFL ENVIRONMENTAL EAST	617.32	CAD	617.32	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	D3D061	KIPLING ACR-MT-OA	4900	"Utilities - Electric, Gas, Sanitary, Wat"	WASTE AND RECYCLING DISPOSABLE
LONG TERM CARE HOMES	1920-17	03-22-2012	03-26-2012	MOBILE BUSINESS COMM	306.12	CAD	306.12	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3D061	KIPLING ACR-MT-OA	5732	Electronic Sales	REPAIRS TO MOBILE RADIO & BATTERY/CHARGER
LONG TERM CARE HOMES	1920-18	03-22-2012	03-26-2012	THE HOME DEPOT #7114	-305.07	CAD	-305.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	CEILING FAN
LONG TERM CARE HOMES	1923-13	03-27-2012	03-28-2012	CANADIAN MAINTENANCE	87.50	CAD	87.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	SUPPLY OF MASK & CARTRIDGE FOR SPILL KIT
LONG TERM CARE HOMES	1924-22	03-26-2012	03-29-2012	ROY TURK INDUSTRIAL SA	74.58	CAD	74.58	CAD	2570	JANITORIAL SUPPLIES	D3D041	KIPLING ACR-HK-OA	5085	Industrial Supplies Not Elsewhere Classi	SUPPLY SPECIALIZED MOPS FOR WAXING FLOORS
					"2,611.26"	CAD	"2,611.26"	CAD							
CITY CLERK'S OFFICE	1888-10	03-04-2012	03-05-2012	BANCROFT HM HWRE #1387	14.66	CAD	14.66	CAD	2610	KITCHEN SUPPLIES	GV0009	POLICY & COMPLIANCE	5251	Hardware Stores	UTENSILS-EQUIPMENT FOR SERVERY
					14.66	CAD	14.66	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1885-13	02-29-2012	03-02-2012	ABBOTT OF ENGLAND	-0.85	CAD	-0.85	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5969	Direct Marketing - Other Direct Marketer	CREDIT FOR PRICE ADJUSTMENT
ECONOMIC DEVELOPMENT & CULTURE	1895-16	03-05-2012	03-07-2012	EDUFUN INC.	976.32	CAD	976.32	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5945	"Game, Toy, and Hobby Shops"	HISORIC CHILDREN'S TOYS AND SOUVENIRS FOR RESALE
ECONOMIC DEVELOPMENT & CULTURE	1895-17	03-05-2012	03-07-2012	ABBOTT OF ENGLAND	113.00	CAD	113.00	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5969	Direct Marketing - Other Direct Marketer	WHOLESALE DECOR MERCHANDISE FOR RESALE IN MUSEUM S
ECONOMIC DEVELOPMENT & CULTURE	1904-20	03-13-2012	03-14-2012	DESIGN FX	453.33	CAD	453.33	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5947	"Card, Gift, Novelty, and Souvenir Shops"	WHOLESALE DECOR MERCHANDISE FOR RESALE IN MUSEUM S
ECONOMIC DEVELOPMENT & CULTURE	1910-25	03-17-2012	03-19-2012	CYRUS WAKEFIELD	357.80	CAD	357.80	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5947	"Card, Gift, Novelty, and Souvenir Shops"	WHOLESALE SOUVENIR CANDY FOR RESALE IN MUSEUM STOR
ECONOMIC DEVELOPMENT & CULTURE	1920-19	03-22-2012	03-26-2012	GASTON HENRY FOURRURES	"1,936.82"	CAD	"1,936.82"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5681	Furriers and Fur Shops	WHOLESALE HANDMADE FIRST NATIONS JUWELERY FOR RESA
ECONOMIC DEVELOPMENT & CULTURE	1920-20	03-23-2012	03-26-2012	"PEACOCK PARK DESIGN, L"	486.48	CAD	473.23	USD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	7299	Other Services (Not Elsewhere Classified	WHOLESALE DECOR MERCHANDISE FOR RESALE IN MUSEUM S
ECONOMIC DEVELOPMENT & CULTURE	1922-6	03-26-2012	03-27-2012	DOVER PUBLICATIONS-OE	119.63	CAD	117.41	USD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5942	Book Stores	TRADE WHOLESALE BOOKS FOR RESALE IN MUSEUM STORE
ECONOMIC DEVELOPMENT & CULTURE	1923-14	03-27-2012	03-28-2012	DISTRIBUTION SIGNATURE	65.52	CAD	65.52	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RET-FORT YORK	5111	"Stationery, Office Supplies, Printing an"	PLASTIC BAGS FOR MUSEUM STORE
					"4,508.05"	CAD	"3,901.94"	CAD							
						CAD	590.64	USD							
ECONOMIC DEVELOPMENT & CULTURE	1884-22	02-28-2012	03-01-2012	METROLAND WEST MEDIA G	593.25	CAD	593.25	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	5994	News Dealers and Newsstands	CITY PARENT MAGAZINE
ECONOMIC DEVELOPMENT & CULTURE	1920-21	03-23-2012	03-26-2012	PEGASUS PUBLICATIONS	921.32	CAD	921.32	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	2741	Miscellaneous Publishing and Printing	ONTARIO HOME AND GARDEN MAG. ADVERTISE
ECONOMIC DEVELOPMENT & CULTURE	1922-7	03-23-2012	03-27-2012	METROLAND WEST MEDIA G	565.00	CAD	565.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	5994	News Dealers and Newsstands	CITY PARENT MAGAZINE INSERTS
ECONOMIC DEVELOPMENT & CULTURE	1924-23	03-27-2012	03-29-2012	PAYPAL *AKIMBOARTPR	203.40	CAD	203.40	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	8999	Professional Services - Not Elsewhere Cl	WEB ADVERTISING FOR FINDING THE FALLEN
					"2,282.97"	CAD	"2,282.97"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1884-23	02-29-2012	03-01-2012	FOOD BASIC #653	6.69	CAD	6.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	CHEESE
ECONOMIC DEVELOPMENT & CULTURE	1888-11	03-02-2012	03-05-2012	FOOD BASIC #653	94.15	CAD	94.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"LACTANTIA, LACTAN WHIP, SELECT ALL, CRISCO SHORT"
ECONOMIC DEVELOPMENT & CULTURE	1897-9	03-06-2012	03-08-2012	SHOPPER'S DRUG MART #	105.00	CAD	105.00	CAD	4118	TICKETS AND ADMISSION FEES	AH0099	HS-MH-PUB-SCAR MUSEU	5912	"Drug Stores, Pharmacies"	TTC TICKETS
ECONOMIC DEVELOPMENT & CULTURE	1898-22	03-08-2012	03-09-2012	RCSS SCARBOROUGH #2809	99.63	CAD	99.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"JUICE, CHEESE, BUTTERMILK, BUTTER, EGGS"
ECONOMIC DEVELOPMENT & CULTURE	1904-21	03-13-2012	03-14-2012	RCSS SCARBOROUGH #2809	17.94	CAD	17.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"BAKING SODA, VINEGAR, CREAM"
ECONOMIC DEVELOPMENT & CULTURE	1914-14	03-20-2012	03-21-2012	FOOD BASIC #653	39.66	CAD	39.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"BUTTER, MILK, BAKING POWDER, EGGS"
ECONOMIC DEVELOPMENT & CULTURE	1916-4	03-20-2012	03-22-2012	WAL-MART #3635	178.61	CAD	178.61	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0099	HS-MH-PUB-SCAR MUSEU	5310	Discount Stores	"HSDC CARDS, HARD DRIVE"
ECONOMIC DEVELOPMENT & CULTURE	1922-8	03-26-2012	03-27-2012	FEDEX 103289323	35.67	CAD	35.67	CAD	4815	COURIER SERVICES	AH0051	HS-MH-BOA-SCAR MUSEU	4215	"Courier Services - Air & Ground, Freight"	COURIER
ECONOMIC DEVELOPMENT & CULTURE	1924-24	03-28-2012	03-29-2012	SHERIDAN NURSERIES SCA	16.93	CAD	16.93	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0099	HS-MH-PUB-SCAR MUSEU	5261	Lawn and Garden Supply Stores	DORMANT SPRAY
ECONOMIC DEVELOPMENT & CULTURE	1925-27	03-28-2012	03-30-2012	WAL-MART #3635	38.59	CAD	38.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUB-SCAR MUSEU	5310	Discount Stores	"MILK, CREAM, SUGAR, SOIL, NAPKINS"
					632.87	CAD	632.87	CAD							
FIRE SERVICES	1916-5	03-20-2012	03-22-2012	CF TEC YONGE PARKING	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0012	ADMIN-HEADQUARTERS	7523	Automobile Parking Lots and Garages	PARKING
					12.00	CAD	12.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1884-24	02-28-2012	03-01-2012	NATURES GARDEN SEED CO	153.57	CAD	153.57	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5261	Lawn and Garden Supply Stores	VEGETABLE SEEDS FOR GIFTSHOP RESALE
ECONOMIC DEVELOPMENT & CULTURE	1884-25	02-29-2012	03-01-2012	BACON BASKETWARE LTD	-4.80	CAD	-4.80	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5970	"Artist Supply Stores, Craft Shops"	CREDIT RE DAMAGED ITEM  INV#I62383
ECONOMIC DEVELOPMENT & CULTURE	1920-22	03-22-2012	03-26-2012	HOLLAND DRIED FLOWERS	84.49	CAD	84.49	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5992	Florists	GIFT ITEMS FOR RESALE
ECONOMIC DEVELOPMENT & CULTURE	1920-23	03-24-2012	03-26-2012	PIZZA PIZZA 258	60.60	CAD	60.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5814	Quick Payment Service - Fast-Food Restau	PIZZA FOR YOUTH GROUP PROGRAM
					293.86	CAD	293.86	CAD							
"PARKS, FORESTRY & RECREATION"	1923-15	03-26-2012	03-28-2012	BRAFASCO / ETOBICOKE	15.53	CAD	15.53	CAD	2710	GENERAL HARDWARE	P00620	W-NORTH1-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	1/2 INCH DRIVE SOCKET
"PARKS, FORESTRY & RECREATION"	1923-16	03-26-2012	03-28-2012	CDN TIRE STORE #00070	52.92	CAD	52.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00620	W-NORTH1-PKS EQP MNT	5200	Home Supply Warehouse	STORAGE BINS
					68.45	CAD	68.45	CAD							
"PARKS, FORESTRY & RECREATION"	1898-23	03-07-2012	03-09-2012	WAL-MART #3159	367.50	CAD	367.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04343	PLEASANTVIEW-H CAMP	5411	"Grocery Stores, Supermarkets"	REC SUPPLIES FOR PVCC MARCH BREAK CAMP
"PARKS, FORESTRY & RECREATION"	1904-22	03-09-2012	03-14-2012	TOR CONSER / BLACK CK	156.25	CAD	156.25	CAD	4118	TICKETS AND ADMISSION FEES	P10327	PLEASANTVW-PGM SUPP	9399	Government Services - Not Elsewhere Clas	ADMISSION  - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	1904-23	03-12-2012	03-14-2012	WAL-MART # 3000	103.29	CAD	103.29	CAD	3050	M & E - KITCHEN	P10327	PLEASANTVW-PGM SUPP	5310	Discount Stores	MICROWAVE REPLACEMENT
"PARKS, FORESTRY & RECREATION"	1907-13	03-14-2012	03-16-2012	WAL-MART #3159	314.15	CAD	314.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04343	PLEASANTVIEW-H CAMP	5411	"Grocery Stores, Supermarkets"	FOOD & REFRESHEMNTS - MARCH BREAK CAMP
"PARKS, FORESTRY & RECREATION"	1907-14	03-14-2012	03-16-2012	WAL-MART #3159	45.01	CAD	45.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04343	PLEASANTVIEW-H CAMP	5411	"Grocery Stores, Supermarkets"	FITNESS WI GAME
"PARKS, FORESTRY & RECREATION"	1923-17	03-27-2012	03-28-2012	STAPLES STORE #26	104.67	CAD	104.67	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10327	PLEASANTVW-PGM SUPP	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES
					"1,090.87"	CAD	"1,090.87"	CAD							
"PARKS, FORESTRY & RECREATION"	1885-14	02-29-2012	03-02-2012	BRAFASCO / ETOBICOKE	277.44	CAD	277.44	CAD	2710	GENERAL HARDWARE	P12786	KIPLING YD-S-FAC&MEC	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE
"PARKS, FORESTRY & RECREATION"	1897-10	03-06-2012	03-08-2012	BRAFASCO / ETOBICOKE	192.23	CAD	192.23	CAD	2710	GENERAL HARDWARE	P12786	KIPLING YD-S-FAC&MEC	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE
"PARKS, FORESTRY & RECREATION"	1904-24	03-06-2012	03-14-2012	TRIMATE ELECTRIC SUPPL	998.92	CAD	998.92	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLY
"PARKS, FORESTRY & RECREATION"	1904-25	03-09-2012	03-14-2012	TRIMATE ELECTRIC SUPPL	935.17	CAD	935.17	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLY
"PARKS, FORESTRY & RECREATION"	1904-26	03-12-2012	03-14-2012	CDN TIRE STORE #00070	63.27	CAD	63.27	CAD	2710	GENERAL HARDWARE	P12786	KIPLING YD-S-FAC&MEC	5200	Home Supply Warehouse	SHOP SUPPLY
"PARKS, FORESTRY & RECREATION"	1922-9	03-26-2012	03-27-2012	RTA ELECTRIC MOTOR COR	865.58	CAD	865.58	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12786	KIPLING YD-S-FAC&MEC	7538	Automotive Service Shops	ELECTRIC MOTOR REPAIR
