Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
EMPLOYMENT & SOCIAL SERVICES	4162-59	2016-08-17	2016-08-18	801-413-7200/HOARDINGN	140.00	CAD	140.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01219	METRO HALL-ADMIN	7922	Theatrical Producers (except Motion Pict	REGISTRATION-HOARDING CONFERENCE-OCT20/16	
EMPLOYMENT & SOCIAL SERVICES	4162-60	2016-08-17	2016-08-18	801-413-7200/HOARDINGN	140.00	CAD	140.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01219	METRO HALL-ADMIN	7922	Theatrical Producers (except Motion Pict	REGISTRATION-HOARDING CONFERENCE-OCT20/16	
EMPLOYMENT & SOCIAL SERVICES	4162-61	2016-08-17	2016-08-18	801-413-7200/HOARDINGN	140.00	CAD	140.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01219	METRO HALL-ADMIN	7922	Theatrical Producers (except Motion Pict	REGISTRATION-HOARDING CONFERENCE-OCT20/16	
EMPLOYMENT & SOCIAL SERVICES	4164-63	2016-08-17	2016-08-19	CDN TIRE STORE #00070	90.38	CAD	90.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01219	METRO HALL-ADMIN	5200	Home Supply Warehouse	PURCHASED 2 KETTLES FOR KITCHEN	
EMPLOYMENT & SOCIAL SERVICES	4169-51	2016-08-22	2016-08-24	MEDICAL MART SUPPLIES	590.99	CAD	590.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01219	METRO HALL-ADMIN	5047	Laboratory/Medical/Dental/Ophthalmic Hos	HAND SANITIZER FOR OFFICE-5 CASES OF 8 EACH (40)	
EMPLOYMENT & SOCIAL SERVICES	4169-52	2016-08-23	2016-08-24	RCMP-CFP GRC-PCAF	80.00	CAD	80.00	CAD	4995	OTHER EXPENSES	C01219	METRO HALL-ADMIN	9399	Government Services - Not Elsewhere Clas	DISPUTING CHARGE-POLICE BACKGROUND CHECKS	
					"1,321.37"	CAD	"1,321.37"	CAD								
"PARKS, FORESTRY & RECREATION"	4137-37	2016-08-02	2016-08-03	PROGRESS STEEL FABRICA	135.60	CAD	135.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	7692	Welding Repair	METAL GASKET	
"PARKS, FORESTRY & RECREATION"	4143-73	2016-08-03	2016-08-05	THE HOME DEPOT #7001	9.04	CAD	9.04	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  NUTS	
"PARKS, FORESTRY & RECREATION"	4143-74	2016-08-04	2016-08-05	LOWES #02494*	53.08	CAD	53.08	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  SUPERIOR- TUB DRAIN WRENCH	
"PARKS, FORESTRY & RECREATION"	4145-93	2016-08-05	2016-08-08	LOWES #02633*	33.67	CAD	33.67	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  7/16 MULTI MATERIAL DRILL BIT	
"PARKS, FORESTRY & RECREATION"	4149-47	2016-08-08	2016-08-09	LOWES #02494*	68.42	CAD	68.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00264	E-CENTRAL2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  TNF NO WARP WINDOW/DOOR FOAM 16OZ	
"PARKS, FORESTRY & RECREATION"	4153-79	2016-08-09	2016-08-11	THE HOME DEPOT #7027	34.07	CAD	34.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00264	E-CENTRAL2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SAKRETE CONC	
"PARKS, FORESTRY & RECREATION"	4156-92	2016-08-12	2016-08-15	THE HOME DEPOT #7107	539.48	CAD	539.48	CAD	3080	M & E - HAND TOOLS	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  POLYINSTAFIL	
"PARKS, FORESTRY & RECREATION"	4164-64	2016-08-18	2016-08-19	LOWES #02494*	178.71	CAD	178.71	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  MAPP GAS CYLINDER	
"PARKS, FORESTRY & RECREATION"	4166-99	2016-08-19	2016-08-22	LOWES #02494*	16.13	CAD	16.13	CAD	2715	PAINT SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  426G BLUE OSHA TREMCLAD PRO	
"PARKS, FORESTRY & RECREATION"	4169-53	2016-08-23	2016-08-24	RONA # 55340	345.78	CAD	345.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5251	Hardware Stores	BATTERY LITHIUM 18VT	
"PARKS, FORESTRY & RECREATION"	4174-68	2016-08-26	2016-08-29	PRINCESS AUTO #36	104.33	CAD	104.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00264	E-CENTRAL2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	TIE DOWNS 10PC ASS'T BL RUBBER	
					"1,518.31"	CAD	"1,518.31"	CAD								
FIRE SERVICES	4173-72	2016-08-24	2016-08-26	GLOBAL HYDRATION	166.06	CAD	166.06	CAD	2499	OTHER CHEMICALS	FR0046	HUSAR-FIRE	4900	"Utilities - Electric, Gas, Sanitary, Wat"	PLUMBING ANTI-FREEZE	
FIRE SERVICES	4173-73	2016-08-25	2016-08-26	ONT ASSOC OF FIRECHIEF	452.00	CAD	452.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0012	ADMIN-HEADQUARTERS	8699	"Organizations, Membership - Not Elsewher"	METRO FIRE PLANNERS CONF. REGISTRATION	
FIRE SERVICES	4173-74	2016-08-25	2016-08-26	ONT ASSOC OF FIRECHIEF	452.00	CAD	452.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0012	ADMIN-HEADQUARTERS	8699	"Organizations, Membership - Not Elsewher"	METRO FIRE PLANNERS CONF. REGISTRATION	
					"1,070.06"	CAD	"1,070.06"	CAD								
TORONTO WATER	4133-75	2016-07-28	2016-08-01	THE HOME DEPOT #7012	16.14	CAD	16.14	CAD	2535	PLUMBING SUPPLIES	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	ELBOW	
TORONTO WATER	4176-19	2016-08-26	2016-08-30	CDN TIRE STORE #00427	135.59	CAD	135.59	CAD	3080	M & E - HAND TOOLS	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	BATTERY PACKS	
TORONTO WATER	4176-20	2016-08-26	2016-08-30	CDN TIRE STORE #00175	135.59	CAD	135.59	CAD	3080	M & E - HAND TOOLS	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	BATTERY PACKS	
					287.32	CAD	287.32	CAD								
FACILITIES MANAGEMENT DIVISON	4143-75	2016-08-04	2016-08-05	APPLE STORE #R120	89.27	CAD	89.27	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	FA0331	ADMIN-FACILITIES OPERATIONS-NORTH	5732	Electronic Sales	IPHONE SCREEN REPAIRS	
FACILITIES MANAGEMENT DIVISON	4143-76	2016-08-04	2016-08-05	APPLE STORE #R120	55.37	CAD	55.37	CAD	4811	CELLULAR TELEPHONES	FA0331	ADMIN-FACILITIES OPERATIONS-NORTH	5732	Electronic Sales	IPHONE CASE	
FACILITIES MANAGEMENT DIVISON	4166-101	2016-08-19	2016-08-22	AMAZON *MARKETPLCE CA	91.83	CAD	91.83	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FA0331	ADMIN-FACILITIES OPERATIONS-NORTH	4816	Computer Network/Information Services	WIRELESS MOUSE	
					236.47	CAD	236.47	CAD								
"PARKS, FORESTRY & RECREATION"	4133-76	2016-07-28	2016-08-01	BOWLERAMA NEWTONBROOK	645.80	CAD	645.80	CAD	4118	TICKETS AND ADMISSION FEES	P04668	OAKDALE CC-SUMMER CAMPS	7933	Bowling Alleys	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4145-94	2016-08-04	2016-08-08	WAL-MART #1061	295.15	CAD	295.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04338	OAKDALE CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	DRIFTWOOD CAMP-CARNIVAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4149-48	2016-08-08	2016-08-09	FRESHCO #9778	26.26	CAD	26.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04338	OAKDALE CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	ST AUGUSTINE CAMP -FOOD SUPPLIES	
					967.21	CAD	967.21	CAD								
TORONTO WATER	4139-65	2016-08-03	2016-08-04	PRINCESS AUTO	16.94	CAD	16.94	CAD	2710	GENERAL HARDWARE	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5085	Industrial Supplies Not Elsewhere Classi	STORAGE BIN	
TORONTO WATER	4139-66	2016-08-03	2016-08-04	DAFCO FILTRATION GROUP	76.07	CAD	76.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5085	Industrial Supplies Not Elsewhere Classi	FILTERS	
TORONTO WATER	4139-67	2016-08-03	2016-08-04	ONT HOSE SPECIALTIES L	584.22	CAD	584.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5533	"Automotive Parts, Accessories Stores"	HOSE PARTS	
TORONTO WATER	4145-95	2016-08-04	2016-08-08	JJ DOWNS INDUSTRIAL	833.04	CAD	833.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5085	Industrial Supplies Not Elsewhere Classi	PVC SPECIALTY ADAPTERS	
TORONTO WATER	4151-64	2016-08-09	2016-08-10	ONT HOSE SPECIALTIES L	"2,249.07"	CAD	"2,249.07"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5533	"Automotive Parts, Accessories Stores"	CLAMPS & CAMLOCKS	
TORONTO WATER	4153-80	2016-08-10	2016-08-11	ONT HOSE SPECIALTIES L	"1,244.94"	CAD	"1,244.94"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5533	"Automotive Parts, Accessories Stores"	ADAPTER	
TORONTO WATER	4156-93	2016-08-09	2016-08-15	JJ DOWNS INDUSTRIAL	150.31	CAD	150.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5085	Industrial Supplies Not Elsewhere Classi	HUB & HANGERS	
TORONTO WATER	4156-94	2016-08-10	2016-08-15	JJ DOWNS INDUSTRIAL	171.60	CAD	171.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5085	Industrial Supplies Not Elsewhere Classi	HANGER	
TORONTO WATER	4156-95	2016-08-12	2016-08-15	FASTENAL CANADA02ONTO1	87.25	CAD	87.25	CAD	3080	M & E - HAND TOOLS	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5085	Industrial Supplies Not Elsewhere Classi	STRAP WRENCH	
					"5,413.44"	CAD	"5,413.44"	CAD								
"PARKS, FORESTRY & RECREATION"	4133-77	2016-07-28	2016-08-01	THE HOME DEPOT #7134	226.34	CAD	226.34	CAD	*****	M & E - HAND TOOLS	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  HDX2PK BRUSH	
"PARKS, FORESTRY & RECREATION"	4137-38	2016-08-02	2016-08-03	BOLTS PLUS	168.63	CAD	168.63	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00415	N-WEST3-TURF&HORT	5251	Hardware Stores	BOLTS FASTENERS	
"PARKS, FORESTRY & RECREATION"	4139-68	2016-08-03	2016-08-04	LOWES #02640*	81.33	CAD	81.33	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  7 PC. PERCUSSION MASONRY DRILL BI	
"PARKS, FORESTRY & RECREATION"	4143-77	2016-08-04	2016-08-05	KOOY BROS LAWN	960.57	CAD	960.57	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00415	N-WEST3-TURF&HORT	5261	Lawn and Garden Supply Stores	TURF CREW TOOLS	
"PARKS, FORESTRY & RECREATION"	4149-49	2016-08-08	2016-08-09	COSTCO WHOLESALE W535	32.76	CAD	32.76	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00415	N-WEST3-TURF&HORT	5300	Wholesale Clubs	GARDEN HOSE	
"PARKS, FORESTRY & RECREATION"	4149-50	2016-08-08	2016-08-09	METRO #750	26.94	CAD	26.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00415	N-WEST3-TURF&HORT	5411	"Grocery Stores, Supermarkets"	WATER FOR STAFF	
"PARKS, FORESTRY & RECREATION"	4153-81	2016-08-09	2016-08-11	THE HOME DEPOT #7134	71.08	CAD	71.08	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MAXANT 100ML	
"PARKS, FORESTRY & RECREATION"	4154-73	2016-08-10	2016-08-12	CDN TIRE STORE #00019	20.31	CAD	20.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	TOTES RUBBERMADE	
"PARKS, FORESTRY & RECREATION"	4154-74	2016-08-11	2016-08-12	BOLTS PLUS	103.79	CAD	103.79	CAD	*****	PROTECTIVE CLOTHING	P00415	N-WEST3-TURF&HORT	5251	Hardware Stores	WIRES	
"PARKS, FORESTRY & RECREATION"	4164-66	2016-08-17	2016-08-19	THE HOME DEPOT #7134	44.85	CAD	44.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  WASHER	
"PARKS, FORESTRY & RECREATION"	4164-67	2016-08-18	2016-08-19	MONARCH PAINTS	421.35	CAD	421.35	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	4171-62	2016-08-23	2016-08-25	THE HOME DEPOT #7134	266.17	CAD	266.17	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  WIRE	
"PARKS, FORESTRY & RECREATION"	4174-69	2016-08-25	2016-08-29	CDN TIRE STORE #00126	22.59	CAD	22.59	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	DRILL BIT SPADES	
					"2,446.71"	CAD	"2,446.71"	CAD								
TORONTO WATER	4151-65	2016-08-08	2016-08-10	THE HOME DEPOT #7078	250.91	CAD	250.91	CAD	2710	GENERAL HARDWARE	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5200	Home Supply Warehouse	DISC	
TORONTO WATER	4173-75	2016-08-24	2016-08-26	WAL-MART #1139	31.61	CAD	31.61	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5411	"Grocery Stores, Supermarkets"	SAMPLE COOLER	
					282.52	CAD	282.52	CAD								
"PARKS, FORESTRY & RECREATION"	4139-69	2016-08-02	2016-08-04	ONEIDA EQUIPMENT LTD	67.70	CAD	67.70	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	POLE SAW CHAIN	
"PARKS, FORESTRY & RECREATION"	4143-78	2016-08-03	2016-08-05	THE HOME DEPOT #7129	108.95	CAD	108.95	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	**MORE**  5/4X6X8 CED	
"PARKS, FORESTRY & RECREATION"	4154-75	2016-08-10	2016-08-12	ONEIDA EQUIPMENT LTD	288.77	CAD	288.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	TRIMMER HEADS & CHAPS	
"PARKS, FORESTRY & RECREATION"	4156-96	2016-08-11	2016-08-15	THE HOME DEPOT #7129	85.06	CAD	85.06	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	"**MORE**  3/8"" TIN"	
"PARKS, FORESTRY & RECREATION"	4160-53	2016-08-15	2016-08-17	THE HOME DEPOT #7129	218.59	CAD	218.59	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	**MORE**  EXTERIOR	
					769.07	CAD	769.07	CAD								
EMPLOYMENT & SOCIAL SERVICES	4176-21	2016-08-29	2016-08-30	801-413-7200/HOARDINGN	140.00	CAD	140.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01276	CROSSWAYS EMPLOYMENT SERVICES	7922	Theatrical Producers (except Motion Pict	REGISTRATION-HOARDING CONFERENCE-OCT20/16	
					140.00	CAD	140.00	CAD								
EMPLOYMENT & SOCIAL SERVICES	4154-76	2016-08-10	2016-08-12	BLUE BONNET CLEANERS	126.56	CAD	126.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01212	LAWRENCE SQUARE-ADMIN	7216	Dry Cleaners	DRY CLEAN 16 TABLE CLOTHS	
					126.56	CAD	126.56	CAD								
FACILITIES MANAGEMENT DIVISON	4143-79	2016-08-04	2016-08-05	ACKLANDS-GRAINGER INC	51.71	CAD	51.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES		BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	DRILL BITS	
					51.71	CAD	51.71	CAD								
EMPLOYMENT & SOCIAL SERVICES	4137-39	2016-08-02	2016-08-03	ACQUA FINE FOODS	927.52	CAD	927.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01200	STRATEGIC PROGRAM DEVELOPMENT	5811	Caterers	MAY 26TH DIVISIONAL MEETING CATERING	
EMPLOYMENT & SOCIAL SERVICES	4149-51	2016-08-08	2016-08-09	MARIGOLDS AND ONIONS	623.20	CAD	623.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01200	STRATEGIC PROGRAM DEVELOPMENT	5811	Caterers	"CATERING FOR PAYE EVENT-JULY 28/16, INV#223917"	
EMPLOYMENT & SOCIAL SERVICES	4151-66	2016-08-08	2016-08-10	YORK U-SCHULICH EEC WE	"4,175.35"	CAD	"4,175.35"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01106	RISK MANAGEMENT	8220	"Colleges, Universities, Professional Sch"	MASTERS CERT-RISK MANAGEMENT&BUSINESS PERFORMANCE	
EMPLOYMENT & SOCIAL SERVICES	4153-82	2016-08-10	2016-08-11	MICWIL GROUP OF COMPAN	485.90	CAD	485.90	CAD	4995	OTHER EXPENSES	C01114	SYSTEMS UNIT	5046	Commercial Equipment Not Elsewhere Class	"ARTICULATING ARM FOR LCD MONITOR, INV#160810-17"	
EMPLOYMENT & SOCIAL SERVICES	4153-83	2016-08-09	2016-08-11	YORK U-SCHULICH EEC WE	-226.00	CAD	-226.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01106	RISK MANAGEMENT	8220	"Colleges, Universities, Professional Sch"	DISCOUNT FOR INV#SEEC47601-RISK MANAGEMENT COURSE	
EMPLOYMENT & SOCIAL SERVICES	4154-77	2016-08-10	2016-08-12	YORK U-SCHULICH EEC WE	"3,949.35"	CAD	"3,949.35"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01106	RISK MANAGEMENT	8220	"Colleges, Universities, Professional Sch"	MASTERS CERT-RISK MANAGEMENT&BUSINESS PERFORMANCE	
					"9,935.32"	CAD	"9,935.32"	CAD								
FACILITIES MANAGEMENT DIVISON	4160-54	2016-08-16	2016-08-17	PAUL WOLF ELECTRIC   L	61.47	CAD	61.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES		BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	LIGHTS	
FACILITIES MANAGEMENT DIVISON	4162-62	2016-08-16	2016-08-18	THE HOME DEPOT #7013	282.39	CAD	282.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES		BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	LANTERN	
FACILITIES MANAGEMENT DIVISON	4164-68	2016-08-17	2016-08-19	THE HOME DEPOT #7107	-282.39	CAD	-282.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES		BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	LANTERN	
					61.47	CAD	61.47	CAD								
"PARKS, FORESTRY & RECREATION"	4156-97	2016-08-12	2016-08-15	CANADIAN HYDRO GARDENS	318.66	CAD	318.66	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00117	HIGH PARK-PLANT PRODUCTION	5261	Lawn and Garden Supply Stores	OASIS WEDGES	
					318.66	CAD	318.66	CAD								
TORONTO PARAMEDIC SERVICES	4139-70	2016-08-03	2016-08-04	THEICEMAN	218.90	CAD	218.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B45102	CARRIBEAN CULTURAL FESTIVAL	5999	Miscellaneous and Specialty Retail Store	BAGS OF ICE WITH BINS	
					218.90	CAD	218.90	CAD								
TORONTO WATER	4133-78	2016-07-30	2016-08-01	HILTI (CANADA) CORP	717.82	CAD	717.82	CAD	3099	GENERAL EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	LASER RANGE METER	
					717.82	CAD	717.82	CAD								
EMPLOYMENT & SOCIAL SERVICES	4166-102	2016-08-18	2016-08-22	YORK U-SCHULICH EEC WE	"2,639.12"	CAD	"2,639.12"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01201	GOLDEN MILE  - ADMIN	8220	"Colleges, Universities, Professional Sch"	COURSE-BUILDING A STRONG CUSTOMER SERVICE OCT19-21	
					"2,639.12"	CAD	"2,639.12"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4145-96	2016-08-05	2016-08-08	INSTITUTE OF PUBLIC	155.00	CAD	155.00	CAD	4760	MEMBERSHIP FEES	ED0160	ECONOMIC &  CULTURAL POLICY	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP RENEWAL	
ECONOMIC DEVELOPMENT & CULTURE	4171-63	2016-08-23	2016-08-25	THE GLOBE AND MAIL	27.07	CAD	27.07	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0160	ECONOMIC &  CULTURAL POLICY	5192	"Books, Periodicals, and Newspapers"	NEWS SUBSCRIPTION	
					182.07	CAD	182.07	CAD								
FACILITIES MANAGEMENT DIVISON	4158-36	2016-08-15	2016-08-16	BROOKFIELD FCP	30.00	CAD	30.00	CAD	4770	PARKING EXPENSES (INTOWN)	FA0650	71 FRONT ST.W-CSTDL-UNION STATION	7523	Automobile Parking Lots and Garages	PARKING TO ATTEND ARBITRATION HEARING	
					30.00	CAD	30.00	CAD								
"PARKS, FORESTRY & RECREATION"	4137-40	2016-08-02	2016-08-03	MICHAELS #4921	160.92	CAD	160.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12836	RS- WELLES-CAMPS-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	"YARN, BEADS, FEATHERS"	
"PARKS, FORESTRY & RECREATION"	4153-84	2016-08-09	2016-08-11	WAL-MART # 3031	118.47	CAD	118.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12836	RS- WELLES-CAMPS-SUMMER CAMPS	5310	Discount Stores	SUPPLIES FOR TYE DYE SHIRTS	
"PARKS, FORESTRY & RECREATION"	4160-55	2016-08-16	2016-08-17	MICHAELS #4921	70.34	CAD	70.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12836	RS- WELLES-CAMPS-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	SUPPLIE FOR FLOWER CROWNS	
					349.73	CAD	349.73	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4145-97	2016-08-04	2016-08-08	SKYZONE-TORONTO (CA100	100.00	CAD	100.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	7999	Recreation Services (Not Elsewhere Class	DEPOSIT RE TRIP BIRKDALE/ROYCROFT SCHOOL AGE PROG.	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4149-52	2016-08-09	2016-08-09	TORONTO AND REGION CON	-115.50	CAD	-115.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	7999	Recreation Services (Not Elsewhere Class	PETTICOAT CREEK:BIRKDALE/ROYCROFT SCHOOL AGE PROG.	
					-15.50	CAD	-15.50	CAD								
"PARKS, FORESTRY & RECREATION"	4133-79	2016-07-28	2016-08-01	WAL-MART #1081	12.01	CAD	12.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"YARN, COOKIES"	
"PARKS, FORESTRY & RECREATION"	4143-80	2016-08-04	2016-08-05	PRICE CHOPPER 7984QPS	30.44	CAD	30.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPLIES - ICE CREAM SANDWICHES	
"PARKS, FORESTRY & RECREATION"	4145-98	2016-08-05	2016-08-08	NOFRILLS EMILIANO ANA	22.55	CAD	22.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04679	DOMENICO DILUCA CC - SUMMER CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPLIES - ICE CREAM SANDWICHES	
"PARKS, FORESTRY & RECREATION"	4151-67	2016-08-08	2016-08-10	WAL-MART #1081	60.12	CAD	60.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05106	KINGSVIEW VILLAGE CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CAMP SUPLIES - LEMONADE, COOKIES, VANILLA PUDDING"	
