Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3560-40	2015-06-24	2015-06-26	STARKMAN SURGICAL SUPP	99.44	CAD	99.44	CAD	2823	MEDICAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	8071	Dental and Medical Laboratories	FIRST AID SUPPLY: CPR FACE SHIELD	
"PARKS, FORESTRY & RECREATION"	3560-41	2015-06-25	2015-06-26	SPORTS EQUIPMENT OF TO	199.76	CAD	199.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5941	Sporting Goods Stores	"LARGE MESH BALL,MULTI COLOUR PARACHUTE,SKIPROPE"	
"PARKS, FORESTRY & RECREATION"	3561-83	2015-06-26	2015-06-29	HOBBY WORLD	641.70	CAD	641.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	"SIDEWALK CHALKS,TEMPERA PAINT,ORIGAMI,CLOTHESPINS"	
"PARKS, FORESTRY & RECREATION"	3563-43	2015-06-26	2015-06-30	CDN TIRE STORE #00321	151.74	CAD	151.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5200	Home Supply Warehouse	CRAFTS SUPPLIES - JARS (8)	
"PARKS, FORESTRY & RECREATION"	3563-44	2015-06-29	2015-06-30	NOFRILLS VITO'S #3936	14.43	CAD	14.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES-JUICE,BREAD,APPLES,CHEESE"	
"PARKS, FORESTRY & RECREATION"	3563-45	2015-06-29	2015-06-30	PRICE CHOPPER 9610	100.96	CAD	100.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CRAFTS SUPPLIES - SALT, BAKING SODA,CORN MEAL"	
					"1,305.97"	CAD	"1,305.97"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3541-43	2015-06-08	2015-06-11	J E HASTINGS LTD	477.31	CAD	477.31	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RETAIL-FORT YORK	5441	"Candy, Nut, Confectionery Stores"	CANDIES	
ECONOMIC DEVELOPMENT & CULTURE	3544-71	2015-06-12	2015-06-15	PUROLATOR SAMEDAY	17.45	CAD	17.45	CAD	4815	COURIER SERVICES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	4215	"Courier Services - Air & Ground, Freight"	COURIER SERVICES	
ECONOMIC DEVELOPMENT & CULTURE	3544-72	2015-06-12	2015-06-15	CEDAR SPRINGS	271.50	CAD	271.50	CAD	4116	CATERING SERVICES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	7399	Business Services - Not Elsewhere Classi	WATER FOR ARTISTS	
ECONOMIC DEVELOPMENT & CULTURE	3548-38	2015-06-17	2015-06-17	MR. CASE	199.99	CAD	199.99	CAD	4116	CATERING SERVICES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	5499	Miscellaneous Food Stores - Convenience	DRINKS AND DELIVERY CHARGE-ARTISTS	
ECONOMIC DEVELOPMENT & CULTURE	3550-46	2015-06-17	2015-06-18	TRAVERS COMMUNICATIONS	282.50	CAD	282.50	CAD	4590	RENTAL - OTHER	AH0137	HS-MH-BD COMM SUPP-FORT YORK	4812	Telecommunication Equipment Including Te	TWO-WAY RADIO RENTAL	
ECONOMIC DEVELOPMENT & CULTURE	3552-46	2015-06-18	2015-06-19	METRO #720	294.61	CAD	294.61	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5411	"Grocery Stores, Supermarkets"	"GRANOLA BARS, STRAWBERRY, CHEESE, ICE, GRAPES, ETC"	
ECONOMIC DEVELOPMENT & CULTURE	3553-55	2015-06-20	2015-06-22	METRO #720	48.98	CAD	48.98	CAD	4116	CATERING SERVICES	AH0137	HS-MH-BD COMM SUPP-FORT YORK	5411	"Grocery Stores, Supermarkets"	"VEG. TRAY, PROSCIOUTTO, CIABATTA BREAD, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3557-37	2015-06-22	2015-06-24	J E HASTINGS LTD	36.16	CAD	36.16	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0117	HS-MH-RETAIL-FORT YORK	5441	"Candy, Nut, Confectionery Stores"	STICK CANDY GRAPE	
ECONOMIC DEVELOPMENT & CULTURE	3557-38	2015-06-22	2015-06-24	J E HASTINGS LTD	-23.50	CAD	-23.50	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0117	HS-MH-RETAIL-FORT YORK	5441	"Candy, Nut, Confectionery Stores"	REFUND OF STICK CANDY	
ECONOMIC DEVELOPMENT & CULTURE	3559-46	2015-06-24	2015-06-25	EVENT RENTAL GROUP LIM	"2,994.50"	CAD	"2,994.50"	CAD	4590	RENTAL - OTHER	AH0137	HS-MH-BD COMM SUPP-FORT YORK	7394	"Equipment Rental and Leasing Services, F"	TENT RENTALS	
					"4,599.50"	CAD	"4,599.50"	CAD								
FACILITIES MANAGEMENT DIVISON	3535-66	2015-06-05	2015-06-08	RONA # 55140	16.94	CAD	16.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61298422	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SUPPLY MATERIALS	
					16.94	CAD	16.94	CAD								
EMPLOYMENT & SOCIAL SERVICES	3528-31	2015-06-02	2015-06-03	METRO #62	29.59	CAD	29.59	CAD	4820	BUSINESS MEETING EXPENSES	C01210	WELLESLEY PLACE  ADMIN	5411	"Grocery Stores, Supermarkets"	COFFEE SUPPLIES FOR MANAGEMENT MEETING	
					29.59	CAD	29.59	CAD								
FACILITIES MANAGEMENT DIVISON	3533-21	2015-06-04	2015-06-05	RONA # 55010	11.38	CAD	11.38	CAD	4830	PERMIT & LICENSE FEES	FA0241	ADMIN-CAPITAL CONSTRUCTION-241	5251	Hardware Stores	ADMIN SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3552-47	2015-06-17	2015-06-19	POSTERONE INC.	252.85	CAD	252.85	CAD	4830	PERMIT & LICENSE FEES	CCA909-01	NATHAN PHILIPS SQUARE	2741	Miscellaneous Publishing and Printing	ADMIN SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3552-48	2015-06-17	2015-06-19	POSTERONE INC.	250.00	CAD	250.00	CAD	4830	PERMIT & LICENSE FEES	CCA909-01	NATHAN PHILIPS SQUARE	2741	Miscellaneous Publishing and Printing	ADMIN SUPPLIES	
					514.23	CAD	514.23	CAD								
EMPLOYMENT & SOCIAL SERVICES	3528-32	2015-06-02	2015-06-03	DOWNSVIEW GREEN CLEANE	108.48	CAD	108.48	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	7216	Dry Cleaners	DRY CLEANING FOR 10 TABLECLOTHS (FOR OFFICE USE)	
EMPLOYMENT & SOCIAL SERVICES	3530-37	2015-06-02	2015-06-04	WAL-MART #1139	18.87	CAD	18.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	CLEANING SUPPLIES	
EMPLOYMENT & SOCIAL SERVICES	3539-41	2015-06-08	2015-06-10	WAL-MART #1139	66.24	CAD	66.24	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	6 EARPLUG HEADPHONES FOR ONLINE TRAINING	
EMPLOYMENT & SOCIAL SERVICES	3542-41	2015-06-11	2015-06-12	DOWNSVIEW GREEN CLEANE	108.48	CAD	108.48	CAD	4995	OTHER EXPENSES	C01218	CHESSWOOD ADMIN	7216	Dry Cleaners	DRY CLEANING 10 TABLECLOTHS	
EMPLOYMENT & SOCIAL SERVICES	3552-49	2015-06-18	2015-06-19	COSTCO WHOLESALE W535	163.61	CAD	163.61	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5300	Wholesale Clubs	REFRESHMENTS FOR RECOGNITION EVENT	
EMPLOYMENT & SOCIAL SERVICES	3555-28	2015-06-22	2015-06-23	DOWNSVIEW GREEN CLEANE	141.02	CAD	141.02	CAD	4995	OTHER EXPENSES	C01218	CHESSWOOD ADMIN	7216	Dry Cleaners	DRY CLEANING 13 TABLECLOTHS	
EMPLOYMENT & SOCIAL SERVICES	3557-39	2015-06-23	2015-06-24	COSTCO WHOLESALE W535	113.55	CAD	113.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5300	Wholesale Clubs	REFRESHMENTS FOR RECOGNITION EVENT	
EMPLOYMENT & SOCIAL SERVICES	3559-47	2015-06-24	2015-06-25	PARTY CITY #2001	14.61	CAD	14.61	CAD	4995	OTHER EXPENSES	C01218	CHESSWOOD ADMIN	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUPPLIES FOR YORKDALE JOB FAIR	
EMPLOYMENT & SOCIAL SERVICES	3560-42	2015-06-24	2015-06-26	WAL-MART #1139	70.74	CAD	70.74	CAD	4995	OTHER EXPENSES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR SERVICE EXCELLENCE WORKSHOP	
EMPLOYMENT & SOCIAL SERVICES	3561-84	2015-06-25	2015-06-29	PIZZA NOVA 083	51.57	CAD	51.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01218	CHESSWOOD ADMIN	5814	Quick Payment Service - Fast-Food Restau	2 PARTY SIZE PIZZA FOR SERVICE EXCELLENCE WORKSHOP	
EMPLOYMENT & SOCIAL SERVICES	3561-85	2015-06-25	2015-06-29	WAL-MART #1139	5.56	CAD	5.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01218	CHESSWOOD ADMIN	5411	"Grocery Stores, Supermarkets"	2 BOTTLES OF DISH SOAP	
					862.73	CAD	862.73	CAD								
EMPLOYMENT & SOCIAL SERVICES	3550-47	2015-06-17	2015-06-18	PHARMA PLUS DRUGMARTS	1.99	CAD	1.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01219	METRO HALL-ADMIN	5912	"Drug Stores, Pharmacies"	WATER FOR GENERAL STAFF MEETING PRESENTERS	
					1.99	CAD	1.99	CAD								
TORONTO PARAMEDIC SERVICES	3533-22	2015-06-04	2015-06-05	LNR*LUNARPAGES WEBHOST	51.17	CAD	39.95	USD	4813	INTERNET	B29000	COMMUNITY SAFEGUARD LEADERSHIP SVCS	4816	Computer Network/Information Services	MANAGED SHARED WEBHOSTING	
					51.17	CAD	39.95	USD								
ECONOMIC DEVELOPMENT & CULTURE	3541-44	2015-06-10	2015-06-11	WWW.STARCOACHSERVICES.	"1,245.83"	CAD	"1,245.83"	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	4131	Bus Lines	RENTAL OF SCHOOL BUS WITH DRIVER	
ECONOMIC DEVELOPMENT & CULTURE	3560-43	2015-06-25	2015-06-26	ATLAS MACHINERY SUPPLY	44.64	CAD	44.64	CAD	2670	UNIFORMS	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5251	Hardware Stores	NAIL SET MUSKET SAFETY TOOLS	
ECONOMIC DEVELOPMENT & CULTURE	3560-44	2015-06-25	2015-06-26	ROTBLOTTS DISCOUNT WHS	11.83	CAD	11.83	CAD	2670	UNIFORMS	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5251	Hardware Stores	NAIL SET MUSKET SAFETY TOOLS	
					"1,302.30"	CAD	"1,302.30"	CAD								
"PARKS, FORESTRY & RECREATION"	3524-57	2015-05-29	2015-06-01	UPS*902206279	97.12	CAD	97.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	4214	"Motor Freight Carriers, Trucking - Local"	SPIKEBALL DELIVERY	
"PARKS, FORESTRY & RECREATION"	3524-58	2015-05-31	2015-06-01	NOFRILLS FREDDIE 1354	49.49	CAD	49.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	DEMPSTER AWARDS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3528-33	2015-06-02	2015-06-03	PAVAO MEATS WHOLESALE	223.45	CAD	223.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5422	"Freezer, Locker Meat Provisioners"	"HOT DOGS, BURGERS"	
"PARKS, FORESTRY & RECREATION"	3528-34	2015-06-02	2015-06-03	PARTY CITY #2028	25.84	CAD	25.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5947	"Card, Gift, Novelty, and Souvenir Shops"	DEMPSTER AWARDS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3528-35	2015-06-02	2015-06-03	PARTY CITY #2028	14.10	CAD	14.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5947	"Card, Gift, Novelty, and Souvenir Shops"	DEMPSTER AWARDS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3528-36	2015-06-02	2015-06-03	PARTY CITY #2028	9.00	CAD	9.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5947	"Card, Gift, Novelty, and Souvenir Shops"	DEMPSTER AWARDS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3528-37	2015-06-02	2015-06-03	FOOD BASICS #689	28.06	CAD	28.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	CLAIRVILLE TRAINING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3528-38	2015-06-02	2015-06-03	METRO #719	88.98	CAD	88.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	DEMPSTER AWARDS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3535-67	2015-06-04	2015-06-08	MNR AWENDA PROV PARK P	131.65	CAD	131.65	CAD	4118	TICKETS AND ADMISSION FEES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	RESERVATION FEES FOR CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3535-68	2015-06-05	2015-06-08	MNR PINERY PROV PARK P	155.38	CAD	155.38	CAD	4118	TICKETS AND ADMISSION FEES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	RESERVATION FEES FOR CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3535-69	2015-06-05	2015-06-08	MNR PINERY PROV PARK P	155.38	CAD	155.38	CAD	4118	TICKETS AND ADMISSION FEES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	RESERVATION FEES FOR CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3541-45	2015-06-09	2015-06-11	MNR EMILY PROV PARK	60.46	CAD	60.46	CAD	4118	TICKETS AND ADMISSION FEES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	9399	Government Services - Not Elsewhere Clas	RESERVATION FEES FOR CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3541-46	2015-06-10	2015-06-11	PAYPAL *CHILLFLEXXE	250.00	CAD	250.00	CAD	4102	ENTERTAINER AND BAND FEES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	7929	"Bands, Orchestras, and Miscellaneous Ent"	DJ FOR WES DEMPSTER AWARDS EVENING	
"PARKS, FORESTRY & RECREATION"	3542-42	2015-06-11	2015-06-12	DOLLAR TREE #40138	87.76	CAD	87.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5331	Variety Stores	"PUSH PINS, FOAM DICE, PUZZLES"	
"PARKS, FORESTRY & RECREATION"	3550-48	2015-06-16	2015-06-18	THE HOME DEPOT #7114	77.88	CAD	77.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	**MORE**  STANDARD BLO	
"PARKS, FORESTRY & RECREATION"	3550-49	2015-06-16	2015-06-18	WAL-MART # 3740	132.26	CAD	132.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"BALLS, TOTE BOXES, COMPASS"	
"PARKS, FORESTRY & RECREATION"	3550-50	2015-06-17	2015-06-18	FOOD BASICS #689	155.29	CAD	155.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"DRESSING, TORTILLA, MARSHMALLOWS"	
"PARKS, FORESTRY & RECREATION"	3552-50	2015-06-17	2015-06-19	CDN TIRE STORE #00242	26.79	CAD	26.79	CAD	2610	KITCHEN SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	"SOS PADS, LYSOL WIPES, GLAD BAGS"	
"PARKS, FORESTRY & RECREATION"	3552-51	2015-06-17	2015-06-19	CDN TIRE STORE #00294	75.59	CAD	75.59	CAD	2710	GENERAL HARDWARE	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5200	Home Supply Warehouse	"HEAVY GAUGE UTILITY, PAIL"	
"PARKS, FORESTRY & RECREATION"	3553-56	2015-06-21	2015-06-22	FOOD BASICS #928	219.32	CAD	219.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLY- CLAIRVILLE CAMP	
"PARKS, FORESTRY & RECREATION"	3555-29	2015-06-22	2015-06-23	FORTINO'S (QUEEN'S PLA	67.81	CAD	67.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLY- CLAIRVILLE CAMP	
"PARKS, FORESTRY & RECREATION"	3555-30	2015-06-22	2015-06-23	FOOD BASICS #689	54.02	CAD	54.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLY- CLAIRVILLE CAMP	
"PARKS, FORESTRY & RECREATION"	3557-40	2015-06-22	2015-06-24	WAL-MART # 3740	50.51	CAD	50.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLY- CLAIRVILLE CAMP	
"PARKS, FORESTRY & RECREATION"	3559-48	2015-06-24	2015-06-25	DOLLAR TREE CANADA STO	74.86	CAD	74.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5331	Variety Stores	"CLIPS, STICKERS, SUMMER DECOR"	
"PARKS, FORESTRY & RECREATION"	3559-49	2015-06-24	2015-06-25	M M MEAT SHOPS #100	105.00	CAD	105.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	FOOD - OVERNIGHT TRAINING	
"PARKS, FORESTRY & RECREATION"	3559-50	2015-06-24	2015-06-25	FOOD BASICS #689	29.48	CAD	29.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"LETTUCE, DRESSING, CHIPS"	
"PARKS, FORESTRY & RECREATION"	3560-45	2015-06-24	2015-06-26	WAL-MART # 3740	67.85	CAD	67.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"COOKIES, CUTLERY"	
"PARKS, FORESTRY & RECREATION"	3561-86	2015-06-25	2015-06-29	WAL-MART # 3740	35.41	CAD	35.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"CHOCOLATES, WINGED BOX"	
"PARKS, FORESTRY & RECREATION"	3561-87	2015-06-26	2015-06-29	WAL-MART # 3740	283.57	CAD	283.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12444	RW-CA-SUMMER CAMPS-WN1 CLAREVILLE	5411	"Grocery Stores, Supermarkets"	"SALAD DRSNG, DARK SUGAR, RAISINS, STRAWS"	
					"2,832.31"	CAD	"2,832.31"	CAD								
FACILITIES MANAGEMENT DIVISON	3524-59	2015-05-28	2015-06-01	BRAFASCO / REXDALE	419.58	CAD	419.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286972	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	MATERIAL	
FACILITIES MANAGEMENT DIVISON	3530-38	2015-06-03	2015-06-04	MARCONE APW	20.33	CAD	20.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61299408	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS	
FACILITIES MANAGEMENT DIVISON	3535-70	2015-06-04	2015-06-08	HYDRALINE SANIQUIP	21.11	CAD	21.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61299007	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS	
FACILITIES MANAGEMENT DIVISON	3553-57	2015-06-18	2015-06-22	HYDRALINE SANIQUIP	191.26	CAD	191.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294353	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS	
FACILITIES MANAGEMENT DIVISON	3559-51	2015-06-23	2015-06-25	BILL'S ELECTRIC SALES	67.80	CAD	67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286972	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS	
					720.08	CAD	720.08	CAD								
"PARKS, FORESTRY & RECREATION"	3535-71	2015-06-05	2015-06-08	STAPLES STORE #266	37.36	CAD	37.36	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00409	N-EAST1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	PLANNERS	
"PARKS, FORESTRY & RECREATION"	3535-72	2015-06-05	2015-06-08	THE HOME DEPOT #7001	369.91	CAD	369.91	CAD	3080	M & E - HAND TOOLS	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  8X2 1/2 GRN	
"PARKS, FORESTRY & RECREATION"	3542-43	2015-06-10	2015-06-12	THE HOME DEPOT #7073	101.83	CAD	101.83	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  4X8-3/8.SPRU	
"PARKS, FORESTRY & RECREATION"	3546-31	2015-06-12	2015-06-16	SUTTON'S DRICOCRETE	854.28	CAD	854.28	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	COLD PATCH	
"PARKS, FORESTRY & RECREATION"	3560-46	2015-06-24	2015-06-26	CDN TIRE STORE #00030	64.86	CAD	64.86	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"HOT PLATE, KEYS"	
"PARKS, FORESTRY & RECREATION"	3561-88	2015-06-26	2015-06-29	THE HOME DEPOT #7073	81.53	CAD	81.53	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SANDER	
"PARKS, FORESTRY & RECREATION"	3563-46	2015-06-26	2015-06-30	CDN TIRE STORE #00192	28.24	CAD	28.24	CAD	2401	LUBRICANTS	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	POWER STEERING FLUID	
					"1,538.01"	CAD	"1,538.01"	CAD								
TORONTO PARAMEDIC SERVICES	3526-38	2015-06-01	2015-06-02	TORONTO GENERAL HOSPIT	13.50	CAD	13.50	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO PARAMEDIC SERVICES	3537-26	2015-06-08	2015-06-09	APL* ITUNES.COM/BILL	6.54	CAD	6.54	CAD	3420	COMPUTERS - SOFTWARE	B33100	COMMUNICATION CENTRE OPERATIONS	5735	Record Shops	TIME TRACKING APP	
TORONTO PARAMEDIC SERVICES	3537-27	2015-06-08	2015-06-09	APL* ITUNES.COM/BILL	13.09	CAD	13.09	CAD	3420	COMPUTERS - SOFTWARE	B33100	COMMUNICATION CENTRE OPERATIONS	5735	Record Shops	MULTIPLE CAMERA RECORDING APP	
TORONTO PARAMEDIC SERVICES	3542-44	2015-06-11	2015-06-12	APL* ITUNES.COM/BILL	-25.98	CAD	-25.98	CAD	3420	COMPUTERS - SOFTWARE	B33100	COMMUNICATION CENTRE OPERATIONS	5735	Record Shops	REFUND	
TORONTO PARAMEDIC SERVICES	3542-45	2015-06-11	2015-06-12	APL* ITUNES.COM/BILL	-25.98	CAD	-25.98	CAD	3420	COMPUTERS - SOFTWARE	B33100	COMMUNICATION CENTRE OPERATIONS	5735	Record Shops	REFUND	
TORONTO PARAMEDIC SERVICES	3542-46	2015-06-11	2015-06-12	APL* ITUNES.COM/BILL	-25.98	CAD	-25.98	CAD	3420	COMPUTERS - SOFTWARE	B33100	COMMUNICATION CENTRE OPERATIONS	5735	Record Shops	REFUND	
TORONTO PARAMEDIC SERVICES	3544-73	2015-06-13	2015-06-15	APL* ITUNES.COM/BILL	6.54	CAD	6.54	CAD	3420	COMPUTERS - SOFTWARE	B33100	COMMUNICATION CENTRE OPERATIONS	5735	Record Shops	EDITING PHOTO APP	
					-38.27	CAD	-38.27	CAD								
