Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
FACILITIES MANAGEMENT DIVISON	3474-65	2015-04-23	2015-04-24	SAIA SCAFFOLD IND ASSO	108.65	CAD	87.42	USD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	8699	"Organizations, Membership - Not Elsewher"	LIFTS	
					187.68	CAD	79.03	CAD								
							87.42	USD								
FACILITIES MANAGEMENT DIVISON	3475-74	2015-04-26	2015-04-27	COSTCO WHOLESALE W547	19.20	CAD	19.20	CAD	4995	OTHER EXPENSES	FA1374	92 FRONT E-LEASNG (ST.LAWRENCE MKT-NORTH	5300	Wholesale Clubs	CLEANING SUPPLIES	
					19.20	CAD	19.20	CAD								
FACILITIES MANAGEMENT DIVISON	3446-9	2015-04-04	2015-04-07	CDN TIRE STORE #00197	225.99	CAD	225.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286968	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	2411 TOOL CHST 4 DR.	
FACILITIES MANAGEMENT DIVISON	3467-101	2015-04-07	2015-04-20	HYDRALINE SANIQUIP	52.51	CAD	52.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61292036	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	"3/8"" PRESSURE WASHER HOSE"	
					278.50	CAD	278.50	CAD								
PUBLIC HEALTH	3450-83	2015-04-07	2015-04-09	CANADIAN PUBLIC HEALTH	900.00	CAD	900.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH1091	COMMUNICATIONS-MEDIA RELATIONS	8398	"Organizations, Charitable and Social Ser"	CONFERENCE REG	
PUBLIC HEALTH	3454-41	2015-04-10	2015-04-13	WESTJET  8380618518393	45.20	CAD	45.20	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	PH1091	COMMUNICATIONS-MEDIA RELATIONS	3180	WestJet Airlines	TICKET	
PUBLIC HEALTH	3454-42	2015-04-10	2015-04-13	WESTJET  8382106333787	612.27	CAD	612.27	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	PH1091	COMMUNICATIONS-MEDIA RELATIONS	3180	WestJet Airlines	TICKET	
					"1,557.47"	CAD	"1,557.47"	CAD								
FACILITIES MANAGEMENT DIVISON	3441-54	2015-03-31	2015-04-01	STEELES PAINT   DECORA	74.30	CAD	74.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61288628	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT DIVISON	3460-92	2015-04-15	2015-04-16	STEELES PAINT   DECORA	156.15	CAD	156.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61292125	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT DIVISON	3467-102	2015-04-17	2015-04-20	STEELES PAINT   DECORA	496.91	CAD	496.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294550	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT DIVISON	3469-53	2015-04-21	2015-04-22	STEELES PAINT   DECORA	53.05	CAD	53.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61291803	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT DIVISON	3469-54	2015-04-21	2015-04-22	STEELES PAINT   DECORA	231.67	CAD	231.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61292560	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT DIVISON	3469-55	2015-04-21	2015-04-22	STEELES PAINT   DECORA	60.69	CAD	60.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61176285	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT DIVISON	3470-57	2015-04-22	2015-04-23	STEELES PAINT   DECORA	72.09	CAD	72.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294473	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT DIVISON	3475-75	2015-04-24	2015-04-27	STEELES PAINT   DECORA	438.09	CAD	438.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294550	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
FACILITIES MANAGEMENT DIVISON	3477-33	2015-04-27	2015-04-28	STEELES PAINT   DECORA	371.75	CAD	371.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294550	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	PURCHASE PAINT	
					"1,954.70"	CAD	"1,954.70"	CAD								
EMPLOYMENT & SOCIAL SERVICES	3443-46	2015-04-01	2015-04-02	TOYS R US #3569	51.96	CAD	51.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	C01202	ATTWELL-ADMIN	5945	"Game, Toy, and Hobby Shops"	EC/RES CHILDREN'S PLAY AREA	
EMPLOYMENT & SOCIAL SERVICES	3448-49	2015-04-07	2015-04-08	FORTINO'S (QUEEN'S PLA	126.87	CAD	126.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01202	ATTWELL-ADMIN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR ATTWELL EC	
EMPLOYMENT & SOCIAL SERVICES	3454-43	2015-04-09	2015-04-13	WAL-MART #1137	145.68	CAD	145.68	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01202	ATTWELL-ADMIN	5411	"Grocery Stores, Supermarkets"	SMALL APPLICANCES FOR LUNCH ROOM	
EMPLOYMENT & SOCIAL SERVICES	3469-56	2015-04-21	2015-04-22	FORTINO'S (QUEEN'S PLA	113.02	CAD	113.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01202	ATTWELL-ADMIN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR ATTWELL EC	
					437.53	CAD	437.53	CAD								
TORONTO WATER	3441-56	2015-03-31	2015-04-01	UPS*000000502A9A135	0.68	CAD	0.68	CAD	4815	COURIER SERVICES	TW5030	BUS OP MGMT: TW LABORATORIES	4214	"Motor Freight Carriers, Trucking - Local"	PRICE ADJUSTMENT ON SHIPMENT TO HAMILTON	
TORONTO WATER	3458-41	2015-04-15	2015-04-15	UPS*000000502A9A155	61.97	CAD	61.97	CAD	4815	COURIER SERVICES	TW5030	BUS OP MGMT: TW LABORATORIES	4214	"Motor Freight Carriers, Trucking - Local"	SHIPMENT TO GUELPH & HAMILTON	
TORONTO WATER	3467-103	2015-04-16	2015-04-20	MOE-DRINK WAT WASTE CE	115.00	CAD	115.00	CAD	4830	PERMIT & LICENSE FEES	TW5030	BUS OP MGMT: TW LABORATORIES	9399	Government Services - Not Elsewhere Clas	DRINKING WATER CERTIFICATE	
TORONTO WATER	3477-34	2015-04-28	2015-04-28	UPS*000000502A9A175	31.27	CAD	31.27	CAD	4815	COURIER SERVICES	TW5030	BUS OP MGMT: TW LABORATORIES	4214	"Motor Freight Carriers, Trucking - Local"	SHIPMENT TO HAMILTON	
					208.92	CAD	208.92	CAD								
CITY CLERK'S OFFICE	3469-57	2015-04-20	2015-04-22	PORTER AI	720.09	CAD	720.09	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	MR0001	MAYOR'S OFFICE	4511	"Air Carriers, Airlines - Not Elsewhere C"	AIRFARE  - FED BUGDGET MTG IN OTTAWA	
					720.09	CAD	720.09	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3454-44	2015-04-12	2015-04-13	HOOTSUITE MEDIA INC.	50.97	CAD	39.54	USD	4414	ADVERTISING & PROMOTION	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ADVERTISING	
ECONOMIC DEVELOPMENT & CULTURE	3475-76	2015-04-23	2015-04-27	ESC CORP / CRAC SERVIC	44.80	CAD	44.80	CAD	4995	OTHER EXPENSES	ED0059	BUSINESS INCUBATION & COMMUNITY ECON DEV	9399	Government Services - Not Elsewhere Clas	**MORE**  ONTARIO BUSINESS NAME SEAR	
					95.77	CAD	44.80	CAD								
							39.54	USD								
"PARKS, FORESTRY & RECREATION"	3444-68	2015-04-02	2015-04-06	FOOD BASICS #653	39.01	CAD	39.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13541	YOUTH LOUNGE- HERON PARK	5411	"Grocery Stores, Supermarkets"	"JUICE, COOKIES, MUFFINS, FRUITS"	
"PARKS, FORESTRY & RECREATION"	3452-40	2015-04-09	2015-04-10	FOOD BASICS #653	9.96	CAD	9.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13541	YOUTH LOUNGE- HERON PARK	5411	"Grocery Stores, Supermarkets"	"COOKIES, JUICE"	
"PARKS, FORESTRY & RECREATION"	3454-45	2015-04-10	2015-04-13	BEST BUY #965	164.65	CAD	164.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5732	Electronic Sales	"BOOM BOX, CORDS"	
"PARKS, FORESTRY & RECREATION"	3467-104	2015-04-16	2015-04-20	METRO #38	17.42	CAD	17.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13541	YOUTH LOUNGE- HERON PARK	5411	"Grocery Stores, Supermarkets"	"PIZZA, JUICE"	
					231.04	CAD	231.04	CAD								
"PARKS, FORESTRY & RECREATION"	3441-57	2015-03-31	2015-04-01	METRO #808	42.85	CAD	42.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"EGGS, MILK, FLOUR, BUTTER"	
"PARKS, FORESTRY & RECREATION"	3444-69	2015-04-01	2015-04-06	LOUISE KOOL   GAULT	271.17	CAD	271.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04011	BIRCHMOUNT CC-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	PARACHUTE WITH HANDLES	
"PARKS, FORESTRY & RECREATION"	3454-46	2015-04-10	2015-04-13	METRO #808	104.86	CAD	104.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR TORTILLA MAKING	
"PARKS, FORESTRY & RECREATION"	3456-30	2015-04-13	2015-04-14	METRO #808	13.91	CAD	13.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BAKING PWDR, BAKING SODA, SALT"	
"PARKS, FORESTRY & RECREATION"	3456-31	2015-04-13	2015-04-14	METRO #808	22.79	CAD	22.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"EGS, ORANGES, PECANS"	
"PARKS, FORESTRY & RECREATION"	3460-93	2015-04-15	2015-04-16	BUTTERFLY BEADS   JEWE	290.57	CAD	290.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5944	"Clock, Jewelry, Watch, and Silverware St"	BEADS FOR JEWELLRY MAKING CLASS	
"PARKS, FORESTRY & RECREATION"	3464-38	2015-04-15	2015-04-17	YOUR DOLLAR STORE WITH	42.95	CAD	42.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	ASSORTED BEADS FOR JEWELLRY MAKING CLASS	
"PARKS, FORESTRY & RECREATION"	3464-39	2015-04-16	2015-04-17	KITCHEN STUFF PLUS #3	203.37	CAD	203.37	CAD	2610	KITCHEN SUPPLIES	P07694	SCAR VILLAGE-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	COFFEE URNS	
"PARKS, FORESTRY & RECREATION"	3464-40	2015-04-16	2015-04-17	MARCHANT'S SCHOOL SPOR	167.13	CAD	167.13	CAD	3020	M & E - COMMUNICATIONS	P07694	SCAR VILLAGE-PRGM SUPPORT	5941	Sporting Goods Stores	MEGA PHONE FOR SPECIAL EVENTS AND CAMPS	
"PARKS, FORESTRY & RECREATION"	3467-105	2015-04-17	2015-04-20	METRO #808	39.50	CAD	39.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"HAM, SHELLS, CREAM"	
"PARKS, FORESTRY & RECREATION"	3467-106	2015-04-17	2015-04-20	METRO #808	14.62	CAD	14.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SUGAR, YEAST, PLATES"	
"PARKS, FORESTRY & RECREATION"	3467-107	2015-04-17	2015-04-20	WMT SUPRCTR #1117	56.45	CAD	56.45	CAD	3050	M & E - KITCHEN	P07694	SCAR VILLAGE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GRIDDLE	
"PARKS, FORESTRY & RECREATION"	3467-108	2015-04-17	2015-04-20	THE HOME DEPOT #7107	49.35	CAD	49.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07694	SCAR VILLAGE-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  1/8X48X48 ST	
					"1,319.52"	CAD	"1,319.52"	CAD								
"PARKS, FORESTRY & RECREATION"	3464-41	2015-04-15	2015-04-17	THE HOME DEPOT #7001	59.64	CAD	59.64	CAD	*****	JANITORIAL SUPPLIES	P07690	LAMOREAUX-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  CASTER	
"PARKS, FORESTRY & RECREATION"	3467-109	2015-04-16	2015-04-20	RONA # 55340	6.31	CAD	6.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07690	LAMOREAUX-PRGM SUPPORT	5251	Hardware Stores	FASTENERS TO ATTACH WHEELS TO VOLLEYBALL POLES	
"PARKS, FORESTRY & RECREATION"	3468-56	2015-04-20	2015-04-21	NOFRILLS NICK'S #1399	23.50	CAD	23.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07890	LAMOREAUX CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SCIENCE CLASS- MARSHMALLOWS, CUPS"	
					89.45	CAD	89.45	CAD								
TORONTO WATER	3464-42	2015-04-15	2015-04-17	THE HOME DEPOT #7012	6.76	CAD	6.76	CAD	2730	LOCKS	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	KEY BLANK	
TORONTO WATER	3474-67	2015-04-22	2015-04-24	THE HOME DEPOT #7012	58.67	CAD	58.67	CAD	2710	GENERAL HARDWARE	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	BOX	
					65.43	CAD	65.43	CAD								
"PARKS, FORESTRY & RECREATION"	3458-42	2015-04-13	2015-04-15	THE HOME DEPOT #7001	563.87	CAD	563.87	CAD	3080	M & E - HAND TOOLS	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	M18 CORDLESS	
"PARKS, FORESTRY & RECREATION"	3467-110	2015-04-16	2015-04-20	THE HOME DEPOT #7001	73.31	CAD	73.31	CAD	2710	GENERAL HARDWARE	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	"**MORE**  10"" T G PL."	
"PARKS, FORESTRY & RECREATION"	3475-77	2015-04-23	2015-04-27	THE HOME DEPOT #7001	135.46	CAD	135.46	CAD	2710	GENERAL HARDWARE	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  7PC NUT DRIV	
"PARKS, FORESTRY & RECREATION"	3481-53	2015-04-28	2015-04-30	BRAFASCO / SCARBOROUGH	52.19	CAD	52.19	CAD	3080	M & E - HAND TOOLS	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5085	Industrial Supplies Not Elsewhere Classi	TAMPER PROOF BIT	
					824.83	CAD	824.83	CAD								
"PARKS, FORESTRY & RECREATION"	3452-41	2015-04-09	2015-04-10	IKEA NORTH YORK	246.29	CAD	246.29	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P13540	YOUTH LOUNGE- ANTIBES	5712	"Equipment, Furniture, and Home Furnishin"	"POSTERS, LAMPS"	
"PARKS, FORESTRY & RECREATION"	3454-47	2015-04-10	2015-04-13	IKEA VAUGHAN	231.58	CAD	231.58	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P13540	YOUTH LOUNGE- ANTIBES	5712	"Equipment, Furniture, and Home Furnishin"	"SWIVEL CHAIRS, PLANT, POSTERS"	
"PARKS, FORESTRY & RECREATION"	3456-32	2015-04-13	2015-04-14	LOBLAW SUPERMARKET #10	131.60	CAD	131.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13540	YOUTH LOUNGE- ANTIBES	5411	"Grocery Stores, Supermarkets"	"GROCERIES-CHIPS,MANGO,WATERMELON,COOKIES,JUICE"	
"PARKS, FORESTRY & RECREATION"	3458-43	2015-04-13	2015-04-15	WAL-MART #1081	33.87	CAD	33.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13540	YOUTH LOUNGE- ANTIBES	5411	"Grocery Stores, Supermarkets"	THROW BLANKET	
					643.34	CAD	643.34	CAD								
TORONTO WATER	3443-47	2015-03-31	2015-04-02	CDN TIRE STORE #00264	97.16	CAD	97.16	CAD	3350	M & E - ELECTRICAL	CPW537-08	WATER LOSS REDUCTION STRATEGY	5200	Home Supply Warehouse	INVERTER	
TORONTO WATER	3450-84	2015-04-08	2015-04-09	JEFF'S MOBILE WELDING	644.10	CAD	644.10	CAD	2710	GENERAL HARDWARE	TW3025	WTR INFRAS MGMT: WATERMAIN ASSET PLANNIN	7692	Welding Repair	HEAVY DUTY FIRE HYDRANT KEY	
TORONTO WATER	3475-78	2015-04-24	2015-04-27	PRINCESS AUTO #36	29.36	CAD	29.36	CAD	2710	GENERAL HARDWARE	TW3025	WTR INFRAS MGMT: WATERMAIN ASSET PLANNIN	5085	Industrial Supplies Not Elsewhere Classi	CARGO NET	
					770.62	CAD	770.62	CAD								
FLEET SERVICES	3467-111	2015-04-17	2015-04-20	CPC SCP LZ615329960US	29.12	CAD	29.12	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FL1005	FLEET 843 EASTERN	9402	Postal Services - Government Only	TAX & FREIGHT FOR PROJECTOR	
					29.12	CAD	29.12	CAD								
FACILITIES MANAGEMENT DIVISON	3450-85	2015-04-08	2015-04-09	PAUL WOLF ELECTRIC   L	25.94	CAD	25.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61285549	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3450-86	2015-04-08	2015-04-09	PAUL WOLF ELECTRIC   L	14.58	CAD	14.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61292029	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3450-87	2015-04-08	2015-04-09	PAUL WOLF ELECTRIC   L	29.10	CAD	29.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61293144	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3452-42	2015-04-09	2015-04-10	PAUL WOLF ELECTRIC   L	218.79	CAD	218.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61293452	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3452-43	2015-04-09	2015-04-10	PAUL WOLF ELECTRIC   L	76.07	CAD	76.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61293545	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3468-57	2015-04-20	2015-04-21	PAUL WOLF ELECTRIC   L	44.70	CAD	44.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294603	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3468-58	2015-04-20	2015-04-21	PAUL WOLF ELECTRIC   L	72.46	CAD	72.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294739	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3475-79	2015-04-24	2015-04-27	PAUL WOLF ELECTRIC   L	333.06	CAD	333.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61295115	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3475-80	2015-04-24	2015-04-27	PAUL WOLF ELECTRIC   L	77.20	CAD	77.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294924	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3477-35	2015-04-27	2015-04-28	PAUL WOLF ELECTRIC   L	136.26	CAD	136.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61294918	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
					"1,028.16"	CAD	"1,028.16"	CAD								
"PARKS, FORESTRY & RECREATION"	3450-88	2015-04-08	2015-04-09	MONERIS STATIONERY ORD	234.48	CAD	234.48	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	STARIONARY	
"PARKS, FORESTRY & RECREATION"	3454-48	2015-04-09	2015-04-13	NATURE'S CALL	711.90	CAD	711.90	CAD	4407	CONTRACTED SERVICES - BUILDINGS	P07646	DON VALLEY-OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	PUMP OUT SEPTIC TANK	
"PARKS, FORESTRY & RECREATION"	3454-49	2015-04-10	2015-04-13	KOOY BROS LAWN	"1,078.85"	CAD	"1,078.85"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	PARTS	
"PARKS, FORESTRY & RECREATION"	3464-43	2015-04-15	2015-04-17	PRO-FIT GOLF SERVICES	90.40	CAD	90.40	CAD	4406	CONTRACTED SERVICES - OFFICE EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5941	Sporting Goods Stores	CASH PROGRAMMING	
"PARKS, FORESTRY & RECREATION"	3481-54	2015-04-28	2015-04-30	GOLF SUPPLY HOUSE	"1,423.80"	CAD	"1,423.80"	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07646	DON VALLEY-OPERATIONS	5941	Sporting Goods Stores	PENCILS	
					"3,539.43"	CAD	"3,539.43"	CAD								
FACILITIES MANAGEMENT DIVISON	3444-70	2015-04-02	2015-04-06	CDN TIRE STORE #00119	27.07	CAD	27.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286928	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	TOOLS	
					27.07	CAD	27.07	CAD								
"PARKS, FORESTRY & RECREATION"	3443-48	2015-04-01	2015-04-02	NOFRILLS JOSEPHS 730	63.20	CAD	63.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	GROCERIES- SNACK BAR	
"PARKS, FORESTRY & RECREATION"	3443-49	2015-04-01	2015-04-02	STRICTLY BULK	258.00	CAD	258.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	FLOUR FOR BAKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	3452-44	2015-04-08	2015-04-10	WAL-MART #3106	3.39	CAD	3.39	CAD	2730	LOCKS	P10389	RS-DUFFERIN GROVE- CC PRGM SUPP	5411	"Grocery Stores, Supermarkets"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	3456-33	2015-04-13	2015-04-14	NOFRILLS JOSEPHS 730	6.62	CAD	6.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR SNACK BAR	
"PARKS, FORESTRY & RECREATION"	3458-44	2015-04-14	2015-04-15	NOFRILLS JOSEPHS 730	5.31	CAD	5.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10389	RS-DUFFERIN GROVE- CC PRGM SUPP	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR SNACK BAR	
"PARKS, FORESTRY & RECREATION"	3458-45	2015-04-14	2015-04-15	STRICTLY BULK	215.59	CAD	215.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13000	DROP IN SKATE - CAMPBELL AVENUE AIR	5411	"Grocery Stores, Supermarkets"	FLOUR FOR BAKING PRGMS	
"PARKS, FORESTRY & RECREATION"	3469-58	2015-04-21	2015-04-22	NOFRILLS JOSEPHS 730	82.76	CAD	82.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR SNACK BAR	
"PARKS, FORESTRY & RECREATION"	3469-59	2015-04-21	2015-04-22	STRICTLY BULK	237.38	CAD	237.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	FLOUR FOR BAKING PRGMS	
