Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
EMPLOYMENT & SOCIAL SERVICES	4206-69	2016-09-15	2016-09-19	WAL-MART # 3105	33.83	CAD	33.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01212	LAWRENCE SQUARE-ADMIN	5310	Discount Stores	2 COFFEE CARAFES	
EMPLOYMENT & SOCIAL SERVICES	4206-70	2016-09-16	2016-09-19	COSTCO WHOLESALE W535	44.95	CAD	44.95	CAD	4995	OTHER EXPENSES	C01212	LAWRENCE SQUARE-ADMIN	5300	Wholesale Clubs	"SUPPLIES FOR TPS WEEK_SEPT 12-16,2016"	
EMPLOYMENT & SOCIAL SERVICES	4206-71	2016-09-15	2016-09-19	WAL-MART # 3105	-16.92	CAD	-16.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01212	LAWRENCE SQUARE-ADMIN	5310	Discount Stores	REFUND ONE OF TW0 CARAFES PURCHASED - BROKEN	
EMPLOYMENT & SOCIAL SERVICES	4224-72	2016-09-28	2016-09-30	BLUE BONNET CLEANERS	39.55	CAD	39.55	CAD	4995	OTHER EXPENSES	C01212	LAWRENCE SQUARE-ADMIN	7216	Dry Cleaners	DRYCLEAN 5 CITY OF TORONTO TABLECLOTHES	
					209.41	CAD	209.41	CAD								
FACILITIES MANAGEMENT DIVISON	4214-58	2016-09-22	2016-09-23	NOBLE 1017	132.48	CAD	132.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5251	Hardware Stores	METERING VALVE	
					132.48	CAD	132.48	CAD								
EMPLOYMENT & SOCIAL SERVICES	4192-56	2016-09-06	2016-09-08	TORONTO PUBLIC LIBRARY	"1,356.00"	CAD	"1,356.00"	CAD	4995	OTHER EXPENSES	C11200	OW PROGRAM SUPPORT	7911	"Dance Halls, Schools, and Studios"	VENUE FOR WFD EVENT TO BE HELD OCT 14/16	
EMPLOYMENT & SOCIAL SERVICES	4204-54	2016-09-15	2016-09-16	BB-BLANC	700.60	CAD	700.60	CAD	4995	OTHER EXPENSES	C11200	OW PROGRAM SUPPORT	7929	"Bands, Orchestras, and Miscellaneous Ent"	ROOM SETUP FOR SOCIAL PROCUREMENT EVENT OCT24/16	
EMPLOYMENT & SOCIAL SERVICES	4206-72	2016-09-17	2016-09-19	WWW.CANADIANCLUB.ORG	95.00	CAD	95.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01107	EMPLOYMENT SERVICE DELIVERY MANAGEMENT	8398	"Organizations, Charitable and Social Ser"	"REG FEES-OVERVIEW TORONTO VITAL SIGNS REP,6/10/16"	
EMPLOYMENT & SOCIAL SERVICES	4211-58	2016-09-20	2016-09-21	801-413-7200/RELATINGS	120.00	CAD	120.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01102	CLIENT SERVICES & INFORMATION UNIT	7922	Theatrical Producers (except Motion Pict	RELATING SYSTEMS THINKING & DESIGN SYMPOSIUM-OCT14	
EMPLOYMENT & SOCIAL SERVICES	4216-93	2016-09-22	2016-09-26	CDN TIRE STORE #00429	169.47	CAD	169.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01299	CNTRLIZED COST-ADMIN	5200	Home Supply Warehouse	APPLIANCES FOR 9TH FLR KITCHEN	
					"2,441.07"	CAD	"2,441.07"	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4186-20	2016-09-06	2016-09-07	GOLDEN PLANNERS INC	231.65	CAD	231.65	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	F00111	HOSTEL SERVICES HEAD OFFICE	7392	"Consulting, Management, and Public Relat"	REG.FEE NATIONAL CONFERENCE ON ENDING HOMELESSNESS	
					231.65	CAD	231.65	CAD								
FACILITIES MANAGEMENT DIVISON	4192-57	2016-09-07	2016-09-08	PAUL WOLF ELECTRIC   L	336.85	CAD	336.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5065	Electrical Parts and Equipment	LIGHTS	
FACILITIES MANAGEMENT DIVISON	4195-49	2016-09-08	2016-09-09	PAUL WOLF ELECTRIC   L	86.28	CAD	86.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5065	Electrical Parts and Equipment	LIGHTS	
FACILITIES MANAGEMENT DIVISON	4200-45	2016-09-12	2016-09-13	PAUL WOLF ELECTRIC   L	230.52	CAD	230.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5065	Electrical Parts and Equipment	LAMPS	
FACILITIES MANAGEMENT DIVISON	4200-46	2016-09-12	2016-09-13	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)			7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4204-55	2016-09-15	2016-09-16	TORONTO PARKING AUTHOR	6.60	CAD	6.60	CAD	4770	PARKING EXPENSES (INTOWN)			7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4206-73	2016-09-15	2016-09-19	CDN TIRE STORE #00273	19.20	CAD	19.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	COVER	
					688.45	CAD	688.45	CAD								
"PARKS, FORESTRY & RECREATION"	4204-56	2016-09-15	2016-09-16	CAMBRIAN SPRINGS	805.22	CAD	805.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00117	HIGH PARK-PLANT PRODUCTION	5999	Miscellaneous and Specialty Retail Store	BOTTLED WATER AND CUPS	
"PARKS, FORESTRY & RECREATION"	4206-74	2016-09-16	2016-09-19	CAMBRIAN SPRINGS	866.18	CAD	866.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00117	HIGH PARK-PLANT PRODUCTION	5999	Miscellaneous and Specialty Retail Store	BOTTLED WATER AND CUPS	
"PARKS, FORESTRY & RECREATION"	4218-39	2016-09-26	2016-09-27	CANADIAN HYDRO GARDENS	985.31	CAD	985.31	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PARK-PLANT PRODUCTION	5261	Lawn and Garden Supply Stores	ASSORTED PLANT POTS	
"PARKS, FORESTRY & RECREATION"	4224-73	2016-09-29	2016-09-30	CAMBRIAN SPRINGS	26.22	CAD	26.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00117	HIGH PARK-PLANT PRODUCTION	5999	Miscellaneous and Specialty Retail Store	BOTTLED WATER AND CUPS	
					"2,682.93"	CAD	"2,682.93"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4203-62	2016-09-14	2016-09-15	NOFRILLS DICKIES 752	55.64	CAD	55.64	CAD	4995	OTHER EXPENSES	C01201	GOLDEN MILE  - ADMIN	5411	"Grocery Stores, Supermarkets"	SNACKS-SKILLS FOR CHANGE JOB FAIR15/9/16-6EMPLOYER	
EMPLOYMENT & SOCIAL SERVICES	4223-58	2016-09-28	2016-09-29	NOFRILLS DICKIES 752	39.20	CAD	39.20	CAD	4995	OTHER EXPENSES	C01201	GOLDEN MILE  - ADMIN	5411	"Grocery Stores, Supermarkets"	"SNACKS-HIRING EVENT 28/9/16, 10 CLEANING POSITIONS"	
EMPLOYMENT & SOCIAL SERVICES	4228-93	2016-09-30	2016-10-03	WMT SUPRCTR #1117	49.65	CAD	49.65	CAD	4995	OTHER EXPENSES	C01201	GOLDEN MILE  - ADMIN	5411	"Grocery Stores, Supermarkets"	"2 FRAMES-1 PROVINCIAL,1 CITY CERTIFICATE"	
					144.49	CAD	144.49	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4195-50	2016-09-08	2016-09-09	INSTITUTE OF PUBLIC	155.00	CAD	155.00	CAD	4760	MEMBERSHIP FEES	ED0160	ECONOMIC &  CULTURAL POLICY	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP RENEWAL.	
ECONOMIC DEVELOPMENT & CULTURE	4214-59	2016-09-21	2016-09-23	THE GLOBE AND MAIL	27.07	CAD	27.07	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0160	ECONOMIC &  CULTURAL POLICY	5192	"Books, Periodicals, and Newspapers"	SUBSCRIPTION	
ECONOMIC DEVELOPMENT & CULTURE	4224-74	2016-09-29	2016-09-30	INSTITUTE OF PUBLIC	45.00	CAD	45.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0160	ECONOMIC &  CULTURAL POLICY	8398	"Organizations, Charitable and Social Ser"	TICKET TO EVENT.	
					227.07	CAD	227.07	CAD								
FACILITIES MANAGEMENT DIVISON	4198-78	2016-09-08	2016-09-12	THE HOME DEPOT #7073	616.35	CAD	616.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0650	71 FRONT ST.W-CSTDL-UNION STATION	5200	Home Supply Warehouse	"**MORE**  2"" COUPLING"	
					616.35	CAD	616.35	CAD								
"PARKS, FORESTRY & RECREATION"	4216-94	2016-09-23	2016-09-26	WAL-MART # 3031	209.28	CAD	209.28	CAD	2610	KITCHEN SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5310	Discount Stores	KITCHEN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4228-94	2016-09-29	2016-10-03	WAL-MART # 3031	60.70	CAD	60.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13074	GEN INTRST & CLUBS - WELLESLEY CC	5310	Discount Stores	"GAMES - JENGA, GUESS WHO"	
					269.98	CAD	269.98	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4186-21	2016-09-06	2016-09-07	BOUNCE 123	220.35	CAD	220.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	7394	"Equipment Rental and Leasing Services, F"	CLIENT - FAMILY PICNIC ENTERTAINMENT BOUNCE CASTLE	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4195-51	2016-09-07	2016-09-09	SKYZONE-TORONTO (CA100	229.11	CAD	229.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	7999	Recreation Services (Not Elsewhere Class	CLIENT - SKY ZONE ADMISSIONS	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4195-52	2016-09-08	2016-09-09	TDSB PERMIT UNIT	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	8211	"Schools, Elementary and Secondary"	CLIENT - GYM PERMIT MONTHLY STATEMENT	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4228-95	2016-09-30	2016-10-03	PARTY CITY #2007	87.41	CAD	87.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	5947	"Card, Gift, Novelty, and Souvenir Shops"	CLIENT - TABLE CLOTHS FOR THANKSGIVING DINNER	
					559.47	CAD	559.47	CAD								
TORONTO PARAMEDIC SERVICES	4228-96	2016-09-29	2016-10-03	HUMBER RIVER REG'L HOS	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	B24100	QUALITY REVIEW SERVICES	7523	Automobile Parking Lots and Garages	PARKING -   HOSPITAL	
					8.00	CAD	8.00	CAD								
FACILITIES MANAGEMENT DIVISON	4200-47	2016-09-12	2016-09-13	LOWES #02633*	22.92	CAD	22.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	**MORE**  BHK 12CT 1/4-IN X 3-IN TOGGLE BLT	
					22.92	CAD	22.92	CAD								
PUBLIC HEALTH	4228-97	2016-09-30	2016-10-03	MOUNT SINAI HSPTLMFM	195.00	CAD	195.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PH4094	CD-STD CLINICS-OHIP REVENUE	5912	"Drug Stores, Pharmacies"	TRAINING	
					195.00	CAD	195.00	CAD								
FACILITIES MANAGEMENT DIVISON	4198-79	2016-09-07	2016-09-12	CLARK INDUSTRIAL WHOLS	45.75	CAD	45.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5074	Plumbing and Heating Equipment	SAFETY SUPPLIES	
FACILITIES MANAGEMENT DIVISON	4200-48	2016-09-12	2016-09-13	LOWES #03096*	35.57	CAD	35.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	**MORE**  8 PC NUT DRIVER SET	
FACILITIES MANAGEMENT DIVISON	4202-57	2016-09-13	2016-09-14	LOWES #03096*	70.86	CAD	70.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	**MORE**  35 PC FLEX TORQ IR SET	
FACILITIES MANAGEMENT DIVISON	4203-63	2016-09-14	2016-09-15	LOWES #03096*	19.48	CAD	19.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	**MORE**  HEAVY DUTY TAPE  24MM X 58M	
FACILITIES MANAGEMENT DIVISON	4206-75	2016-09-15	2016-09-19	THE HOME DEPOT #7114	47.41	CAD	47.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	**MORE**  DWRATCHMLT	
FACILITIES MANAGEMENT DIVISON	4213-58	2016-09-21	2016-09-22	ABC FIRE DOOR	213.57	CAD	213.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5211	"Building Materials, Lumber Stores"	DOOR	
FACILITIES MANAGEMENT DIVISON	4214-60	2016-09-21	2016-09-23	THE HOME DEPOT #7114	127.42	CAD	127.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	**MORE**  CARABINER	
FACILITIES MANAGEMENT DIVISON	4216-95	2016-09-22	2016-09-26	THE HOME DEPOT #7114	184.99	CAD	184.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	**MORE**  CARABINER	
FACILITIES MANAGEMENT DIVISON	4218-40	2016-09-26	2016-09-27	DAYVAN	871.60	CAD	871.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5251	Hardware Stores	LUMBER	
FACILITIES MANAGEMENT DIVISON	4224-75	2016-09-29	2016-09-30	LOWES #02951*	274.51	CAD	274.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	"**MORE**  TAPCON 3/16 X 2-3/4"" PH W/BIT"	
FACILITIES MANAGEMENT DIVISON	4224-76	2016-09-29	2016-09-30	LOWES #02951*	158.03	CAD	158.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	**MORE**  426G TRMPRO GLOSS ALUMINUM	
FACILITIES MANAGEMENT DIVISON	4228-98	2016-09-30	2016-10-03	THE HOME DEPOT #7114	64.41	CAD	64.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES			5200	Home Supply Warehouse	"3/4"" OAK"	
					"2,113.60"	CAD	"2,113.60"	CAD								
"PARKS, FORESTRY & RECREATION"	4184-54	2016-09-01	2016-09-06	THE HOME DEPOT #7107	169.43	CAD	169.43	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	HAY FORK	
"PARKS, FORESTRY & RECREATION"	4195-53	2016-09-07	2016-09-09	THE HOME DEPOT #7107	8.19	CAD	8.19	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	L STONE SCRE	
"PARKS, FORESTRY & RECREATION"	4198-80	2016-09-08	2016-09-12	THE HOME DEPOT #7107	34.00	CAD	34.00	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SAKRETE CONC	
					211.62	CAD	211.62	CAD								
"PARKS, FORESTRY & RECREATION"	4186-22	2016-09-06	2016-09-07	FUELS OF THE FUTURE	"1,771.77"	CAD	"1,771.77"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P01199	WEST-YORK AIRS-OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	TEST CYLINDERS	
"PARKS, FORESTRY & RECREATION"	4213-59	2016-09-21	2016-09-22	ADRIATIC GLASS   MIRRO	"1,530.49"	CAD	"1,530.49"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	1799	"Contractors, Special Trade - Not Elsewhe"	TEMPERED GLASS	
"PARKS, FORESTRY & RECREATION"	4214-61	2016-09-20	2016-09-23	OMNIFLEX HOSE   EQUIPM	29.83	CAD	29.83	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	FITTINGS FOR WASH BAY	
"PARKS, FORESTRY & RECREATION"	4214-62	2016-09-22	2016-09-23	FUELS OF THE FUTURE	"1,014.67"	CAD	"1,014.67"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P01199	WEST-YORK AIRS-OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	TEST CYLINDERS	
"PARKS, FORESTRY & RECREATION"	4220-55	2016-09-27	2016-09-28	LAKESHORE LUMBER	593.23	CAD	593.23	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01199	WEST-YORK AIRS-OPERATIONS	5251	Hardware Stores	PLYWOOD	
"PARKS, FORESTRY & RECREATION"	4224-77	2016-09-29	2016-09-30	APPLIED INDUSTRIAL TEC	144.46	CAD	144.46	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01199	WEST-YORK AIRS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS	
					"5,084.45"	CAD	"5,084.45"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4202-58	2016-09-13	2016-09-14	TIM HORTONS 1894 QTH	7.98	CAD	7.98	CAD	4995	OTHER EXPENSES	C01242	FAMILY SUPPORT PROGRAM	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS-TOWN HALL MEETING WITH GM 13/9/16	
EMPLOYMENT & SOCIAL SERVICES	4202-59	2016-09-13	2016-09-14	TIM HORTONS 1894 QTH	8.99	CAD	8.99	CAD	4995	OTHER EXPENSES	C01242	FAMILY SUPPORT PROGRAM	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENTS-TOWN HALL MEETING WITH GM 13/9/16	
EMPLOYMENT & SOCIAL SERVICES	4203-64	2016-09-13	2016-09-15	LONGO'S # 10	84.09	CAD	84.09	CAD	4995	OTHER EXPENSES	C01242	FAMILY SUPPORT PROGRAM	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS-TOWN HALL MEETING WITH GM 13/9/16	
					101.06	CAD	101.06	CAD								
EMPLOYMENT & SOCIAL SERVICES	4195-54	2016-09-08	2016-09-09	COSTCO WHOLESALE W537	130.44	CAD	130.44	CAD	4995	OTHER EXPENSES	C01275	CLIFFCREST EMPLOYMENT SERVICES	5300	Wholesale Clubs	SNACKS-2INVESTING IN FAMILIES 8/9/16-36&64 CLIENTS	
EMPLOYMENT & SOCIAL SERVICES	4195-55	2016-09-08	2016-09-09	FRESHCO 9873	59.31	CAD	59.31	CAD	4995	OTHER EXPENSES	C01275	CLIFFCREST EMPLOYMENT SERVICES	5411	"Grocery Stores, Supermarkets"	SNACKS-2INVESTING IN FAMILIES 8/9/16-36&64 CLIENTS	
EMPLOYMENT & SOCIAL SERVICES	4220-56	2016-09-27	2016-09-28	COSTCO WHOLESALE W537	113.81	CAD	113.81	CAD	4995	OTHER EXPENSES	C01275	CLIFFCREST EMPLOYMENT SERVICES	5300	Wholesale Clubs	SNACKS-2INVESTING IN FAMILIES 8/9/16-36&64 CLIENTS	
					303.56	CAD	303.56	CAD								
EMPLOYMENT & SOCIAL SERVICES	4192-58	2016-09-07	2016-09-08	801-413-7200/HOARDINGN	140.00	CAD	140.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01205	YORK/HUMBER-ADMIN	7922	Theatrical Producers (except Motion Pict	REG FEES-HOARDING CONFERENCE OCT20/2016	
EMPLOYMENT & SOCIAL SERVICES	4220-57	2016-09-27	2016-09-28	SHOPPERS DRUG MART #86	11.53	CAD	11.53	CAD	4805	POSTAGE	C01205	YORK/HUMBER-ADMIN	5912	"Drug Stores, Pharmacies"	REGISTERED MAIL	
EMPLOYMENT & SOCIAL SERVICES	4224-78	2016-09-29	2016-09-30	METRO #719	14.00	CAD	14.00	CAD	4995	OTHER EXPENSES	C01258	INVESTING IN FAMILIES	5411	"Grocery Stores, Supermarkets"	SNACKS-INVESTING IN FAMILIES 29/9/16-16 CLIENTS	
					165.53	CAD	165.53	CAD								
PUBLIC HEALTH	4202-60	2016-09-13	2016-09-14	CREATIVE BAG TORONTO	22.61	CAD	22.61	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH5102	HE-QUALITY ASSURANCE	5999	Miscellaneous and Specialty Retail Store	PROMOTIONAL ITEMS	
PUBLIC HEALTH	4211-59	2016-09-20	2016-09-21	ST. CLAIR GREETINGS	25.99	CAD	25.99	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH5102	HE-QUALITY ASSURANCE	5947	"Card, Gift, Novelty, and Souvenir Shops"	PRESENTATION/PROMOTIONAL ITEMS	
					48.60	CAD	48.60	CAD								
"PARKS, FORESTRY & RECREATION"	4184-55	2016-09-04	2016-09-06	ROGERS 396	248.54	CAD	248.54	CAD	4441	CONTRACTED SERVICES - CABLE TV	P01968	MASARYK COWAN-SOCIAL PRGM	4814	Telecommunication Service Including Loca	CABLE AND INTERNET	
"PARKS, FORESTRY & RECREATION"	4184-56	2016-09-04	2016-09-06	ROGERS 396	248.00	CAD	248.00	CAD	4441	CONTRACTED SERVICES - CABLE TV	P01968	MASARYK COWAN-SOCIAL PRGM	4814	Telecommunication Service Including Loca	CABLE AND INTERNET	
"PARKS, FORESTRY & RECREATION"	4216-96	2016-09-23	2016-09-26	BEST BUY #617	84.74	CAD	84.74	CAD	3032	M & E - PHOTOGRAPHIC	P01968	MASARYK COWAN-SOCIAL PRGM	5732	Electronic Sales	CAMERA - SENIORS PRGM	
					581.28	CAD	581.28	CAD								
LONG TERM CARE HOMES & SERVICES	4211-60	2016-09-20	2016-09-21	FOOD BASICS #686	3.96	CAD	3.96	CAD	2741	FOOD COSTS	D3C032	CUMMER LODGE-FN-RF	5411	"Grocery Stores, Supermarkets"	FOOD - LETTUCE	
					3.96	CAD	3.96	CAD								
PUBLIC HEALTH	4184-57	2016-09-01	2016-09-06	LAMIN-8 SERVICES INC.	135.60	CAD	135.60	CAD	2090	GRAPHIC DESIGN SUPPLIES	PH3101	INFANT HEARING SCREENING	7338	"Quick Copy, Reproduction, and Blueprinti"	PRINTED MATERIAL	
PUBLIC HEALTH	4228-99	2016-09-30	2016-10-03	MR GREEK MEDITERRANEAN	892.70	CAD	892.70	CAD	4820	BUSINESS MEETING EXPENSES	PH3101	INFANT HEARING SCREENING	5812	"Eating Places, Restaurants"	IHP INTERPROFESSIONAL MEETING	
					"1,028.30"	CAD	"1,028.30"	CAD								
"PARKS, FORESTRY & RECREATION"	4184-58	2016-09-03	2016-09-06	GLOBALINDUSTRIALCANDA	690.17	CAD	690.17	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P12858	BEACH & WATERFRONT MAINTENANCE	5085	Industrial Supplies Not Elsewhere Classi	CYLINDER STORAGE CABINET	
"PARKS, FORESTRY & RECREATION"	4223-59	2016-09-28	2016-09-29	SHERIDAN NURSERIES H/O	783.09	CAD	783.09	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	FALL PLANTS	
					"1,473.26"	CAD	"1,473.26"	CAD								
"PARKS, FORESTRY & RECREATION"	4206-76	2016-09-17	2016-09-19	NOFRILLS LEO'S 701	37.83	CAD	37.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13540	YOUTH LOUNGE- ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
"PARKS, FORESTRY & RECREATION"	4206-77	2016-09-17	2016-09-19	METRO #720	90.47	CAD	90.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13540	YOUTH LOUNGE- ANTIBES	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
"PARKS, FORESTRY & RECREATION"	4206-78	2016-09-17	2016-09-19	PARKDALE HM HDW 1350-8	44.06	CAD	44.06	CAD	3030	M & E - OFFICE	P13540	YOUTH LOUNGE- ANTIBES	5251	Hardware Stores	SUPPLIES FOR YOUTH SPACE	
"PARKS, FORESTRY & RECREATION"	4214-63	2016-09-22	2016-09-23	METRO SOUND   MUSIC	993.33	CAD	993.33	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P13540	YOUTH LOUNGE- ANTIBES	5733	"Music Stores - Musical Instruments, Pian"	EQUIPMENT REPAIR	
"PARKS, FORESTRY & RECREATION"	4218-41	2016-09-26	2016-09-27	THE BODY SHOP 1508	433.92	CAD	433.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13541	YOUTH LOUNGE- HERON PARK	5977	Cosmetic Stores	SUPPLIES FOR A.M.P.E.D. ARTS PRGM	
"PARKS, FORESTRY & RECREATION"	4220-58	2016-09-26	2016-09-28	ABSOLUTE DOLLAR	64.41	CAD	64.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13541	YOUTH LOUNGE- HERON PARK	5310	Discount Stores	SUPPLIES FOR A.M.P.E.D. ARTS PRGM	
"PARKS, FORESTRY & RECREATION"	4220-59	2016-09-26	2016-09-28	MAC EATON CENTRE #144	248.60	CAD	248.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13541	YOUTH LOUNGE- HERON PARK	5977	Cosmetic Stores	SUPPLIES FOR A.M.P.E.D. ARTS PRGM- COSTUMES	
"PARKS, FORESTRY & RECREATION"	4220-60	2016-09-26	2016-09-28	WALMART #1150	70.75	CAD	70.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13541	YOUTH LOUNGE- HERON PARK	5310	Discount Stores	SUPPLIES FOR A.M.P.E.D. ARTS PRGM- COSTUMES	
					"1,983.37"	CAD	"1,983.37"	CAD								
FACILITIES MANAGEMENT DIVISON	4220-61	2016-09-27	2016-09-28	BEST BUY CANADA #943	31.63	CAD	31.63	CAD	4995	OTHER EXPENSES	FA0033	150 BOROUGH-OP-E (SCARBOROUGH CIVIC CENT	5732	Electronic Sales	CELL PHONE CHARGING CABLE	
FACILITIES MANAGEMENT DIVISON	4220-62	2016-09-27	2016-09-28	PRINCESS AUTO #36	41.77	CAD	41.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0033	150 BOROUGH-OP-E (SCARBOROUGH CIVIC CENT	5085	Industrial Supplies Not Elsewhere Classi	FLUORESCENT PAINT	
					73.40	CAD	73.40	CAD								
"PARKS, FORESTRY & RECREATION"	4184-59	2016-09-01	2016-09-06	CDN TIRE STORE #00150	17.32	CAD	17.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00545	S-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	DANGER AND NO TRESPASSING SIGNS	
