Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
FACILITIES MANAGEMENT DIVISON	4867-20	2017-12-18	2017-12-18	APPLIANCE PARTS #11	82.85	CAD	82.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419228	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SENSOR	
FACILITIES MANAGEMENT DIVISON	4867-21	2017-12-18	2017-12-18	APPLIANCE PARTS #11	82.85	CAD	82.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419228	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SENSOR	
FACILITIES MANAGEMENT DIVISON	4867-22	2017-12-18	2017-12-18	APPLIANCE PARTS #11	26.35	CAD	26.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419228	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	FUSE THRML	
FACILITIES MANAGEMENT DIVISON	4867-23	2017-12-18	2017-12-18	APPLIANCE PARTS #11	-82.85	CAD	-82.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419228	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SENSOR	
FACILITIES MANAGEMENT DIVISON	4871-28	2017-12-19	2017-12-20	BILL S ELECTRIC SALES	643.98	CAD	643.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419300	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PARTS	
					939.95	CAD	939.95	CAD								
CORPORATE SECURITY	4852-54	2017-12-05	2017-12-06	EDU-CHILD CARE LICENSI	140.00	CAD	140.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE	
CORPORATE SECURITY	4853-86	2017-12-06	2017-12-07	EDU-CHILD CARE LICENSI	140.00	CAD	140.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE	
CORPORATE SECURITY	4855-29	2017-12-08	2017-12-08	EDU-CHILD CARE LICENSI	100.00	CAD	100.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE	
CORPORATE SECURITY	4860-32	2017-12-11	2017-12-12	EDU-CHILD CARE LICENSI	120.00	CAD	120.00	CAD	4995	OTHER EXPENSES	E0546M	NON UNIT COSTED NOT UNDER THE ROOF	9399	Government Services - Not Elsewhere Clas	MINISTRY LICENSE FEE	
					500.00	CAD	500.00	CAD								
"PARKS, FORESTRY & RECREATION"	4853-87	2017-12-06	2017-12-07	WAL-MART # 3740	38.55	CAD	38.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4853-88	2017-12-07	2017-12-07	DOLLAR TREE #40138	15.54	CAD	15.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08578	ELM CS-SPECIAL EVENTS	5331	Variety Stores	SPECIAL EVENT PRIZES	
"PARKS, FORESTRY & RECREATION"	4855-30	2017-12-08	2017-12-08	WAL-MART # 3740	25.44	CAD	25.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08578	ELM CS-SPECIAL EVENTS	5411	"Grocery Stores, Supermarkets"	SPECIAL EVENT - SNACKS	
"PARKS, FORESTRY & RECREATION"	4860-33	2017-12-11	2017-12-12	WAL-MART # 3740	36.05	CAD	36.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR CKNG PRGM	
					115.58	CAD	115.58	CAD								
"PARKS, FORESTRY & RECREATION"	4866-36	2017-12-15	2017-12-15	WALMART.CA	65.61	CAD	65.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01666	MITCHELL FIELD-PRGM SUPPORT	5310	Discount Stores	FRAMES FOR SUMMER CAMP PHOTOS	
"PARKS, FORESTRY & RECREATION"	4872-44	2017-12-22	2017-12-22	DOLLARAMA #0978	52.26	CAD	52.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01666	MITCHELL FIELD-PRGM SUPPORT	5310	Discount Stores	HOLIDAY PARTY SUPPLIES	
					117.87	CAD	117.87	CAD								
"PARKS, FORESTRY & RECREATION"	4857-43	2017-12-11	2017-12-11	DOLLARAMA #0978	2.26	CAD	2.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5310	Discount Stores	BRISTOL BOARD	
"PARKS, FORESTRY & RECREATION"	4864-75	2017-12-14	2017-12-14	COSTCO WHOLESALE W537	119.51	CAD	119.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5300	Wholesale Clubs	"CANDY, BROWNIES, CUPCAKES"	
"PARKS, FORESTRY & RECREATION"	4866-37	2017-12-15	2017-12-15	WAL-MART #1139	29.56	CAD	29.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	"JUICE, COOKIES"	
					151.33	CAD	151.33	CAD								
"PARKS, FORESTRY & RECREATION"	4841-73	2017-12-01	2017-12-01	WINTERGREEN LEARNING M	794.52	CAD	794.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13495	YORK CC - PRGM SUPPORT CR	2741	Miscellaneous Publishing and Printing	"TOYS, HOOP HOLDER, RIBBON WANDS, SOCCER BALLS"	
"PARKS, FORESTRY & RECREATION"	4845-23	2017-11-30	2017-12-01	THE WILLERTON GROUP	249.77	CAD	249.77	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P13495	YORK CC - PRGM SUPPORT CR	2791	"Typesetting, Plate Making, and Related S"	TROPIES FOR TOURNAMENT	
					"1,044.29"	CAD	"1,044.29"	CAD								
FACILITIES MANAGEMENT DIVISON	4860-34	2017-12-11	2017-12-12	THE HOME DEPOT #7080	85.79	CAD	85.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61418524	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  MAX 9V4	
					85.79	CAD	85.79	CAD								
"PARKS, FORESTRY & RECREATION"	4852-55	2017-12-06	2017-12-06	CONCORD HARDWARE	"1,262.14"	CAD	"1,262.14"	CAD	3080	M & E - HAND TOOLS	P00433	PARKS RENAISSANCE-ORPHANED SPACES	5251	Hardware Stores	TOOLS	
"PARKS, FORESTRY & RECREATION"	4868-35	2017-12-19	2017-12-19	PRINCESS AUTO	302.90	CAD	302.90	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5085	Industrial Supplies Not Elsewhere Classi	"STRAP BUNGEE, ROPE TOW, CORD BUNGEE"	
"PARKS, FORESTRY & RECREATION"	4872-45	2017-12-22	2017-12-22	KOOY BROS LAWN	"1,568.42"	CAD	"1,568.42"	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	"EXTREME LOPPER, CUTTING BLADE, HAND PRUNER"	
"PARKS, FORESTRY & RECREATION"	4872-46	2017-12-21	2017-12-21	VRE GREENHOUSE SYSTEMS	"2,957.78"	CAD	"2,957.78"	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	ANNUAL STANDS	
					"6,091.24"	CAD	"6,091.24"	CAD								
"PARKS, FORESTRY & RECREATION"	4841-76	2017-12-01	2017-12-01	RCSS WESTON 2800	128.05	CAD	128.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	JR CHEF PRGM	
"PARKS, FORESTRY & RECREATION"	4847-169	2017-12-04	2017-12-04	LOBLAWS #1174	7.29	CAD	7.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	WHIPPING CREAM	
"PARKS, FORESTRY & RECREATION"	4852-56	2017-12-06	2017-12-06	SAMKO & MIKO TOY WAREH	106.69	CAD	106.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5942	Book Stores	TOYS	
"PARKS, FORESTRY & RECREATION"	4853-89	2017-12-07	2017-12-07	THE HOME DEPOT #7013	640.12	CAD	640.12	CAD	2715	PAINT SUPPLIES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5200	Home Supply Warehouse	**MORE**  DRYWL MESH	
"PARKS, FORESTRY & RECREATION"	4853-90	2017-12-06	2017-12-07	THE HOME DEPOT #7129	406.33	CAD	406.33	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12637	EDGEHILL HOUSE-PROG SUPPORT	5200	Home Supply Warehouse	HEATERS FOR CENTRE AS FURNACE STOPS WORKING	
"PARKS, FORESTRY & RECREATION"	4853-91	2017-12-07	2017-12-07	CDN TIRE STORE #00182	20.27	CAD	20.27	CAD	2570	JANITORIAL SUPPLIES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5200	Home Supply Warehouse	CARPET CLEANER	
"PARKS, FORESTRY & RECREATION"	4853-92	2017-12-06	2017-12-07	WAL-MART # 3031	-338.89	CAD	-338.89	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12637	EDGEHILL HOUSE-PROG SUPPORT	5310	Discount Stores	REFUND ON AIR PURIFIERS	
"PARKS, FORESTRY & RECREATION"	4857-44	2017-12-11	2017-12-11	NOFRILLS EMILIANO&ANA	6.64	CAD	6.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	CANDY CANES	
"PARKS, FORESTRY & RECREATION"	4857-45	2017-12-11	2017-12-11	NOFRILLS EMILIANO&ANA	24.34	CAD	24.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	BAKING INGREDIENTS	
"PARKS, FORESTRY & RECREATION"	4863-25	2017-12-13	2017-12-13	LOWES.CA	111.30	CAD	111.30	CAD	2710	GENERAL HARDWARE	P12637	EDGEHILL HOUSE-PROG SUPPORT	5200	Home Supply Warehouse	SNOW SHOVELS	
"PARKS, FORESTRY & RECREATION"	4863-26	2017-12-14	2017-12-14	LOWES.CA	59.27	CAD	59.27	CAD	2715	PAINT SUPPLIES	P12550	61 EDGEHILL - OPERATIONS	5200	Home Supply Warehouse	PAINT BRUSHES	
"PARKS, FORESTRY & RECREATION"	4864-76	2017-12-14	2017-12-14	CDN TIRE STORE #00182	63.21	CAD	63.21	CAD	2715	PAINT SUPPLIES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5200	Home Supply Warehouse	ROLLERS FOR PAINTING	
"PARKS, FORESTRY & RECREATION"	4868-36	2017-12-18	2017-12-19	MASTERMIND - ETOBICOKE	28.24	CAD	28.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5945	"Game, Toy, and Hobby Shops"	SCRABLE BOARD FOR NEW BOARD GAME PRGM	
					"1,262.86"	CAD	"1,262.86"	CAD								
FACILITIES MANAGEMENT DIVISON	4850-36	2017-12-05	2017-12-05	PAUL WOLF ELECTRIC & L	125.66	CAD	125.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402577	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL MATERIALS	
FACILITIES MANAGEMENT DIVISON	4850-37	2017-12-05	2017-12-05	PAUL WOLF ELECTRIC & L	76.47	CAD	76.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403239	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL MATERIALS	
FACILITIES MANAGEMENT DIVISON	4857-46	2017-12-11	2017-12-11	PAUL WOLF ELECTRIC & L	49.02	CAD	49.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61418336	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL MATERIALS	
FACILITIES MANAGEMENT DIVISON	4857-47	2017-12-11	2017-12-11	PAUL WOLF ELECTRIC & L	99.67	CAD	99.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61416226	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	BULBS AND ELECTRICAL MATERIALS	
FACILITIES MANAGEMENT DIVISON	4872-47	2017-12-21	2017-12-21	THE MASTER GROUP CRANF	80.61	CAD	80.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419631	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ELECTRICAL MATERIALS	
FACILITIES MANAGEMENT DIVISON	4872-48	2017-12-21	2017-12-21	PAUL WOLF ELECTRIC & L	69.68	CAD	69.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61419631	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL MATERIALS	
					501.11	CAD	501.11	CAD								
FIRE SERVICES	4852-57	2017-12-06	2017-12-06	OBR OIL AND MARINE	"1,904.02"	CAD	"1,904.02"	CAD	3099	GENERAL EQUIPMENT	FR0046	HUSAR-FIRE	5013	Motor Vehicle Supplies and New Parts	BOAT MOTOR CARTS	
FIRE SERVICES	4853-93	2017-12-07	2017-12-07	THE WIRING MART LTD	936.72	CAD	936.72	CAD	4808	NETWORK EQUIPMENT INCLUDING CABLING	FR0046	HUSAR-FIRE	1711	"Air Conditioning, Heating, and Plumbing"	REEL OF CAT 6 CABLING/HARDWARE	
FIRE SERVICES	4860-35	2017-12-11	2017-12-12	HEMISPHERE FREIGHT & B	"1,108.31"	CAD	"1,108.31"	CAD	4995	OTHER EXPENSES	CFR111-01	TECHNICAL RESCUE SIMULATOR-REPAIR	4215	"Courier Services - Air & Ground, Freight"	BROKERAGE FEE + GST	
FIRE SERVICES	4863-27	2017-12-14	2017-12-14	ULINE	775.18	CAD	775.18	CAD	3099	GENERAL EQUIPMENT	FR0046	HUSAR-FIRE	5964	Direct Marketing - Catalog Merchants	PAILS/CARTS	
FIRE SERVICES	4864-77	2017-12-16	2017-12-16	GLOBALINDUSTRIALCANDA	"2,595.31"	CAD	"2,595.31"	CAD	3099	GENERAL EQUIPMENT	FR0046	HUSAR-FIRE	5085	Industrial Supplies Not Elsewhere Classi	VESTIL ALL TERRAIN PALLET JACK TRUCK	
FIRE SERVICES	4866-38	2017-12-15	2017-12-15	HEMISPHERE FREIGHT & B	238.52	CAD	238.52	CAD	2082	HEALTH & SAFETY SUPPLIES	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	4215	"Courier Services - Air & Ground, Freight"	BROKERAGE FEES & GST	
FIRE SERVICES	4872-49	2017-12-21	2017-12-21	FIREHALL BOOKSTORE	738.50	CAD	738.50	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0046	HUSAR-FIRE	5994	News Dealers and Newsstands	**MORE**  TECHNICAL RESCUE BOOKS	
					"8,296.56"	CAD	"8,296.56"	CAD								
"PARKS, FORESTRY & RECREATION"	4872-50	2017-12-21	2017-12-21	SP * MONSTER MUFFIN	501.72	CAD	501.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13012	DROP IN SKATE - NATHAN PHILLIPS SQR	5691	Men's and Women's Clothing Stores	HELMET COVERS FOR RINK GUARD HELMETS	
					501.72	CAD	501.72	CAD								
FACILITIES MANAGEMENT DIVISON	4875-36	2017-12-28	2017-12-28	G.K. CHEMICAL	405.67	CAD	405.67	CAD	3099	GENERAL EQUIPMENT	FA0789	707 DUNDAS ST.W-CSTD (SCADDING COURT COM	7349	"Cleaning and Maintenance, Janitorial Ser"	VACUUM CLEANER WET/DRY 6 GAL JV115	
					405.67	CAD	405.67	CAD								
REVENUE SERVICES 	4841-79	2017-12-01	2017-12-01	PAYPAL *CUI	394.40	CAD	394.40	CAD	4250	CONF/SEMIN - ADVANCE	FS0170	TAX ADMIN	8398	"Organizations, Charitable and Social Ser"	CONFERENCE PYMT FOR TAX POLICY & ASSESSMENT UNIT STAFF	
REVENUE SERVICES 	4864-78	2017-12-13	2017-12-14	STAPLES.CA	19.53	CAD	19.53	CAD	3410	COMPUTERS - HARDWARE	FS0195	REV SVCS - DIR OFFF	5943	"Office, School Supply, and Stationery St"	WIRELESS MOUSE FOR DIRECTOR	
REVENUE SERVICES 	4866-39	2017-12-15	2017-12-15	STAPLES.CA	77.80	CAD	77.80	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0180	CUSTOMER SERVICE ADMIN	5943	"Office, School Supply, and Stationery St"	COAT STAND CUSTOMER SERVICE COUNTER SCARBOROUGH CC	
REVENUE SERVICES 	4872-51	2017-12-22	2017-12-22	AMAZON *MARKETPLCE CA	52.99	CAD	52.99	CAD	3410	COMPUTERS - HARDWARE	FS0154	SYSTEMS & INNOVATION	4816	Computer Network/Information Services	DUAL MONITOR DESK STAND	
REVENUE SERVICES 	4872-52	2017-12-22	2017-12-22	AMAZON *MARKETPLCE CA	211.96	CAD	211.96	CAD	3410	COMPUTERS - HARDWARE	FS0154	SYSTEMS & INNOVATION	4816	Computer Network/Information Services	DUAL MONITOR DESK STANDS FOR SYSTEMS & INNOVATION STAFF	
REVENUE SERVICES 	4872-53	2017-12-20	2017-12-21	STAPLES.CA	62.14	CAD	62.14	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FS0180	CUSTOMER SERVICE ADMIN	5943	"Office, School Supply, and Stationery St"	ELECTRIC STAPLER FOR CUSTOMER SERVICE COUNTER	
					818.82	CAD	818.82	CAD								
"PARKS, FORESTRY & RECREATION"	4850-38	2017-12-05	2017-12-05	ZEHRS BRADFORD #0505	162.10	CAD	162.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	"JUICE, FRUITS"	
"PARKS, FORESTRY & RECREATION"	4853-94	2017-12-07	2017-12-07	THE HOME DEPOT #7078	53.91	CAD	53.91	CAD	2715	PAINT SUPPLIES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5200	Home Supply Warehouse	**MORE**  PNT CAN OPNR	
"PARKS, FORESTRY & RECREATION"	4853-95	2017-12-07	2017-12-07	THE HOME DEPOT #7078	276.22	CAD	276.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13059	GEN INTRST & CLUBS - EY YOUTH REC STRAT	5200	Home Supply Warehouse	**MORE**  8MM X 4 X 8	
"PARKS, FORESTRY & RECREATION"	4857-48	2017-12-11	2017-12-11	LOBLAWS #1010	80.53	CAD	80.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	GIFT CARDS FOR YOUTH - NAMES ATTACHED TO LOG	
"PARKS, FORESTRY & RECREATION"	4864-79	2017-12-13	2017-12-14	LOBLAWS #1010	218.80	CAD	218.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	"VEGGIE TRAY, FRUIT TRAY, POTATO SALAD"	
"PARKS, FORESTRY & RECREATION"	4864-80	2017-12-13	2017-12-14	STAPLES.CA	56.48	CAD	56.48	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5943	"Office, School Supply, and Stationery St"	WRITING CASE	
"PARKS, FORESTRY & RECREATION"	4866-40	2017-12-16	2017-12-16	WAL-MART #1101	20.20	CAD	20.20	CAD	3032	M & E - PHOTOGRAPHIC	P13059	GEN INTRST & CLUBS - EY YOUTH REC STRAT	5411	"Grocery Stores, Supermarkets"	MEMORY CARD READER	
					868.24	CAD	868.24	CAD								
"PARKS, FORESTRY & RECREATION"	4841-81	2017-12-01	2017-12-01	BRETT YOUNG	734.50	CAD	734.50	CAD	2715	PAINT SUPPLIES	P13472	NY - SPORTS FIELD MAINTENANCE	0763	Agricultural Cooperatives	SPORT FIELD PAINT	
"PARKS, FORESTRY & RECREATION"	4841-82	2017-12-01	2017-12-01	BRETT YOUNG	734.50	CAD	734.50	CAD	2715	PAINT SUPPLIES	P13472	NY - SPORTS FIELD MAINTENANCE	0763	Agricultural Cooperatives	SPORT FIELD PAINT	
"PARKS, FORESTRY & RECREATION"	4847-177	2017-12-04	2017-12-04	KOOY BROS LAWN	48.10	CAD	48.10	CAD	3099	GENERAL EQUIPMENT	P10908	NY SKI CENTRE-OPERATIONS	5261	Lawn and Garden Supply Stores	"OIL FILTER, RTV"	
"PARKS, FORESTRY & RECREATION"	4853-96	2017-12-07	2017-12-07	THE HOME DEPOT #7129	302.38	CAD	302.38	CAD	3099	GENERAL EQUIPMENT	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  PLIERS	
"PARKS, FORESTRY & RECREATION"	4855-31	2017-12-07	2017-12-08	GLEN CURRIE TOWING INC	610.20	CAD	610.20	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	P10908	NY SKI CENTRE-OPERATIONS	7549	Towing Services	TRANSPORT DETRACKED GROOMER FR TRACK VEHICLE REPAIR TO EARL BALES PARK	
"PARKS, FORESTRY & RECREATION"	4857-49	2017-12-08	2017-12-11	CDN TIRE STORE #00485	157.58	CAD	157.58	CAD	3099	GENERAL EQUIPMENT	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	BATTERY TENDERS	
"PARKS, FORESTRY & RECREATION"	4868-37	2017-12-18	2017-12-19	PETROCAN	30.03	CAD	30.03	CAD	2260	GASOLINE	P10908	NY SKI CENTRE-OPERATIONS	5541	Service Stations (with or without Ancill	GAS FOR SNOWMOBILE	
"PARKS, FORESTRY & RECREATION"	4868-38	2017-12-19	2017-12-19	PROVINCE ELECTRIC SUPP	297.88	CAD	297.88	CAD	2575	ELECTRICAL SUPPLIES	P10908	NY SKI CENTRE-OPERATIONS	5065	Electrical Parts and Equipment	EXTENSION MATERIAL	
"PARKS, FORESTRY & RECREATION"	4868-39	2017-12-18	2017-12-19	THE HOME DEPOT #7129	54.10	CAD	54.10	CAD	2575	ELECTRICAL SUPPLIES	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  60W T12 HO	
"PARKS, FORESTRY & RECREATION"	4872-54	2017-12-19	2017-12-21	ONTARIO BELTING & POWE	145.58	CAD	145.58	CAD	3099	GENERAL EQUIPMENT	P10908	NY SKI CENTRE-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS FOR ROPE TOW	
"PARKS, FORESTRY & RECREATION"	4875-37	2017-12-28	2017-12-28	PARTSOURCE #719	84.66	CAD	84.66	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	HEAT GUN	
					"3,199.51"	CAD	"3,199.51"	CAD								
"PARKS, FORESTRY & RECREATION"	4852-58	2017-12-06	2017-12-06	THORNCREST HM HDWR 149	24.84	CAD	24.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06460	ISLINGTON CS-ARTS-VISL/PERF	5251	Hardware Stores	MATS FOR PRESCHOOL ROOM	
"PARKS, FORESTRY & RECREATION"	4853-97	2017-12-08	2017-12-08	MICHAELS #4921	110.72	CAD	110.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06460	ISLINGTON CS-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	ARTS AND CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4863-28	2017-12-13	2017-12-13	COSTCO WHOLESALE W524	61.41	CAD	61.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06460	ISLINGTON CS-ARTS-VISL/PERF	5300	Wholesale Clubs	PRESCHOOL CONCERT SNACKS	
"PARKS, FORESTRY & RECREATION"	4872-55	2017-12-21	2017-12-21	MARCHANTS.COM	487.57	CAD	487.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13167	INSTRCT SPORTS - ISLINGTON CS	5941	Sporting Goods Stores	SPORTS EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	4873-17	2017-12-13	2017-12-26	SUPREME SPORTS INC	89.61	CAD	89.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13167	INSTRCT SPORTS - ISLINGTON CS	5655	"Sports Apparel, Riding Apparel Stores"	TAE KWAN DO BELTS	
"PARKS, FORESTRY & RECREATION"	4874-7	2017-12-27	2017-12-27	MARCHANTS.COM	-266.12	CAD	-266.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13167	INSTRCT SPORTS - ISLINGTON CS	5941	Sporting Goods Stores	REFUND ON SPORTS SUPPLIES	
					508.03	CAD	508.03	CAD								
CITY CLERK'S OFFICE	4872-56	2017-12-22	2017-12-22	AMAZON.CA	207.16	CAD	207.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	PROTOCOL	4816	Computer Network/Information Services	CEREMONIAL SIGNING PENS	
CITY CLERK'S OFFICE	4872-57	2017-12-22	2017-12-22	TIDY S FLOWERS	84.75	CAD	84.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	PROTOCOL	5992	Florists	MEMORIAL FLOWERS	
CITY CLERK'S OFFICE	4872-58	2017-12-22	2017-12-22	FLAGS GEORGIA	19.26	CAD	14.73	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	PROTOCOL	5947	"Card, Gift, Novelty, and Souvenir Shops"	DELIVERY CHARGE FOR FLAG STANDS	
CITY CLERK'S OFFICE	4872-59	2017-12-21	2017-12-21	FLAGS GEORGIA	55.03	CAD	42.00	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	PROTOCOL	5947	"Card, Gift, Novelty, and Souvenir Shops"	WALNUT WOOD FLAG STAND	
CITY CLERK'S OFFICE	4873-18	2017-12-22	2017-12-26	RAPID PHOTO	22.60	CAD	22.60	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	PROTOCOL	5946	Camera and Photographic Supply Stores	PHOTO PRINTS	
